,condition_tvalue,abs_tvalue
Etv5(+),-18.03557694130825,18.03557694130825
Ebf1(+),13.529234881381669,13.529234881381669
Gatad1(+),-13.473263286293935,13.473263286293935
Hsf1(+),-12.375240133745876,12.375240133745876
Rarg(+),-11.998822058881261,11.998822058881261
Relb(+),-11.795148037659706,11.795148037659706
Zfp595(+),-10.555258767371159,10.555258767371159
Spib(+),-10.32278420735571,10.32278420735571
Zfp580(+),-9.991226791426351,9.991226791426351
E2f1(+),-9.591042301410877,9.591042301410877
Zfp932(+),-9.484768381665797,9.484768381665797
E2f3(+),-9.0430615207338,9.0430615207338
Tal1(+),-8.641427922489482,8.641427922489482
Erf(+),-8.536626798986163,8.536626798986163
Tfdp1(+),-8.442362289117302,8.442362289117302
Dmrta2(+),-8.173452246369106,8.173452246369106
Cebpb(+),-8.16274089809209,8.16274089809209
Ahr(+),-7.981133340627968,7.981133340627968
Lhx8(+),7.809283808799336,7.809283808799336
Junb(+),-7.6579154790875,7.6579154790875
Irf8(+),7.540971542996752,7.540971542996752
Zfx(+),7.4829449452283425,7.4829449452283425
Nfic(+),-7.379530183738044,7.379530183738044
Pbx3(+),7.346734415583659,7.346734415583659
Stat1(+),-7.346460675211749,7.346460675211749
Dbp(+),6.935579102623841,6.935579102623841
Irx4(+),6.930433797984372,6.930433797984372
Mtf1(+),-6.883152461448466,6.883152461448466
Nfat5(+),6.706481107012524,6.706481107012524
Etv1(+),6.651936092248497,6.651936092248497
Hoxa10(+),6.635663567337747,6.635663567337747
Prrx2(+),-6.3032510932513075,6.3032510932513075
Emx2(+),-6.261168181403354,6.261168181403354
Spi1(+),6.205285663277157,6.205285663277157
Cebpd(+),-6.202639375332705,6.202639375332705
Tbx5(+),6.0912498600646865,6.0912498600646865
Zfp536(+),-5.918396816690745,5.918396816690745
Zfp874a(+),-5.91278100820871,5.91278100820871
E2f7(+),-5.79519479013537,5.79519479013537
Klf13(+),-5.749423358634233,5.749423358634233
En1(+),5.732488608636099,5.732488608636099
Stat3(+),-5.685335405783836,5.685335405783836
Gtf2ird1(+),5.677613860283598,5.677613860283598
Sox10(+),-5.598924718165433,5.598924718165433
Smad2(+),-5.58063332864626,5.58063332864626
Mef2c(+),5.566232427854279,5.566232427854279
Irf6(+),5.5114680233364,5.5114680233364
Zbtb20(+),5.483554290645243,5.483554290645243
Nfia(+),5.46476550790201,5.46476550790201
Creb1(+),5.417142017053796,5.417142017053796
Ddit3(+),-5.249837332269406,5.249837332269406
Pou2f1(+),-5.040397325169739,5.040397325169739
Nfe2l2(+),-5.000796243920963,5.000796243920963
Foxa2(+),-4.9370053865301395,4.9370053865301395
Nr2c2(+),-4.908724036601208,4.908724036601208
Brca1(+),-4.891118134054605,4.891118134054605
Nr1h4(+),4.858314884121013,4.858314884121013
Bach2(+),4.851404695469801,4.851404695469801
Arid5b(+),4.843247570544926,4.843247570544926
Myc(+),-4.818634612804938,4.818634612804938
Nfib(+),4.793841151245855,4.793841151245855
Zfp449(+),4.770283298441565,4.770283298441565
Irf2(+),-4.764717498787118,4.764717498787118
Nr1i3(+),-4.763521863508117,4.763521863508117
Klf4(+),-4.624213322357304,4.624213322357304
Sp1(+),4.614861876272873,4.614861876272873
Tead1(+),4.60531375193975,4.60531375193975
Hoxa1(+),-4.5632020502134525,4.5632020502134525
Prdm5(+),-4.540764131182806,4.540764131182806
E2f4(+),-4.512690254238139,4.512690254238139
Hoxa6(+),4.42404181869042,4.42404181869042
Nr2f1(+),4.386697319535664,4.386697319535664
Zfp60(+),-4.378622980164615,4.378622980164615
Nr2f2(+),-4.357900336574031,4.357900336574031
Irf7(+),-4.3338338860151016,4.3338338860151016
Atf2(+),-4.325844964522123,4.325844964522123
Srf(+),4.258958568276687,4.258958568276687
Foxp1(+),4.23482451084222,4.23482451084222
E2f2(+),-4.2006550331360435,4.2006550331360435
Pbx1(+),4.159829409628973,4.159829409628973
Ube2k(+),-4.1529019792056046,4.1529019792056046
Hoxb4(+),4.124360404790148,4.124360404790148
Meox1(+),-4.064633963471245,4.064633963471245
Alx4(+),-4.029637557672946,4.029637557672946
Batf(+),4.005029991071459,4.005029991071459
Nrf1(+),-3.9959212633010712,3.9959212633010712
Zfp989(+),-3.986504898894734,3.986504898894734
Maf(+),-3.9573043330897617,3.9573043330897617
Mybl2(+),-3.8715297018321997,3.8715297018321997
Ahdc1(+),-3.8565781842895692,3.8565781842895692
Tfap2b(+),3.843036283649585,3.843036283649585
Nfatc1(+),-3.813804750841654,3.813804750841654
Cebpg(+),-3.785713235898725,3.785713235898725
Zfp513(+),-3.75604195272559,3.75604195272559
Foxm1(+),-3.7293590376613133,3.7293590376613133
Fos(+),-3.7255183940833994,3.7255183940833994
Nfatc4(+),3.6957715431213067,3.6957715431213067
Foxa3(+),-3.6729668265735893,3.6729668265735893
Hoxc6(+),-3.6607101143051652,3.6607101143051652
Cers3(+),3.618259766013505,3.618259766013505
Gata3(+),3.5435168633151197,3.5435168633151197
Mafg(+),-3.542203569256189,3.542203569256189
Rfx4(+),3.519257770104434,3.519257770104434
Hoxa4(+),-3.5122518968685976,3.5122518968685976
Fosl2(+),3.5016634063917067,3.5016634063917067
Erg(+),-3.487391079335658,3.487391079335658
Myb(+),-3.485257873263687,3.485257873263687
Jund(+),-3.4247814359845976,3.4247814359845976
Rfx1(+),3.4099531199870396,3.4099531199870396
Ar(+),-3.406239191335646,3.406239191335646
Nr3c1(+),3.4055158611133556,3.4055158611133556
Elf1(+),-3.388108861209306,3.388108861209306
Arnt(+),-3.3683509616511658,3.3683509616511658
Etv4(+),-3.360282358773086,3.360282358773086
Gabpa(+),-3.327250912209948,3.327250912209948
Mynn(+),-3.264472741364332,3.264472741364332
Bclaf1(+),3.2532385971698887,3.2532385971698887
Elk3(+),-3.248077997113537,3.248077997113537
Stat5a(+),-3.2371212990707616,3.2371212990707616
Runx2(+),3.2185467484985164,3.2185467484985164
E2f8(+),-3.209884040494322,3.209884040494322
E2f6(+),-3.204397902011974,3.204397902011974
Hoxa9(+),3.2037696508677445,3.2037696508677445
Rfx2(+),3.2030760259283975,3.2030760259283975
Irf5(+),-3.172003257136638,3.172003257136638
Zbtb17(+),-3.148724957401079,3.148724957401079
Stat6(+),-3.0690047199862973,3.0690047199862973
Vsx1(+),-2.9735095469455546,2.9735095469455546
Gli2(+),-2.9714529031678456,2.9714529031678456
Zfp629(+),2.9707030452707692,2.9707030452707692
Atf4(+),-2.952442583270066,2.952442583270066
2610021A01Rik(+),-2.950697793233848,2.950697793233848
Mybl1(+),-2.931171064882305,2.931171064882305
Zfp748(+),-2.9082325011163266,2.9082325011163266
