,Basal_KO_DM,Basal_WT_DM,LP_Cycling_KO_DM,LP_Cycling_WT_DM,LP_Others_KO_DM,LP_Others_WT_DM,LP_Others!_KO_DM,LP_Others!_WT_DM,Mature_Luminal_KO_DM,Mature_Luminal_WT_DM
Bach1(+),1.4949584647662628,-0.24818214497747124,-1.0116275583000252,-1.1323041756182208,6.66875287791243,11.353313980572446,-2.2582087794830454,-0.9416183253359318,-7.0507399740892875,-15.011338477687403
Bach2(+),7.3715112401786955,13.236546769304226,9.067189494112469,11.156127997720958,1.9923881571743516,11.377205620242636,10.707906547403006,9.833056172688035,-20.780191613458708,-40.04464733548119
Barhl1(+),2.8593814522960668,5.158679108137034,-0.7185696988967171,-0.5433120568559073,-2.3880829374267476,0.2741535657255099,-0.7195874407079986,-0.03996945002633648,-1.7976853390254073,-2.907670646193388
Batf(+),-2.6375982237116737,3.759160803991682,2.625694069814198,2.260162747323938,-2.5812164233095656,-7.000419870360427,-1.5270434171222182,-2.082605367735992,1.3362132169298357,7.942509069726068
Bcl11a(+),-12.573178650930249,-11.396452998445968,3.441649059226623,3.948357579821023,19.329283313370276,26.371774497516835,2.437464457839522,1.6468917560334257,-13.731829438098854,-23.371128406790827
Bcl6(+),1.5913943982390073,3.6192535965721437,-3.963831509055769,-2.010907268498575,-10.556093143633214,-9.66953860977737,-2.3474364387624043,-2.846056664259532,17.284596449164482,10.749643611274863
Bcl6b(+),24.228124441063212,20.674192673874987,-2.041914148476916,-0.2681747383245955,-10.066490543645259,-5.876273372164649,-2.6604305033293745,-0.8166322495924868,-8.109084270798387,-13.44699646186131
Bclaf1(+),-6.440330516952538,-1.5552260339065764,1.0024740843253983,0.6009578062447538,0.8455490477149167,2.6187944211392136,-0.6155662019159684,-0.7125292631285044,-0.5286800962643629,3.4238746307433563
Bhlhe40(+),-3.634053451118488,-2.5108043801528632,-1.2593384603212945,-0.4135827567344837,1.1007727201042774,2.6985033616383096,-1.5098072364057533,-1.625280272481541,-1.5555072309802767,4.108057046758529
Bptf(+),2.5268831522021005,4.870077400316817,5.335510336349406,4.300331034181358,-0.852678981728917,-1.6059974147949703,4.054637083381238,3.2807571377967495,-3.927830794722278,-7.6334690765477955
Brca1(+),-1.8146012067234931,-5.440550210017836,57.144672214078795,15.595736910180582,2.2132747090060647,-4.491955154715042,-0.21420237099761957,-1.593240203576828,-6.064111484181829,-14.265891546296832
Brf1(+),4.490283165728311,7.191379808525685,-1.2868839187630288,0.19445062166993357,-5.710739425205505,6.278141099746081,-2.3446637114470836,0.879634712460473,-3.0881446476640537,-8.121137811276686
Cebpa(+),2.42904690575058,0.5333726452443291,0.2014398362678502,1.1638369127927106,0.736680550400276,0.2885098747877522,0.6899224065970206,0.9028823260894298,1.107695937274502,-5.551611890042584
Cebpb(+),-9.559666805284108,-15.215956460122753,1.3376029016755377,-3.2781582077307023,19.426870120118632,2.653193203497278,-1.7276941526156817,-1.8961501558165605,4.361057580184805,-3.340168579120297
Cebpd(+),-11.282355713632018,-15.16839129282651,2.0754517077688703,-2.505077201330791,14.941114689290638,-0.7032680309732756,-2.3745351535441444,-1.6613461881641047,8.60722589708569,3.1548720064545077
Cebpg(+),1.2918926321613524,-4.358552516902505,1.0360045642455569,-1.1147897024014926,7.854164227793441,4.617272781634539,0.7894367075817692,-0.12913553914527803,1.1714128403022068,-12.709472002399039
Cers3(+),-4.301047237909501,-0.5551531543087571,24.739770884396012,14.674745940881053,0.15322738967666516,0.9154522965832327,-1.4233902946296657,-1.3922176748595534,-4.5355143392535675,-9.69981157384085
Chd1(+),-13.060971218459516,-12.656170641942744,1.3355586595795403,-2.0202788500016085,-5.844369730397139,-9.558044223502893,1.341286726284311,-0.39144409518526957,11.764139735851193,36.683980534709654
Churc1(+),-3.6091129078925226,-6.053305336976749,-3.715400623837455,-2.0798929104392445,7.160700449763585,19.059163727627556,-1.7542857098834186,-0.3381743133381051,-0.05457322839335669,-17.230563373258523
Clock(+),-9.194871655235232,-7.129421859683158,-3.810015314189362,-1.8587702152607075,-10.203957558935752,-10.283749410131772,-2.918737410638408,-2.195310110288796,24.330781455868163,28.658581621788596
Creb1(+),-2.246138493416044,7.17093460349521,4.947236234248216,1.4903817288862309,2.030044335313618,1.9152434423875373,0.8936508544963032,0.12473218040587047,-6.466414289315531,-7.919960374122587
Creb3l2(+),16.21594898186805,15.861891289559477,-3.571938621642971,-0.3984696296243186,-7.545202178956853,-9.127725823055403,-2.4805752661887293,-2.6558197458930204,-1.01449079397901,-5.53224491971511
Creb3l4(+),-5.879021519983456,-6.261278196370288,-0.5859898414795979,-0.569109044837355,5.306910285541467,-0.0944270171429857,-0.3355872844167382,-0.970593657633025,10.009708149176273,-0.6681564926785286
Crem(+),-2.113562094485485,-4.231269635330333,-2.0539254974762007,0.8841074404530821,2.200200237804055,6.757651472624701,1.1735601228657777,0.3718923719403587,2.6758592738981575,-5.814483357328273
Cux1(+),-0.2307039540313206,-0.9788900568047431,2.3946721213656654,1.9838688013937111,1.7516587259920233,-1.8756285297815607,3.654200240971155,-0.42155462910923924,0.21842186087616772,-1.8579022792445097
Dbp(+),1.5736919021103106,15.474191546193332,-0.6247769378678869,0.17856240323876585,-3.9438300687170202,-2.391436787862111,-2.0461021951590213,-1.208126582112806,-4.010828777372248,-3.917784625260463
Dbx2(+),4.964330502222538,0.2236714478757509,-4.168961050298093,-2.1923164836384466,-8.336397810301236,-2.4583143021170764,-4.343962428131189,-3.5767191733793795,5.344295781279989,8.934640556080211
Ddit3(+),11.61447611482584,-0.6495649280555673,-1.0001406682264673,-0.8891286075792021,-1.2742636110599757,-2.4446922127625488,-1.0314561923695744,-0.7000254433100427,-2.079107698898285,-3.018428495797925
Dlx1(+),1.491779278598701,5.641540767189698,-0.22497002772358943,-1.2388982373339625,1.2211658220241353,-2.001750690962594,-1.2017870702649336,-0.7222935615505047,-1.3662941072692232,-3.534463570363709
Dlx3(+),-7.3371407511987545,-6.9868510888646025,3.049601089474394,0.8136641621044521,13.787893474824605,15.591501569011914,1.243264863550216,1.5140461040942963,-9.392153049132693,-16.108067273398785
Dlx4(+),-0.7228340155629228,2.333661814803668,-0.7262355537414821,-0.9415879406833484,-1.296484456000813,-1.70935603578645,-2.1202510717687204,-1.1324316629130922,-2.6308419104948992,5.429663930940914
Dlx5(+),3.4915009523470815,-1.7315041367850046,3.7260906838366528,-0.4449349038280406,3.7561382987465524,-2.012382096788327,0.3133916872210278,-1.1602735095101793,-1.4448018950558341,-4.2761777135229995
Dmrta2(+),15.316581803333229,-0.1837206355451709,1.5936334353365018,-1.1961218547655428,7.016959107738888,-7.313867219339973,0.6504618687617839,-1.7431590627673748,-5.441014687067427,-9.776253683831774
E2f1(+),0.4896337446398797,-7.164840069387037,28.98015436085688,3.0885793264329933,19.306551608340822,-4.852431703219101,2.0322568535996535,-2.2574882566813868,-7.5825256381676605,-20.34189197249829
E2f2(+),-0.28115902631672846,-4.515890387451075,42.27283188953234,13.420182994917594,1.9240069926665273,-4.0241542610969265,-0.07562354197665633,-0.9278354984980012,-5.287675154741213,-12.731599368937577
E2f3(+),7.181813661341808,-1.144801689218966,32.901236630583504,9.93459491279864,11.846996379161729,2.1065033169134555,0.5125497599338256,-1.1141093175362151,-14.535911642663372,-33.8772573957174
E2f4(+),1.3421056502717945,-5.3970601813495565,-1.0232076506258827,-1.7374823306460938,2.2640017529481615,-2.558774532120545,-2.584931421420561,-0.22890704640223167,9.06570226614402,-0.14267317465063317
E2f6(+),-0.0057807881564943975,-3.7382610828282923,-0.36425757182156826,-1.2006766477825985,7.514323527775967,4.886473343136873,-1.3802980911837692,-0.2691508191299976,-3.1026632389683892,-7.342137538012503
E2f7(+),-2.6011872574168886,-5.331577779461465,81.34147339611208,24.817727150100826,-3.064300112799032,-7.40246596632293,-1.3691161776636454,-1.4133830577351305,-5.384404862408874,-10.97123349432518
E2f8(+),-6.163589226417497,-7.243301538646457,66.93614276015317,28.43117943571834,-2.991576674880172,0.4057978618429088,-1.6163505090516137,-0.6616961722895385,-6.6228708144846715,-12.892447177646718
Ebf1(+),3.888737602429264,32.61655982359462,0.1561200810275751,3.2286473788094487,-9.785393069885808,-6.665653628484319,0.7902574888455032,1.056613829915048,-5.799410440562513,-9.203681031946571
Ebf3(+),-1.4446737177024722,-1.1154504372060206,-0.8116570701329322,-0.10096385992879432,3.200569211823961,2.1522308851890917,1.0182225212467335,-0.39402049554797935,-0.6701019760615176,-2.9821839527399443
Egr2(+),21.288646202300264,23.986135797767467,1.5087393678203227,3.47506447869595,-10.098977177292314,-5.223103859305254,-2.4301161282797916,-1.1891981428017073,-8.857251853175027,-17.19828052913168
Elf1(+),-20.875555298092156,-22.174535720115035,-2.6243009771408072,-1.984762688798986,-8.724192641495081,-13.309147292096725,-0.38581702318804845,-1.427952498606932,27.214235465026977,69.10917132893998
Elf2(+),-6.0353420160584355,-7.888376623415729,-2.104207697500674,-1.2148322232687516,0.2182171937414085,-0.6737230965718027,-0.6226052053586286,-0.32656652261663327,0.6785915951663881,14.842158587815094
Elf3(+),-2.716197589359216,-2.626106547085653,-2.9721515415118414,-2.1138333768605198,2.7548636526168493,10.303547596319726,-0.4920914492201778,-1.389858769786922,-3.4882163235207386,-4.667740735717847
Elf4(+),8.70545569602691,5.154168706733077,27.934803059893568,13.367896795615742,-5.685138552458249,-9.415181491204006,17.67854395134927,14.04925883255776,-8.19438269213251,-17.708899024352007
Elk1(+),1.8245538697486008,-0.3594610953697901,5.093726991204739,1.569865449882656,4.720484831661696,3.7934032530388757,0.5246670692336675,-0.8851055332396054,-4.4529409878958734,-11.226489609693584
Elk3(+),14.106767124713464,7.421937582354275,3.6999217996761673,1.5468138051802458,2.4926768984133028,-6.884753949926086,1.842155202529646,0.3308615069935899,-6.111695645590396,-13.644924571335544
Elk4(+),8.128991595681962,4.0244555565804125,-3.026198693527542,-1.070382185240983,6.041126107831859,8.769031576711996,-1.9815486446983737,-1.286727744428345,-8.158349713080526,-20.09847528722099
Emx2(+),33.31952798478112,17.10039844865306,2.8415609627683183,3.531971479716752,-11.600717837419102,-14.51307112285704,-3.3722850065129992,-0.8629982094637082,-5.140167827045624,-11.273223089305482
En1(+),0.7218711082257983,10.880073634780006,-4.4844692376595034,0.7384273879524427,-1.5519470588144157,8.921910071882479,-2.7198704834918526,0.9189418888454748,-7.051233124731435,-11.157669563514755
En2(+),1.9626801405783487,5.741681260406622,11.895635065917826,5.4425537060041265,5.231954068474404,2.578209958312161,-2.3051551044559737,-0.7504831249637262,-9.04338441509482,-17.177115848113598
Eomes(+),-1.1003509652047816,-3.030377763954392,1.2110834879855275,0.16295202127600975,2.1283748941274516,7.003770488550746,4.249527524193688,8.960995348985385,-3.6056019391223173,-8.538586763605913
Ep300(+),-15.960919201492809,-13.599909144815552,-7.031970403624934,-3.190502633610745,13.739708731786651,13.698088149369049,0.23886667456802324,-0.6219100864558088,-5.301362904173662,4.520680256093351
Erf(+),15.203824014809301,-0.2555202758347155,9.675151445017146,3.8330546121390867,1.2489242024185283,-1.1268635916647936,-0.17260546288602882,-1.6791336876917209,-6.968352815613596,-15.045443690688383
Erg(+),16.107757505820217,9.96564221909365,2.008506631779441,-1.1830107820875548,0.15652623590799675,-2.8212786885832544,-0.14826269990763732,-0.8799371935381636,-7.382405529215012,-16.23504190516892
Esrra(+),-1.319266144406191,-2.610173131494125,-1.180995967312834,-0.0707032635663937,2.296529248444591,10.020355796580033,-1.7214262390395672,1.0819147024223108,-3.388342349638278,-7.029191196411429
Ets1(+),8.548005386546901,4.968397159512443,18.568304558358772,11.079945298167114,-7.702073131718995,-6.923109253988154,23.63491387111985,20.00888681628487,-8.132518447544118,-16.040500877143387
Ets2(+),-4.239195350927476,-4.987197743982175,-1.332385939183276,-1.8258812000855313,15.667737060541269,12.191668964086821,-0.8578808873342217,-2.228436377825948,-6.644205912676966,-16.060193503032313
Etv1(+),4.008973585104665,14.453704085944825,-4.494838256063675,-1.3297420237002684,-6.172429353242518,1.045896127641892,-3.0236186857564027,-0.6424265370246743,-4.490056762504301,-3.7106641802379348
Etv3(+),4.723187864371175,0.28690221004530625,0.9051734670402394,-0.49873463522720735,1.3208397792078375,1.4534214202650642,-1.1283718694425047,-0.5317234028154879,-1.4415505144723584,-6.621400368910822
Etv4(+),5.755359920227133,-0.5013180281893547,0.2730858550239567,-0.15483660226161958,1.9300465200936063,2.297290354753514,0.5579738548568945,-1.3744961665180726,-3.0637167093755844,-7.503593319145843
Etv5(+),63.48787713723534,14.60161326879378,-2.1876715909243525,-1.071490912865738,-11.542100465176263,-16.284256608278376,-2.264963022546116,-2.2017199243209378,-8.588934457159683,-15.731352478493147
Fli1(+),9.970036424464402,6.2993809936964995,18.28190239329201,12.08960006912531,-7.935816283557002,-8.087355955870013,21.49284374777433,18.599682221961967,-8.075173943707027,-16.225219352509058
Fos(+),5.785818963567278,0.12184138160228546,-0.7356889432628669,-1.2114765185240286,5.9143490140356505,2.7491300737475584,-0.9206224598112961,-1.0589422545968759,-6.383976566997884,-9.548888213028
Fosb(+),-3.0957162124476714,-4.316643012386067,-2.431762759804169,-1.8419857717084227,-5.160686599398151,-7.866910418766272,-2.33176928897587,-2.1648465441063043,24.71125997029441,8.872052033951858
Fosl1(+),16.85756132195798,14.96034731664216,-2.782031007869432,-0.031104602638336264,-7.368163715180737,-7.690292581131007,-2.007447215439912,-1.7749791854315276,-4.184687946369256,-5.872312692541963
Fosl2(+),-1.7043153242523155,3.470218868288324,-0.6357998465584989,-0.28439082143231376,2.9446012762660496,2.081416839248934,1.5083199705350427,-0.44465053840083496,-2.04813776895087,-5.7845698485313655
Foxa1(+),-11.702731036237466,-8.872912997147381,-6.532055791580152,-3.562181789283421,-7.329868193002135,0.2085126706143259,-5.217489416878722,-3.4666739388965064,9.362444662380485,30.130599518940777
Foxa2(+),1.608610495226538,-2.4491290444728016,-0.2760318269773287,-0.4320348621114874,5.250174774473156,0.7726793047535281,0.6460826505250937,-0.6502742539838566,-1.3037345972661203,-4.878947613780786
Foxa3(+),11.14551110734783,2.969568886040155,4.5719380999088735,0.7801553334806044,-1.8938323040390563,-0.3765314777749369,-0.3014360706909793,-1.413893679644567,-4.979186255786836,-9.237591777564349
Foxd2(+),4.444498516394028,-1.0421206974340498,1.3419292872656121,-0.34368328624027406,-0.7684098580212834,-0.6699522953722581,-0.398687314496312,-0.3003837720564567,-0.8145424491864972,-1.4020756521035014
Foxi1(+),0.5200767259487522,0.8812398688157206,-0.7714230641085303,-0.9023934183991983,1.3865067364867725,1.6677425954522036,-0.7644751464884917,0.19690505111195353,-0.9820324144608077,-3.1630736844949334
Foxj2(+),-1.4745349758077624,1.1991834527840328,2.7851278833249813,0.6572751099778648,4.70221765135424,2.9425903672317606,-0.8410173074576928,0.20620266621678598,-2.727173659589377,-7.972702444466121
Foxm1(+),-3.879925576901921,-5.454373216463334,74.50611708771912,28.668180934767392,-4.177264113445284,-7.326327333746093,-1.9385099871798888,-1.3106486400914403,-4.1534691962808745,-9.050372840100785
Foxn1(+),0.37342345004082783,-1.1850031675300303,0.7235061369508821,-0.652741386242966,3.1942344802987392,0.5567846840665382,-0.7572176720536758,-0.570499658029082,-1.5901417774820836,-2.186246770891456
Foxo1(+),10.317908627195902,9.373507324600384,0.5227941190142299,1.5442362911901013,12.666400438760125,14.314175436366972,4.637028955028787,4.3724085586358825,-20.992906594311652,-45.72339212426171
Foxo3(+),4.609904846527973,1.3042981433489418,-0.8226358262510648,-1.5211129128845948,5.065728850525453,1.4626277923945157,1.4653792397653025,0.11421883637008337,-5.4296275888020125,-8.71834592873114
Foxo4(+),-1.8526244326010413,-0.6902009553284754,-0.9652860037446804,-0.5246570596436405,-1.8674394343441176,-2.3934779853932824,-0.608628628612637,-0.45855520594141613,11.858842818486425,0.16553607371302287
Foxp1(+),2.0797759429780114,8.298765740061889,-2.917735050740798,2.694050666740948,-16.482420629372722,-7.527548851733338,5.589663183270341,5.782595427099159,0.06068231076447901,14.781144745491307
Gabpa(+),11.107481842916268,5.204855155543364,-0.6507984623142494,-0.21648918360044297,2.3729094008651748,-2.759980950728863,-0.5941787812392364,-2.7835756042228534,-5.109759698262513,-9.583521896232627
Gabpb1(+),4.232414090951218,5.936171621432242,1.5921432889186329,5.898795089026495,0.9246756014578733,0.3264660793515897,0.9750857709808005,4.946987702220026,-6.244972237391295,-10.668776755809638
Gata1(+),-2.1512880658494944,-1.7139579511888516,-2.567295392143096,-1.2092921565818824,4.4400013521674815,9.309183206295327,-1.4896681843835347,0.1978827655693785,-4.454318674882162,-6.69977608795918
Gata2(+),-3.156558947957336,-3.775873012613618,-4.021926153184016,-0.9770308124949196,2.667222737502207,23.686675179776273,-2.0859771099002113,2.0215483882056353,-6.958391700616327,-14.986315169360902
Gata3(+),-20.04480767314347,-17.7125856725638,-6.350501428968799,-3.5700686280230474,-12.249731573404647,-11.494648917171228,-2.5128647992889857,-2.353408207638018,21.60476570362258,84.94268145860102
Gata4(+),-2.4157440895100613,-2.3981438729248525,-1.3448014342647225,-0.62890895014794,-2.4498333374375685,11.565901965064274,0.12007274226749327,0.26436065169076034,-1.9457104167280979,-3.7237605558599487
Gata6(+),0.41434831495444285,2.256232191933079,-1.365915141729578,-1.8990717066887317,0.8175000976332608,5.517261181961968,-0.8947708404357053,-1.168581764229516,-3.179332105594673,-5.552874363688691
Gatad1(+),-8.699568192955292,-17.034413950492148,2.86789634922922,-3.3178950433541057,21.81939433361073,0.775699076238188,-0.13173906766726987,-1.663503114125817,6.130440984518557,-5.401553333048187
Gbx1(+),-0.32605669090416756,-2.22250835798607,-2.266573108742228,-0.878775515836029,0.15484952510646768,-1.976335741418338,-1.1553009121016158,-1.4238116564678973,14.585090114016735,-3.099594728126161
Gcm1(+),-0.37519403214303354,-0.19335080787213535,-0.2538685057100449,-1.028323013374134,3.8683710973566963,-1.1960690797966744,-0.4573671167536844,-0.42682062661365777,1.8683877838831648,-2.9974272373421895
Gfi1(+),6.472142710768859,3.3482057968667287,0.47589396312399074,-0.7864226804286396,0.5804019605953533,0.5954358916415193,0.3768940937901726,2.108487612344685,-3.7181069294216065,-8.51376922324164
Gli2(+),8.432714487861185,2.4111795576450104,0.9602094155760067,0.9267848846821435,-3.594963964434071,1.3078246650695713,-1.0704286722077785,1.5893528645582506,-3.217018723728506,-6.053664447957599
Glis2(+),-3.121351770468174,-2.172158291264484,-1.030110948287804,-1.0431554236737215,6.322045340463283,3.5267056449637075,0.29347942176981506,-0.3430641674460045,-1.6636947735101677,-4.198958621615116
Gm21411(+),-6.932102832251808,-6.60291913461768,-3.329897774759463,-2.16843172705108,-8.331528305584188,-8.204084327360494,-2.2353698259497747,-1.9551355714976772,52.550300395309634,6.672881483788958
Gtf2f1(+),0.010520646592861269,-3.057988859492387,-2.9903674308381265,-0.7041067844101275,-0.49102634329479905,-3.47269172024522,-1.3955402281248672,-1.780357698149557,20.49774557650423,-3.3503648353804203
Gtf2ird1(+),3.6483952259892134,15.041174308848074,1.555794611436128,4.42968614140609,-2.7824377292865647,-6.332750657754698,-1.6503210534069213,-2.036481097421215,-3.378354745570327,-5.073846838168374
Hbp1(+),3.623600156833726,0.1038564754425208,3.6291386040298423,-0.328636828909058,1.466843049160301,-1.6392028806289685,-0.5997907695958179,-1.1809509315940825,-0.3705337734926036,-4.341511467284023
Hdac2(+),6.4196047608331686,4.713332675934219,-4.104554651379473,-1.658492246640839,1.2112201288651678,-5.38698157904533,-2.739196299567504,-1.7678676444524004,12.741218390429722,-9.94411990781209
Hey2(+),-4.282891280834677,-4.8000298449248575,-1.7378616595546637,0.42336914972328377,6.110310087884109,12.301951272131717,0.22408728654243254,0.7357514074846563,-4.692914658755105,-8.586814189132953
Hic1(+),-0.09104840318959376,-2.64148602954465,-2.2057498643879456,0.10557806813343179,6.2140290851043325,5.476394414377775,1.5149770737854065,-0.07427133127339293,-4.308963493391082,-7.052727766410851
Hif1a(+),-5.686506083215912,-7.032413086219844,-4.005493973859432,-2.4563928634209296,-13.180942709695573,-15.278977695646212,-4.134672336592638,-3.0331114740953486,24.856153723822366,36.95488559774201
Hltf(+),8.233898073392991,5.869014084664288,6.117716568925729,3.8628400906171443,1.45803930145858,3.35898939564629,5.742479127364625,4.689709934709025,-10.100944141423438,-19.856139360220503
Hlx(+),-3.3832209907194244,-1.1886370833422197,0.17108081130812422,-0.411295839680182,2.6267792631868505,5.425679680659577,-1.581737617944324,-0.5455846729743312,-2.194501691456847,-2.704932750374427
Hmbox1(+),2.768826429638378,3.8269734524644248,-1.44741746651566,-0.8830284853494614,1.9968646068451614,1.9009253539417088,0.3557062328293924,-1.1839384869998393,-4.202339568844726,-6.324938750857175
Hmga1b(+),-3.116441375154459,0.6273220161664008,-0.18254537727254552,0.2998357533943376,-1.790342671308884,4.796275493297582,-0.7834235781180615,-0.8161466419565805,3.4082759614174667,-2.999061440626372
Hmga2(+),2.3736320207011525,-1.0106748700797463,0.6739024576550015,-1.6052467729487692,13.096627773190994,2.1258390428264935,-2.4128375866451175,-2.1959345778568213,-6.1193028576854465,-12.60058966544244
Hnf1a(+),20.051208631211267,13.545390050154966,-3.6943492289685658,-0.6262371408907936,-6.189977531471872,-4.156088858526286,-2.181989917783914,-1.3015340184296822,-5.357050541052615,-11.310781687231467
Hnf1b(+),-0.2795557170347217,3.601655309336011,-2.16837462666869,-1.9575208703523794,1.8868522914436334,1.928955619738512,-1.6285769242044559,-1.8594323891205462,-2.417882323618214,-2.8720438986980605
Hnf4a(+),-1.1282169805598286,-1.1011849913914422,0.05713612286336236,-0.6987468917737245,3.078691946614105,2.174132097328046,-1.0517781224322478,-0.23537297796666518,-2.2691676478160607,-1.734717842827922
Hnf4g(+),10.736548727972286,4.6571465735772275,-2.074725644382824,-0.9911539164375974,-2.0412803262727603,-4.034118739155228,-1.0811700556845896,-1.0222358232084698,-0.9033900875392736,-4.459551933197617
Hoxa1(+),9.853786419072156,1.5729134252369008,1.7697924437755295,0.4835839771500548,-5.605077461987265,2.779595816945894,-1.4704870767290958,1.1036831248625263,-2.9861749636790105,-6.243248621497356
Hoxa10(+),-0.12034503726189633,11.185970978911644,-0.9957009905529572,0.8597135839228699,-2.7568471472882945,1.5100614229902518,-0.04360975086823719,1.2190753364949691,-4.088403026071148,-5.7205750202031975
Hoxa2(+),-0.007563282464575114,-1.1910388379262187,1.8509826173693211,0.639243629116727,1.4912693331164026,1.3530978418285222,0.5270105222509525,0.01562149764996339,-1.1857193467133451,-2.687712381795267
Hoxa4(+),1.5124461003939316,-3.0352068742363647,3.1218001082815245,0.24541291685548625,14.98749343429093,-1.3462839162152362,0.09789076147515025,-2.0252391815855137,-4.628972276675181,-11.703216944277957
Hoxa5(+),-0.5146844344231358,-3.039417528634942,9.847514791015188,7.1095942831701695,-1.6160727866997535,-3.9932363500345915,1.9329029400584055,1.7927315352606357,5.2117952624114325,-2.4573222557208365
Hoxa6(+),4.091307401223076,13.980091426207288,-1.1416981496625231,2.9042800943227802,-2.803197832021049,-2.056684309519577,-1.6457491188140656,0.011522276328805462,-4.502288789024049,-7.280955300567973
Hoxa7(+),-0.4628046836679941,2.735887304543368,0.8679501729951209,-0.886581550022038,2.0658039001610615,5.2214386265716906,-1.2937277440967816,-0.8566126857142314,-2.3522567658870703,-8.300359018501055
Hoxa9(+),-0.0022128902079169006,4.53991995701624,-0.5699889675313122,3.6221818223854387,-0.3094033675472638,4.501108858888934,-0.5029190909573283,1.51358596338617,-4.424028263861283,-6.826669713165049
Hoxb2(+),-1.9915101193440319,-0.6775377133918595,-2.6196775587050105,-1.1305027032685149,0.1759834304960322,-1.335892342783818,-1.2996693977402187,-1.5630069749858018,15.116168723565591,-3.6986106496584963
Hoxb3(+),1.4634586957757318,-1.4082051536433686,1.096691115561393,1.2524248542049252,3.2780533162655723,-0.010983158885301362,-1.3075468023176477,-1.0833150679089112,-2.3549431825034297,-2.3557869956357944
