,Basal,LP_Cycling,LP_Others,LP_Others!,Mature_Luminal
2610021A01Rik(+),5.6424558058474465,-0.6910010014405723,-1.6170686252894104,-1.5958325482379896,-3.051786327620479
Ahdc1(+),5.093410709073001,-3.4440636396465756,14.969898219301221,0.32313561222209386,-22.452513353707424
Ahr(+),-11.138315471823171,-1.0185090310621063,28.886075896337438,-1.28989899695365,-19.957065138063935
Alx1(+),-2.2354814743407467,11.742826396118904,-2.005408270630291,4.577598343925109,-3.144569595650735
Alx4(+),24.767751261717425,-2.975851872393333,-0.5728697352255807,-2.2792844712909233,-22.648206491951083
Ar(+),-5.267243190308232,8.267799841590028,1.980803645893174,4.097112081649973,-2.7587828269821677
Arid3a(+),13.73368566615997,-1.5668434292327296,-10.076730730787071,-2.034998263212003,-0.6540397266499851
Arid5b(+),25.113936709922704,-2.598142846295249,-13.390281055209496,-2.852881646796552,-6.594468480101483
Arnt(+),0.34755865175944844,9.726042584077602,-7.302548819500379,9.751620072903002,-0.3915754154713403
Arntl(+),-4.218907088014702,-1.449667382517664,2.1725877890438223,-1.1049483601966905,3.0427058576696044
Ascl1(+),20.756956694484703,-3.8276876671870212,-2.8206618759861004,-2.364024936549854,-15.00227113441998
Ascl2(+),7.2385388859547,-2.1835581835986733,-0.1472549796754521,0.7807637502350181,-6.593592742779596
Atf1(+),-0.2284895522817114,6.0349598935622115,-0.09596637347212,2.2390228306400664,-3.7180646370933954
Atf2(+),-8.04172670586042,3.4592311796099593,-9.752612519439023,3.4896643444003215,17.528516215425928
Atf3(+),0.0585077093075158,0.7995585647542436,10.897792580830846,-2.5391911541534027,-12.730048968558997
Atf4(+),-13.48302188105736,-2.0917021874700352,1.8621532284022766,-5.974294684455245,15.509608234921165
Atf5(+),-2.6736671761238666,-0.5387627275723081,4.139987352091931,-2.4828229027863826,-0.9324999737932617
Atf7(+),-23.833563008476894,-4.975894581535163,27.74723390667106,1.1692193328809317,-4.751018881104946
Bach1(+),0.8674221553793855,-1.755863704138762,15.254560705142286,-2.490056699655853,-17.53622179177277
Bach2(+),15.832324716930298,13.189280281550053,11.184149368696758,14.614865396078685,-55.01223699557159
Barhl1(+),6.217678139640396,-0.6956440146166626,-1.6976640169205393,-0.528760162133299,-3.9534142148339835
Batf(+),0.9376579973401049,3.8469723278360415,-7.989534470109977,-2.360335736378636,7.40142301404443
Bcl11a(+),-18.967542246642342,4.688070159145456,43.05831293298159,2.8540100026767,-30.240172533251332
Bcl6(+),4.047302665418654,-4.353068906428707,-17.19359492899797,-3.55346130896115,20.31348513351399
Bcl6b(+),37.54733217807448,-2.238708719665571,-13.461615708964219,-2.724234888488924,-16.844195882753944
Bclaf1(+),-5.98948616068719,1.7587206435637013,3.010186387685169,-0.7349505925882038,2.0265300466767084
Bhlhe40(+),-4.562721623518706,-0.8409026971520595,3.275240424142736,-2.0332956503758037,2.0938818761061584
Bptf(+),5.548737364552907,6.550170493604051,-2.1172028536423557,5.144672732351638,-8.80791352587079
Brca1(+),-6.496894326052038,62.24436992004858,-2.4200026525136504,-1.9680187924023764,-13.951334904891185
Brf1(+),9.231684334125127,-0.41613476945937355,0.7005966638072626,-1.1226065243101588,-10.008090213920356
Cebpa(+),2.1284910919937854,0.2675716729090262,0.767861948666952,0.9426836821098866,-3.6785619018071243
Cebpb(+),-20.39352403129698,-2.0911045211102293,18.200010674230946,-3.1763560648516163,1.8271144647255284
Cebpd(+),-21.605217235866423,-0.6951317901087599,11.436144435270343,-3.422191642356595,9.910687091522512
Cebpg(+),-2.7698091389483475,-0.9025251689478576,10.29145701311697,0.1094679134062989,-8.938820739371154
Cers3(+),-3.968517881132152,29.91626782245064,0.79424546790154,-2.198433868310663,-10.720458155461756
Chd1(+),-19.990200509038427,1.290088188542818,-12.902923197465165,1.2018109155296028,40.583273698538726
Churc1(+),-7.491923886586488,-4.572754199267941,22.495616762901246,-1.6891766511079118,-14.97855872919081
Clock(+),-12.420068374100142,-3.5329462558512077,-17.37623385509368,-3.414046744019382,43.94483557827405
Creb1(+),3.7170882346627403,5.3200781005000595,3.3139786953573216,0.840026028994365,-11.256759300527616
Creb3l2(+),25.58978138960889,-3.723175755947426,-14.184161428280204,-3.7159731726576317,-5.166441477549926
Creb3l4(+),-9.666560217881262,-1.574577502951673,4.161498623371964,-1.1275539906677263,6.431724933409948
Crem(+),-4.9166817523774675,-1.6129681701215992,7.497016443453401,1.1061718099762003,-3.312085315987625
Cux1(+),-1.0942388205863816,2.613588289490572,-0.2269583485434119,2.504423157591634,-0.9025641246295352
Dbp(+),13.19535339155473,0.27708961983146585,-5.1547436801252235,-2.123561387194218,-6.9188648286830565
Dbx2(+),4.206293556317643,-4.284277475533885,-8.88178917325149,-5.495079891516432,10.617506204067238
Ddit3(+),8.195635243749187,-2.1043796231757512,-3.2590298938010314,-1.5229900088750505,-3.0041452569197524
Dlx1(+),5.387550692391652,-0.9382160766944575,-0.7069903105158297,-1.453603653874185,-3.8020448483774216
Dlx3(+),-11.255921245380438,2.690899673937686,25.647434387295725,1.7652061564262624,-19.9214133251014
Dlx4(+),1.4054547496272576,-0.539788128680945,-2.413847773548799,-2.1995842935834804,2.5215730504265492
Dlx5(+),1.0638433827535128,2.1939055765690387,1.227891697103212,-0.7897738298869125,-3.500654382819621
Dmrta2(+),11.099407894428449,-1.296515605392602,-0.7777303559290355,-1.3027826823546798,-9.580362294421748
E2f1(+),-6.695147081198069,25.05226665362328,11.438696570896907,-1.0125200344872736,-19.56101122876304
E2f2(+),-4.4178335570879534,45.10902923209841,-2.199165559108292,-1.334555213645135,-12.328621233813825
E2f3(+),3.8334230216918326,33.2391439598315,11.548006429605012,-1.3387265354034719,-38.71539340569253
E2f4(+),-3.387664574016484,-2.7233867574323494,-0.46344615409062995,-2.5540715889376213,6.59078777833372
E2f6(+),-3.0588372311073666,-1.5286541301840655,10.294013090989342,-1.488676857865996,-7.676093676293562
E2f7(+),-6.912706072378288,111.81538903502104,-9.361830852304449,-2.70129997915545,-10.78323279793077
E2f8(+),-10.900357638740424,96.0855617294157,-2.366657504569458,-2.1581562111135075,-14.120162473524703
Ebf1(+),28.014397528388525,2.9212212691964474,-13.748089352279692,1.7088418909914171,-13.53654555986028
Ebf3(+),-2.0317463511455425,-0.9690903932963574,4.424158059572226,0.5126269870059617,-2.830638121857962
Egr2(+),37.90816109870941,2.842729409902579,-12.890169814228157,-2.73540710612352,-20.951584578101354
Elf1(+),-35.566884997915444,-1.9352934860037665,-18.79727419030515,-0.7047550526766777,113.97110392120891
Elf2(+),-10.51950825889346,-1.7835617587834622,-0.26528727317991785,-0.4589200556916634,12.695247422266004
