,Basal,LP_Cycling,LP_Others,LP_Others!,Mature_Luminal
Elf3(+),-3.9644921684317747,-3.2878100802645496,11.086786999925195,-1.101383349424641,-6.817006199928182
Elf4(+),10.265557422955391,31.175845674464057,-13.325258186453912,23.13914412484836,-19.013144439489917
Elk1(+),0.8783424126005109,4.586633680320751,6.995643632333573,-0.3841829899167266,-11.822948280434876
Elk3(+),16.449704976536978,2.5300191235838545,-4.059048989387126,1.1517062634681974,-14.135252926917074
Elk4(+),9.169882007195865,-3.968334230288786,12.40956088670451,-2.625006874739008,-22.434102018097022
Emx2(+),42.284915829901124,2.9724982037237195,-23.120835531368748,-3.712509947650137,-11.676694788447193
En1(+),9.195298035735766,-2.665458103411989,6.4239960066434705,-1.2713010502892579,-15.900861781654498
En2(+),5.620463304203443,12.620753909274123,6.376576490325731,-2.591975408425905,-20.225522791390233
Eomes(+),-3.190258448925708,1.0617852588411805,7.656912800704911,8.84779739251915,-9.702719337182298
Ep300(+),-23.298448546035914,-7.14002853452359,24.091854198647138,0.07312174216856857,-0.13922620584350495
Erf(+),11.006275448062674,8.939809667553337,-0.23429661276071354,-1.789650599701786,-15.785316491390535
Erg(+),20.247914436781997,0.04870983741772192,-2.479822599635117,-1.0749503506274942,-17.75708016150031
Esrra(+),-2.918925320966841,-0.8525228389224349,10.418758179979031,-0.6374533353314034,-8.671706695939227
Ets1(+),10.10160943909153,21.32021925195525,-12.655840987662435,32.813116088066124,-18.040375004601913
Ets2(+),-7.41871462556584,-2.9349843655740164,24.101748731942852,-2.344980542385956,-17.523765294876625
Etv1(+),14.623135447034514,-3.6190087977180334,-4.017852715555769,-2.455765099887326,-7.479279675116536
Etv3(+),3.6895859495093957,0.020485527614827487,2.218701084787986,-1.4233998136182642,-6.084687238261369
Etv4(+),3.859029273644394,-0.4698653146704026,3.423068798118963,-0.6103129422210695,-7.774606905900985
Etv5(+),67.01144002271164,-5.0558598400957,-25.62594839846708,-4.112672828931879,-16.838341039771066
Fli1(+),12.273338681139794,21.559619040756772,-13.903610063328758,29.76757043812887,-18.130362958217386
Fos(+),4.3182237329599324,-2.019431945224797,7.09407995567688,-1.6531386741740857,-11.535547058920331
Fosb(+),-5.8955075860161825,-3.657132941419036,-11.101529549678858,-3.393352551940362,24.159192994358563
Fosl1(+),25.40309032446387,-2.7375183982529854,-12.749796191620703,-2.7646652271056427,-7.541752325812876
Fosl2(+),1.2888354177056094,-0.7615308223855285,4.1761122769561565,0.9215286858382967,-6.3435841572252905
Foxa1(+),-15.664122078371472,-5.705963644912571,-5.605423220525986,-5.732760545907086,31.14887208076987
Foxa2(+),-0.863431269641396,-1.1907137820076277,4.858618749254907,-0.12923021117448094,-4.2361686451391165
Foxa3(+),10.669489467762237,3.714343063538697,-2.0242589996820803,-1.3794607828207883,-10.341599906084145
Foxd2(+),2.5242028791965554,0.6776712265170322,-1.2641957968598043,-0.6304017008172799,-1.2842489039634062
Foxi1(+),1.04532551545551,-1.2031951463319137,2.5357786700817213,-0.5197047846019783,-3.321108874689368
Foxj2(+),-0.3602411877241246,2.4636283241657586,6.310360820682609,-0.6753943345636396,-8.324752861255739
Foxm1(+),-7.8785042138349874,110.43589189825572,-10.138861306097988,-2.978164867112391,-8.60735857281038
Foxn1(+),-0.724170421344609,0.008679140966293485,3.042998599441634,-1.0699110378627696,-2.5018566354719725
Foxo1(+),15.006324603133441,-0.08318289321242059,23.38253164803707,5.998647140558751,-60.61018651994507
Foxo3(+),4.333555532753133,-2.175377193460393,5.2991821920193525,1.0066682593233045,-10.269075271125326
Foxo4(+),-2.0963060369871975,-1.512860228045323,-3.631299062180512,-0.9019535877435108,7.791489253373022
Foxp1(+),8.672423758973544,0.4136834665113759,-20.408000720148596,8.79529259856257,11.013940667675872
Gabpa(+),12.365282705599663,-1.6828750146889702,-0.5484261286661892,-2.521098016666738,-10.507912478740849
Gabpb1(+),7.741312022812486,4.034820685293956,0.9996039613604505,3.7177521102079645,-13.163742076570559
Gata1(+),-2.892701272975189,-2.6711517767524406,11.644549783896133,-0.9976026824668498,-9.00841458892349
Gata2(+),-5.043068719212925,-3.2529871207115124,22.4133386378268,-0.150429169335962,-19.135598213067013
Gata3(+),-30.826778177803916,-5.166968134050413,-20.59924508296948,-2.7009275078172625,121.62633590753256
Gata4(+),-3.4334763327700206,-0.7284539664207883,7.801978950022874,0.5295951557980275,-5.512788576586653
Gata6(+),2.1075060997901893,-1.922344383846331,5.366066176126153,-1.354763685833646,-7.176112093014814
Gatad1(+),-21.70342909093946,-1.3736436083489527,18.4823611922522,-1.979485166654054,1.8880805299938292
Gbx1(+),-2.2577557312286,-3.3824795918359882,-1.7045912266490872,-2.1118578471783445,7.089173732623437
Gcm1(+),-0.630639124195776,-1.2791419140713725,2.0776952754508144,-0.819548115653034,-0.8381506956983206
Gfi1(+),7.414500530574362,-0.44699739975826674,0.89262257050232,1.414585917190423,-9.258920149816941
Gli2(+),8.314875858368906,1.117900375657265,-1.8885781762260565,0.04241398105938205,-7.130201338125523
Glis2(+),-4.172411644350146,-1.7137067454305612,8.16858347281313,-0.07127772338172106,-4.401439518664711
Gm21411(+),-10.92214685974441,-5.177901854462483,-14.284672503169956,-3.382595416958935,37.25103924078657
Gtf2f1(+),-2.747736842425886,-4.283688038794783,-3.5739906171180698,-2.639774431237878,10.63000447516636
Gtf2ird1(+),14.344555648453463,3.7144406376204624,-7.622637760951202,-2.497079887323874,-6.842173302905492
Hbp1(+),2.6408319427994207,2.389512202241474,-0.3044138587666029,-1.4562179506836073,-3.183012544608582
Hdac2(+),8.176706529548424,-6.00391464225253,-3.827453334072467,-3.807430964766606,0.6335294377628684
Hey2(+),-6.935590177166434,-1.2265091954869005,15.668453925245679,0.6758849975683786,-10.752538340565453
Hic1(+),-2.1976529559264724,-2.300395276117547,9.747635178652418,1.0480065925264612,-8.494768610524433
Hif1a(+),-9.544902484090068,-3.9747759894398955,-24.754229930248396,-4.901094906610244,54.92345358872988
Hltf(+),10.652841501277125,6.539686407789193,3.899105870255555,7.212651502433531,-23.398519978175926
Hlx(+),-3.4441223037668864,0.1988492419782907,6.8019416564395465,-1.5188585562044004,-4.050161335203389
Hmbox1(+),5.009311107277268,-1.8682403369996279,3.2254020195300965,-0.48295598600872647,-8.04759024491025
Hmga1b(+),-1.827009941446089,0.3058086397617156,2.620211203595796,-1.0131900525167452,-1.0056526762517586
Hmga2(+),0.6167751670654106,-1.5120125627603684,12.464188279751326,-3.7719561022508956,-13.459346414405298
Hnf1a(+),26.82031229762937,-4.141412127201031,-8.750101076494559,-2.7185890650817632,-12.81333641172473
Hnf1b(+),2.572244429140769,-2.7189269943500514,3.2140249076021266,-2.3794503014509685,-4.251875479042186
Hnf4a(+),-1.7302102455957515,-0.33945629722995135,4.364394331420364,-1.0069791890149569,-2.8552736050229957
Hnf4g(+),11.736950356148066,-2.962359942997981,-5.209218037558278,-1.7021924483391064,-3.7683872461346506
Hoxa1(+),8.779559824938229,1.6918920701393996,-2.283175383317214,-0.5550860390866125,-7.225560725264989
Hoxa10(+),8.61712345223814,0.2481699224858456,-0.8678396341003116,0.9625663976092911,-8.573777387621194
Hoxa2(+),-0.9882024774837187,1.7473272842780607,2.3300033468159604,0.35363454965515867,-2.831471770343851
Hoxa4(+),-1.7894880071308212,1.1199656722432043,10.902230864718016,-1.814963372819711,-11.138755737102501
Hoxa5(+),-2.996555232394674,11.562272503088856,-4.865837729906543,2.3691381807111838,1.999684626016655
Hoxa6(+),13.996273809491973,0.7586278206103458,-3.978787798335489,-1.174776491465018,-9.801737212072704
Hoxa7(+),1.7024078463811143,0.3262292734488274,6.109488291654122,-1.571352095335171,-8.800810219010192
Hoxa9(+),3.59070625046598,1.6453823577727673,3.6167042555091076,0.6669822411144928,-9.379289100766785
Hoxb2(+),-2.320040233927582,-3.6579623265919974,-1.1150924395876873,-2.2550398678912003,6.639233883710074
Hoxb3(+),-0.0711855040530738,1.1874590546371202,2.6203725155475768,-1.8479151267805498,-3.0359323133213603
Hoxb4(+),-9.176245595359642,2.4885255367862245,22.04215603832204,1.3020762805179429,-17.9567796110821
Hoxb5(+),-4.485466581264689,1.7376940474265399,9.15010324419817,-1.3356385640327064,-6.639530021822066
Hoxb7(+),-12.07355711351623,9.513730764291168,16.510236695437264,0.7429315433881409,-12.240003435411957
Hoxb9(+),2.0556481038497934,0.20507560336674333,0.6484950044075314,-0.7853634748698535,-2.7807554808654595
Hoxc4(+),-2.4888649078896266,1.6750288058621763,8.584026440032577,0.8279712677946518,-8.900165310020656
Hoxc6(+),6.905877104791432,-2.909433490464941,1.3740186650212534,-1.8796194317859545,-6.704377966543528
Hoxc8(+),-0.08502256560939185,-4.038994119062838,-2.3209788379969525,-2.7781421574156986,6.1118471160551575
Hoxd10(+),3.7998818198865663,0.035426273969159254,0.6911889233898814,-0.5335010335547843,-4.686612888453653
Hoxd3(+),4.3372008665134345,0.19038604771550008,6.322870350448935,-1.0851297448926256,-12.069594969484607
Hoxd4(+),-1.5801780991453496,4.796135256570678,2.472367863384962,1.3142075578235373,-4.376033207174082
Hoxd8(+),16.050511198701038,-1.6075176953689463,-5.615632725350942,-2.8463538973941245,-7.911523849934225
Hsf1(+),26.836762217620148,-0.3365614980146316,-8.07901208583479,-2.299423139127319,-16.047429619604806
Ikzf1(+),9.882926280068084,22.000129094405615,-10.299311290762844,31.42142723128926,-20.80541289313516
Ikzf2(+),14.173169443496143,24.942645445325766,-7.542885706578602,17.93630350111683,-26.617501067356695
Ikzf3(+),7.6465378371150825,21.894312708390476,-14.443599209194476,30.37783363103753,-12.675339264736296
Ikzf5(+),0.33485480282705044,-3.2192044782857248,3.903308661722518,-2.623485050450572,-2.341597172436957
Ilf2(+),1.160825522786376,1.22252258612024,4.6638912936394314,-2.1290141908385487,-6.737712659407542
Ing4(+),-1.5484959204310766,-2.8805828356838337,14.0833277726025,-2.7049523284521952,-12.602166148685855
Irf1(+),4.817604484852503,3.1248777762143165,7.494882387911729,7.168640307052512,-19.17510033810168
Irf2(+),14.065335257357122,17.931937755890125,-5.66098277213763,21.143050757090982,-26.537674056150205
Irf4(+),10.138865190651916,0.49243306992922314,-0.5300800404443413,-2.7292659348532613,-9.329925424449184
Irf5(+),11.18226024011943,1.2064481812157204,3.6919431828339846,0.6948824481201145,-17.651902632997544
Irf6(+),7.6259962629193225,-3.504717007126312,-11.218387981519822,-5.764945646537962,9.389260158504424
Irf7(+),-2.5862956220817686,0.45658759277113775,7.234993311906156,-0.38124069069250954,-6.047264439274866
Irf8(+),10.753919419094759,6.964705884721459,8.318220538068225,3.9474542705769786,-28.9078753368848
Irx4(+),95.05672085133706,-4.194905487267401,-28.240612574284835,-5.362054830825781,-22.336322319166488
Jdp2(+),7.469746500579538,-0.74412202573869,-0.20297719560849958,-1.8194412119996524,-6.579659119651894
Jun(+),2.223911465875834,-2.4083629111884806,4.116354404204405,-1.926583325389522,-5.30761240212798
Junb(+),-18.838026299139152,-1.7379005862126342,10.524371450675153,-3.1097726163461235,8.829152479551535
Jund(+),-16.658586098527653,-4.80853894651683,37.04618495052433,0.8151679157509354,-20.19333402116352
Klf13(+),46.87659974694267,1.4985250213902386,-11.967302984970742,2.448654123194937,-30.699855925946405
Klf15(+),8.074448263986891,-2.969031748748766,-2.1899911879598855,-0.7924545011360046,-3.9715388149148105
Klf2(+),7.687266479159623,5.443646004682314,-7.077161496284971,8.280107148810087,-5.610734761359094
Klf4(+),-6.793559892109131,-1.469192327206332,13.184991726743748,-2.5934315699056127,-6.671161030605714
Klf9(+),1.7746618877337457,0.3625661258492246,12.757685502277436,2.6758866314651724,-18.896350759701345
Kmt2b(+),1.0028941452332247,2.4473749202418196,4.322442709139383,1.1074319148036897,-8.045867012726662
Lbx2(+),-1.1330793545058953,4.290859521056777,1.6807823868975933,0.8008683344261043,-3.432469114935356
Lef1(+),5.668162112065316,19.206253876542853,-11.824013345845989,35.67586831995787,-13.771716058487245
Lhx4(+),-0.1830149710087576,0.5942030682176747,0.28452553199132136,-0.7061255054842323,-0.20749517023842962
Lhx8(+),13.85797200616557,-0.5063895102132037,-6.317249673322051,0.06265762535344829,-6.575324605489568
Lmx1a(+),1.4872549002382565,0.499258109010933,1.5674378420605206,-1.3651259140797427,-3.2301708801497653
Ltf(+),-18.7880115910935,-4.221065284550848,48.441070207331485,1.3418186097471985,-28.02140127653337
Lyl1(+),1.5234752896700208,-0.7454475796108458,1.8988217820582411,-0.021481369758461634,-3.4942861195792734
Maf(+),9.722100379439647,7.766164442934919,-0.17823607840403818,2.7272820099312174,-15.58042912969038
Mafa(+),36.15729124530576,-3.398697393447114,-14.704428719132117,-1.1707476336923306,-14.223902668416002
Mafb(+),-1.5424210520391481,-1.065272227417557,8.30790548873693,-1.4767650469656244,-7.207647933311677
Maff(+),7.305800912921276,0.48846266160410184,2.4444006626489796,-1.7420142781511403,-10.386098928490291
Mafg(+),7.911835447251884,-3.3787357069851702,3.4337930074563365,-2.5545296915877946,-9.797639927193234
Mafk(+),1.2892660075591316,-2.4256910439764554,-5.585461707019253,0.21659061868602386,6.593767055360491
Max(+),1.1815498006479805,6.6793197607419685,5.516321030553409,-1.007143858754884,-11.246839883944084
Mbd1(+),-10.363694324959358,-2.543797461256461,10.915165892026732,-4.405821442793735,0.8898678435533439
Mef2c(+),159.62476028288953,-4.737685513853533,-31.62640222333018,-4.734702552236145,-26.84455639929139
Meis3(+),-0.6116898597702757,-1.2263976150882563,1.8937872142442567,-0.35235945886935327,-0.8386013803080515
Meox1(+),27.932228888387932,-3.2451100061013496,-7.601641187813745,-1.6201299853358995,-16.213052422326474
Mitf(+),7.348663314293863,1.1099189061199595,0.9116532455996875,-0.27672109489673824,-9.432133097266357
Mlx(+),-5.223314111838221,4.197797974178303,9.44379449733606,4.1689218800516805,-9.635847741941657
Msc(+),-3.689098319744019,0.6831168953146449,3.0350881750920267,-1.0967551963336506,0.2920421404529978
Msx1(+),-14.507883975400905,-6.399162063276482,-13.310315903164472,-2.794588820390911,41.988487138323755
Msx2(+),-0.2475828399207381,-2.448462255833872,2.0643000969842897,-1.2199945856088008,-0.44985503673763416
Msx3(+),-1.8547983079784256,0.7843774014621425,1.435608452423272,1.0091671115091174,-0.5593111321552363
Mtf1(+),11.21806905999117,-1.9463954242295163,11.777281774417752,-0.7043501986897134,-26.307002008295743
Mtf2(+),-17.610667606099046,-3.306381190119989,-31.987329626596804,-2.3580212123438993,107.06479299808495
Mxd1(+),0.7171923945432748,4.18432107795402,-0.8333326410027762,0.7732694316534664,-2.297040724852072
Mxd4(+),-0.6445266272282344,-3.0305380117431095,16.483653426753584,-0.9423967802850693,-17.13408549886707
Mxi1(+),1.841552248016528,-3.039554631245977,-0.4457636140784839,-1.7334074521189542,0.8648679330765027
Myb(+),0.5050568254026886,-1.7385027308859435,3.8425169242777053,-4.67332050675215,-2.4909092524837186
Mybl1(+),1.1719351377898237,13.037714446113403,1.330924154383666,-1.0458144536621543,-9.448837518029064
Mybl2(+),-5.992579655433484,49.033555697123965,-3.676752694485418,-1.2767598512097593,-9.932802600806212
Myc(+),0.4306505207502299,-1.0128691403871235,14.054130295295117,-2.3182900593495557,-16.058613760102794
Mynn(+),0.7732438698979613,-2.0617844594862635,3.982842617038984,-2.6443508918415244,-3.520098923248384
Mzf1(+),-4.219974591942953,19.511379782883324,2.945711597287568,-2.440090758579955,-8.315138285754225
Nanog(+),3.555190312732068,-0.7475961182631257,-0.314088322357791,-1.137512114451938,-2.562118698967026
Ncoa1(+),10.159112545287917,-0.2536374910490911,9.229733692481933,-1.0458113822148654,-22.34821005833741
Nfat5(+),7.29075906587153,-3.62169260477367,2.0563253302068527,-0.19648245606149534,-8.195441042040503
Nfatc1(+),14.913738176027874,14.663877459848054,-9.316039991354181,10.37200815988262,-16.30429676755009
Nfatc2(+),20.555486283753197,15.66350359803665,-11.077252268495426,19.030557040764403,-24.114490375771283
Nfatc3(+),-6.415517915426638,-1.9121521001824922,-2.4492137617933065,0.6191787804127705,10.657742409473324
Nfatc4(+),11.060219816204732,-1.4796954829651754,-0.2518859762022015,-0.5159651468579408,-10.394728000199443
Nfe2(+),-1.5361754068243743,-3.818493789494584,0.6176867934414486,-3.417672264281333,4.213238573098733
Nfe2l1(+),-5.104738876189634,-1.4816356876288086,9.240984270645374,-1.7627886486500464,-4.1744558811102825
Nfe2l2(+),16.19998085448967,-1.8822567383335247,-5.558351919801837,-1.5054578230036453,-8.485725189586
Nfe2l3(+),2.9752269643460045,-1.3980824542310006,6.115308454035185,-3.459199426826835,-8.519265704270934
Nfia(+),-19.765149725364463,-2.886784647978299,-20.486315149178875,1.3626507897440017,61.83094425642189
Nfib(+),2.576766152117242,-3.3619811958684744,41.29724913971006,2.677839401110329,-59.662766353764184
Nfic(+),16.386756078800165,-3.648150632194851,11.173949460627535,-2.514804879864894,-30.001138839693564
Nfkb2(+),-0.9262095394050007,-0.3851831437878744,3.417536103508538,-0.7120332621221799,-2.6573627919382337
Nfya(+),3.1404383999992054,1.8754191517848633,-0.704377556983575,0.30430377868931363,-3.606369244931122
Nfyb(+),-2.3320453832976273,1.146849743157365,1.030299354185481,-3.9715125061075325,2.0808439986801095
Nfyc(+),-0.9533481747587096,-1.354369884278233,2.0417826802058348,-0.618939419607052,-0.48668320952939054
Nkx2-4(+),-3.1452797823200465,-1.7905645222952347,10.361812067143763,-1.4070756996893259,-7.549810221815439
Nkx6-2(+),-1.0275500952912628,-1.442226815422311,5.765011917558873,-0.3602650323720655,-4.926366611197142
Nobox(+),0.7580236671709929,-0.20859217742162525,3.2504530714363993,-1.4898556701942012,-4.055168748275153
Nr1d1(+),4.59985433434856,-3.0642422660607607,10.623643451112388,-0.6417299093496676,-16.071697743919405
Nr1h2(+),0.9374913947942632,-0.37239999104754623,3.52056373586448,-0.9672490050260535,-4.678541603163276
Nr1h4(+),11.44672911151875,2.43485161714757,-0.0656568792905623,-1.2452568140908598,-12.97367516778842
Nr1i2(+),-0.8378381821109774,-2.3603925046093734,8.908478894698096,-0.7080750206738541,-8.267457663222368
Nr1i3(+),6.520224691687031,0.17276984831372436,2.058708464226147,-0.9176183327157307,-9.19892092961041
Nr2c2(+),-1.6495744342711223,4.8155278797523,15.938297874538888,-0.0023738172710175767,-20.421897202375682
Nr2f1(+),12.87387697496496,-2.5898618608691852,1.5829878859675028,-0.9625155506131335,-13.84304738334132
Nr2f2(+),3.80508978106176,-2.9140243356751823,16.318865957927212,-2.5272620983839196,-21.70064933271857
Nr2f6(+),-4.366839628460069,-2.271045926575928,1.3218688125694698,-2.053119529251858,5.026573244236454
Nr3c1(+),9.5059543682434,2.9424786590617296,7.779161837855246,3.4532310845938023,-23.56514412573066
Nr4a2(+),3.5803403310821915,-0.3355046798554631,1.0051888017141728,-0.43517328925625637,-4.669150946032666
Nrf1(+),3.562609749408562,7.331819801976975,3.750879859246886,0.8124511217340292,-12.751449983794288
Onecut2(+),1.5735004350489095,-0.16789121265816334,1.0194340796116963,-1.001401360268921,-2.434722291151741
Otx1(+),-0.28281705310938793,-1.7796326396333038,5.886309251737694,-1.3199691628626986,-5.326488047591192
Ovol2(+),-5.130237956467175,-1.4866689872610122,9.722283408446579,-0.16728166824601481,-5.305823648463069
Pax1(+),0.320823216334944,-0.9510603157352195,0.6024486105183573,-0.15653028576898698,-0.49436650085972506
Pax7(+),7.052716982754667,0.80074530277022,-2.989628433678817,-1.5969394992380477,-3.682673529809743
Pbx1(+),23.09084443866825,-4.563218439087468,26.218892597983064,0.9596487489509313,-80.14537281035048
Pbx3(+),9.756375949309934,53.3498126027403,-11.58722543198156,-2.0076187431534405,-18.638108604654963
Pbx4(+),-0.8583924820899581,-0.9215013802589218,2.3976317325371386,-1.796767909033299,-0.812347526891407
Peg3(+),2.9232618968523325,2.0025264016862234,0.2140471684610784,0.8340787647014574,-4.754397030403689
Phf20(+),-5.872887982013143,-0.7774039082947719,0.8420160913464934,0.43734259438017,5.462600368057313
Phf21a(+),-1.2973807709646323,-0.7873761155070477,-13.370526847694117,-1.2274579515514694,18.763190062174438
Pitx3(+),13.253936826924003,-3.372694714955677,8.19968537005812,-1.9643865982553812,-22.225941634395326
Pknox1(+),3.669923857677894,-3.057789489379811,-6.844181969931448,-2.080247893085801,6.763565525417376
Plagl1(+),2.789088387494363,2.1878738943209473,1.810614560615352,-1.479396019765341,-5.787174665456561
Pou1f1(+),-8.996063379780734,-3.495600514686276,24.17375667545061,-2.3448458497631495,-15.474980904689138
Pou2f1(+),18.051406345461636,-3.29891830818733,-13.148732010677847,-3.297798285136117,0.08233789136357797
Pou2f3(+),2.2332287805219346,-1.9380089044876638,9.209183417027683,-0.6504305911011452,-12.271369794748939
Pou5f1(+),15.768439234528282,-3.714553517398388,-3.3615390146549253,-1.8447935002307363,-9.614610612730168
Ppara(+),9.087701817753771,0.8569092053976536,3.1583344652534184,-0.5964830796484119,-13.889402597432598
Pparg(+),8.693643780319926,0.07797091728961014,-1.2417350671417102,3.3570984438927103,-9.008106255554884
Prdm1(+),2.354443327091271,2.226182346002543,-1.8657972420244557,-0.884346709577461,-1.1215556183706152
