,condition_tvalue,abs_tvalue
Gatad1(+),-2.5496046654775153,2.5496046654775153
Jund(+),-2.2888258543232483,2.2888258543232483
Stat3(+),-2.1753426959983604,2.1753426959983604
Pparg(+),2.14502591121506,2.14502591121506
Runx1(+),1.5739563403450705,1.5739563403450705
Ebf1(+),1.208834877224381,1.208834877224381
Rreb1(+),-1.1996360878393857,1.1996360878393857
Cebpb(+),-0.9985985556621114,0.9985985556621114
Ube2k(+),-0.8058858056059802,0.8058858056059802
Atf7(+),-0.782319353279849,0.782319353279849
Spi1(+),0.7674357046583059,0.7674357046583059
Six3(+),-0.7455830850213429,0.7455830850213429
Sox4(+),0.6685187326217739,0.6685187326217739
Pgr(+),-0.6661833702972383,0.6661833702972383
Bptf(+),-0.6562882886456661,0.6562882886456661
Erg(+),0.60796233069989,0.60796233069989
Relb(+),-0.5857624924416275,0.5857624924416275
Fli1(+),0.5374730796866471,0.5374730796866471
Nfia(+),0.48999444264692155,0.48999444264692155
Lef1(+),-0.45184289273302664,0.45184289273302664
Ep300(+),0.3006434213154655,0.3006434213154655
Gata3(+),-0.2995482349429911,0.2995482349429911
Bclaf1(+),-0.2790689344790462,0.2790689344790462
Zbtb20(+),0.23257457517332686,0.23257457517332686
Tcf4(+),0.2110172852224239,0.2110172852224239
Pou3f1(+),0.16624098611639995,0.16624098611639995
Ikzf1(+),0.14957861036080108,0.14957861036080108
Rora(+),0.12355017300300555,0.12355017300300555
Ets1(+),0.11879842426554353,0.11879842426554353
Mtf2(+),-0.1053447535080525,0.1053447535080525
E2f8(+),-0.0894633863484189,0.0894633863484189
Stat5a(+),-0.07108548137206055,0.07108548137206055
Elf2(+),-0.06791177256076236,0.06791177256076236
Maf(+),0.03349970324802852,0.03349970324802852
Nfib(+),0.02973898693060353,0.02973898693060353
Elf1(+),0.019709131507368822,0.019709131507368822
Tcf12(+),-0.0035826699566694066,0.0035826699566694066
