,condition_tvalue,abs_tvalue
Gatad1(+),-4.5425209772030986,4.5425209772030986
Cebpb(+),-4.409753296318333,4.409753296318333
Relb(+),-2.9215080541656553,2.9215080541656553
Jund(+),-2.4935865641704984,2.4935865641704984
Atf7(+),-2.1343024621921747,2.1343024621921747
Bclaf1(+),-2.0574193280749946,2.0574193280749946
Ube2k(+),-1.929705252412467,1.929705252412467
Bptf(+),-1.8578626595626044,1.8578626595626044
Mtf2(+),-1.8507152053086044,1.8507152053086044
Stat3(+),-1.761508021986964,1.761508021986964
Elf2(+),-1.6947364622677932,1.6947364622677932
Rreb1(+),-1.5899325750312738,1.5899325750312738
Elf1(+),-1.1997795452145537,1.1997795452145537
Spi1(+),1.1616917808647267,1.1616917808647267
Zbtb20(+),-0.9892121428551502,0.9892121428551502
Ikzf1(+),0.9613280716191882,0.9613280716191882
Maf(+),0.9277138712933677,0.9277138712933677
Nfib(+),0.8679225178530434,0.8679225178530434
Fli1(+),-0.8104582964403255,0.8104582964403255
Rora(+),0.7252653080017387,0.7252653080017387
Sox4(+),0.6546347917538231,0.6546347917538231
Ets1(+),0.5986917135450442,0.5986917135450442
Tcf12(+),-0.5505490554575223,0.5505490554575223
Stat5a(+),-0.5201955452554681,0.5201955452554681
Pgr(+),0.5039647750595022,0.5039647750595022
Nfia(+),-0.4454549916834091,0.4454549916834091
Ebf1(+),-0.4426683901396912,0.4426683901396912
Pparg(+),0.43590959904385856,0.43590959904385856
Ep300(+),-0.36674920200693273,0.36674920200693273
Lef1(+),0.3264481106960495,0.3264481106960495
E2f8(+),0.2896810182379121,0.2896810182379121
Six3(+),-0.2659541493740235,0.2659541493740235
Erg(+),0.2372347001902464,0.2372347001902464
Runx1(+),0.2219994273140077,0.2219994273140077
Pou3f1(+),-0.1393096481111923,0.1393096481111923
Tcf4(+),0.10002578879912602,0.10002578879912602
Gata3(+),-0.08618983599212116,0.08618983599212116
