,condition_tvalue,abs_tvalue
E2f1(+),-17.55154201632701,17.55154201632701
Mtf1(+),14.404448193834758,14.404448193834758
Nfib(+),14.107045992949804,14.107045992949804
Ahr(+),-13.811503016605354,13.811503016605354
Stat1(+),-13.6240726434344,13.6240726434344
Pitx3(+),12.780054771084663,12.780054771084663
Relb(+),-11.908821239140742,11.908821239140742
Gatad1(+),-11.03288155059644,11.03288155059644
Srebf1(+),11.0104274343171,11.0104274343171
Hoxb4(+),10.91590688043467,10.91590688043467
Gata2(+),10.604580829928745,10.604580829928745
Runx2(+),10.464835675640327,10.464835675640327
Spib(+),-9.67678608864454,9.67678608864454
Hoxa4(+),-9.445089280916312,9.445089280916312
Bach2(+),9.332852858975622,9.332852858975622
Junb(+),-8.990015021758653,8.990015021758653
Cebpb(+),-8.944156254558344,8.944156254558344
E2f3(+),-8.794645726735947,8.794645726735947
Tfdp1(+),-8.78720079584353,8.78720079584353
Dmrta2(+),-8.758097020417358,8.758097020417358
Cebpd(+),-8.665853247622508,8.665853247622508
E2f7(+),-8.26439489125282,8.26439489125282
Etv5(+),-8.054535634195298,8.054535634195298
Alx4(+),7.896391743221824,7.896391743221824
Irf2(+),-7.68475223045543,7.68475223045543
Brf1(+),7.573689518392396,7.573689518392396
Tcf7l1(+),-7.30466264146198,7.30466264146198
Zfp644(+),-7.180775097758179,7.180775097758179
Tcf7l2(+),7.163102725587969,7.163102725587969
Gata4(+),7.1115748395379095,7.1115748395379095
Elk3(+),-6.983078219592167,6.983078219592167
Prrx2(+),-6.934567459194039,6.934567459194039
Brca1(+),-6.921443776836292,6.921443776836292
Elf1(+),-6.771438626636036,6.771438626636036
En1(+),6.768335462888711,6.768335462888711
Hsf1(+),-6.757767168700279,6.757767168700279
Mybl2(+),-6.734559604845541,6.734559604845541
Ube2k(+),-6.717595410545631,6.717595410545631
Pbx1(+),6.701088670189143,6.701088670189143
Churc1(+),6.537545004453497,6.537545004453497
Hoxa1(+),6.522673431565986,6.522673431565986
Foxp1(+),6.487407834366539,6.487407834366539
Zfp148(+),-6.4472202575882,6.4472202575882
Elf4(+),-6.422424292828213,6.422424292828213
Zfp639(+),6.3049547298224144,6.3049547298224144
Zfp101(+),6.145402939577733,6.145402939577733
Hmga2(+),-6.13084440080278,6.13084440080278
Stat2(+),-6.127324450810619,6.127324450810619
Rarg(+),-6.09315898246723,6.09315898246723
E2f8(+),6.071201973837076,6.071201973837076
Nr1i2(+),5.853754889662631,5.853754889662631
Stat3(+),-5.800843528549157,5.800843528549157
Stat5a(+),-5.779900416247787,5.779900416247787
Nr2f1(+),5.7539429927434975,5.7539429927434975
Foxm1(+),-5.746570756510823,5.746570756510823
Ncoa1(+),5.6930680634885205,5.6930680634885205
Hoxb7(+),-5.649714547773891,5.649714547773891
Ar(+),-5.627848789946877,5.627848789946877
Prdm5(+),-5.622820270021258,5.622820270021258
Foxa1(+),5.515903472513633,5.515903472513633
Mybl1(+),-5.491759804543687,5.491759804543687
Tbp(+),-5.386626049078102,5.386626049078102
Egr2(+),5.279383193763261,5.279383193763261
E2f2(+),-5.248248228557561,5.248248228557561
Trp53(+),-5.13962672173607,5.13962672173607
Nfatc4(+),5.13928184775886,5.13928184775886
Etv1(+),5.112186378277853,5.112186378277853
Mafk(+),-5.111840083796222,5.111840083796222
Mlx(+),5.102128104505518,5.102128104505518
Klf9(+),5.066550015153592,5.066550015153592
Atf4(+),-5.006816973599311,5.006816973599311
Mtf2(+),-4.995199070231993,4.995199070231993
Irf6(+),-4.947104476265762,4.947104476265762
Rxra(+),4.548349242540618,4.548349242540618
Nfe2(+),-4.412855478089489,4.412855478089489
Pbx4(+),-4.380318057679655,4.380318057679655
Nfia(+),4.299709729630758,4.299709729630758
Nr2c2(+),-4.2923694674235,4.2923694674235
Rxrg(+),4.291685662354699,4.291685662354699
Bcl6b(+),4.252493848220388,4.252493848220388
Pou2f3(+),4.21216284154579,4.21216284154579
Nr2f2(+),-4.196419754218097,4.196419754218097
Zfp64(+),4.1959187619765625,4.1959187619765625
Hdac2(+),-4.17458394236253,4.17458394236253
Zfp748(+),-4.168701053508903,4.168701053508903
Rfxap(+),-4.082241062050819,4.082241062050819
Zfp874a(+),-4.074727266365982,4.074727266365982
Hmga1b(+),4.040358775635261,4.040358775635261
Hoxa10(+),4.010469185364079,4.010469185364079
Peg3(+),-3.976312692773958,3.976312692773958
Nrf1(+),-3.963364499333909,3.963364499333909
Dbx2(+),3.9448861947173817,3.9448861947173817
Rfx1(+),3.9029387524471817,3.9029387524471817
Satb2(+),-3.8851861183821312,3.8851861183821312
Irf7(+),-3.8732908094557406,3.8732908094557406
Rslcan18(+),3.8309690506320124,3.8309690506320124
Klf4(+),-3.8171908387736844,3.8171908387736844
Ebf1(+),3.8154312531365835,3.8154312531365835
Zfp989(+),-3.768485761298671,3.768485761298671
Sp6(+),3.751713255257325,3.751713255257325
Runx3(+),3.725047520659614,3.725047520659614
Pax7(+),-3.6987353708210686,3.6987353708210686
Nr1d1(+),3.694406396861884,3.694406396861884
Ltf(+),3.6647768482853205,3.6647768482853205
Zfp932(+),-3.651743092804404,3.651743092804404
Gli2(+),3.648541091540112,3.648541091540112
Ikzf2(+),-3.6468013928225136,3.6468013928225136
Elf3(+),3.579200938233232,3.579200938233232
Esrra(+),3.5740198315044074,3.5740198315044074
Mafb(+),-3.5444079514105957,3.5444079514105957
Tbx15(+),-3.4995809198029417,3.4995809198029417
Dlx5(+),-3.4440461541780145,3.4440461541780145
Bcl11a(+),3.4394194056359777,3.4394194056359777
Mef2c(+),-3.4186054517112128,3.4186054517112128
Hoxa9(+),3.4000181528801168,3.4000181528801168
Arnt(+),-3.326918702820385,3.326918702820385
Ahdc1(+),-3.2809323903969965,3.2809323903969965
Atf2(+),-3.2773634976111725,3.2773634976111725
Zfp472(+),3.270802017776398,3.270802017776398
Nfat5(+),3.2684361198131207,3.2684361198131207
Creb3l4(+),-3.232026989545658,3.232026989545658
Stat6(+),3.18862482720181,3.18862482720181
Eomes(+),3.18083706083914,3.18083706083914
Pou1f1(+),3.1547795177597444,3.1547795177597444
Gabpa(+),-3.1507649666976394,3.1507649666976394
Tcf12(+),-3.132104848642837,3.132104848642837
Zfp13(+),-3.0790231680421063,3.0790231680421063
Irf8(+),3.074206287356831,3.074206287356831
E2f4(+),-3.048549844197742,3.048549844197742
Phf21a(+),-3.020539598937558,3.020539598937558
Zeb1(+),3.0141174353169613,3.0141174353169613
Tcf3(+),3.0015594669315417,3.0015594669315417
Sox15(+),2.967280718185773,2.967280718185773
Irx4(+),-2.943187263772666,2.943187263772666
Klf13(+),-2.8739997017385988,2.8739997017385988
Zfp217(+),2.846272482156461,2.846272482156461
Rorc(+),2.8373919848607208,2.8373919848607208
Gcm1(+),-2.8232890768849592,2.8232890768849592
