cell_type,sample,rank,gene,degree_centrality_all
Bcells,KO_DM,1,Pax5,0.2358490566037736
Bcells,KO_DM,2,Ebf1,0.2138364779874214
Bcells,KO_DM,3,Mef2c,0.2059748427672956
Bcells,KO_DM,4,Tcf7l2,0.19654088050314467
Bcells,KO_DM,5,Tfap2c,0.1792452830188679
Bcells,KO_DM,6,Klf7,0.17138364779874213
Bcells,KO_DM,7,Npas2,0.1179245283018868
Bcells,KO_DM,8,Npas3,0.11163522012578617
Bcells,KO_DM,9,Mybl1,0.11006289308176101
Bcells,KO_DM,10,Fli1,0.10220125786163523
Bcells,KO_DM,11,Bcl11a,0.09748427672955975
Bcells,KO_DM,12,Gtf2i,0.09748427672955975
Bcells,KO_DM,13,Pou2f2,0.09119496855345911
Bcells,KO_DM,14,Rora,0.08333333333333333
Bcells,KO_DM,15,Nr3c2,0.06761006289308176
Bcells,KO_DM,16,Hes1,0.06761006289308176
Bcells,KO_DM,17,Bach2,0.0660377358490566
Bcells,KO_DM,18,Prdm1,0.06446540880503145
Bcells,KO_DM,19,Zbtb7c,0.06446540880503145
Bcells,KO_DM,20,Nfib,0.06446540880503145
Bcells,KO_DM,21,Nfia,0.06289308176100629
Bcells,KO_DM,22,Nfix,0.06289308176100629
Bcells,KO_DM,23,Nfatc2,0.05660377358490566
Bcells,KO_DM,24,Lef1,0.055031446540880505
Bcells,KO_DM,25,Esrrg,0.05188679245283019
Bcells,KO_DM,26,Pbx1,0.05188679245283019
Bcells,KO_DM,27,Grhl1,0.04559748427672956
Bcells,KO_DM,28,Foxi1,0.040880503144654086
Bcells,KO_DM,29,Klf12,0.03930817610062893
Bcells,KO_DM,30,Vdr,0.03930817610062893
Bcells,KO_DM,31,Foxp1,0.03930817610062893
Bcells,KO_DM,32,Ikzf2,0.03773584905660377
Bcells,KO_DM,33,Ppard,0.036163522012578615
Bcells,KO_DM,34,Nfatc1,0.036163522012578615
Bcells,KO_DM,35,Foxn3,0.0330188679245283
Bcells,KO_DM,36,Rel,0.0330188679245283
Bcells,KO_DM,37,Pbx3,0.031446540880503145
Bcells,KO_DM,38,Hivep2,0.029874213836477988
Bcells,KO_DM,39,Parp8,0.025157232704402517
Bcells,KO_DM,40,Tox,0.02358490566037736
Bcells,KO_DM,41,Mtss1,0.02358490566037736
Bcells,KO_DM,42,Ikzf3,0.0220125786163522
Bcells,KO_DM,43,Sox10,0.0220125786163522
Bcells,KO_DM,44,Pde4d,0.0220125786163522
Bcells,KO_DM,45,Skap1,0.0220125786163522
Bcells,KO_DM,46,Ikzf1,0.0220125786163522
Bcells,KO_DM,47,Pitpnc1,0.020440251572327043
Bcells,KO_DM,48,Atxn1,0.020440251572327043
Bcells,KO_DM,49,Ptprj,0.020440251572327043
Bcells,KO_DM,50,Prdm11,0.018867924528301886
Bcells,WT_DM,1,Tcf7l2,0.2620904836193448
Bcells,WT_DM,2,Ebf1,0.22464898595943839
Bcells,WT_DM,3,Pax5,0.21684867394695787
Bcells,WT_DM,4,Klf7,0.21684867394695787
Bcells,WT_DM,5,Tfap2c,0.1794071762870515
Bcells,WT_DM,6,Mef2c,0.15600624024961
Bcells,WT_DM,7,Fli1,0.12636505460218408
Bcells,WT_DM,8,Npas3,0.12168486739469579
Bcells,WT_DM,9,Gtf2i,0.12168486739469579
Bcells,WT_DM,10,Nfib,0.10452418096723869
Bcells,WT_DM,11,Rora,0.09516380655226209
Bcells,WT_DM,12,Bcl11a,0.08268330733229329
Bcells,WT_DM,13,Mybl1,0.0811232449297972
Bcells,WT_DM,14,Nfia,0.078003120124805
Bcells,WT_DM,15,Nfix,0.0717628705148206
Bcells,WT_DM,16,Nr3c2,0.0717628705148206
Bcells,WT_DM,17,Npas2,0.0655226209048362
Bcells,WT_DM,18,Pbx1,0.06396255850234009
Bcells,WT_DM,19,Bach2,0.060842433697347896
Bcells,WT_DM,20,Zbtb7c,0.057722308892355696
Bcells,WT_DM,21,Lef1,0.056162246489859596
Bcells,WT_DM,22,Esrrg,0.056162246489859596
Bcells,WT_DM,23,Ppard,0.054602184087363496
Bcells,WT_DM,24,Ikzf2,0.0530421216848674
Bcells,WT_DM,25,Grhl1,0.0421216848673947
Bcells,WT_DM,26,Vdr,0.0405616224648986
Bcells,WT_DM,27,Klf12,0.0390015600624025
Bcells,WT_DM,28,Nfatc1,0.0374414976599064
Bcells,WT_DM,29,Prdm1,0.0358814352574103
Bcells,WT_DM,30,Pou2f2,0.0327613104524181
Bcells,WT_DM,31,Nfatc2,0.031201248049921998
Bcells,WT_DM,32,Foxp1,0.029641185647425898
Bcells,WT_DM,33,Hivep2,0.029641185647425898
Bcells,WT_DM,34,Hes1,0.029641185647425898
Bcells,WT_DM,35,Skap1,0.029641185647425898
Bcells,WT_DM,36,Tox,0.028081123244929798
Bcells,WT_DM,37,Sox10,0.0265210608424337
Bcells,WT_DM,38,Foxn3,0.0265210608424337
Bcells,WT_DM,39,Ikzf3,0.0265210608424337
Bcells,WT_DM,40,Foxi1,0.0249609984399376
Bcells,WT_DM,41,Stat4,0.0249609984399376
Bcells,WT_DM,42,Irx1,0.0234009360374415
Bcells,WT_DM,43,Satb1,0.0234009360374415
Bcells,WT_DM,44,Ikzf1,0.0234009360374415
Bcells,WT_DM,45,Atxn1,0.0234009360374415
Bcells,WT_DM,46,Rel,0.0202808112324493
Bcells,WT_DM,47,Pitpnc1,0.0202808112324493
Bcells,WT_DM,48,Ptprj,0.0187207488299532
Bcells,WT_DM,49,Myb,0.0171606864274571
Bcells,WT_DM,50,Trps1,0.0171606864274571
