cluster,target,spearman_r,spearman_p,n_cells
KO_DM,Shroom3,0.038190391190439044,0.2588428686905802,876
KO_DM,Vgll4,-0.02247212897992234,0.5065313032308116,876
KO_DM,Rora,0.021698351109843535,0.5212816344779025,876
KO_DM,Nrxn3,0.028658940470886685,0.3968892111387663,876
KO_DM,Thsd4,-0.030402069709744028,0.3687900952694375,876
KO_DM,Crispld2,-0.03207180520511526,0.34306467234744176,876
KO_DM,Papln,0.12166509073057935,0.00030710505542127223,876
KO_DM,Hells,-0.023752065856283422,0.48262166233839454,876
KO_DM,Rnf213,-0.06620503294567887,0.05013134835604541,876
KO_DM,Lama3,0.04558947671990478,0.17762635564481535,876
KO_DM,Cytip,0.005784368987974126,0.8642562692463946,876
KO_DM,Vegfc,-0.020066721262606134,0.5530925564629624,876
KO_DM,Fam20a,-0.04161873570584089,0.21848132825335814,876
KO_DM,Pik3r1,-0.06485304489345545,0.055015439810211106,876
KO_DM,Grip1,-0.0022758693554535124,0.9463719438175573,876
KO_DM,Plin2,-0.02418838894335942,0.4746131761900573,876
KO_DM,Rps7,0.10367299667787333,0.0021238666167113915,876
KO_DM,Xkr6,0.054847411212602705,0.10475230988485004,876
KO_DM,Myo9a,-0.016152027786363113,0.6330738237685452,876
KO_DM,Bcl11a,-0.013020030758215102,0.7003679743718033,876
KO_DM,Itpr2,0.026362412728966642,0.43581627272089807,876
WT_DM,Dpyd,0.029552726411134506,0.36671445552185233,935
WT_DM,Barx2,0.05826004520911332,0.07497917433468615,935
WT_DM,Ano4,0.05034670687916041,0.12394930456125432,935
WT_DM,H2-K1,-0.03814078689476105,0.24396879661469564,935
WT_DM,Txnip,0.06297022396373236,0.054251415190919215,935
WT_DM,Osmr,0.029904431598417172,0.3610364783371739,935
WT_DM,Me1,0.06847717601254256,0.03630132609653957,935
WT_DM,Gpc6,0.01494922124929853,0.6480104388637611,935
WT_DM,Maml2,-0.012968159422469943,0.6920876270007239,935
WT_DM,Ppp3ca,-0.011645190636991775,0.7221254076697041,935
WT_DM,Ablim1,0.016764074385969392,0.608680226061691,935
WT_DM,Slc28a3,-0.0013422110770116493,0.9673063097625595,935
WT_DM,Prickle2,-0.02393065325054351,0.46485746429769104,935
WT_DM,Rps15a,-0.02298556534434079,0.48267925374583187,935
WT_DM,Slc2a9,-0.021236662226524962,0.5166136147379463,935
WT_DM,Tgfbr3,0.028002696186020266,0.39239489575081066,935
WT_DM,Parm1,0.06360091487753744,0.05187843671650565,935
WT_DM,Nhsl1,0.04479449426931064,0.1711335955037692,935
WT_DM,Egfr,0.08399674061023553,0.010183386231808715,935
WT_DM,Boc,0.026988937564482583,0.4097647447576357,935
WT_DM,Nr3c2,-0.02757366926101906,0.39969081798701755,935
WT_DM,Fgfr1,-0.011984924660022284,0.714368677594863,935
WT_DM,Lrg1,-0.03541190371103821,0.2793823864108675,935
WT_DM,Smyd3,0.00025886239136014715,0.9936929110472887,935
WT_DM,Rasgef1c,0.028034946937752696,0.39184972540341556,935
WT_DM,Ano1,-0.01229111338699316,0.7074029736250729,935
WT_DM,Gabrg3,-0.012655482264733354,0.6991454827797101,935
WT_DM,Rspo1,-0.010090446293793737,0.7579769906850724,935
WT_DM,Thada,0.025132212355217502,0.4427366177856005,935
WT_DM,Rgs20,-0.004190553386940845,0.8981751473566283,935
WT_DM,Ube2h,0.031104978516678244,0.34207240482917944,935
WT_DM,Pdlim3,-0.021241339209079488,0.5165212482457462,935
WT_DM,Ksr1,0.0717324540362912,0.0282850358495461,935
WT_DM,Rpl38,0.006232122783212895,0.8490651670714139,935
WT_DM,Slc5a7,0.1274836336131422,9.271354036749429e-05,935
WT_DM,Cxadr,0.07483541586800432,0.022111412365508776,935
WT_DM,Ndrg1,0.01012398796113967,0.7571977065278939,935
WT_DM,Bcl2,-0.01227840510203441,0.7076916023147277,935
WT_DM,H2-Q7,0.008414560837520643,0.7972105328960366,935
WT_DM,Rpl39,-0.008065396457042169,0.8054531603449211,935
WT_DM,Rps13,-0.017246605668515012,0.598404405013516,935
WT_DM,Erbb4,0.0031996955065627885,0.9221634320314548,935
WT_DM,Pde7b,0.009011567300622414,0.7831698059704704,935
WT_DM,Btg3,0.04974555643855181,0.12850733696042063,935
WT_DM,Prlr,0.027193378708995537,0.40622555652078884,935
WT_DM,Ednra,-0.02257400023307126,0.4905545640691663,935
WT_DM,Arl15,-0.004641677709752772,0.8872829693124842,935
WT_DM,Rpl26,0.008984266075764635,0.7838103931759914,935
WT_DM,Rpl37a,-0.044976841700362674,0.16939599819337622,935
WT_DM,Igfbp5,0.02826673204317525,0.3879451180897705,935
WT_DM,Dst,0.03180966486006563,0.3312429513799069,935
WT_DM,Cep290,0.04914529231737175,0.13318736690682703,935
WT_DM,Fut9,-0.00808648763031219,0.8049546438827714,935
WT_DM,Rpl9,-0.005212375193111397,0.8735344035557618,935
WT_DM,Thrb,0.07298576419588686,0.025632588093418653,935
WT_DM,Dach1,0.058446771792365654,0.07404934288114054,935
WT_DM,Deptor,0.019666511905070704,0.5480986373942158,935
WT_DM,Nox4,0.016785164231928322,0.6082294681136873,935
WT_DM,Osgin2,0.047763408011554764,0.14446117627711916,935
WT_DM,Pde4b,0.0038943001018557338,0.9053386033637217,935
WT_DM,Rps8,-0.07497885785888436,0.02185679431387111,935
WT_DM,Ror1,0.005980452439252914,0.8550915585969615,935
WT_DM,Prkg1,-0.00021898522676929447,0.994664488027778,935
WT_DM,Lrrc4,-0.03910398362295385,0.23225508378419965,935
WT_DM,Il6ra,-0.003537239605756304,0.9139825665562828,935
WT_DM,Nhs,0.010531942398444799,0.7477395109723062,935
WT_DM,Rbm47,0.07841748683028908,0.01647055107439334,935
WT_DM,Gramd3,0.03643237930262587,0.2657513269651483,935
WT_DM,Ncald,0.02631777637365678,0.42151155839610444,935
WT_DM,Arhgap42,0.029103434384609373,0.3740482553326293,935
WT_DM,4931406C07Rik,0.05451540917731268,0.09571965471402272,935
WT_DM,Gm15261,0.01711477235352161,0.6012040738567465,935
WT_DM,Folr1,0.05892751442897801,0.07169865852848141,935
WT_DM,Hivep3,0.005149956536092188,0.8750363408690537,935
WT_DM,2610307P16Rik,0.02436298342264354,0.45682833111195775,935
WT_DM,Rbms3,0.007593357583020249,0.8166306910953762,935
WT_DM,1110019D14Rik,0.06383533859975214,0.051018806173986714,935
WT_DM,Rpl17,0.012260845665013618,0.7080904786535163,935
WT_DM,Tmprss13,0.01580062457595438,0.6294283103129205,935
WT_DM,Fam120c,0.05631654436508111,0.08523326971966565,935
WT_DM,Rb1,0.031020981389765775,0.3433781693784784,935
WT_DM,Itga8,0.036425687911791405,0.2658391919703917,935
WT_DM,Mme,0.08231501041429203,0.011805133196217989,935
WT_DM,Creb5,0.04260004668566814,0.193100120867833,935
WT_DM,Rpl6,0.002260841322290442,0.9449585005360368,935
WT_DM,Rftn1,0.02553884037353518,0.4353889054717155,935
WT_DM,Celf2,0.03715366374396216,0.25639698839967695,935
WT_DM,Mtmr9,-0.012363205835851883,0.7057664161684183,935
WT_DM,Chn2,0.033923603476528855,0.30010009897719964,935
WT_DM,Wwox,0.03425352131811616,0.2954215290991145,935
WT_DM,Arhgef6,0.018406224936103298,0.5740369689093592,935
WT_DM,Ppp1r2,0.0269206630181708,0.41095074652103913,935
WT_DM,Basp1,-0.011252162682068642,0.7311345996524135,935
WT_DM,Coro2a,0.00844932834659575,0.7963910042086806,935
WT_DM,Adcy5,0.06427772354837542,0.04942901495603164,935
WT_DM,Cd46,0.022065498839402734,0.5003792097988358,935
WT_DM,Mob3b,-0.00856356792517478,0.7936997678174043,935
WT_DM,Btn1a1,0.06039258020047476,0.0649088861499949,935
WT_DM,Tmtc1,-0.005418035974979585,0.8685889764997868,935
WT_DM,Ltbp1,0.0553906650769421,0.09050174041308155,935
WT_DM,Rps28,-0.021366730431177886,0.5140480661567448,935
WT_DM,Setbp1,0.01728674447495202,0.5975531745603896,935
WT_DM,Plag1,0.02942313216355269,0.3688205815996104,935
WT_DM,Efna5,-0.0016569389863742246,0.9596460500781675,935
WT_DM,Gna14,0.09106693907313046,0.005324922216540631,935
WT_DM,Pgm5,0.035586438165751966,0.2770179930574679,935
WT_DM,Kcnk5,0.0118271039609205,0.7179683972493507,935
WT_DM,Gpc4,0.047701485142939884,0.14498295002917566,935
WT_DM,Il15,-0.023323871350393606,0.4762574690916539,935
WT_DM,Col11a1,0.06119343072086091,0.06142709646833092,935
WT_DM,Shroom3,0.036354179525074394,0.2667794193861681,935
WT_DM,Ctnnd2,0.06691441964134102,0.04079084967329103,935
WT_DM,Rora,0.04146683489692565,0.20522250653704419,935
WT_DM,Thsd4,0.01571769905085383,0.631228170332578,935
WT_DM,Crispld2,0.01766462904630593,0.5895663952355169,935
WT_DM,Ank,0.0632756026627812,0.05309136912839883,935
WT_DM,Papln,0.05279345143796282,0.10668550713367433,935
WT_DM,Cytip,0.02833034225370881,0.38687770624465323,935
WT_DM,Rpl21,-0.02196385403091032,0.5023554869983415,935
WT_DM,Fam20a,0.07139581316491637,0.02903650303642736,935
WT_DM,Plin2,0.07843314950271085,0.01644895501781541,935
WT_DM,Myo9a,0.0023676948745361167,0.9423615090534766,935
WT_DM,Itpr2,0.05106994920772354,0.11863361376824967,935
