,condition_tvalue,abs_tvalue
Rora(+),15.016743740481123,15.016743740481123
Jund(+),-12.204269776591314,12.204269776591314
Gatad1(+),-11.968136058357278,11.968136058357278
Cebpb(+),-11.914564567682584,11.914564567682584
E2f8(+),11.80448380044577,11.80448380044577
Elf1(+),-9.62237300984839,9.62237300984839
Nfib(+),8.409230351277754,8.409230351277754
Tcf4(+),7.352554917898316,7.352554917898316
Ube2k(+),-6.712947559110097,6.712947559110097
Relb(+),-6.347116254579246,6.347116254579246
Bptf(+),-5.693704542843765,5.693704542843765
Lef1(+),-5.609231340576043,5.609231340576043
Pparg(+),5.5984203500916,5.5984203500916
Runx1(+),4.4231664858794355,4.4231664858794355
Gata3(+),4.398049232488242,4.398049232488242
Zbtb20(+),3.896299652671725,3.896299652671725
Tcf12(+),-3.711241671113327,3.711241671113327
Elf2(+),-3.5233407262437164,3.5233407262437164
Pou3f1(+),-3.394092267879885,3.394092267879885
Sox4(+),3.3361876648703017,3.3361876648703017
Ebf1(+),3.202947435305486,3.202947435305486
Atf7(+),-2.990003145822411,2.990003145822411
Stat5a(+),2.9100256059136713,2.9100256059136713
Erg(+),-2.792666933300221,2.792666933300221
Ep300(+),2.624023243261801,2.624023243261801
Stat3(+),-2.089983999751856,2.089983999751856
Ets1(+),1.962491641778033,1.962491641778033
Nfia(+),1.922031110504575,1.922031110504575
Six3(+),-1.1954246738369128,1.1954246738369128
Bclaf1(+),-1.063653074365996,1.063653074365996
Pgr(+),-0.8408479210997855,0.8408479210997855
Fli1(+),-0.8389351621008261,0.8389351621008261
Rreb1(+),-0.8285026435847649,0.8285026435847649
Maf(+),0.8203420429711169,0.8203420429711169
Mtf2(+),-0.4489890829452206,0.4489890829452206
Spi1(+),-0.25839648256345826,0.25839648256345826
Ikzf1(+),0.21561687517571548,0.21561687517571548
