,condition_tvalue,abs_tvalue
Stat5a(+),-37.53591450330869,37.53591450330869
Irf6(+),-27.43236660611558,27.43236660611558
Msx1(+),-26.202428291722256,26.202428291722256
Zfp667(+),-25.09895110800809,25.09895110800809
Gm21411(+),-21.35597336774609,21.35597336774609
Zfp989(+),-18.76981938253934,18.76981938253934
Nfe2(+),-17.05054563460874,17.05054563460874
Hdac2(+),-16.46625501525427,16.46625501525427
Nfia(+),15.39045919897465,15.39045919897465
Trp53(+),-14.840133400634679,14.840133400634679
Gata3(+),14.52526576741825,14.52526576741825
Atf4(+),-14.521454975803122,14.521454975803122
Tfap2b(+),12.514645613414773,12.514645613414773
Sox4(+),-12.375503272870368,12.375503272870368
Sp6(+),-12.328321327871786,12.328321327871786
Gtf2f1(+),-12.191383977917585,12.191383977917585
Churc1(+),-11.449194813042995,11.449194813042995
Gbx1(+),-11.410295686281216,11.410295686281216
Zfx(+),11.041922417430865,11.041922417430865
Yy1(+),10.647624838644116,10.647624838644116
Atf7(+),10.22132443922217,10.22132443922217
Mafk(+),-10.186862265355671,10.186862265355671
Tcf12(+),9.870110964066502,9.870110964066502
Zfp148(+),9.830239009769617,9.830239009769617
Hoxb2(+),-9.69479280352625,9.69479280352625
Tcf7l1(+),-9.63903058100693,9.63903058100693
Gatad1(+),-9.43743533936313,9.43743533936313
Cebpg(+),-9.313274244240695,9.313274244240695
Mxi1(+),-9.192050841049262,9.192050841049262
Sox13(+),-9.069446091719996,9.069446091719996
E2f1(+),-8.952227756685994,8.952227756685994
Ar(+),-8.942908886989601,8.942908886989601
Fosb(+),-8.933425893715684,8.933425893715684
Sp1(+),8.724817157141892,8.724817157141892
Pknox1(+),-8.669384780889587,8.669384780889587
Pbx1(+),-8.648322425630361,8.648322425630361
Stat2(+),-8.427095751738284,8.427095751738284
Nr2c2(+),-7.930631372264283,7.930631372264283
Smad2(+),7.8711540918184335,7.8711540918184335
Foxp1(+),7.5717837731939515,7.5717837731939515
Ep300(+),7.391495428991074,7.391495428991074
Chd1(+),7.128374711680897,7.128374711680897
E2f3(+),-7.033233450752171,7.033233450752171
Bcl6(+),-7.032153353225775,7.032153353225775
E2f4(+),-7.012056011987582,7.012056011987582
Irf7(+),6.838351951013329,6.838351951013329
Creb3l4(+),-6.815555534155145,6.815555534155145
Elf2(+),6.603184171476318,6.603184171476318
Stat1(+),-6.437547340710095,6.437547340710095
Jund(+),-6.26929527773038,6.26929527773038
Pbx4(+),-6.235044149017772,6.235044149017772
Klf13(+),-6.226188466235866,6.226188466235866
Junb(+),-6.220561149934189,6.220561149934189
Spib(+),-6.218105275341704,6.218105275341704
Tfap2c(+),-6.196253642260502,6.196253642260502
Relb(+),-6.107109410086619,6.107109410086619
Cebpb(+),-6.040958069795141,6.040958069795141
Zfp644(+),-6.0350303518528,6.0350303518528
Ikzf2(+),-5.969063995429769,5.969063995429769
Foxa1(+),5.967762427153444,5.967762427153444
Cebpd(+),-5.621904992018349,5.621904992018349
Elf4(+),-5.597144603486068,5.597144603486068
Brca1(+),-5.577198966986491,5.577198966986491
Stat3(+),-5.383758546142894,5.383758546142894
Zfp932(+),-5.380960197702511,5.380960197702511
Taf6(+),-5.3789283229357645,5.3789283229357645
Nfat5(+),5.3373704818947925,5.3373704818947925
Sirt6(+),-5.312209469987844,5.312209469987844
Zfp580(+),-5.248964438835226,5.248964438835226
Rarb(+),-5.248815926049448,5.248815926049448
