,Epi_Ctr9+,Epi_Kit+Elf5+,Epi_proliferating,BasalEpi_Acta2+Trp63
Sox8(+),-6.399895622576097,2.298499884296688,1.2273747066218148,2.796274333038616
Sox9(+),7.849720109120314,-3.953707685108525,-5.351794104120743,-0.1785015652960894
Sp2(+),-8.166982829658247,10.702484506196766,-0.4158036032260102,-4.067160999406332
Sp3(+),-6.287851653829351,2.2083537003749942,6.924056214569005,-0.0966743942142391
Sp4(+),-3.7222631012711735,3.648504608496494,-0.7030822954591577,-0.2459894624110524
Sp6(+),-0.3263547635683108,2.6805767193923686,-2.49623004706058,-1.4442932058867202
Spdef(+),-1.5505231067457994,3.468011048716515,-1.1584155116483656,-1.8573268305979584
Spi1(+),-22.996054902599717,-6.6677222764616255,17.0856016534221,20.481719873365417
Spib(+),-16.183493578209372,7.1390815362467395,-1.6534666907300082,7.699341862192732
Srebf1(+),-17.526990135119735,23.67308017624096,-0.3127467043593893,-9.031175195838111
Srebf2(+),-5.0891575401854245,0.626060864580276,-2.0744600870068997,5.160151776066761
Srf(+),-9.297574409570895,2.4928932630862275,-2.8487891258074,7.378172493336011
Stat1(+),-24.195164123596925,2.1801752475036813,21.23815893953244,8.694518780067835
Stat2(+),-10.133243390315544,13.31858035455234,-1.6888275139916926,-4.422440642313742
Stat3(+),-9.408484773399143,13.19714960227308,-0.8885281450718987,-5.371510467580427
Stat4(+),-6.109254162476203,-5.9368406919229635,15.6036830140822,4.6988228929438325
Stat5a(+),69.87363823914554,-24.363924159130388,-7.953096860799204,-15.087198898268037
Stat5b(+),8.560353643331219,12.098659849424438,-3.742376281548102,-20.527346408595385
Stat6(+),1.246525479469785,0.4875143147664414,3.089252985296229,-3.3077527464068823
Taf1(+),-5.323519553821328,-0.5106525341752115,-2.766167408655526,7.041708027716798
Taf6(+),-0.8087563316636688,0.4375737721018912,-0.780326158316857,0.667962922965581
Tal1(+),-13.99727791218069,-8.34813191769708,1.6884265627576902,22.729382899141346
Tal2(+),-1.961882971730465,2.563431910291934,0.505182704145335,-1.2994272495239796
Tbl1xr1(+),12.486453943153773,-7.209411423328622,-1.2421689547564825,-2.849735980742232
Tbp(+),-19.21597312999125,5.806091634796136,3.640842259356134,9.078204509093744
Tbr1(+),-2.653890961608178,3.7063647882469697,1.1216965049356775,-2.2492872041901584
Tbx1(+),-9.162054569818824,7.74103643540662,-2.6180412743715755,1.220711058167168
Tbx15(+),-29.151013568439165,5.30313710075605,1.164027406258888,19.296697728654973
Tbx18(+),-6.085118255753694,-4.018296571743082,4.817527953187677,7.859417942470413
Tbx20(+),-2.6601092913416062,0.2430494646740378,-0.3154559884075629,2.3987626654806085
Tbx21(+),-10.377611934727762,1.3443833520047554,7.330763439133434,4.449249053580089
Tbx5(+),-13.78114326091719,-6.989676394598594,-1.2248414422523417,22.484080060245947
Tbx6(+),-1.4904201603853553,3.635840977297837,-0.5342909975356092,-2.422275257519124
Tcf12(+),51.771329768997546,-21.448512755621312,-0.014057311783494,-15.380177061854802
Tcf3(+),0.6152566021403519,6.559909363387827,0.4787968086838648,-8.266319279142023
Tcf7l1(+),-47.94411005475448,-4.382946312088867,-3.2047741540058117,57.72312517281684
Tcf7l2(+),-37.68310301542021,87.29168560566005,-1.6083323030138612,-29.29013520374206
Tead1(+),-27.63377389389553,-30.334911919335752,-5.578457427059524,137.74973943979367
Tead2(+),-5.154987963601214,7.4920832637485475,-3.0977202245178597,-1.973533884631225
Tead3(+),-4.906202436827653,3.769590120224712,-0.1655886077998513,0.4541788969450199
Tead4(+),-4.554225890077885,9.81991653633894,0.6230666632309448,-7.033366304483587
Tfap2a(+),1.8769058266710368,7.2343988512321635,-0.7373930674085931,-9.624654552677136
Tfap2b(+),42.20341768795072,-14.150088735185504,-6.113680521393548,-14.891651879524328
Tfap4(+),-16.413278548539395,23.422261241570943,-2.4240006442722235,-8.658761725425283
Tfdp1(+),-14.891660629229662,-6.810545339800515,27.79157420945989,8.419549515612854
Tfe3(+),-6.478391690477406,5.696200140561679,3.89648674186646,-2.308404575994234
Tfeb(+),-10.67198658261387,1.702533197764024,18.634264535447155,-1.1100065113679234
Thap1(+),-3.0447378115030586,0.7471841013345992,1.61011680150404,1.207241489088089
Thra(+),-13.971614012511544,9.953075611136954,-0.9923794922721144,2.289265162974062
Thrb(+),-20.37447301996347,18.313975814072784,-1.739826248107826,-0.6655129404026973
Trp53(+),-3.565093998878626,0.504131281400619,-4.799932363111505,5.254246786274517
Trp73(+),-5.987081722081286,-3.060075502600448,7.893474192471742,5.100849892662435
Usf1(+),-5.33724033596401,4.955008628141685,-1.6572698794387202,0.2889314418330233
Usf2(+),3.991501887066779,2.00630972719962,-1.637710600548726,-5.210064816149259
Vax2(+),-4.201896285894085,2.6556748416766234,0.997226609392317,0.4539511849318231
Vdr(+),-19.786547698473775,15.3560991521326,-0.0943803153189106,1.0312473639130937
Vezf1(+),-20.30564577850528,0.2755057859113928,-4.308915864701557,21.25165380860932
Vps4b(+),-0.8620203542189127,1.4596390900871306,-1.3151083083463888,-0.1630889925852188
Vsx1(+),-3.144203989463797,0.6624855343404524,-1.161668234401933,2.813773614718426
Yy1(+),-3.5474017500333854,6.797738301730903,-2.1983103345924215,-3.1725542756437584
Zbtb10(+),-3.650345715797711,2.2234287527514165,0.2816689214543514,0.7884549181203832
Zbtb11(+),-6.426562226184828,1.9185231139080017,-0.0630340650454222,3.9130043062861617
Zbtb14(+),-10.933593403146723,5.404243724957943,-2.1390103993991154,5.203942886168687
Zbtb18(+),-3.166924646925994,4.07094261372824,0.6013512139904345,-1.9096372530975387
Zbtb20(+),-29.306154218733287,-8.130827309042571,3.7145890808384583,37.59531671879259
Zbtb24(+),-4.82065956275622,5.484580799431092,0.611932476938245,-1.9457515856318344
Zbtb38(+),-4.68222881578214,2.1341976998602368,-0.8760904840562258,2.45031498673526
Zbtb41(+),-1.742565905083406,-0.8361651513585372,6.310703278239215,-0.6160455485102444
Zbtb42(+),-0.0102207290638426,5.951738026109876,-3.8850522251766377,-4.718056674133013
Zbtb43(+),-3.240858841454021,4.584385602279003,0.0143318809864338,-2.1167290517525923
Zbtb48(+),-4.522925161128359,2.114593842810144,-0.9200893784853424,2.3453524190293376
Zbtb7a(+),-9.303023297062026,1.6076302137872065,1.3412950106148516,6.224552592954722
Zeb1(+),-19.5083712006963,-14.298061295890411,12.240963376023211,30.14900269821908
Zfp101(+),-25.793519608331728,14.695118024684875,10.238646014460643,1.241274621472242
Zfp105(+),-6.429961022666027,-2.082211739025499,0.5152729419464298,8.198378451759588
Zfp11(+),0.7830592826084279,-1.2386209416511391,-1.4622895675557357,1.4060734232659295
Zfp110(+),-2.510577018362563,1.374233972611654,-0.9466773047055024,1.301072606693506
Zfp12(+),-4.692757513836412,-1.4391969283340582,3.19845565457535,4.4261563178553125
Zfp148(+),11.009816643541573,-7.899643669664285,2.8045341225045894,-2.8243705297519464
Zfp174(+),-4.647656547476271,1.8318017920056595,-1.6136548750599915,3.1373616798429653
Zfp189(+),0.7839898296281242,-1.8232726428049544,-0.2498351245711945,1.4463424111149268
Zfp202(+),-4.288742486658165,3.5477870084238026,0.7730003208485303,-0.3543549750688405
Zfp213(+),-21.631556996070923,23.55637308443915,2.400484952682467,-6.873732698091088
Zfp239(+),-20.694992423362965,12.369703405851428,-5.446937686697897,7.697623282365347
Zfp280d(+),71.20387442315612,-21.840279708545378,-0.1820407011265481,-22.677599070344527
Zfp286(+),-6.40214236754956,-5.713460197801617,-2.20730633018549,13.892537518872954
Zfp287(+),-4.9463050027952375,6.794388254188781,0.2233859909205139,-3.091659788230431
Zfp3(+),13.39703389363424,-8.544138131140475,0.6816889240645374,-3.168412941442298
Zfp317(+),-7.638772405972781,10.718446445464128,-2.862483758796565,-3.3206510270761487
Zfp319(+),-9.118954548104876,-12.587225052636414,2.3556339526808965,22.57652152296527
Zfp329(+),-2.9106771551161357,3.788087937928783,1.4727833680316398,-2.2784451007290523
Zfp341(+),-4.069115046958739,5.708938520479363,-0.3994730923056822,-2.385459823988868
Zfp354c(+),-7.868815949928392,5.039304835076977,-2.656222482361653,3.0599269786210836
Zfp358(+),-1.8842213045626104,1.5295899849427763,-0.8450613062218726,0.4829818504595033
Zfp384(+),-7.227558308573635,4.246280442756039,1.545894447887957,1.2083461644114468
Zfp398(+),-4.532269525479399,10.522568763396665,0.473684599671554,-7.756377679816732
Zfp426(+),-7.719004023413464,4.4988647713382175,0.2107884517087496,2.062008773244528
Zfp534(+),-1.415413242065717,0.4481931856567913,-1.0519383438137382,1.3676564084430534
Zfp558(+),-1.3157114365364209,3.2181864986230533,-0.1134733749738052,-2.332048696315326
Zfp580(+),-6.231471821334708,3.867055749825674,2.6587741963826215,0.1414535780971229
Zfp592(+),-1.675450416753642,1.359980667043866,-0.6276811273940461,0.3665040170674439
Zfp595(+),-0.1021813164005665,-0.0312885619395373,-0.7182035664399387,0.498522278081052
Zfp61(+),-7.699936698349969,6.042777495176922,2.180043687332618,-0.6876540059714454
Zfp617(+),-0.9418741945065512,2.047713444020568,-1.631671621673844,-0.5898149506142524
Zfp629(+),-3.6911515862853737,7.32329435074404,-0.2358026693800362,-4.629854647485182
Zfp639(+),-5.096920561628265,3.8398425829029215,0.4000093828716128,0.2649753627225613
Zfp641(+),-1.149165455536116,1.903249727916139,-0.7786098213702672,-0.666393459273994
Zfp644(+),-4.807893966387102,-2.0597896169135232,3.9811783968068934,4.839892482886716
Zfp687(+),-11.89469964691726,3.47731683912398,3.216343536761922,5.502181547029245
Zfp697(+),-7.849709336440883,-7.490173792456956,-0.5741346072308144,16.59415025797212
Zfp708(+),-3.312975260753137,5.3412403781457085,-1.4741397306299946,-2.1364644104018646
Zfp738(+),-8.352681473068918,2.816743559040892,10.141668899954803,-0.4690968731487091
Zfp740(+),3.253742014865808,-2.648206991692868,-1.676677520910384,0.7753594904482548
Zfp748(+),-2.595708271498236,3.5046792520247063,1.2810681626491498,-2.1585117404185774
Zfp768(+),-1.044448097509305,2.7774766273772724,-0.5618996161878683,-1.8622468697071408
Zfp78(+),-5.983404202533896,3.46166592708358,-2.581544771568358,3.0425576139042123
Zfp786(+),7.244322096389848,-6.249686642950659,-2.3291376638205863,1.4160484306169046
Zfp81(+),-1.2034698112985431,1.0121539215260196,-2.362555765762214,1.1988359912788151
Zfp811(+),-7.573792601393199,-4.886829747593067,5.052353146999961,10.164898083715451
Zfp821(+),-4.910588042777139,3.635239292455081,-0.545726738936999,0.8034063227631001
Zfp85(+),-1.4151287681104048,-0.2107540562857812,-0.7220110578367017,1.9440039627036725
Zfp87(+),-2.533020232501061,-0.1325530675439905,3.8519656792770527,0.5776820532530085
Zfp874b(+),-11.169186223747996,16.37894967446884,-3.617703276623752,-5.705563970503377
Zfp93(+),-1.3343852648157053,1.5152264065066612,0.0754083322687797,-0.4895987604752499
Zfp943(+),-4.526660181775599,3.164805107476682,-0.651363840742771,1.0268953863230816
Zfp953(+),0.0935611793683203,-6.577246955913079,0.8333358753967597,6.91779391550483
Zfp978(+),11.78703076643272,-4.018109929350057,-2.419856832193234,-5.200023376372388
Zfp979(+),-2.1535412673584746,2.58934093032615,-2.829995583728051,0.5536806627095026
Zfp981(+),-3.222597695340037,4.621805157695703,-0.7514447523599389,-1.7844633452686167
Zfp985(+),-1.6476917776224138,1.5720275802953363,-0.6615999316804153,0.1182558723575729
Zfp994(+),-2.586352766145665,5.517605780860965,-1.0086095572248397,-3.2582970490659457
Zfx(+),36.68503684566743,-18.753992487664963,-2.271349542701873,-8.61010369306997
Zfy1(+),-5.780603012384087,6.043516710557067,-1.786778670765106,-0.4469719060492484
Zkscan6(+),-7.888042537587444,11.631842371919872,0.5655542288573308,-5.84478774388817
Zscan2(+),4.538885684004874,-1.079902764349132,-3.1158889615395906,-1.4683626531255367
