,Epi_Ctr9+,Epi_Kit+Elf5+,Epi_proliferating,BasalEpi_Acta2+Trp63
Gtf2ird1(+),-3.5211933135684466,-2.1631377569672643,1.561889546842948,4.981494805313062
Hdac2(+),1.6336347628726693,2.5877642648545045,-1.780232989791518,-3.560748838588727
Hdx(+),-9.578598684746948,-11.979786230238968,-2.880950672882479,25.562817744612303
Hes1(+),-5.097880075986911,6.411564578305222,0.4003201970912614,-2.6131210580501634
Hes6(+),2.249811072820352,-1.0076417516220053,-1.905623398701838,-0.0132389424147758
Hes7(+),-10.038509220533236,-8.859297759270204,-1.2295755121127885,20.96173492256572
Hey2(+),-11.533697949090037,15.50915667383502,-4.367746726844644,-4.085376232252744
Hic1(+),-1.0858217525494402,2.510806653298653,-0.8955540155795849,-1.3519026693367069
Hif1a(+),22.536023112399977,-9.455262120416592,-5.215301774529015,-6.884507740878033
Hltf(+),-19.681293638778502,-9.085289755108494,3.127496177502156,28.923359231012533
Hmbox1(+),21.31123719286134,-9.011252507529711,-1.8838274100434405,-8.110820389638416
Hmga1b(+),-0.4339877321979417,4.030633303203057,0.368980212295334,-4.332808413666594
Hmga2(+),-7.00059328100208,6.427320009697918,-3.525448840649273,1.146167005306115
Hmgxb3(+),34.41066402752342,-12.43547462499979,-6.076359128523021,-11.911934785192258
Hnf1a(+),-11.014159684613496,-18.20250067987849,-2.3525820537552384,35.84457926336004
Hnf1b(+),-6.415121387430508,1.3781368948253556,-1.2980896290386907,5.152064636009725
Hnf4a(+),-3.742411721063496,6.180569795935823,-3.145444171140947,-1.8173508385323796
Hnf4g(+),-10.935573975989431,3.4082967811878206,-3.179516435899801,8.019701912324654
Hoxa1(+),-10.792927058446084,-2.2379159068927126,-0.2009848549267725,12.940752870844689
Hoxa10(+),-8.064691731145459,-6.287019948716392,-0.1665747592001914,15.121264733561308
Hoxa2(+),-9.404267511348596,-1.4600389985472462,-2.042796475153788,11.671076031612126
Hoxa3(+),-2.3077403957362903,1.0828494112347349,2.721222556929326,-0.4326334740908467
Hoxa4(+),-5.536630836889592,4.374104765632875,-2.5921704623225734,1.6031964541081614
Hoxa5(+),1.7295697930345917,-0.012961165160818,1.2883971975311947,-2.2776186766084305
Hoxa6(+),-7.787627243458957,-3.232696714321027,0.6542936414449885,10.766269748308488
Hoxa7(+),-10.302242832824334,10.11714840812944,-2.942892262186969,-0.1803017641182644
Hoxa9(+),0.9657581241177756,-3.1571006149937535,-3.365670480042201,4.376267584602811
Hoxb2(+),10.540277030489149,-4.195387203400891,-3.896307496139156,-3.1112983519234203
Hoxb3(+),-9.157225652420042,6.63438577322519,-1.6249729659810022,1.937382293405841
Hoxb4(+),-3.564841922946675,6.848783348896287,0.1037065357546517,-4.393927368776458
Hoxb5(+),-2.7561018948682583,2.447201566418969,2.7877290221877735,-1.5839143389030093
Hoxb6(+),-5.108716248361329,4.454565007793134,5.414457939580331,-2.967289430430318
Hoxb7(+),-16.77809272448883,9.386810721973903,0.0168644145758733,4.83847623999192
Hoxb8(+),-4.9499026498513325,-0.2248881910872308,9.487677631137736,0.1250995337635267
Hoxc4(+),-15.025895777718876,8.606421280155361,-1.9920278460056895,5.211869378700845
Hoxc8(+),-3.971023268730531,3.1346757453527436,-0.7912027302110495,0.6107208425857253
Hoxd10(+),-2.9247076399898964,2.1843420706599903,-0.5420644354710397,0.5703238234199235
Hoxd3(+),-11.800665737715365,4.715980222807374,0.3262700965208748,5.5005378183985965
Hoxd4(+),-3.521884880278779,0.9921759342151836,2.021236916274767,1.1698182261801024
Hoxd9(+),-4.689903031638311,3.46687391609663,1.5218079961247688,-0.2693292473824937
Hsf1(+),-20.845100163052116,10.396744611892746,-0.5848575641918297,7.468043755663891
Hsf2(+),-4.967050295175423,7.774677956158549,-1.5516142705172522,-3.25283942923556
Ikzf1(+),-18.124160872719266,-9.123850336960668,28.410606741773034,13.73542489888441
Ikzf2(+),-19.550129691001644,-3.360095272623305,26.35859683116213,9.103760791962022
Ikzf3(+),-12.966264474195269,-9.35023805538984,27.04623932589335,9.86327967895875
Ikzf5(+),-0.6072705406093153,2.838467293225292,-0.6847787963480438,-2.281752378488802
Ilf2(+),-7.1732097294856,1.9972547574544937,0.2225200735141335,4.37467783479739
Ing4(+),-7.573471596292039,7.632882424103375,-0.6908842042556456,-1.1051791155904431
Irf1(+),-17.67209150020401,5.831568869145659,3.186403036924142,7.959554849952346
Irf2(+),-38.67513120751842,6.164240306497504,19.604641779478364,15.12332917770404
Irf3(+),-6.640081632723601,0.4939760960967732,-3.830680282063619,7.688101531841117
Irf4(+),-6.080255811198158,3.5745833298097,-1.256398792046359,2.328362293805507
Irf5(+),-14.322490471936302,-2.1167092484578243,8.427609460805762,11.507123720000756
Irf7(+),-7.622866143642429,-1.9444691042347553,-2.7551034454437557,10.907552768373476
Irf8(+),-34.251053629578934,5.519391326696152,7.767010556787713,19.146585038383957
Irf9(+),-14.028815087103233,12.187967496155055,-1.4217958713965246,0.143460129407829
Jdp2(+),-9.173891395695415,-12.175522592363034,-2.555906658740845,25.15596175788164
Jun(+),-2.3245279025695136,5.9979591800084195,-2.8578892096774764,-3.097816633005014
Junb(+),-12.929598093683136,11.400734470060312,0.2973615721515237,-0.860801747653116
Jund(+),-5.873469988607138,31.771992895012865,-4.350697718543478,-26.37945672453908
Klf10(+),-12.884748605563557,11.99082981991834,-0.1239750006301057,-1.3199194223602075
Klf3(+),-11.403482072362369,7.597449569402402,-2.508436842341033,3.364603818131097
Klf4(+),-21.50203053042442,30.312524600884757,-2.1038775301579657,-10.745424328889664
Klf9(+),-12.44363810524646,9.992803687119403,-0.4148574923928199,0.5951963077003488
Kmt2b(+),3.0166697511514498,4.299350546139725,-1.7608205355487436,-6.832926349000638
Lbx2(+),-5.074868515578741,3.726583131573974,2.297829997147054,-0.5965348704480428
Lef1(+),-12.891246087494975,-9.496090235545532,23.757275525215896,11.360907570380292
Lhx2(+),-4.735328112030454,0.941387089967279,2.397127111015483,2.1756661443245284
Lhx4(+),-1.4615048434545717,2.2658329758954716,0.2975958257514897,-1.330148037404387
Lhx6(+),-5.06726122701593,-3.2375739704660265,0.1301015248348417,8.43110033631615
Lhx8(+),-8.734957781254495,-5.878250481570055,-0.256804772209695,15.34684761159603
Lmx1a(+),-1.8143431184700232,1.0034668909722575,2.0340089217267012,-0.4582256292996202
Ltf(+),-31.297793190327777,65.28777562812122,-3.844507896090219,-24.626728006022105
Maf(+),-22.249446415195703,1.8584335834005137,10.353049104580844,12.771483665898549
Mafa(+),-13.23551859667008,-1.6263873888077165,-2.880927068349868,16.033031897081383
Mafb(+),-12.5578066004286,-1.0142818144949035,-2.800139418890247,14.580397919591208
Maff(+),-13.76338251936679,8.338917394184051,-0.1889733204417426,3.4675808138677473
Mafg(+),-7.055927517072438,7.244185174822955,-0.7472107241894667,-1.1255140843576157
Mafk(+),-8.87382329902869,-7.221301545978771,-3.924202233792097,19.231798044107546
Max(+),-8.649023366557948,6.770162752659798,1.181447098684915,-0.1130127457192732
Mbd1(+),0.1844031644609903,1.880947186816555,-2.5361395848995367,-1.0045896317619611
Mbd2(+),-0.2730226067067761,-2.6083271895761535,11.442918883929012,-2.549382096415418
Mef2c(+),-24.653503479181506,-33.253928798680946,-3.3487312318108695,125.62770954589132
Meis1(+),97.6376243378804,-28.72055599370271,-6.982459094067391,-17.866321914119517
Meis2(+),-10.264656613586665,-4.862026118805685,-2.3671223144309437,16.816013650068626
Meox1(+),-11.204067071965728,-5.59277694901781,-1.7631164793201768,18.335129565684586
Mitf(+),-6.303314446852267,1.3803089869021583,3.5381253015774723,2.564722162761799
Mixl1(+),-0.8529581051899882,-1.7754339009506457,4.111303702281832,0.7161015873792898
Mnt(+),-10.229393068314211,15.67177087235134,-1.0985885870153491,-7.1333378178975355
Msx2(+),1.104675755701547,1.2443831933334537,-0.0178951246613272,-2.4415331421601403
Msx3(+),-4.504075717577304,4.374817041971966,-1.7308838564087208,0.1966751912720428
Mterf1a(+),-1.4233594503804738,0.6440318768269103,-0.4581525702008208,0.8506237188043351
Mtf2(+),67.83461396421762,-29.28414326841396,1.3853630107447974,-14.858672451361617
Mxd1(+),-6.4900761291938185,5.686353888228034,-0.1260647806129261,-0.2351414051952058
Mxd4(+),-12.693394294747565,13.177893948613454,-3.2918515459549873,-1.1409026385262786
Myb(+),13.666013282075046,-3.1806192858801756,-1.1255418806490305,-8.533264364389298
Myc(+),-15.829431598847597,12.062939646477892,-2.5445604178089605,2.420510220178961
Mypop(+),-2.841711226679413,1.539237863103871,0.0467852096685653,0.9194648236385532
Mzf1(+),-6.401175831938377,6.14174365252375,4.286991421034744,-3.077298124709994
Nanog(+),-2.6741099110071307,-0.2480522165054111,-0.2350984113965257,2.9271247335203157
Ncoa1(+),-4.393574010354896,-0.4987603852031258,6.056594662415264,1.6262355533523023
Neurod2(+),-11.948099697713548,15.236673453565611,-0.9983004823113136,-5.153948108251276
Nfatc1(+),-18.434826173295157,-7.276432228511704,21.33121434536135,14.965806965417366
Nfatc2(+),-17.105450750973226,-5.42834634548505,9.213390873735674,17.707861902896223
Nfatc3(+),13.75278603516923,-3.450611209156257,-2.8929949177826546,-7.378488855738675
Nfatc4(+),-13.217232674835596,0.3171215547197289,-1.5683185624916527,12.925117671868616
Nfe2(+),11.526482558599554,-8.340283359317773,-3.022499219542169,0.1700750359542878
Nfe2l1(+),-1.3125223320000954,8.556895867335097,-1.343961298478086,-7.71101705030351
Nfe2l2(+),-11.587087913829867,6.767600565519624,0.5036514319819066,2.911257474708906
Nfe2l3(+),-15.79086728599752,22.365381855602102,-1.7494700875432176,-8.540698794888607
Nfia(+),65.60910779531824,-18.1138384080448,-1.4860469625884392,-24.278352056974366
Nfib(+),-64.7489456249154,50.07873825155063,-2.254746966923786,-0.4432681213734868
Nfic(+),-24.80807355470973,15.415535918928828,-4.092787907982148,7.0330664232212365
Nfix(+),-56.30981173792936,32.189578563418465,-5.694187416503546,10.40160124665029
Nfkb2(+),-12.855632759322756,6.47743330496362,-2.7945130770376583,6.075438594485892
Nfya(+),-20.185291259916983,10.95243571334128,2.4015268918300516,4.767383371323676
Nfyb(+),-10.41798575113658,8.238989040313875,-0.5568388396762605,0.765212777352594
Nfyc(+),-7.668154106893078,2.9329968064826284,1.840670193389736,2.945205292519286
Nkx2-2(+),0.3538239684236908,1.1742668752963303,-0.7746457495784198,-1.26538972765478
Npas2(+),-11.700889757449886,11.368667155849367,-0.9716279413983931,-1.276806587054779
Nr1d1(+),-2.7681170219064875,0.1217026144644859,1.3701323171647908,1.776211062222442
Nr1d2(+),-6.427042307046151,-0.8878323337853633,-4.535290908119971,9.455658550479518
Nr1h4(+),-13.097888153113711,0.5351009455309389,1.5595030245689891,10.873087861721707
Nr1i2(+),-6.6665757783419135,-4.703798759624237,0.2883484798229481,11.604009454637875
Nr1i3(+),-7.445948457994003,3.7639599510661874,-0.1435264560780183,2.8170388155041204
Nr2c1(+),-3.7496311094469137,4.01136501224425,1.7282802187204094,-1.8697060495262765
Nr2c2(+),-14.145767921634114,9.946707762907888,6.427369084861521,-1.32368998944859
Nr2e3(+),-4.864946716589498,8.466693676525765,-0.6839158876338032,-4.561654065463759
Nr2f1(+),-12.819760460861271,-0.5285206084803686,-2.606778919200015,14.134568365093385
Nr2f2(+),-5.222527647943872,1.7859894800019651,-3.649319405765895,4.773256857414851
Nr2f6(+),-0.9136853052962652,-0.5881601713251914,1.5345092175697228,0.7442927541337779
Nr3c1(+),-26.243116441921195,13.24080307240467,1.9791949488574776,7.306679553071207
Nr4a2(+),-6.679725234530474,4.408797090489243,-2.1511962538666607,2.405788545284215
Nr4a3(+),-3.572637286247943,0.1955451231091912,5.230392238095013,0.4873076542691411
Nrf1(+),-12.284317153939206,3.542545564850263,17.93146238591956,-1.4135902724606382
Otx1(+),-14.671476977525655,27.125076854899397,-1.8169559856702784,-14.086328923420313
Ovol1(+),-14.56625282762256,-4.66153177795202,0.1250713982318486,19.451852872412164
Ovol2(+),-22.851206163938272,33.41631329400889,-4.020840741577765,-11.222920840665982
Patz1(+),-6.2845675909135705,4.4251323952650345,-0.3397201927432718,1.0942096063689666
Pax1(+),-6.374883771896645,3.040442287147977,-2.6653825586089632,3.927861876337225
Pax7(+),-0.4519494974722678,-4.726098271173132,0.5333747984974921,5.499546279622839
Pbx1(+),-54.13519128277616,21.06530069313793,-3.3962447728479046,18.84683858398894
Pbx3(+),-24.264027208743077,4.239123687547449,41.914095274326435,-1.2287675994817469
Pbx4(+),9.43543752697117,-3.973578803482743,-1.7486007969029904,-3.4486430604170653
Pdcd11(+),-5.145921285551651,2.818082197741589,-2.4569576922342056,2.9210354102156235
Peg3(+),-11.965101089253636,-13.105579580394808,-1.1948160556865008,28.78135917786029
Pgr(+),141.89572221566897,-32.997471900541534,-6.012869089458253,-19.50218014609416
Phf20(+),30.920121792574317,-10.941536154549867,0.135264305466883,-14.515513311998276
Phox2a(+),-1.9695816798910764,0.9729280060730292,-1.044818597218217,1.2942041817706966
Pitx1(+),-9.759595868354038,-3.9267432381789544,-1.8265261705753597,14.862566683922235
Pitx3(+),-17.56859890364133,9.031373079324048,-2.774216391014956,7.357922186141327
Pou1f1(+),-15.575928669199303,16.61577713332819,-2.956065206892515,-2.3644301791197364
Pou2f1(+),-7.693811938999948,3.5439067316810497,-0.0161930728128757,3.230041040168094
Pou2f3(+),-17.77974990476934,3.1897667861028665,-2.623808500037501,14.25924088458833
Pou5f1(+),-10.310366238039425,6.389546098748812,-2.9122978152819323,3.9241609261842942
Pou6f1(+),-6.065935167108465,7.368977262870613,-1.603019484091199,-1.747929930851875
Ppara(+),-4.076703034925049,5.488432179703404,2.3705084499957114,-3.549244001121425
Ppard(+),-6.627672113050367,3.1236674282335173,-0.556412715454621,2.989581596443398
Pparg(+),-9.360873338569007,-2.117390660308539,-0.8422255293706402,11.765308946771226
Prdm10(+),0.1737987593699076,-3.0499211599242666,0.6744912017554162,2.9362180833545044
Prdm6(+),-6.8251686002590874,-7.603727085126339,-2.986701956865679,17.044541976614536
Prrx2(+),-25.93649480658764,18.966018148047503,-0.3518203852929343,2.3332616937534865
Pura(+),8.097224833718514,11.704425331049944,-4.33032058583881,-19.20726595061897
Rara(+),-0.9179106593725582,-0.3095489281199299,-1.8029139138603143,2.1379536471481697
Rarb(+),-12.548333143748753,1.2509033810036296,-1.3331210552434043,11.060164325378462
Rarg(+),-12.625760351050708,7.228122175571927,0.0693853980541525,3.554546306815736
Rel(+),-5.371032369858208,-0.0096351196594131,0.7641267507760791,4.689060513450205
Rela(+),0.9068591642783698,5.533512610422893,2.1187563368047733,-8.23361893623285
Relb(+),-32.75115654626745,7.863423193364695,-2.8132808633859767,21.20934853926212
Rest(+),28.55172733754912,-10.073100812148605,-4.670279817569236,-11.151793541299332
Rfx1(+),-7.953559072682769,0.3651342392154009,2.770212933035876,5.65170396805083
Rfx2(+),-11.030660183607736,8.871875220175808,-1.6170846165935624,1.165276688674013
Rfx3(+),8.155290935911022,-3.67149909461129,1.5056628887276982,-4.278230000620992
Rfx4(+),-12.904570628130417,-0.661195774701619,-1.8691233137695216,13.972795796730644
Rfx5(+),-11.487629811903716,0.9643440262688248,-1.2338577565790263,10.353554766553897
Rfxank(+),-6.9822368211486685,-6.461960985040109,-3.4984975589352953,16.094856407129377
Rfxap(+),-2.9934481897344467,6.742803114397296,2.0671712304437295,-5.829569526456675
Rorc(+),-33.5923330382938,53.66378029712634,-2.5468466277355084,-17.604647742092688
Rsl1(+),-3.838139036543424,5.32615776255683,-0.9626606152737788,-1.8864774962989903
Runx2(+),-11.916760544601596,16.314160988779616,-2.1426385378607895,-5.717314994890374
Runx3(+),-9.990602848893838,-9.758195391492087,21.86016212023133,9.779666771191678
Rxra(+),-17.38137643013193,18.203905005996624,-4.113173697404648,-1.8383300681443857
Rxrb(+),4.887496569130216,1.6541372284456983,-1.5024785303822257,-5.727574583419335
Rxrg(+),-13.348472247788347,1.9346140929090456,6.1980597690723975,7.0489668977761015
Satb2(+),-19.06059726759075,20.113188682992053,-1.8555100665304256,-3.475440585225825
Shox2(+),-8.675181855259382,-7.194321071730802,-1.3339595767305268,17.5048412767433
Sirt6(+),16.536324775949826,-4.994282629624256,2.592750192729183,-10.974906656384354
Ski(+),-20.830453295487217,-4.770022047610178,-2.4454590141563157,27.60487012376329
Smad1(+),-19.68676947615015,-0.1072180100749969,4.643610408932107,16.004961771205878
Smad2(+),-3.1595897509182156,3.249481018993808,-4.058965041361726,1.383031177508863
Smad3(+),-3.977797770831908,-5.130183224477115,-2.697074783287297,11.066806682545948
Smad4(+),28.6727899873371,-18.523391556229665,-4.3148911667001775,-2.401796556486577
Smarcc2(+),-11.166367061068728,5.210157683284085,2.728778296387782,3.134417731585469
Snai1(+),-4.580411843180455,-0.0399532318867429,-2.5914642803142898,5.705440001955451
Sox10(+),-51.54929401265347,70.51929163577293,-3.2849492470233925,-14.180015112609867
Sox11(+),-9.146740397357831,3.886933980732052,-1.726878603832419,5.066393656735462
Sox13(+),-3.2423842647829533,5.478515894736615,-1.8238976851811417,-2.1779844154029044
Sox14(+),-10.052864807741836,15.10206823647424,-0.4025598513897377,-7.056891493865947
Sox15(+),-5.632396034674829,8.215814332369279,-0.2578113707377086,-3.780306967430986
Sox4(+),6.949932044106357,-2.5058251590740217,-3.1203161255752803,-2.107504037187913
Sox6(+),-10.899933507000528,22.50468847752916,-2.301608456162788,-12.901021695087564
Sox7(+),-2.3149607178672795,-1.8059840710701225,5.679408178199229,1.337054062744048
