cell_type,sample,rank,gene,degree_centrality_all
Myeloid_cells,KO_DM,1,Stat1,0.26964285714285713
Myeloid_cells,KO_DM,2,Maf,0.25
Myeloid_cells,KO_DM,3,Tcf7l2,0.19285714285714287
Myeloid_cells,KO_DM,4,Bcl11a,0.16607142857142856
Myeloid_cells,KO_DM,5,Irf8,0.14285714285714285
Myeloid_cells,KO_DM,6,Runx3,0.11964285714285715
Myeloid_cells,KO_DM,7,Rbpj,0.10892857142857143
Myeloid_cells,KO_DM,8,Runx2,0.09107142857142857
Myeloid_cells,KO_DM,9,Klf2,0.08928571428571429
Myeloid_cells,KO_DM,10,Nfatc2,0.0875
Myeloid_cells,KO_DM,11,Bhlhe40,0.08214285714285714
Myeloid_cells,KO_DM,12,Ccnt2,0.08035714285714286
Myeloid_cells,KO_DM,13,Hivep2,0.07678571428571429
Myeloid_cells,KO_DM,14,Mlxipl,0.07321428571428572
Myeloid_cells,KO_DM,15,Etv5,0.07142857142857142
Myeloid_cells,KO_DM,16,Hdac2,0.07142857142857142
Myeloid_cells,KO_DM,17,Pou2f2,0.07142857142857142
Myeloid_cells,KO_DM,18,Zfp3,0.06964285714285715
Myeloid_cells,KO_DM,19,Spib,0.06964285714285715
Myeloid_cells,KO_DM,20,Mitf,0.06785714285714285
Myeloid_cells,KO_DM,21,Tcf4,0.06785714285714285
Myeloid_cells,KO_DM,22,Gata3,0.06607142857142857
Myeloid_cells,KO_DM,23,Lyl1,0.060714285714285714
Myeloid_cells,KO_DM,24,E2f4,0.05892857142857143
Myeloid_cells,KO_DM,25,Runx1,0.05714285714285714
Myeloid_cells,KO_DM,26,Rfx3,0.05714285714285714
Myeloid_cells,KO_DM,27,Thrb,0.05714285714285714
Myeloid_cells,KO_DM,28,Spic,0.05178571428571429
Myeloid_cells,KO_DM,29,Etv6,0.05
Myeloid_cells,KO_DM,30,Zbtb14,0.048214285714285716
Myeloid_cells,KO_DM,31,Nr3c2,0.048214285714285716
Myeloid_cells,KO_DM,32,Jdp2,0.04642857142857143
Myeloid_cells,KO_DM,33,Mxi1,0.044642857142857144
Myeloid_cells,KO_DM,34,Nfib,0.044642857142857144
Myeloid_cells,KO_DM,35,Pbx1,0.04285714285714286
Myeloid_cells,KO_DM,36,Rorc,0.039285714285714285
Myeloid_cells,KO_DM,37,Npas3,0.0375
Myeloid_cells,KO_DM,38,Klf4,0.0375
Myeloid_cells,KO_DM,39,Etv1,0.03571428571428571
Myeloid_cells,KO_DM,40,Foxp1,0.03571428571428571
Myeloid_cells,KO_DM,41,Egr1,0.03214285714285714
Myeloid_cells,KO_DM,42,Zbtb7c,0.03214285714285714
Myeloid_cells,KO_DM,43,Elk1,0.030357142857142857
Myeloid_cells,KO_DM,44,Tfec,0.030357142857142857
Myeloid_cells,KO_DM,45,Lef1,0.026785714285714284
Myeloid_cells,KO_DM,46,Tmcc3,0.026785714285714284
Myeloid_cells,KO_DM,47,Cadm1,0.026785714285714284
Myeloid_cells,KO_DM,48,Dock4,0.026785714285714284
Myeloid_cells,KO_DM,49,Trerf1,0.026785714285714284
Myeloid_cells,KO_DM,50,Mctp1,0.025
Myeloid_cells,WT_DM,1,Stat1,0.25616698292220114
Myeloid_cells,WT_DM,2,Maf,0.20683111954459202
Myeloid_cells,WT_DM,3,Bcl11a,0.1954459203036053
Myeloid_cells,WT_DM,4,Tcf7l2,0.16698292220113853
Myeloid_cells,WT_DM,5,Irf8,0.12903225806451613
Myeloid_cells,WT_DM,6,Runx3,0.127134724857685
Myeloid_cells,WT_DM,7,Klf2,0.12333965844402277
Myeloid_cells,WT_DM,8,Nfatc2,0.1062618595825427
Myeloid_cells,WT_DM,9,Etv5,0.09867172675521822
Myeloid_cells,WT_DM,10,Hdac2,0.09297912713472485
Myeloid_cells,WT_DM,11,Rbpj,0.09297912713472485
Myeloid_cells,WT_DM,12,Runx2,0.09297912713472485
Myeloid_cells,WT_DM,13,Pou2f2,0.0872865275142315
Myeloid_cells,WT_DM,14,Bhlhe40,0.08538899430740038
Myeloid_cells,WT_DM,15,Tcf4,0.07969639468690702
