cell_type,sample,rank,gene,degree_centrality_all
Epi_Kit+Elf5+,KO_DM,1,Tfap2b,0.38461538461538464
Epi_Kit+Elf5+,KO_DM,2,Tcf7l2,0.3534798534798535
Epi_Kit+Elf5+,KO_DM,3,Xbp1,0.1446886446886447
Epi_Kit+Elf5+,KO_DM,4,Etv6,0.14102564102564102
Epi_Kit+Elf5+,KO_DM,5,Hes1,0.13003663003663005
Epi_Kit+Elf5+,KO_DM,6,Zbtb7c,0.1282051282051282
Epi_Kit+Elf5+,KO_DM,7,Plag1,0.1227106227106227
Epi_Kit+Elf5+,KO_DM,8,Rora,0.12087912087912088
Epi_Kit+Elf5+,KO_DM,9,Npas3,0.11721611721611722
Epi_Kit+Elf5+,KO_DM,10,Jund,0.11355311355311355
Epi_Kit+Elf5+,KO_DM,11,Nfib,0.11172161172161173
Epi_Kit+Elf5+,KO_DM,12,Creb5,0.10805860805860806
Epi_Kit+Elf5+,KO_DM,13,Ehf,0.10073260073260074
Epi_Kit+Elf5+,KO_DM,14,Nr3c2,0.09157509157509157
Epi_Kit+Elf5+,KO_DM,15,Ahr,0.08608058608058608
Epi_Kit+Elf5+,KO_DM,16,Thrb,0.07692307692307693
Epi_Kit+Elf5+,KO_DM,17,Pbx1,0.07509157509157509
Epi_Kit+Elf5+,KO_DM,18,Polr2a,0.07326007326007326
Epi_Kit+Elf5+,KO_DM,19,Foxp1,0.07142857142857142
Epi_Kit+Elf5+,KO_DM,20,Runx1,0.06776556776556776
Epi_Kit+Elf5+,KO_DM,21,Mbd1,0.06593406593406594
Epi_Kit+Elf5+,KO_DM,22,Esrrg,0.0641025641025641
Epi_Kit+Elf5+,KO_DM,23,Nfia,0.06227106227106227
Epi_Kit+Elf5+,KO_DM,24,Hivep3,0.06043956043956044
Epi_Kit+Elf5+,KO_DM,25,Stat1,0.06043956043956044
Epi_Kit+Elf5+,KO_DM,26,Ebf1,0.04945054945054945
Epi_Kit+Elf5+,KO_DM,27,Pax5,0.04945054945054945
Epi_Kit+Elf5+,KO_DM,28,Glis3,0.04945054945054945
Epi_Kit+Elf5+,KO_DM,29,Rfx2,0.04212454212454213
Epi_Kit+Elf5+,KO_DM,30,Esr1,0.040293040293040296
Epi_Kit+Elf5+,KO_DM,31,Bcl11a,0.038461538461538464
Epi_Kit+Elf5+,KO_DM,32,Hlf,0.038461538461538464
Epi_Kit+Elf5+,KO_DM,33,Erbb4,0.0347985347985348
Epi_Kit+Elf5+,KO_DM,34,Csmd1,0.03296703296703297
Epi_Kit+Elf5+,KO_DM,35,Zfp523,0.03296703296703297
Epi_Kit+Elf5+,KO_DM,36,Mef2c,0.031135531135531136
Epi_Kit+Elf5+,KO_DM,37,Prdm1,0.029304029304029304
Epi_Kit+Elf5+,KO_DM,38,Tal1,0.029304029304029304
Epi_Kit+Elf5+,KO_DM,39,Egr3,0.029304029304029304
Epi_Kit+Elf5+,KO_DM,40,Cytip,0.027472527472527472
Epi_Kit+Elf5+,KO_DM,41,Gpc6,0.027472527472527472
Epi_Kit+Elf5+,KO_DM,42,Rps8,0.02564102564102564
Epi_Kit+Elf5+,KO_DM,43,Gabrg3,0.02564102564102564
Epi_Kit+Elf5+,KO_DM,44,Myo9a,0.02564102564102564
Epi_Kit+Elf5+,KO_DM,45,Mafb,0.023809523809523808
Epi_Kit+Elf5+,KO_DM,46,Sidt1,0.023809523809523808
Epi_Kit+Elf5+,KO_DM,47,Ltbp1,0.023809523809523808
Epi_Kit+Elf5+,KO_DM,48,Fam20a,0.023809523809523808
Epi_Kit+Elf5+,KO_DM,49,Trf,0.02197802197802198
Epi_Kit+Elf5+,KO_DM,50,Atp2b1,0.02197802197802198
Epi_Kit+Elf5+,WT_DM,1,Tcf7l2,0.33078393881453155
Epi_Kit+Elf5+,WT_DM,2,Zbtb7c,0.2695984703632887
Epi_Kit+Elf5+,WT_DM,3,Tfap2b,0.23518164435946462
Epi_Kit+Elf5+,WT_DM,4,Nfib,0.1835564053537285
Epi_Kit+Elf5+,WT_DM,5,Rora,0.18164435946462715
Epi_Kit+Elf5+,WT_DM,6,Xbp1,0.15487571701720843
Epi_Kit+Elf5+,WT_DM,7,Hes1,0.14531548757170173
Epi_Kit+Elf5+,WT_DM,8,Tal1,0.14340344168260039
Epi_Kit+Elf5+,WT_DM,9,Npas3,0.13575525812619502
Epi_Kit+Elf5+,WT_DM,10,Etv6,0.12045889101338432
Epi_Kit+Elf5+,WT_DM,11,Hivep3,0.1089866156787763
Epi_Kit+Elf5+,WT_DM,12,Ahr,0.09560229445506692
Epi_Kit+Elf5+,WT_DM,13,Creb5,0.08795411089866156
Epi_Kit+Elf5+,WT_DM,14,Thrb,0.08604206500956023
Epi_Kit+Elf5+,WT_DM,15,Plag1,0.0841300191204589
Epi_Kit+Elf5+,WT_DM,16,Esr1,0.08030592734225621
Epi_Kit+Elf5+,WT_DM,17,Nr3c2,0.07839388145315487
Epi_Kit+Elf5+,WT_DM,18,Pbx1,0.07648183556405354
Epi_Kit+Elf5+,WT_DM,19,Foxp1,0.07648183556405354
Epi_Kit+Elf5+,WT_DM,20,Ehf,0.07648183556405354
Epi_Kit+Elf5+,WT_DM,21,Jund,0.07265774378585087
Epi_Kit+Elf5+,WT_DM,22,Esrrg,0.06692160611854685
Epi_Kit+Elf5+,WT_DM,23,Stat1,0.06500956022944551
Epi_Kit+Elf5+,WT_DM,24,Nfia,0.06309751434034416
Epi_Kit+Elf5+,WT_DM,25,Runx1,0.06309751434034416
Epi_Kit+Elf5+,WT_DM,26,E2f7,0.05353728489483748
Epi_Kit+Elf5+,WT_DM,27,Mef2c,0.05162523900573614
Epi_Kit+Elf5+,WT_DM,28,Dlg2,0.05162523900573614
Epi_Kit+Elf5+,WT_DM,29,Fli1,0.04780114722753346
Epi_Kit+Elf5+,WT_DM,30,Gpc6,0.03824091778202677
Epi_Kit+Elf5+,WT_DM,31,Ebf1,0.036328871892925434
Epi_Kit+Elf5+,WT_DM,32,Glis3,0.03441682600382409
Epi_Kit+Elf5+,WT_DM,33,Tfcp2l1,0.03441682600382409
Epi_Kit+Elf5+,WT_DM,34,Prdm1,0.032504780114722756
Epi_Kit+Elf5+,WT_DM,35,Polr2a,0.032504780114722756
Epi_Kit+Elf5+,WT_DM,36,Thap11,0.030592734225621414
Epi_Kit+Elf5+,WT_DM,37,Celf2,0.030592734225621414
Epi_Kit+Elf5+,WT_DM,38,Rfx2,0.030592734225621414
Epi_Kit+Elf5+,WT_DM,39,Fgfr1,0.030592734225621414
Epi_Kit+Elf5+,WT_DM,40,Sidt1,0.028680688336520075
Epi_Kit+Elf5+,WT_DM,41,Deptor,0.028680688336520075
Epi_Kit+Elf5+,WT_DM,42,Plin2,0.028680688336520075
Epi_Kit+Elf5+,WT_DM,43,Pde7b,0.028680688336520075
Epi_Kit+Elf5+,WT_DM,44,Csmd1,0.028680688336520075
Epi_Kit+Elf5+,WT_DM,45,Papln,0.028680688336520075
Epi_Kit+Elf5+,WT_DM,46,Fhit,0.02676864244741874
Epi_Kit+Elf5+,WT_DM,47,Hlf,0.02676864244741874
Epi_Kit+Elf5+,WT_DM,48,Erg,0.02676864244741874
Epi_Kit+Elf5+,WT_DM,49,Btn1a1,0.02676864244741874
Epi_Kit+Elf5+,WT_DM,50,Ltbp1,0.0248565965583174
