cell_type,sample,rank,gene,degree_centrality_all
DCs,KO_DM,1,Pou2f2,0.1527331189710611
DCs,KO_DM,2,Atf3,0.12540192926045016
DCs,KO_DM,3,Fli1,0.12218649517684887
DCs,KO_DM,4,Etv6,0.11414790996784566
DCs,KO_DM,5,Tcf7l2,0.11254019292604502
DCs,KO_DM,6,Zeb1,0.10771704180064309
DCs,KO_DM,7,Pbx3,0.10128617363344052
DCs,KO_DM,8,Zbtb7c,0.09967845659163987
DCs,KO_DM,9,Ebf1,0.0932475884244373
DCs,KO_DM,10,Zbtb7a,0.0932475884244373
DCs,KO_DM,11,Sp4,0.09163987138263666
DCs,KO_DM,12,Foxa1,0.08360128617363344
DCs,KO_DM,13,Prdm1,0.07717041800643087
DCs,KO_DM,14,Foxj3,0.07395498392282958
DCs,KO_DM,15,Ppargc1a,0.07395498392282958
DCs,KO_DM,16,Arnt,0.07395498392282958
DCs,KO_DM,17,Runx2,0.07234726688102894
DCs,KO_DM,18,Creb5,0.06270096463022508
DCs,KO_DM,19,Irf6,0.06109324758842444
DCs,KO_DM,20,Klf12,0.06109324758842444
DCs,KO_DM,21,Arntl,0.0594855305466238
DCs,KO_DM,22,Irf8,0.05787781350482315
DCs,KO_DM,23,Sp2,0.05466237942122187
DCs,KO_DM,24,Vezf1,0.05144694533762058
DCs,KO_DM,25,Trp63,0.04983922829581994
DCs,KO_DM,26,Polr3a,0.04823151125401929
DCs,KO_DM,27,Nr4a2,0.04823151125401929
DCs,KO_DM,28,Bcl11b,0.04501607717041801
DCs,KO_DM,29,Esrrg,0.04501607717041801
DCs,KO_DM,30,Foxp1,0.04501607717041801
DCs,KO_DM,31,Zfp281,0.04501607717041801
DCs,KO_DM,32,Patz1,0.04340836012861737
DCs,KO_DM,33,Rfx1,0.04180064308681672
DCs,KO_DM,34,Runx1,0.04019292604501608
DCs,KO_DM,35,Tfcp2,0.04019292604501608
DCs,KO_DM,36,Stat4,0.03858520900321544
DCs,KO_DM,37,E2f7,0.03697749196141479
DCs,KO_DM,38,Nr4a3,0.03697749196141479
DCs,KO_DM,39,Bach2,0.03697749196141479
DCs,KO_DM,40,Spic,0.03697749196141479
DCs,KO_DM,41,Esr1,0.03536977491961415
DCs,KO_DM,42,Foxo3,0.03536977491961415
DCs,KO_DM,43,Myef2,0.03536977491961415
DCs,KO_DM,44,Rbpj,0.03376205787781351
DCs,KO_DM,45,Npas3,0.03215434083601286
DCs,KO_DM,46,Pgr,0.03215434083601286
DCs,KO_DM,47,Glis2,0.03215434083601286
DCs,KO_DM,48,Nfib,0.03054662379421222
DCs,KO_DM,49,Rab8b,0.03054662379421222
DCs,KO_DM,50,Smad3,0.028938906752411574
DCs,WT_DM,1,Zeb1,0.16556291390728478
DCs,WT_DM,2,Prdm1,0.152317880794702
DCs,WT_DM,3,Atf3,0.12748344370860928
DCs,WT_DM,4,Tcf7l2,0.12417218543046357
DCs,WT_DM,5,Sp2,0.1076158940397351
DCs,WT_DM,6,Foxa1,0.10596026490066225
DCs,WT_DM,7,Pou2f2,0.09768211920529801
DCs,WT_DM,8,Sp4,0.09437086092715231
DCs,WT_DM,9,Etv6,0.09105960264900662
DCs,WT_DM,10,Arnt,0.08774834437086093
DCs,WT_DM,11,Zbtb7a,0.08443708609271523
DCs,WT_DM,12,Pbx3,0.07947019867549669
DCs,WT_DM,13,Ebf1,0.076158940397351
DCs,WT_DM,14,Vezf1,0.07119205298013245
DCs,WT_DM,15,Klf12,0.07119205298013245
DCs,WT_DM,16,Plagl1,0.06456953642384106
DCs,WT_DM,17,Patz1,0.06456953642384106
DCs,WT_DM,18,Rfx1,0.06456953642384106
DCs,WT_DM,19,Tfcp2,0.06456953642384106
DCs,WT_DM,20,Nr4a3,0.06456953642384106
DCs,WT_DM,21,Ubp1,0.061258278145695365
DCs,WT_DM,22,Irf8,0.061258278145695365
DCs,WT_DM,23,Runx2,0.059602649006622516
DCs,WT_DM,24,Polr2a,0.056291390728476824
DCs,WT_DM,25,Creb5,0.056291390728476824
DCs,WT_DM,26,Myb,0.052980132450331126
DCs,WT_DM,27,Ar,0.052980132450331126
DCs,WT_DM,28,Arntl,0.052980132450331126
DCs,WT_DM,29,Foxj3,0.04966887417218543
DCs,WT_DM,30,Smad3,0.048013245033112585
DCs,WT_DM,31,Stat4,0.046357615894039736
DCs,WT_DM,32,Irf6,0.04304635761589404
DCs,WT_DM,33,Nr4a2,0.04304635761589404
DCs,WT_DM,34,Spic,0.04304635761589404
DCs,WT_DM,35,Zfp219,0.041390728476821195
DCs,WT_DM,36,Zfp281,0.039735099337748346
DCs,WT_DM,37,Foxo3,0.039735099337748346
DCs,WT_DM,38,Ppargc1a,0.0380794701986755
DCs,WT_DM,39,Rab8b,0.03642384105960265
DCs,WT_DM,40,Npas2,0.0347682119205298
DCs,WT_DM,41,Foxp1,0.0347682119205298
DCs,WT_DM,42,Glis2,0.033112582781456956
DCs,WT_DM,43,Polr3a,0.033112582781456956
DCs,WT_DM,44,Tcf4,0.033112582781456956
DCs,WT_DM,45,Msc,0.033112582781456956
DCs,WT_DM,46,Runx1,0.03145695364238411
DCs,WT_DM,47,Fchsd2,0.03145695364238411
DCs,WT_DM,48,Eno1,0.03145695364238411
DCs,WT_DM,49,Klf15,0.029801324503311258
DCs,WT_DM,50,Cd40,0.029801324503311258
