regulon,BasalEpi_Acta2+Trp63,Epi_Ctr9+,Epi_Kit+Elf5+,Epi_proliferating
Cebpb(+),-8.382675494851943,-7.294553051969729,-9.77767968361192,-3.5690580510925396
Cebpd(+),-7.225787827010054,-8.470346102105944,-9.44282295793013,-3.465277891887594
Cebpg(+),-3.079822161010396,-7.708811806861978,-2.7530688405506574,-2.4812364488283207
Chd1(+),1.9526284401177134,6.001298581501025,-1.7271182122988418,-0.2400506275265906
Chd2(+),2.149681973778442,3.167203585220314,-1.495622561162363,1.001955005720987
Churc1(+),-1.0285265557484133,-4.319256580970342,-3.8191205730189925,-0.28522786439328307
Clock(+),0.5519236895173059,5.2790497026391,-0.10977254819669315,-0.45464656426927796
Creb1(+),2.7534655374535646,1.0037529472077464,-1.117870527292693,-1.3102253024278845
Crem(+),-1.2250218937503519,-0.6047053810583941,-2.4868883510189277,-1.7762131808421195
Ctnnb1(+),-2.5885904921099803,-2.668735535033178,0.818334747334201,-0.7436584686207057
Cux1(+),-1.3044719939195888,-1.9855700109998529,-1.3032252000342794,-1.3894808147568363
Cux2(+),0.35844183332726864,-1.566547805770245,3.775973567790152,-0.5291075532944931
Dbp(+),3.6862315798731755,0.8818607701876204,-0.9487441412448837,-0.7348540436545659
Dbx2(+),2.8839257917413645,0.22772158523150143,1.0800341804756086,1.3987086351417348
Ddit3(+),-2.1888504928687404,2.4023854344035867,-0.9873730898529873,0.09377889548272342
Dlx1(+),4.2294603783270786,0.2917389604209727,0.9620735628759833,-0.6276085613942413
Dlx3(+),1.0456983531454331,-0.7437944618321799,2.412105463587407,-1.0810594872652732
Dlx4(+),-0.9904062276145426,-0.2982243007150779,2.827405219767446,-0.21600093745499616
Dlx5(+),0.14239328456607178,-1.875077151551074,-0.6765880728492574,0.9582079890913997
Dpf2(+),0.016569684984928924,-0.47750966902307423,1.4074491881479219,-0.3402753905036046
Drap1(+),0.9727146430439433,-1.4972414122649114,0.4640486121136857,-0.6407547543279846
E2f1(+),-10.503099966531758,-7.986618006813736,-14.236575645044411,-4.004671893165483
E2f2(+),-3.4369781583469527,-3.459182972742711,-5.625108994036041,-1.9200553264091644
E2f3(+),-9.841554987331993,-9.732856730189114,-14.02944778211347,-3.6139995110701135
E2f6(+),-3.287279463560144,3.4923521867419236,-2.7269241169624667,-0.4131534520501446
E2f7(+),-6.405005900762783,-4.514819742384878,-7.425064467219362,-0.8933270460078818
E2f8(+),-0.6453148722348993,-3.5937446771903883,9.200226250824429,1.1403307103937879
Ebf1(+),6.046388733078556,-1.4017493784235229,2.643975238709757,4.412473753592634
Ehf(+),1.8326335651711827,-2.538143160329616,16.607941753944882,-1.5514541485483886
Elf1(+),-2.4725363598737857,-7.583926211358029,-2.89348504876106,-1.6258921969764673
Elf2(+),-1.8571127044228315,6.819904937121721,-1.6741329660453532,-2.5087514645970805
Elf3(+),-1.8743008757686066,-3.0316713891577662,-1.9184651525165748,1.0938774474114634
Elf4(+),-2.2800956192551873,-5.571931754831996,-3.9440718889469135,-0.06370298137715714
Elf5(+),-0.660847209436103,-1.8446513641208004,1.7344410883319514,-1.3311713545965966
Elk1(+),-2.3653148854739348,-2.662226955505095,-2.9017765782831204,-1.7419469008298571
Elk3(+),-2.6881165832025875,-6.353113638908684,-2.2307766159707736,1.156813065427756
Elk4(+),-1.0116666302828121,-4.027124416370053,0.7812082286650444,-2.2255743929889915
Emx2(+),-4.47627493047082,1.6825683003824536,2.940537855044826,1.5752281560007544
En1(+),9.401958904282411,0.9508060746499666,2.5552607740449425,1.2794537085491113
En2(+),-0.6924797836650494,-2.301071728902243,-6.066892784081742,-0.7312243598568978
Eomes(+),-1.089203425317164,1.2965912975316147,3.1903186623587225,-1.142279761719991
Ep300(+),-0.3945892595979605,6.6427887257016724,-2.8781755541920093,0.9662415757986242
Erf(+),-3.449324634673046,-2.4883261247520783,-0.9666426974715113,-1.1574477524380957
Erg(+),-3.3073050650469953,-2.568796090760471,-1.4293389566942842,-0.965032215149812
Esr2(+),2.723023342193253,2.0243388731305236,0.2526208076615246,-1.2901647743829026
Esrrb(+),-2.523832035743099,-1.1221101566332634,-0.11447200088052904,-1.0104995560220298
Ets1(+),-2.1018442130329844,-3.001868048766715,-1.1963817301969224,0.6362380552844784
Ets2(+),-0.0673454737606275,-5.005231981079576,0.9121119094119783,-1.062750916887317
Etv1(+),8.164252469861886,1.7783233339139717,4.479840412471816,2.8953765021724633
Etv3(+),-1.740781535380349,-4.080020770681722,-1.810769224264823,-1.1359755455902854
Etv4(+),-7.420685291289262,-7.241985475067312,1.506185653265392,-0.8375839308016735
Etv5(+),-18.266340631792204,-0.945697727863021,-7.772811113547317,0.05070626883640521
Fli1(+),-1.1985097642038958,-3.297026176027309,1.3492469960502427,1.1847998358052354
Fos(+),-3.4274225741316617,-0.39654160210556516,-1.0668911856279675,-0.6246960251814395
Fosb(+),0.019056744161751474,-10.457074548623632,-3.7302391654031357,-0.9843003724922426
Fosl1(+),4.665231869442639,-0.8749474901562885,3.6336309164675757,3.0628848142807565
Fosl2(+),-1.589116846075897,0.12398204391254919,-0.4946719441620774,0.1444351752732991
Foxa1(+),5.970939460396345,5.221357784398338,10.04490711859041,1.7136803025232181
Foxa2(+),-2.3509325009143365,-4.465165367254506,0.8740904238472506,-1.2342345769300687
Foxa3(+),-2.110892594114611,-1.385009667466391,1.2782690118012465,-0.2840445671791481
Foxi1(+),1.7729207978502595,-2.8692659788309696,-0.8572250260266295,-0.6777505620084239
Foxj1(+),1.998172651675515,-2.0957501838627186,0.866282102607007,-0.616363343073578
Foxj2(+),-2.399083927906098,-4.865531096178255,-1.5040372405117028,-0.21012608244345723
Foxj3(+),-1.5508705153259952,-1.1223659235706598,-0.238682065126957,0.4099347896100413
Foxk1(+),-0.4613944055428836,-2.6388914826273977,-0.5925147069150473,-0.41059493039195455
Foxm1(+),-2.6564185477320015,-3.6204260504836,-6.60947373552434,0.6031000401774287
Foxo1(+),-2.2147122106961015,-6.835588061897113,3.979617328573139,2.8509836964785342
Foxo4(+),-2.2079757598950023,-1.6007145216231617,-0.7655654702683026,0.43153366114869957
Foxo6(+),-0.45840348492625194,0.34470497322292387,0.0695820616176183,-0.5913407744608474
Foxp1(+),3.9400952246551135,2.932389304451702,0.18607833354521564,2.0705401110561423
Foxp3(+),-2.0753786075747502,-0.9097124750322266,-1.748751550527102,-0.17493883026012236
Gabpa(+),-2.014929540342791,-2.5948104792948734,-1.551620323662224,-0.21085272978117534
Gabpb1(+),0.7462972710414199,-2.5966376518870384,-1.4719083435914224,0.1796387620769187
Gata1(+),-0.5311983250044355,-1.8854325451679088,1.2997772555858726,0.16257822459318289
Gata2(+),-0.810914086010551,-1.6821452071049023,9.096382339792319,0.5802248276589256
Gata3(+),3.384866133266117,12.337326949823685,0.7525944425119145,-0.3694977020087178
Gata4(+),-0.10131627754523799,0.5897363188283569,0.3132849500797958,0.03544763171169747
Gata6(+),-1.6892399425398825,-0.20059526016537038,-3.3610105966406487,-1.012233087450366
Gatad1(+),-12.400704318217608,-8.515594621578007,-11.030542231901062,-4.20494535915075
Gbx1(+),-1.8041890941825267,-1.3111231562637269,-2.95135918974129,-1.4460871629956515
Gcm1(+),-1.7877842203705379,-2.5262093800912955,-2.236837990132693,-0.25796989069181164
Gfi1(+),-3.7973352187964453,-3.8486412319883776,-2.1154000663321577,-0.42951433853377896
Gmeb1(+),3.1084808833892343,-0.317442510212947,2.932779473524944,0.9251762857322879
Gmeb2(+),-1.5607632833153786,0.5151512244524631,-2.8720939771272156,1.369236361937885
Gpbp1l1(+),-2.1897433409535743,1.8507659111586379,-0.12884597927414554,-0.5947449019340032
Grhl2(+),-0.09809822827013019,2.229707788129896,-0.47486377928583523,0.8214227333041567
Gtf2b(+),-1.5132121941326804,-0.9057764977269505,-1.1407269901037986,-1.7102311286149212
Gtf2f1(+),-0.9107468203909819,-2.2130993047797283,-2.4246984480246465,0.5498565220235904
Gtf2ird1(+),0.13215284571750452,-0.2154602011923915,-0.048371610939606076,2.3158896646872904
Hdac2(+),-0.03279740904501503,-3.4665770293727,-2.9604331569073095,0.9492428098112035
Hdx(+),-10.096965326370622,-3.8301278276214155,-2.111916553352322,-1.1349515791948952
Hes1(+),-3.7911136476276863,-7.345877772929875,-3.37649218837604,-1.986262620048563
Hes6(+),1.5827006284039087,-3.5349112442591943,-1.4495182747844455,-0.10114792936762802
Hes7(+),2.0452402179296114,-0.6362652097270212,3.093738149500731,1.1591445928368163
Hey2(+),0.36516204138241765,-0.0037463530734253136,5.052156536819652,1.7506024880735698
Hic1(+),-0.9414148547356945,0.9211779881522504,-1.4438241303075001,1.9360725561688965
Hif1a(+),-3.9790047180827917,2.7153161586053556,-1.277361127531401,-1.0814807925646055
Hltf(+),-8.454209604614212,-1.60558513618208,0.6102737585119894,0.19671514658181735
Hmbox1(+),-0.16124981716692685,3.936827198308654,3.7515200391856003,0.9954726468853011
Hmga1b(+),-3.1259222524214785,-1.5328351207921727,-4.039096405158531,-2.1772695887357125
Hmga2(+),-2.1865684961545258,-2.170160810827278,-2.629845728587231,-0.42147557381755907
Hmgxb3(+),-3.140409864322352,-12.34888898163417,-0.7774950986885012,-0.1689710001793585
Hnf1a(+),-5.975857252209976,1.1737149973215684,0.42741501912576496,1.849756744351514
Hnf1b(+),-0.9601015971041695,0.30209097850586897,1.3356210456660074,2.2511494613726026
Hnf4a(+),-2.3544815457926087,-1.6624983381025424,-0.11196550955562878,-1.3168950862595596
Hnf4g(+),-2.7967739719048135,-1.7437612002903424,-0.8218128178413582,-1.8775042302970608
Hoxa1(+),-4.60505261157254,-3.056566091689568,9.137212380346321,0.4303158539490449
Hoxa10(+),5.083674573646631,0.6174007629406062,2.542223145057108,0.6690213485591713
Hoxa2(+),1.1049851329615599,-3.077610229635669,-0.6859162912576651,1.4915304663664346
Hoxa3(+),-0.03319360049721616,-0.3798224193766882,1.8815536724300428,-0.8053357139593394
Hoxa4(+),-4.198725346096213,-4.161546328637558,-1.2442789077449539,-0.8792853222552227
Hoxa5(+),0.9584024184236959,-0.13953858395321886,-0.05496309033536025,0.1357960071250769
Hoxa6(+),3.990467955999922,-1.2670015542011823,-0.5241358784694523,2.7149091980089817
Hoxa7(+),-1.0547028614158114,-3.4238047323189007,1.5207094980353566,2.0918165264793758
Hoxa9(+),-2.969172089806617,3.5584368669827526,3.6983405086154417,1.6890089259178553
Hoxb2(+),-0.44449051899660347,-11.24588502614262,-1.8024341874991705,0.33222673280853743
Hoxb3(+),-1.0264638564620743,-2.358144615557439,-1.113203224183263,-0.41850987326455213
Hoxb4(+),-2.820076034466325,-1.4997419308822981,-0.7936530495549269,1.9695765036763737
Hoxb5(+),0.14361003637495817,-0.8383415034975905,-2.6621527170678188,-1.0793747555489026
Hoxb6(+),-0.4181667253649739,-2.4350244994974903,-5.315734069749926,-0.7196568522459598
Hoxb7(+),10.298332995368446,0.4464314692548264,-5.060425392531799,-0.2054843483818284
Hoxb8(+),-1.4044616113459707,-3.188784525085713,-2.2939779964892653,0.3152324461108105
Hoxc4(+),-2.5777030954716453,-4.642003980662105,-7.242650181419007,-1.2647067436488406
Hoxc8(+),-1.72954810017013,-1.6455147341972411,-2.1431899842083793,1.1813291041614737
Hoxd10(+),-1.0218195695508017,-1.5685249399274543,0.5922441500159281,2.4238176095112633
Hoxd3(+),-1.7951765254098286,-1.4165347354669882,-1.4284068211181027,-1.1655507624988355
Hoxd4(+),-0.40444594977775716,-0.589721865262772,0.17861278280954068,-0.3425963767166103
Hoxd9(+),0.7928278564878499,-1.4857776098817388,2.512404358515989,2.462267571263125
Hsf1(+),2.3203628289967213,0.9611918765738716,7.911905818285202,0.426786565749955
Hsf2(+),-0.7771726480965373,2.456808974245761,5.978115066657724,1.5979140341020903
Ikzf1(+),-2.612535050634039,-3.4743386565155894,-2.331144319996656,1.1244057500963565
Ikzf2(+),-3.63777383751054,-5.947271427133763,-7.721378118461517,-0.6338198736024487
Ikzf3(+),-2.1787769425025023,-2.15643043908255,-3.052220786512774,2.168132724712258
Ikzf5(+),-1.657921780242473,-1.7835008080578276,3.140975102817054,-0.6503050714642106
Ilf2(+),-2.4992157491573366,-2.0984987344231687,0.1592100324663615,0.0910992231456144
Ing4(+),-0.04598169433969955,0.043414781529764676,1.7138075802698545,-0.4187051743152308
Irf1(+),0.09153394907930391,-3.5843502344655707,-0.7714112521994742,-0.5521754050090418
Irf2(+),-6.522417719610265,-2.769418917462901,-7.444382414731752,0.12912234062218028
Irf3(+),0.40009496979241843,-5.879547598395271,2.0644086399377324,-0.7610039229268206
Irf4(+),-2.2925007414693606,-5.224810156951338,-1.7325176462218317,-1.2770317008945316
Irf5(+),-1.941101986993631,-3.192053490575532,-0.9392895301631713,0.9747296925750859
Irf7(+),-2.510891415118294,-2.942492926046814,-3.456029157359138,-0.12463809199435359
Irf8(+),6.0715563580811125,-1.4370427812127828,7.659438663031662,4.405339143450659
Irf9(+),2.0917574743011302,-13.23484548393665,-3.8363796558318106,0.764726412507231
Jdp2(+),-2.2370504855319093,-2.680054404293233,-0.6479198224676787,1.324397573636204
Jun(+),-0.8213209184522158,-5.9954240098811376,-2.016640808657027,-1.8131680202284794
Junb(+),-11.127856547318453,-3.901562124114594,-9.920098178609084,-5.318753531253088
Jund(+),-6.264153890198785,-7.691506619312998,-5.895120103590137,-4.071938631750998
Klf10(+),1.1311660177817298,0.6180303738951789,0.4989333579287421,-3.52243020462714
Klf3(+),0.7225015545033042,-4.150992108811808,3.3923639215193875,0.2544760654685555
Klf4(+),-2.1692888533282955,-3.9828557444160975,0.3529878377414347,-2.139909041129191
Klf9(+),3.337889086466929,-0.9880152517782546,4.198987837649185,0.28541543861248214
Kmt2b(+),-1.851361521047345,0.8389085870264632,-0.9470221540803253,-0.0917987739594751
Lbx2(+),-1.064634647943264,-3.2625974567766662,-1.9439375735095676,-0.11547002698300254
Lef1(+),-2.4789544766302654,-2.8599281343916587,-0.37653291929243776,0.3533431897834482
Lhx2(+),-1.4939742652832104,0.41071346602803843,0.2609349768901385,0.8688726439003206
Lhx4(+),0.6388872910613541,0.8802134089028774,0.7704073797517587,-0.09431459574458867
Lhx6(+),-1.0179302684473603,-2.91963754235145,-0.1449706674295252,-1.2035175171556367
Lhx8(+),8.431703363877565,0.07324111484282447,2.7480295830493007,0.8480617133655398
Lmx1a(+),0.5472236685124103,-4.684121301126166,0.8694675141419237,-0.38941413478738074
Ltf(+),-1.7746822267200126,-4.677737484781404,5.014812475194033,-0.7375898119702808
Maf(+),-1.422717140902199,-3.836039658181066,-0.5381370851839243,0.498131767171883
Mafa(+),-1.2747800242200196,-4.347119747080048,3.896557020634413,-0.9104221300506743
Mafb(+),1.4678337838800277,-2.4871451238650457,-3.5884611282064194,1.4444168108425803
Maff(+),4.28555282394241,-2.036634597625655,-1.0708999393134244,0.3557071020217348
Mafg(+),1.6413018625299522,-0.33861059695705786,0.5959367056775438,-0.28385537899927704
Mafk(+),-2.9239876076491575,-8.191964838991828,-2.0158312859234857,-0.45970444467626026
Max(+),-0.19186705466680812,-1.9735357864277328,-1.2810221066742258,0.11055559447606744
Mbd1(+),0.1911726407765696,-9.771476973908843,-0.8408817142756888,0.9689996206849726
Mbd2(+),-1.0599200409065717,-2.480085795359115,-2.270235072244786,-1.6230554496019742
Mef2c(+),7.541699036734858,0.5716052006771297,-0.750176480111384,5.263978981260774
Meis1(+),1.2607666763783882,7.916314595021546,10.998913432562546,2.939917483092066
Meis2(+),3.143069395207684,-0.721153833967877,2.9840470222992823,2.0747546771094667
Meox1(+),2.0981783284702025,-0.21767896150542104,-1.3795942860508361,-0.3898983157374138
Mitf(+),1.9644519026448444,0.7499699051999236,1.2492972329749197,1.173105179907087
Mixl1(+),-1.0752228249801907,-1.6792495453093204,-0.5559337269488105,-1.224615795927008
Mnt(+),2.3633068707462996,-3.4089186707519987,6.275206352450651,1.2371181255739465
Msx2(+),2.1365503425699237,1.2066529678373636,-0.7131277564432219,2.160203868690777
Msx3(+),-2.2146486745350202,-3.1386502635638966,-1.1465216050604914,2.422296968997455
Mterf1a(+),1.2010690454326065,-0.29600605060251967,-0.16465813871559062,1.9360725561688965
Mtf2(+),-0.6167572201310301,3.3998185642354817,-5.777575483212413,-1.510992364998254
Mxd1(+),-2.56149812554763,-8.112508759621944,0.49310350571765693,-1.0054970530445417
Mxd4(+),-0.6148321684086255,-0.4750613782839747,-1.610608278482597,-0.7246157574763664
Myb(+),-1.8953430073859936,-4.522126331514518,-1.5299918770927057,-0.24636968356864536
Myc(+),-4.591412523344808,-8.500943930201922,-5.133823036701361,-2.15962644956012
Mypop(+),0.3282209312015958,-0.1756675495594202,-0.6539029817568246,-0.7873307717996798
Mzf1(+),0.7237804691878958,-0.5668007775063914,-0.25421381997829295,-1.8631057204873909
Nanog(+),-2.302861558225915,0.5297327542454597,1.3834718535057275,-1.0304469365295177
Ncoa1(+),-1.583785638898745,-0.8546439225337037,-1.1951435670062924,3.992764499628591
Neurod2(+),-2.6708250609080078,-0.1824994257594191,0.9492343291317086,1.3190649297259331
Nfatc1(+),-5.541784244531408,-3.724001042847181,0.05550619964679458,0.740606968596699
Nfatc2(+),-0.44117706219693464,-4.5251610441657375,0.6284253001911437,1.7023409605430373
Nfatc3(+),-1.1986937927234067,3.3762506271376385,0.05172819097389146,1.1641326559678458
Nfatc4(+),3.2664381429663667,-1.7101692484376831,2.681298552734129,-0.9170544667861935
Nfe2(+),-2.8382620803217398,-11.143193212756744,-2.305835515514545,-1.1086974305152184
Nfe2l1(+),-1.3032435324460214,-1.492316276496181,0.120967371405814,-0.8956837473144925
Nfe2l2(+),-2.4523502100792456,0.39923586998095667,-0.15984186488024743,-0.21448293205169427
Nfe2l3(+),0.11230041206558773,-1.4607820677425163,-2.3536374456340203,-1.143207972385861
Nfia(+),3.723813837136865,16.235791219451116,3.585770593972914,1.3504323824938498
Nfib(+),2.6632091741383426,-1.070422047466275,11.817631190487132,-1.1312268999538961
Nfic(+),-1.8605628075435154,-2.719322445051153,0.7799386697990162,-0.3654784640725458
Nfix(+),-1.7301258093962806,-2.185038409095747,4.375816856056762,-1.183561312365005
Nfkb2(+),-9.440747445134786,-3.8289843056533273,1.0246519699560896,-0.6334095329097815
Nfya(+),0.46659164669739533,-3.916007758510492,0.3688186039180553,-1.7133362333868623
Nfyb(+),2.8961687967254974,-0.025672176295791632,-1.4045378819059051,-0.7269902724771712
Nfyc(+),-1.8142438832384993,-0.11492077464621468,1.7969380955963008,0.8707068572727185
Nkx2-2(+),-0.173612069049739,0.7890983258489528,0.4891364368111841,-1.257804610167406
Npas2(+),0.980353245992827,-1.1596171061221228,3.6870549340437213,2.650071162136593
Nr1d1(+),0.773427639132559,-0.3688262292164045,1.2701775402036435,1.0149246568577137
Nr1d2(+),-1.1222976290531408,-1.400773118932629,0.7768791097491511,1.6961681589663897
Nr1h4(+),6.1370497207893635,-0.9632137414869537,-0.1836436662860225,0.4305536429540355
Nr1i2(+),2.7600446830601104,2.2533999916059226,5.056060526282334,2.778189137636419
Nr1i3(+),-2.0367550421915666,0.8901577011146742,1.5116208638889495,0.6656026227479138
Nr2c1(+),-1.9272365445153021,-2.164177432275384,0.28657053675332084,-0.36945637953085275
Nr2c2(+),-2.500151520538743,-3.0381659694719074,-6.400292813615662,0.3002119548032332
Nr2e3(+),0.6432746454646179,-0.23989866781631577,0.2298572399771314,-1.0853984119844253
Nr2f1(+),0.7428645472117036,-2.0636118846868245,1.9430886116785,2.0965447341576358
Nr2f2(+),-3.8620926106507705,-0.11698584929429424,1.0133178540562624,0.5425116152984043
Nr2f6(+),-0.9889026054845247,-0.3977666309691854,-1.5494252926323508,-0.8104068362433543
Nr3c1(+),2.41686698041017,-0.10015296438050292,4.698932201961277,3.432317214474246
Nr4a2(+),-0.6900804839931372,-0.46982223210995994,-2.6379051383709347,-0.7786377637464407
Nr4a3(+),0.5088620518019187,0.20928353655180051,-0.5778870574065684,1.6611200524131866
Nrf1(+),-2.056131164385375,3.867562536652461,-5.427359447579386,-1.5132354225372566
Otx1(+),-2.6363447471588817,0.5134444780904106,2.1936510138412704,-0.046278183383910085
Ovol1(+),1.8316636400673596,-1.707709541850081,-0.3133626729584298,-0.18340365318349833
Ovol2(+),-5.074475381967514,-5.2649429076310215,-2.729125238765832,-2.4753649228583874
Patz1(+),1.0221391484618956,-0.6339177342177009,0.21575995976105575,-2.4894069872822486
Pax1(+),-1.9627784423455457,-1.4959347524212192,-2.203490212594195,0.47452967114993605
Pax7(+),-1.728065250043799,-0.023337420143987247,-0.5809575106050207,-0.40319455205776167
Pbx1(+),6.964202962323843,-3.546797545197397,-4.41673006889638,-0.36504671373673975
Pbx3(+),2.042415522522263,-2.090129378918589,10.095826361452936,1.7888402304415274
Pbx4(+),0.014289093475989141,-4.803384031230876,-1.8038725293521019,1.6188652588398762
Pdcd11(+),-2.1746629493762493,-2.4412543468789365,-2.092590627239979,0.11884147967376392
Peg3(+),3.118049803607922,-0.6665350962782126,-0.026293263577596322,3.4404087591872354
Pgr(+),1.7302653259187564,1.4571299333375927,0.48523074275262407,0.6484679773299716
Phf20(+),-0.588216868659369,4.01265228410764,-1.839719851642325,-2.5454081073116503
Phox2a(+),-1.6552896578458771,-1.8415433232001637,0.14893967979724554,-0.5188619195152323
Pitx1(+),15.461752163822878,3.560841628266073,5.850702399708605,2.939765745792002
Pitx3(+),0.8687951119768351,-1.9813469903941694,7.536733180660319,-1.2336409592227662
Pou1f1(+),2.8895740723423997,-0.8500700511095342,1.4115969830276809,-0.654881369882195
Pou2f1(+),-1.5045178145334095,3.439563492235609,-1.6070358128717643,-0.13690244097924043
Pou2f3(+),-0.734000745738041,-2.2377154375714627,2.540917446009488,-0.09045836824034126
Pou5f1(+),-2.763093103363855,-2.055663978911171,2.1879850204649833,-0.5310385364240552
Pou6f1(+),-0.06327043133847847,-0.6775381869335959,0.9872008536741009,-1.7712724159664077
Ppara(+),-2.3046140508948865,-4.318809056246294,-1.9902753019043837,0.5930043125962278
Ppard(+),-0.032836205486568855,0.2988332359153123,-0.8962546035436331,0.33824568440760194
Pparg(+),0.6892806950827116,-1.1423202326553243,1.930266290028424,3.399358370575817
Prdm10(+),-0.1520671670216018,-2.160558454923437,2.33196988600728,-0.6101332266896184
Prdm6(+),0.7287492855487019,-1.2586020083718519,-0.4106055693381368,-0.019051964539559832
Prrx2(+),1.0498498848782742,-3.423619932001882,-2.4214952664623635,-1.1577153892519219
Pura(+),-1.4957375680342901,-0.05727780959143002,1.6324027969414288,-0.44675118805376157
Rara(+),-1.9420669981737553,-2.951766833481559,0.68619636513889,1.8557326630714879
Rarb(+),2.036385010947805,-1.0281052470011955,1.0722230311928667,-1.1757294252857762
Rarg(+),-1.109822745235971,-1.6333775560646866,-1.5126916291128474,-1.6327495000561072
Rel(+),-4.234732285950567,2.9182167786293913,-0.49591983712854365,0.8321809833738555
Rela(+),-1.7890976250376418,-1.5058060003166047,-3.3838773412882475,0.2651643101974253
Relb(+),-11.984518601403092,-4.292915138363551,-8.332981672794558,-2.515762921398841
Rest(+),2.624171012620605,4.17732391026434,9.221169500160821,2.737771629290322
Rfx1(+),0.8542988466374678,0.5098402522790327,1.3422247324442071,1.5987367059053965
Rfx2(+),-0.6268232280782142,-5.291562203650892,-13.06926353890512,-3.0582871812652686
Rfx3(+),-0.7808099880581245,3.148156467680935,0.5843823112670777,0.2017174467549939
Rfx4(+),1.6934140277988625,-0.5450833036865594,0.3036084056351835,0.26552769478015126
Rfx5(+),0.7290792462144834,-0.1029250454022596,1.635930968598153,0.8988636205759888
Rfxank(+),0.3097865231281431,1.6626043582335999,0.33306832626482924,2.5643104632205036
Rfxap(+),-1.47339791686594,-1.0209486492732271,-2.445501745817008,1.1722251349269697
Rorc(+),-3.746274714647058,-1.4220192884176457,14.622676145033774,2.257035141105748
Rsl1(+),-0.6693611337912898,0.8269665333260221,1.1944612527558056,-1.5607844803419961
Runx2(+),1.9233773103091534,0.2768138163845132,8.909696192091726,1.745708001043278
Runx3(+),-3.5458222846472265,-2.5763944039034863,-1.5059903558142873,-0.18986544074023579
Rxra(+),-0.7678600083779582,-2.2300100707344277,2.134423232281799,-0.24931501358618838
Rxrb(+),-1.2330184927379146,2.13098374722761,-1.045982390045066,-0.7691355458955059
Rxrg(+),1.3437300300626818,-1.1694215165083561,3.058488317112343,-0.42089753106879463
Satb2(+),1.3829252934534613,-0.47738236866742817,-6.684953899093549,-1.8829574652292327
Shox2(+),2.025897700997778,0.6171438591777364,0.14809833363526534,1.8288129282929686
Sirt6(+),-2.9317956623436183,-3.4355009364886477,-4.7325897227589735,-0.25988983432879703
Ski(+),1.9199647130799062,7.078556522441452,5.98834364869246,5.091115272822847
Smad1(+),-3.6948268981530266,-4.794511169520479,-3.2614913703544457,-1.1068844368818405
Smad2(+),-0.7069697822438809,-1.1118923490115302,0.6505045868429651,-1.3193683744441378
