,BasalEpi_Acta2+Trp63_KO_DM,BasalEpi_Acta2+Trp63_WT_DM,Epi_Ctr9+_KO_DM,Epi_Ctr9+_WT_DM,Epi_Kit+Elf5+_KO_DM,Epi_Kit+Elf5+_WT_DM,Epi_proliferating_KO_DM,Epi_proliferating_WT_DM
Irf7(+),9.881809966963697,4.570386960645437,-2.541909230956375,-8.0712217192174,1.5696727666349168,-3.566445584303939,-1.5075866817121264,-0.8742533985843415
Irf8(+),7.125720788855709,17.308938328886477,-14.159981672395988,-25.814873656587398,-1.4501661844773635,7.870949480801054,3.3491611565820496,9.245676337777912
Irf9(+),-1.1385982622590545,2.0153778640950106,2.120077787142129,-19.335343853542607,10.334833772383888,4.37843775138239,-0.34924001852735875,0.5464934122968038
Jdp2(+),18.370437101749406,13.26199509889465,-2.8762485163576277,-9.236019743888628,-6.499481301464737,-7.611395001589235,-2.085905889500376,0.08187520630732129
Jun(+),-1.3181047733345137,-2.356569551388247,2.978131327484515,-5.634714505566647,5.439438997213431,1.9162320413521523,-1.1851367638638106,-2.2022470085337615
Junb(+),7.3522452567694,-7.28666938130968,-5.042302581510358,-14.221343680000897,15.792176690969624,-1.5266972049830552,4.802546405706845,-2.8296312490434987
Jund(+),-13.824579928062272,-17.859019936372537,1.3048780302951193,-9.421335093457389,23.23078893835737,12.440307082325917,-0.7939284544928007,-4.500860929447316
Klf10(+),-1.584105166871036,0.00012153320696387524,-6.7229937667010855,-10.025960977828825,6.492773779097299,7.690899934865072,1.5874437308231553,-2.77192172225947
Klf3(+),1.6468866811492657,2.7218234347427517,-3.020276039214954,-10.627088583525303,1.3806114816967439,7.587890438767179,-2.3095551165307033,-0.9487389525632929
Klf4(+),-5.657381131062401,-7.83559844349285,-8.599060829025015,-18.69671508048692,16.197402967781528,17.662583101401403,-0.3589569482338525,-2.187161987518589
Klf9(+),-2.1256982670248177,2.7272486194830434,-5.167101138369127,-9.635674851830425,1.7786896707380462,9.879301153695893,-0.8902657734137484,-0.16386388382543116
Kmt2b(+),-3.145084853688668,-5.710080465787665,0.8169268513140368,2.727344136121425,3.3608370242191374,1.7959829836123817,-1.4314157560999563,-0.8292066950383481
Lbx2(+),0.24866296860290762,-0.7934451743180397,-1.9401027853456403,-5.027880268669314,3.534049174443561,1.0629869063175474,2.609386055198701,0.9136184305329039
Lef1(+),9.995896131888195,5.114478632366213,-5.666769148781265,-12.055989090959905,-5.201895326529744,-5.623662978774594,20.95240497327645,11.328671420371975
Lhx2(+),2.724571498074816,0.19549194765985234,-2.571752556898562,-3.8747576858734143,0.3485477171197687,0.833195410146245,1.737914148062176,2.243502584539955
Lhx4(+),-1.3191373867353975,-0.47816324414745204,-1.2626377627660335,-0.5601125485880363,0.5713251104452498,2.0695973705655932,0.1577104562169958,-0.009028016994436807
Lhx6(+),6.862026073534627,4.228944297995056,-1.8348240546426509,-5.0123009761109065,-1.7460166122857494,-1.9875788456880403,1.172339022425895,-1.0274507413714802
Lhx8(+),0.49230838929258486,19.36608109925897,-3.638341333909502,-5.845111468757272,-5.20331417228227,-2.0620820012344407,-1.3822336858823718,-0.019357197510892283
Lmx1a(+),-0.6599595152448628,0.20612265736316807,2.54251386652485,-4.148005316236928,-0.049819034688175945,1.3028682340190827,2.2911636071320953,0.49416692876055285
Ltf(+),-14.995051369670128,-15.61822931622921,-12.808736588206507,-24.884122153665253,24.491891550335712,36.0941800803739,-2.9061186042789315,-2.1113091174090224
Maf(+),9.560818669205503,7.300792860125994,-8.550297070524252,-20.081461971729077,1.5725046651607317,0.9413326406565504,9.453412058548384,5.9967851406380115
Mafa(+),11.755330262132683,8.83819375309121,-4.364619916727162,-12.142991881450184,-3.81208003182146,1.8772672078395827,-1.9380636768624055,-1.7708919492783721
Mafb(+),7.998441917852708,10.97012248459741,-5.2215149760073185,-11.127793605639745,1.9258339808509346,-2.936360588565371,-2.420070742819591,-0.14879518655829418
Maff(+),-1.4785432446798754,6.147100360838003,-5.788832042258589,-11.473035932126633,5.760002181759714,4.177601595899756,-0.23542823330686433,0.28087535630307614
Mafg(+),-1.9140158202637958,0.4662252051074169,-3.1641846145097876,-5.698173849234676,3.65671147651817,4.92575596860098,-0.5617489797461283,-0.5452374254774871
Mafk(+),15.250027858563092,9.55458605703753,0.13338473763602854,-11.629620121391985,-2.443479982167433,-5.7344016692451225,-2.2123258039561464,-1.5456868694495978
Max(+),0.2004962093204222,-0.09235903940311156,-2.997657949452657,-8.338751699743124,5.074470040496525,3.1250556918104166,1.432183052914028,0.8766066099671016
Mbd1(+),-0.6270849454300448,-0.3659150609195357,7.323260888700646,-5.649152324846586,1.9408374290041055,0.4831401996924,-2.0771498851521644,-0.03754714928354665
Mbd2(+),-0.7195736130217266,-2.201026962743672,1.477015863397154,-2.4261674270998626,0.42575058054702225,-3.2652911192880945,11.502956281686673,3.81484921214306
Mef2c(+),39.46351839848278,52.284181582888344,-11.603628029085074,-19.05555942949676,-17.69184406507516,-18.779637317811627,-4.31407809301136,1.5948961228387852
Meis1(+),-12.207719367637289,-11.019763047104783,22.46156362482836,68.85614373955616,-19.75770710614069,-12.252455420346534,-8.806469486863989,-3.009056442071291
Meis2(+),8.533231091622524,12.873652186401332,-3.9904404933202855,-8.413915522735648,-4.7676365279385555,-1.125360019744931,-3.0613804275796332,0.37348867057761204
Meox1(+),9.606669409570115,13.877410254934269,-5.4253455186143205,-9.066397500845074,-2.2694289545685025,-4.2999391572744,-1.1690752378457312,-1.0099074027992465
Mitf(+),-0.06085139882835111,3.356580356706659,-3.1766475835732453,-4.656252249535071,-0.22049959514784334,1.7995991610870667,1.9737110847912365,3.3280463749551172
Mixl1(+),1.3932399994348075,-0.27490562710078104,0.13389192841805414,-1.6215555528277004,-0.5727765118317394,-1.4187174294416685,5.295705819720727,-0.5122303969856223
Mnt(+),-6.340614577156091,-3.1331540999835905,-2.1072038896761183,-9.213537488157407,3.2356656720449752,15.004218052993846,-1.9718185530432968,0.2668831654117194
Msx2(+),-2.4075067714381544,-0.8728437769202184,-0.9830338574398096,2.2571667899429935,1.1778475221336056,0.24800068351042176,-1.093606563090419,1.4971007049323182
Msx3(+),1.7507876238682274,-1.2880303184636606,-0.4980009638189767,-5.381046628871561,3.7009829558743106,1.6591196127903773,-2.08999459821263,1.3754677171842917
Mterf1a(+),-0.653782516058899,1.7393423825688177,-0.5041833542272938,-1.118433783912748,0.5003993474573305,0.24420327746535184,-0.8183034731939322,0.3830393782138643
Mtf2(+),-9.568024811650428,-9.854540720104872,21.734722279109228,49.40781119923675,-12.904292389170193,-20.0248801621205,0.8352113132209118,-0.7235051173308633
Mxd1(+),1.6657194464672345,-1.5961393413354201,1.9929580192102585,-9.836099516721971,3.050549137586507,3.9046919332125314,1.7167402436412427,-1.738046844760057
Mxd4(+),-0.17788576915435364,-1.0516348542330254,-6.1476378962001705,-10.627457195089411,9.199300883153319,6.466063412790288,-2.130859012582744,-1.7149108103889372
Myb(+),-4.300292746721455,-6.635345303350208,10.793672066455501,7.387220604483294,-0.6162563714307571,-3.0738177697953004,-0.632447785279011,-0.5978313956021933
Myc(+),5.3521035959009104,-1.504586588799925,-5.867552606497392,-15.68394953895906,12.075527901597592,2.623158796826163,0.042556839287843214,-1.8626219388048024
Mypop(+),0.42259413978920807,0.8644536624637025,-1.4069940238893723,-2.4640670095342436,1.5457323063304174,0.3506009328606478,0.693566868213924,-0.8404228703333698
Mzf1(+),-2.41199436635844,-1.4063918832569857,-2.8766579530449428,-5.660467404794016,3.8375887646173212,3.554682657443341,5.268796977931244,-0.2623829998151652
Nanog(+),4.812310754588989,-0.9212826198096664,-1.702651161084945,-2.2223101459284478,-0.8909024290139499,0.6543064585934145,0.3544537219228152,-0.5571251719637144
Ncoa1(+),2.415455167311575,-0.1451253431419858,-1.7518211414210614,-4.23706903727678,0.6818617170603649,-1.1536636510252511,2.668725418840749,8.445641141014107
Neurod2(+),-1.898434779788575,-4.701420698388084,-5.83584463630172,-9.64134089706194,7.73031911533168,10.154382683833722,-1.1639892096998878,0.6450502320331736
Nfatc1(+),14.230434250753996,5.496559245637341,-7.93587723449795,-16.824566311855076,-4.009670904019663,-4.130479114566114,18.61048214127162,11.390661179202452
Nfatc2(+),12.03989375109163,10.792500349136448,-6.92661820735808,-15.186520190710919,-3.4468939646202355,-2.8003880876867804,7.340829672956546,6.8485297492664365
Nfatc3(+),-4.550348659061381,-5.382982999890145,2.2765377808650635,14.962762402250695,-2.142445513472806,-2.1704895361707606,-3.501287966854068,-1.117606950699058
Nfatc4(+),5.34880429375299,11.28436424100081,-5.424912861679435,-10.706602494630793,-1.9948812588465024,2.2735891158728587,-1.132868718254527,-1.5366061491034608
Nfe2(+),2.2953279822016053,-1.5180739132466354,19.74219429106815,-1.9432633521776124,-3.47075010045485,-5.987383360718931,-1.119127226665937,-1.5684122149078412
Nfe2l1(+),-4.239317169937312,-5.665544900807643,0.7427191018208866,-2.2460302611431877,4.88749500052131,5.302193412534712,-0.6282651795359914,-1.2134012110608765
Nfe2l2(+),3.90810413564497,0.09274358258147365,-6.137042495483485,-9.410636031690851,4.1336835124124045,4.039039797282261,1.0205007147253113,0.24332290391629008
Nfe2l3(+),-5.481077032956769,-5.1863089476547914,-7.1351739541253805,-13.554644584997959,14.97059036968405,10.910208352157252,-0.3882861910977695,-1.42251860938382
Nfia(+),-17.123339239009592,-13.442807643673603,11.850655376081603,63.65521236909938,-12.131889316010797,-8.938116218241811,-3.9955535105440165,-1.0317510682028994
Nfib(+),-1.3243132324834128,0.8555627211045895,-23.091152211456112,-44.121534137691086,16.96096646066875,34.597295649978996,-1.243103440985781,-2.0069908047975997
Nfic(+),6.035503040171763,3.3703530186661323,-10.554853493540909,-20.679860777976618,8.172261911779431,9.999007437468464,-2.8191856671326962,-1.7578598558858576
Nfix(+),7.863749355781626,5.898244155003185,-21.035371648658288,-41.156729024945726,14.205984874096359,21.542275839763466,-3.6974481723395645,-3.1551681610380875
Nfkb2(+),9.92263556516201,-1.6491724353311392,-5.196157318788134,-11.993793275789482,2.850860865026495,5.0408760256577665,-1.2999024279568896,-1.4082225127792212
Nfya(+),2.948204593143488,3.5671259479144597,-8.266313866125685,-17.466103972411048,6.080915272258989,6.999597346325574,3.662116995597309,-0.47092513624494364
Nfyb(+),-1.5702022690234572,2.718691863436882,-5.111552606899229,-8.403845742930091,6.087649218880113,3.770168081522027,0.049076931413886644,-0.8098997718538571
Nfyc(+),3.338268734125427,0.5452476076084825,-3.714223483676199,-6.266148954845503,0.20206280283692665,3.3057950111401477,1.323756615377799,1.7150067098026132
Nkx2-2(+),-0.8231780854853081,-0.9007557106485159,-0.7664583121760334,1.1380378517012488,0.274889067748737,1.0729293144529124,-0.717952623511847,-0.6002623200507723
Npas2(+),-1.6041698365264512,-0.20200548984058192,-4.955043240963959,-9.162268800776467,2.898038291558305,10.402980232694274,-2.2175539464500282,1.4609582085815158
Nr1d1(+),0.428062088336437,1.8361908471877628,-1.047847675883519,-2.216540175338141,-0.9473624405459412,1.0360500691606795,0.5513266836353279,1.5628519123488263
Nr1d2(+),6.974183113226099,5.324289164264316,-1.6546733023654985,-6.3381928588551935,-1.063936641236308,0.04557868623969962,-4.370647739279245,-0.8037255792983345
Nr1h4(+),0.988024244868214,13.239717302935205,-5.790023236706888,-10.243842091178585,0.419083602386799,0.15752068134399452,0.92512747106478,1.0082380776872484
Nr1i2(+),4.747072469031741,9.878213966795103,-4.747093731192967,-3.1681454467127406,-5.955799920000841,0.0828583529214511,-1.7287478904765943,2.302103405986068
Nr1i3(+),3.670381139379013,0.0342241376155026,-4.257975117720026,-5.630415732852205,0.9828809542593964,3.516469214900609,-0.30265565147463575,0.6169284335277602
Nr2c1(+),0.17478797841373467,-2.4244062401689344,-0.02146263658430168,-4.77491498504666,2.161341719389897,2.719705998335303,2.0720724083294555,0.5995764183125171
Nr2c2(+),1.3865437467899289,-2.366625911797009,-5.272539952267521,-14.15992090529824,11.013815598213508,1.2499397830531396,6.749626477553524,3.8278465267241923
Nr2e3(+),-3.2105498112119757,-2.6719229613707247,-2.315376155622145,-3.9614724026437464,4.663258443455154,5.385586891398103,-0.03208930594954288,-1.2222696598779121
Nr2f1(+),8.528442682420335,9.647636046048536,-5.023809947015052,-10.928995731853552,-1.8080154572151568,1.163300609981222,-3.133003252471457,0.6283145142658146
Nr2f2(+),6.676347176016114,-0.36142963565166364,-2.642877428286724,-4.512952179875471,0.2772586537752263,1.9254217338086055,-2.981369232630108,-1.2534512249758973
Nr2f6(+),1.4365534346041227,-0.30506615513096086,-0.3672779330406552,-1.2830371691747626,0.8508385828456019,-1.424809142009582,2.207230172735392,-0.17187820744812563
Nr3c1(+),3.5749718291608814,5.970704763462496,-11.90498966219037,-20.294283347923784,4.790102853698258,10.788859871331164,0.45629136782460017,3.494587015477812
Nr4a2(+),2.2103741606117637,1.1851004076473264,-3.4475705442236295,-5.899184881514164,5.367231663236169,0.10386418149630838,-1.1379948591428193,-1.1129285580407677
Nr4a3(+),0.03044231641638,0.6325987110211205,-1.776819978067172,-2.85128889268236,0.448231999337099,-0.19519324016238407,1.9853258844462096,7.309588492909519
Nrf1(+),0.8168104062819497,-2.060798325055131,-9.400366008695256,-8.844808468112333,6.430922655208423,-1.78429090214285,17.563405182929763,6.496722635960119
Otx1(+),-8.391498358443226,-9.672916954898154,-7.1083805090022585,-11.424060370992454,12.492945241768032,18.131027016419072,-1.5361066651944282,-0.8299570810859653
Ovol1(+),10.982733258390688,13.888483459258602,-6.2262538786463875,-12.435284070094735,-2.4145339904924197,-3.0176219893586627,0.538005141877123,0.06917118304761828
Ovol2(+),-3.860582911585942,-9.920740865552256,-8.856973835028604,-20.735171156042277,20.59290638126264,16.26521349251264,-1.3406326322952753,-2.9752794917429064
Patz1(+),-0.03334983162607735,1.5504802314657826,-2.691771742517969,-5.40583200722545,2.4111451992832436,2.8928040798573855,0.9828949038409714,-2.2429950924282034
Pax1(+),4.365588455095414,1.0058371353241093,-2.3577802854328618,-6.383788313846221,3.702060757286923,0.12974212298500357,-1.9150789569557003,-0.6006407550325005
Pax7(+),5.890814470758767,1.3667816789371283,-0.39785467047184425,-0.6825761781607882,-2.562434734966165,-2.9661843088884,0.9868662297272213,-0.05489362464112683
Pbx1(+),8.441311284798292,16.10881646357853,-20.17386643676383,-40.7764927296948,15.069041562643184,9.492043860285364,-1.7285312545286289,-1.3485147103857384
Pbx3(+),-1.6442509804046053,0.24636079514847758,-10.53762047950959,-19.66919186287382,-3.8164556166866372,8.886677395249421,32.894419601730434,19.583000975052126
Pbx4(+),-2.167309240923856,-2.0938098219890806,11.981616509663375,1.807129276534865,-1.3794168124476034,-3.2101796878454563,-1.371001980522443,-0.13737140971952644
Pdcd11(+),3.8949867757237504,0.18453701175843024,-1.308421520843992,-5.7795742354478055,3.549866715384692,0.025420500065835887,-1.584703792560181,-0.7164670788378685
Peg3(+),15.89646943924677,19.64716485697583,-5.102959279369105,-10.006435383459833,-7.5071168887946556,-7.867846636057238,-2.452057327958534,2.414373776338063
Pgr(+),-13.116118370912769,-12.080410141049104,30.95995078208467,71.08172517916591,-17.796879670527034,-18.399368081751163,-6.84778645525077,-3.2760329460094124
Phf20(+),-9.228188641736027,-9.693119782144056,10.990188171070322,26.78729906785229,-4.974170040150641,-8.088229559463933,0.4464099328984941,-2.1085237168343145
Phox2a(+),2.5124481763929736,-0.7311551274104587,-0.33870280067064656,-2.3483002318407022,0.47796643920501425,0.751682365519596,-0.48809330628548664,-0.6867634503738514
Pitx1(+),-2.6643229455484985,21.56944406035122,-5.300262557348338,-4.363918738390413,-7.705579528981374,2.4300621746450117,-3.9377806784688536,-0.41805259246613624
Pitx3(+),3.948424489415816,5.396172907152243,-7.120759529506628,-13.91337232071679,-0.8876806738297459,11.474198729152716,-2.2877108862614395,-2.3202379942534748
Pou1f1(+),-3.3063242764217042,0.25607610786012275,-7.038401612911164,-12.373660059250982,8.049107728320342,11.313134606467742,-2.3206754885155503,-1.851811990562513
Pou2f1(+),3.3867967711837066,0.9346140043508664,-6.546810509713783,-4.538071129961283,3.434071726768068,0.9000355164321099,0.32063231197240183,0.01105370554795652
Pou2f3(+),10.025474403906392,8.386797255454303,-7.669235782815473,-14.79080866331726,-0.171687795955,4.010858960589331,-1.9753606095789542,-1.0983890286510143
Pou5f1(+),4.931521513884076,0.27927078596750576,-3.981846121119133,-9.222069008982979,1.8475062709906829,5.794155977689105,-2.0267572809444885,-1.578367036763845
Pou6f1(+),-1.0940798095788637,-1.1475033144354922,-2.5838558990113607,-5.110255949548897,3.331855088606521,5.4131300125206305,-0.6736908028330499,-1.94660222059684
Ppara(+),-0.745458583728502,-3.508549490475239,0.44105696727528454,-5.924010098986008,5.153078114056943,1.6120009153719546,2.384738038879057,2.0652062715448096
Ppard(+),2.057807334810098,1.9469609972738697,-3.5694414212714163,-5.310123404453594,2.6243086746183253,1.18049096382662,-0.42211553412573083,0.16052521791080096
Pparg(+),7.423761022461795,7.810172235475641,-2.9020327520099136,-8.702700046141429,-2.143633407050439,-0.3577158417820758,-1.9151611198604388,2.2035296180625483
Prdm10(+),2.0868533063209656,1.742377913406561,2.0658329530629835,-1.2654222130654589,-3.203496050830732,-0.4553058589319147,0.9492449585294273,-0.3101885671689868
Prdm6(+),10.43178886289855,11.415135736235287,-2.313251104737309,-6.384249057673332,-4.111252909576571,-4.838095339489322,-2.3817843499442324,-1.2377357998016616
Prrx2(+),1.1329900424198622,2.3869577349194047,-10.94976046066244,-21.976539697678067,13.000243334912428,9.228377964979918,1.3763677685629903,-1.2322557124431408
Pura(+),-11.52524547251295,-13.050277341211038,4.212494033577384,6.78506449152046,5.24780042920279,8.393431904785993,-3.962319657432689,-2.524925155339167
Rara(+),2.890389998512885,-0.023393952588249296,1.988721984529392,-2.7214588962892536,-0.7222816546199573,0.4053266584176934,-2.07160903816866,0.658275156033678
Rarb(+),5.473420765736061,8.865036279500472,-5.75705861912121,-10.083026119787402,-0.22941645910142625,1.713305921948291,-0.7089037033067733,-1.3355123087566576
Rarg(+),3.406425124305572,1.5405382884009227,-5.697409880663538,-11.136967551071587,5.639709824801102,3.1519644758775454,1.5190050833590305,-1.1744820053482454
Rel(+),6.523587229196182,-0.28671981095260907,-4.73807432981179,-3.3321815042381586,0.4652497729617899,-0.3561107376931683,0.5234096614828974,1.4835916100244724
Rela(+),-4.038056670720742,-6.3257524859076,1.3334940733459264,-0.7285558376562465,6.185190209240239,0.6324833341679555,2.239957081029704,1.4825139127746174
Relb(+),22.660663307216332,4.984155248343487,-14.272549391694096,-27.93138063941559,11.47264526553984,-1.4632907593051228,1.0586157099922564,-1.9462085763819659
Rest(+),-9.079732164784321,-6.004931794818698,9.02470358800023,27.637998627329722,-11.859830636099037,-0.6277490353382289,-6.526842633828936,-1.8231645818988584
Rfx1(+),2.952927602429394,4.385421237640258,-4.116033919389901,-6.0356271411499645,-0.8700067958380407,1.2742177630575193,1.5464536505872217,2.8230754299439527
Rfx2(+),1.6670199266176753,0.9035086344144624,-4.946407735012128,-11.761325220277886,18.785749812666232,-6.959071640904125,2.231624089009563,-2.755476795327967
Rfx3(+),-2.321635252378995,-3.4457694700805037,1.5728585811525675,8.629763189968221,-2.665557725249936,-1.8248277314234171,0.8528613061720157,0.6620939042161802
Rfx4(+),7.2204665886215365,10.818394765749678,-6.05405230927943,-10.347380264972806,-0.5736500449778197,-0.18888887058281775,-1.6315519217505272,-0.5881479987498508
Rfx5(+),6.028169613974765,7.368640052903821,-5.4872138177676,-9.078477422943157,-0.6681475039834033,1.7995284937611666,-1.3673920146931222,0.07948014520462138
Rfxank(+),10.105850848334555,10.453468560594754,-4.042429985099236,-5.046266712277689,-4.010053250809382,-3.671914006442004,-3.5919625624735882,-0.5190766618085086
Rfxap(+),-3.0055562427714873,-4.30245372096347,-1.0789087444509078,-3.333321478314882,6.453568546773401,1.7592883619131892,1.6696268092342206,2.279605994684004
Rorc(+),-9.837091520236653,-12.912544598044784,-13.860735063225667,-24.725432168292695,13.191436283988844,42.64527559154235,-3.5910724944749473,0.034589909471606256
Rsl1(+),-0.7836864677197414,-1.6901676483584784,-2.431143284394493,-2.606514585826791,2.018552168071515,4.28826344802284,-0.09350840204912769,-1.8878428792143462
Runx2(+),-4.908698004043134,-3.0186641384949056,-5.0719499200631075,-8.04035204090686,-0.2875287544741908,19.291634167249626,-3.4346417113847623,-0.4598288470504612
Runx3(+),9.999858371182803,3.1450937430906176,-4.4395318001953425,-9.817554774636642,-4.952904600899682,-6.13256085078134,20.15364593847106,9.400305929972353
Rxra(+),-0.6310721323655135,-1.6668412784644202,-7.324403862500492,-14.469923758747763,8.330378040593509,12.863191879402791,-3.2998342706754116,-1.9126321233517563
Rxrb(+),-2.923827586134293,-4.573447250801326,0.6037883076100258,5.1983060831974335,1.8318805103303524,0.13464738785569083,-1.0361417136370543,-1.3856899118318164
Rxrg(+),3.5600866775261655,5.672768190342634,-5.615899742242828,-11.191961754251986,-1.1997910490595878,3.4952564604736067,5.760725296203281,2.372230289992026
Satb2(+),-2.84750900608137,-1.0154839056137028,-9.409996371271014,-16.10989312685322,18.12825319055619,5.744102015043427,0.25673284700714905,-1.7572832693354814
Shox2(+),9.440565418244537,12.878938937348748,-4.531521499762929,-6.52069079534261,-4.298755085901542,-4.256581736149469,-2.096485589425404,1.0777915558275282
Sirt6(+),-5.2130705630113265,-8.676812667442805,10.831115928871178,9.940538888758551,0.8256284893705095,-6.544893244672595,2.902256417613136,1.160456814744536
Ski(+),15.470279020752326,18.17288152722027,-14.287069695788386,-11.804167550940738,-7.116695265337581,1.1247385627390745,-5.113501959616404,2.9969854312705277
Smad1(+),13.312529157817417,7.653633192855357,-7.325838985481483,-18.6944348813712,2.2689855731720443,-1.937119131120524,6.500337418449896,0.5649383260710888
Smad2(+),1.5122209864479048,0.3154753411642231,-0.748797842234483,-3.1492437132745006,1.3594560402138436,2.521988348647913,-3.0067985774861925,-2.617965020760066
Smad3(+),3.222319673910253,10.913294833993824,-4.1523115864579045,-0.8696330229432035,-2.829209170064137,-3.4060161795194643,-3.085109380436158,-0.9556284176215706
Smad4(+),-2.7162698786008086,-0.6661138090473401,15.373562433279567,20.880282494121644,-9.505233500553452,-12.108343926222288,-4.241796043779562,-2.2326067554032103
Smarcc2(+),3.379015693059645,1.076988791597556,-3.372678997176177,-11.331078732385214,4.133261412058135,2.2973750256568017,3.681890928078387,0.5506688549659734
Snai1(+),5.107941274011938,2.304554989506046,-1.7011657493146262,-4.069158900807702,-1.5328924933591923,1.4702277043014509,-2.18731868668052,-1.129957865479721
Sox10(+),-7.533525701451473,-10.114740923660907,-19.646143542508906,-38.865068987497544,28.411076258882872,34.4578880075835,-1.4771212597174124,-2.011826121698498
Sox11(+),1.121044059113586,5.562931018355948,-3.8792609657020125,-7.688409104829152,2.9339872427158813,1.734580158178885,-1.522122519108796,-0.5362957100510718
Sox13(+),-0.7881666368670726,-1.959542883057073,-2.2070116868334706,-2.391940623243376,4.194314093429021,2.3969124462587423,-1.3144262529257245,-0.9141537735379731
Sox14(+),-5.381860685070541,-4.225051974585798,-4.2130330972732715,-6.77786200088525,-0.5792994245310522,18.202558841030022,-1.361751662727322,-0.5239750942497988
Sox15(+),-1.9371684198355152,-2.88292903602743,-2.5061337601346394,-4.8718069997180935,4.6023741461476755,5.18829239369945,0.30432508828165317,-0.6815813143955322
Sox4(+),-0.7243531842065799,-1.8736194431175561,12.496049385277846,-1.070866200328872,-3.1384908872470794,0.19636707684612387,-2.800487452708909,-0.5657813982834747
Sox6(+),-8.913237547603773,-8.00082571582953,-3.320567880858694,-8.752193686708944,4.625160133117585,21.31470982134409,-2.7379046605010866,-1.2915041062142507
Sox7(+),1.13173699390505,0.7612950267734552,-0.7636369088213627,-2.516573629236703,-1.0563048154971106,-1.0082318432028872,6.349350045736339,0.5731948246103805
Sox8(+),4.0429273698696235,-0.05317023500502804,-3.5330336402169706,-5.860510846581138,4.125448892326034,-1.103786410778632,2.3365978147332225,-0.09886131817687792
Sox9(+),5.319859282369276,-5.641054087743276,0.8471317797634415,8.123001902782287,-2.1555138304649266,-2.5284481320348196,-4.469245811021618,-2.5776727224246043
Sp2(+),-1.4783800815899024,-3.5322244798372897,-2.0960718252376886,-8.509829270014968,7.415912879737402,5.395695065965571,-0.6180481265657222,1.5419327173040946
Sp3(+),-0.955102003668843,0.6741168005052991,-4.429008915854235,-3.5137229227825677,-1.7709592436018455,4.24469073911782,5.163730206425866,3.9251395843748234
Sp4(+),2.037766760102601,-2.051231254416078,-0.3157351972774024,-4.9322914323425735,4.208902770808626,0.3691812336649914,-0.2766180019572362,0.5727431211583565
Sp6(+),-0.43536781452819284,-0.8643011692254191,7.8380308998450055,-7.319085583312713,4.916051391328707,-1.3451680010187483,-0.6120153949432978,-1.5674285035447697
Spdef(+),-2.0918433122717337,-0.4762615647935238,-2.280253405701744,0.300608042185553,1.087482579311162,2.9262108353384204,-1.3725743560485368,-0.5714198555074002
Spi1(+),10.064898263252795,16.33718122662586,-7.585335340106373,-21.39610832328404,-2.8499142288480113,-4.760535604294813,13.624641130208042,11.36819263937039
Spib(+),7.486111603037484,3.186917430821975,-5.846766996040046,-16.308232108181997,11.31879834095399,-2.1846190540810384,0.9150497131583678,-1.2632632365517953
Srebf1(+),-5.219184516154083,-6.795332999786129,-7.204882937221183,-13.336336076157602,4.137314614628103,23.28295691808386,-1.6877369302880445,1.0593049954499953
Srebf2(+),9.611645592653465,-1.9779391731782445,1.179274753420925,-9.667053159832529,8.939923394695011,-7.3527594956591225,1.8098844572093031,-2.6329642268214952
Srf(+),5.541255362240614,4.22519669130159,-5.577984304312082,-7.1925246678037835,3.6112247062821132,-0.4648171870379886,-2.2646261605989024,-0.6729563546047153
Stat1(+),11.763322854823183,0.4145432528244431,-9.298216012465177,-23.211194766557856,7.247326647489456,-3.8490147659854346,21.392382867393724,8.024043583578017
Stat2(+),-0.15206902844706507,-4.659365670232363,-1.5046530202302295,-12.730165713696195,15.130668243141406,1.2054762106991481,0.8940487868115959,-1.317916651471642
Stat3(+),-3.910863324260781,-3.372279237028479,-5.565939104468578,-5.717357836706046,2.0062384754140243,13.338607208258418,-1.2697398959305382,-0.8931084274908185
Stat4(+),4.31583881222106,2.2331810491449793,-1.2634986826448158,-7.357918981188376,-2.2278025998564925,-4.495074024659502,15.315980076114563,5.568933054227118
Stat5a(+),-7.784313499688891,-10.763852489741808,72.97532384976503,18.504097257649246,-10.819466769658275,-16.34667617780741,-5.149886489538349,-3.9888024677144114
Stat5b(+),-12.106525017732537,-13.314637308880133,18.63849578066055,-3.8810342163115243,6.238074734320196,8.179870403896647,-1.957075765442856,-2.3575554436346646
Stat6(+),0.6078119723214868,-4.672250268849421,-1.4524624163251791,1.569911708984047,2.8593020355107313,-2.0586339299839476,4.469317245142167,-0.7148377690471954
Taf1(+),7.487825585609647,1.8134708257902117,-1.8292075330093942,-5.322369583128898,-0.4312615280734863,-0.06067996721234405,-2.3160400210109997,-0.45238938731352213
Taf6(+),1.7183081776577458,-0.7305029893601088,0.6678151870744349,-1.7711410441756499,0.5384260744806875,0.06884839854530833,-0.11897948784792031,-0.7762088278311073
Tal1(+),20.29069831654167,8.808454289688607,-5.215986747188479,-13.305526268962163,-6.664209338230627,-2.978400471671623,2.645325473804764,0.5694573412569726
Tal2(+),-0.609331939712092,-0.9285372318395817,-0.003908404468240544,-2.6273264046917513,2.5303622732637328,0.6308583649689012,0.8626240999278164,0.09232779935355395
Tbl1xr1(+),-3.636281197193672,-0.5981847772707027,-0.06218407709901407,15.782513737924246,-5.28388978202652,-3.5606571398594187,-1.9940942184738146,-1.3487447778804447
