,BasalEpi_Acta2+Trp63_KO_DM,BasalEpi_Acta2+Trp63_WT_DM,Epi_Ctr9+_KO_DM,Epi_Ctr9+_WT_DM,Epi_Kit+Elf5+_KO_DM,Epi_Kit+Elf5+_WT_DM,Epi_proliferating_KO_DM,Epi_proliferating_WT_DM
Erg(+),15.368266382354442,9.608735188330002,-4.763027621054544,-11.014958868914452,-3.0412040884175644,-5.323091687552245,2.4560480643680633,-0.6771125656317716
Esr2(+),1.3145740544064244,6.6263143908565505,-3.5212779929455267,-3.58894145299511,-0.0657479780348777,0.35110060862473896,-1.8940030013803937,-1.6062249581147192
Esrrb(+),-1.8419344168765468,-4.057609544723943,3.5943046080377923,2.8083664990903077,0.08389711712026204,-0.0929440803735096,0.6568818261669519,-0.8719361649317318
Ets1(+),12.609666947250805,8.662640975264997,-7.812644244351557,-15.744904232857023,-5.808282537305186,-6.7026373840191225,22.794619992960044,12.994736233818765
Ets2(+),-5.605157865120706,-5.522507107486421,0.047557885568265026,-7.866266535097098,7.864202786173513,9.947214578995645,-2.389216657548475,-2.2770386790178834
Etv1(+),1.9369625163762587,16.612955053796945,-7.930992669847768,-10.628225342730005,-3.2460691559352575,3.5582293301897705,-2.5066144487213626,1.733934123680087
Etv3(+),0.6657536455870424,-1.3965860024766468,0.8441246948812436,-3.919279940994651,2.0596228571104285,-0.3580697017506118,4.505355227455015,-1.2545304247346685
Etv4(+),17.609551902422115,0.4043319588480803,-2.7522218599034427,-10.682833787886063,-1.9614348371260406,-0.06688216743137833,-1.6499629625299057,-1.5777503231714212
Etv5(+),55.26186779815947,7.809103618830071,-7.622825625354557,-13.287659924435374,-8.73698408983866,-14.630781880634043,-2.120621958689928,-1.0420972943393647
Fli1(+),12.098784227597253,9.758341952882164,-8.00371842422669,-16.51137202275243,-6.409855678297195,-5.894036690465052,22.162489769655064,14.311537001770327
Fos(+),3.905461049857666,-1.1740495389000887,-3.2515261256208157,-5.9800700820221175,2.867665421307063,1.1118578769534213,2.0154432055602407,0.2846760834403369
Fosb(+),1.3228975184180582,1.3096090155024522,13.177887149186954,-2.7524971209720825,0.04715051400499674,-5.707124011439047,-2.5827082842119427,-2.2524934486075305
Fosl1(+),19.963194408858126,31.386215985660325,-8.141068967087701,-13.900358553109166,-11.574393033097946,-8.944715659313385,-2.5699390998709384,0.9024480013624954
Fosl2(+),0.6247197108334281,-1.594282181404715,-1.6873397050356513,-2.555396326996661,2.3130966695039126,1.500576201374466,0.3445400969336157,0.3569276705641805
Foxa1(+),-16.746208162499975,-13.490057761146245,28.831806357400197,75.87530852436232,-18.301585429336214,-13.494098604257669,-7.866196781395102,-3.341010887954728
Foxa2(+),0.32271228061762464,-2.228574797232382,-4.506141744303914,-10.844320893727392,6.267066511630398,8.442188118314219,-1.0473630372530254,-1.408059737203148
Foxa3(+),6.918896833026226,2.796358656254723,-4.943025908460006,-9.438026420150289,-1.2522731450197226,0.617460820713526,6.743739376880623,2.9439205976850014
Foxi1(+),-3.0341176741881557,-1.1100544792298999,-5.569490919862139,-11.422187682694103,8.746372613285596,7.284562556674418,1.6850703993026808,0.15314325453245048
Foxj1(+),1.8033450205793329,5.029488399960806,-4.134488150307315,-9.191412390703947,1.8405614310980367,3.48112375746926,-0.13397608070833772,-0.6902402766141656
Foxj2(+),-0.378551163775338,-3.269517063632812,-2.547782277334436,-8.95825918686129,7.074616576089529,4.534246459396598,1.5270461706161473,0.3736583065045082
Foxj3(+),6.134895904185364,2.8971488493068924,-1.8627483033380947,-4.5089193059379875,-0.32753513489017855,-0.715667539123084,-2.0067827066487003,-0.6977289729859129
Foxk1(+),0.2652901004740707,-0.4225183171415325,-0.6299409703017483,-4.438625274962753,2.9019186089509956,1.894353971735993,-0.39178652230171856,-0.5819819921503189
Foxm1(+),-4.324118885082054,-5.033396121312378,-3.8738445170435756,-7.8499649830661555,-4.560179824729638,-7.280118151952419,65.77051381659099,27.057510323492586
Foxo1(+),21.06637555305593,16.948891306431232,-12.800610473471695,-34.414969999449795,-0.5970251966082769,4.246658484073217,0.9559950816701565,3.1804294549435914
Foxo4(+),0.3316049320108486,-2.5426311611491355,-1.5264234863468462,-4.472501657640972,3.958480709657123,2.612218339389671,-0.01962911856359049,0.4856021598918143
Foxo6(+),-2.4650699915144227,-2.95998159224562,2.4187479400867145,4.700932341816263,-0.2956428296176433,-0.18644543646919426,-1.0439155941175935,-0.9863971319473063
Foxp1(+),4.719916353459583,10.720010218463699,1.3846151108390907,7.956827073505707,-10.226640763197544,-10.387275897861807,-0.7677977971801875,2.0132466985069857
Foxp3(+),2.897762464719316,-0.4594432811174058,-2.95312658787521,-6.043804369297087,4.054653773667884,1.0988460241317128,0.12628505786342994,-0.14433581207332555
Gabpa(+),3.1249288844165974,-0.2046331740760861,-2.3991720417980438,-7.738535869531908,5.036164687852474,2.4922056600324196,-2.5030959852768193,-1.4559813472678036
Gabpb1(+),2.1706506029686268,3.2606761833946774,-4.156907056277376,-10.739170846501109,4.484982586838854,2.1562314223638452,1.4208653907976854,0.9633838725769843
Gata1(+),1.244217298266153,0.4891481216559953,-3.8972357436829768,-8.105886543396187,3.130096295278597,5.93758592412358,-1.6147881901362988,-0.7187378888477283
Gata2(+),-7.5018053742950075,-8.030790189014702,-7.721590953717317,-14.109860790416205,6.541692600166087,26.6299217079663,-3.2143062896028844,-1.1690426579785005
Gata3(+),-18.799953272900257,-16.90121303317192,24.188695902239957,86.38753988983409,-13.654994160565808,-13.917342391983485,-7.1122045584897275,-3.7379978707712755
Gata4(+),3.9288345309571397,3.6140662744151686,-2.130605881081089,-2.818437380497481,-1.0387055524486564,-0.5668645594467584,-1.1696667480470662,-0.5701928864995717
Gata6(+),11.331604161386856,8.02185910516035,-8.630509527894233,-14.614730145908647,4.205434108895454,-0.6748848149548639,-1.4613274490986512,-1.689561225682217
Gatad1(+),-8.372583266732649,-15.563860481096517,6.478819579067634,-3.4045659993104924,19.92182446939846,-1.2827146195816759,2.766756726334438,-3.0808296738552796
Gbx1(+),0.2701586495426537,-2.0458324888206,-0.6232400470730218,-3.0752746393659907,5.139283865535322,-0.29624983036479036,0.2700844742870875,-1.4245400387016072
Gcm1(+),0.9237466091200879,-1.538630124187221,-2.3239708484658053,-7.4920708151316875,6.711431881515027,2.7437982006679125,-1.2928785617132696,-0.9250404970586812
Gfi1(+),8.912014190952627,1.3319529116124351,-3.3433816847318325,-8.990551782115805,2.1850169340081993,-1.1013483312868981,1.1696616895106657,0.0697594356550389
Gmeb1(+),-0.6012439631102758,3.7399543914850786,-4.2351923196883305,-7.365055920077434,-2.9124144504953007,1.8800708402145363,11.71520514587088,7.5765130521804025
Gmeb2(+),1.8521853534527613,-0.5105641031470138,-1.3746097931472745,-1.3634677730173044,2.863850507782531,-2.0562706367887285,-0.3706925027180656,1.4374360616031527
Gpbp1l1(+),0.297250254935361,-2.912932143133105,-1.6219901415930615,0.9690790314380219,1.8731672611971408,1.7307510307160314,-2.040793161328344,-1.5223602288555513
Grhl2(+),-2.4946492263259183,-2.5374153637132255,-3.212747470952531,-1.1509074679023885,4.280032016907174,3.5717329714730655,-1.6109099738500525,0.04070831640026034
Gtf2b(+),2.508670277818046,0.052490364658593545,-3.0942765675699677,-6.113369919940345,4.192552546857117,2.228200577586732,-1.3392154029707912,-2.124972650703699
Gtf2f1(+),1.2710702490284291,-0.1761066308733092,-0.7086397418555896,-3.926873898700268,2.313686286744566,-1.7853154575561776,3.7186484711037107,2.8241905810140335
Gtf2ird1(+),3.1875066828378054,3.313841846041845,-1.5965049212602578,-2.9472869448818333,-1.213691021543156,-1.3445918615262353,0.1644420074160392,3.10787410200441
Hdac2(+),-2.2057744378953053,-2.18640680119924,3.4591459402715197,-1.168809635624695,4.089721604725932,-0.8196898922808317,-1.5446474308628324,0.18658924000366575
Hdx(+),29.195306528443588,4.449010024752965,-4.815913653670953,-9.65791205136679,-5.333239003449753,-8.067308954496733,-0.46952081184066696,-1.3539779039657838
Hes1(+),1.4048198004058763,-4.176254569894217,2.232323537431311,-9.108238945159941,6.772601916880718,1.2284105272718573,2.4829780165821633,-1.001123094303849
Hes6(+),-1.0077897079656695,1.142205597507937,4.909275408657728,-1.1830746262173295,0.5414216294314835,-1.6473932605525494,-1.4122177013282227,-0.7644667869598265
Hes7(+),11.267593806875086,15.14353508612627,-4.354946379560112,-7.938775643326804,-7.163585180018978,-3.4421708066649908,-1.929603140155014,0.6587174645046494
Hey2(+),-3.0644982250407113,-2.498605872299601,-5.185836899217016,-8.494948457453834,3.784372676435441,14.237800064104759,-4.7580066608070695,-1.3010741683663445
Hic1(+),-0.6592432171086081,-0.9806564307678138,-0.7671534483138839,-1.0289776062767315,3.2327158558775655,-0.13275133170320505,-0.597536763409558,-0.22140270180346214
Hif1a(+),-2.1667266212155214,-7.086154664398308,7.539784231600223,20.378089102733988,-4.729933778981087,-6.577357070059677,-4.702252013575062,-3.1504743700469224
Hltf(+),26.359744725052355,10.19698363021721,-9.11479328127771,-17.251901420709956,-5.432039516255916,-4.832091713186065,3.8633550580352742,2.220336123117687
Hmbox1(+),-5.494108255725421,-5.551426167036486,6.920983435028064,20.50366978778581,-8.181205204406501,-2.843399361479205,-3.115774519207627,-0.7388542801848486
Hmga1b(+),-0.2670595545424658,-4.950673625847274,0.10400278445700699,-1.7994182721599152,6.163353637688134,-1.0304870969349824,2.2310124807203366,-1.5202749490497156
Hmga2(+),2.6317208229611677,-0.8200240248859435,-2.532588355481089,-7.10192234618985,6.261388937848092,1.624740063005775,-2.2910455297179544,-1.4555093462330213
Hmgxb3(+),-5.686084171058454,-9.644361959831764,26.074804121265526,17.91203004403346,-6.590890211797584,-8.003124409299295,-5.09842442576856,-2.7568487495328893
Hnf1a(+),30.495195676809157,13.527856085418799,-6.114227098445041,-9.447062513194956,-10.30083921813753,-10.443240506634124,-1.8930848474949706,0.8631164260252067
Hnf1b(+),4.418686274249475,2.2780233787254396,-3.26902541744327,-5.025616163481496,-0.1771729067353339,1.814382652041407,-2.0108090594195707,1.2184759980095947
Hnf4a(+),0.21289363352041812,-2.4419058911903173,-0.5116815938069242,-4.301960863167977,3.7400946964435597,3.6933046349784737,-2.0489279608115134,-1.9956541187687578
Hnf4g(+),8.423580973959524,2.269859681535963,-4.935512904394705,-9.830183633512146,2.6813810726784815,1.5834560459290414,-1.4778197767804155,-2.2387990637979125
Hoxa1(+),12.695800535552493,3.9373718738590986,-4.100826071734937,-9.18637738149296,-7.837759052369323,4.971316888411669,-0.5722559798353297,0.5962670368854397
Hoxa10(+),5.124108095334803,14.19575971258413,-4.24849381963536,-5.409168150632143,-5.045117477791153,-2.5844083506627427,-0.8732519959829285,0.25972051737891383
Hoxa2(+),6.530193827635208,8.66223050810587,-3.1233490699733553,-8.749378361183181,-0.3284659887399029,-1.3265887510138432,-2.0894059262951474,0.25566426650855345
Hoxa3(+),-0.27540258960102015,-0.31098510203133545,-0.8069385459903319,-1.97041541148056,-1.033854350061493,2.274900783387044,2.820877855970855,0.25922149478213424
Hoxa4(+),4.481810368357854,-2.060336762937174,-0.7943698233968046,-6.792778856776292,3.7774033519571844,1.6626455302115248,-1.102671069424647,-1.5590022110598065
Hoxa5(+),-1.989439372630929,-0.9927235706450749,1.0254048673336151,1.3276994318536017,0.027910835859211267,-0.06006327886341053,0.9769196987051685,0.7098118694474148
Hoxa6(+),2.7704983695736503,11.185587684391114,-2.91310679212468,-6.407699777924234,-1.5908444045026948,-2.310779783883238,-1.2822240415357133,3.3339670915822244
Hoxa7(+),0.7095112610945404,-0.8477118657276124,-2.824008912232879,-9.906770597568869,4.510357732700742,7.490364632528113,-3.157808770306348,0.3050315094090881
Hoxa9(+),5.004569859423316,0.36413652816708975,-2.6042272878118333,3.6027468340963464,-4.784814093072189,0.8074985865849876,-3.9778026333927388,-0.657455862353379
Hoxb2(+),-1.556544317023772,-1.9402715860019626,20.74923336329472,-3.369442802514288,-1.2866166554764307,-3.3674177428412113,-2.489805541540446,-1.1147249031145179
Hoxb3(+),2.19119449492777,0.581016847616758,-3.2955424493753607,-8.743087454972263,4.928377714890777,3.1167546928052468,-0.7280109151889229,-0.8325059159623739
Hoxb4(+),-1.1526915028297204,-4.397976347447165,-0.8802147731020831,-3.9280986036346954,4.790026977632534,3.461939163742022,-0.48477736053773046,1.9656044673591848
Hoxb5(+),-0.9740176099188326,-0.8022954555766311,-1.3579716419651966,-2.9299406596695667,4.259532958728067,-1.124483905376235,3.6420200571959156,0.14182169752074525
Hoxb6(+),-1.4034701574957549,-1.8980656435064447,-1.7413194502856322,-6.003547906910995,7.820635385220256,-2.0887709988964263,6.042510631691361,2.1639024373025775
Hoxb7(+),-4.2425864926109975,10.945536960395986,-8.174335115456419,-13.238141707213924,10.287880069508828,1.0812212938162828,0.3123951956665715,-0.06289424413434237
Hoxb8(+),1.444850361897554,-0.9135760182621265,-1.4685255543895936,-5.6332639648534,1.7341448110330246,-1.7441634265241392,8.660171729604508,5.072487461495545
Hoxc4(+),5.8060168431433175,1.646739181423052,-5.471613960825062,-15.115691749338446,11.467856852328204,-0.6748579096619906,0.35294216349250807,-1.257048584052515
Hoxc8(+),1.8033639182642855,-0.767962465204641,-1.2522150750516738,-4.344107823184686,3.9003752299719054,0.02746399041097744,-0.6840209245034451,0.8093232372938087
Hoxd10(+),1.2849822238648287,-0.5127515443582861,-0.6950242677172611,-2.9445852560920542,0.7587526833326528,1.8597951956473324,-1.216878977692167,1.3862029795326942
Hoxd3(+),5.205428668713663,2.261177060812926,-5.359365999646684,-10.505149981817311,3.968840278234772,1.8609207736509634,1.9524745022846206,-1.3907439287525087
Hoxd4(+),1.121873777281518,0.49449788049260684,-1.3958384592156017,-3.2779130583476945,0.4637537275091456,0.7716211674464861,2.2075423895448045,0.497764645183176
Hoxd9(+),-0.7456763756838031,0.29742911957270385,-1.1479172972811746,-4.163129081404941,-0.3702633897760073,4.391868046900975,-0.08348115773131728,2.8733594572168624
Hsf1(+),2.8898857904634725,6.492601831386662,-9.675824712148918,-15.150002878629188,-0.9241954761716153,13.06522721786352,-1.2763381488684498,-0.18307150116359902
Hsf2(+),-1.839686290874069,-2.781343629216946,-3.65591380198798,-1.9357252879283409,-1.2436822535540637,10.193799575608594,-2.5721948180190237,-0.08816409087715449
Ikzf1(+),11.399612973292886,6.741598199408899,-7.934180397344682,-16.419752561368377,-4.443942136252141,-5.849641039885388,23.835262056344398,14.931456592853953
Ikzf2(+),8.452438837211826,4.040439268485413,-7.989041264435982,-18.581141187022414,1.9753781734128375,-5.287223770785674,25.11150352691659,10.111230438428525
Ikzf3(+),8.466674284521941,4.726464425749247,-6.011364814274126,-11.804866768631584,-4.282412188971104,-6.387575192674534,20.90524904692896,17.196135719716462
Ikzf5(+),-0.7433809956618906,-2.2771103355582034,1.8514687500922824,-1.8460011194797736,-0.8774413762721193,4.188587099939094,-0.45648955231062677,-0.7288761986234435
Ilf2(+),5.0016582106090555,0.8875236611975437,-2.5128967064612415,-7.007694980261484,1.0929682218033716,1.4188529376663734,0.5973099517982762,0.42193888202566726
Ing4(+),-0.7009429323185601,-0.7469704767297746,-3.6735623701739115,-5.922257162113661,2.9101210135997833,6.114410536555402,-0.4714498969121924,-0.5994818515876786
Irf1(+),5.336824032303521,5.321698879473586,-7.09720847917499,-15.737363314506592,4.145957633146038,2.992160909000834,3.7616167764068744,1.1927051072867403
Irf2(+),14.720996582840424,5.315547650582275,-16.141136678234552,-31.909056609888975,7.54792475840186,0.3306773194682678,18.58465999328637,9.488186627337992
Irf3(+),4.769661313089643,5.305711096924497,0.9978924129466863,-8.482389222647287,-1.3374578672792994,1.9519655920616206,-2.850964832354446,-2.1199917289386363
Irf4(+),3.418647046930951,0.01973067739689391,1.0973035045461867,-8.870640971652813,3.613226311731874,0.9122338126457054,0.3066553514843521,-1.216431811910409
Irf5(+),9.24210898554383,5.958197822775332,-5.8726574151677475,-13.135209800025258,-0.3810746487775894,-1.8648551500638992,7.292136635906118,5.694455740109603
