,BasalEpi_Acta2+Trp63,Epi_Ctr9+,Epi_Kit+Elf5+,Epi_proliferating
Sox8(+),2.796274333038616,-6.399895622576097,2.298499884296688,1.2273747066218148
Sox9(+),-0.17850156529608943,7.849720109120314,-3.953707685108525,-5.351794104120743
Sp2(+),-4.067160999406332,-8.166982829658247,10.702484506196766,-0.4158036032260102
Sp3(+),-0.09667439421423918,-6.287851653829351,2.2083537003749942,6.924056214569005
Sp4(+),-0.2459894624110524,-3.7222631012711735,3.648504608496494,-0.7030822954591577
Sp6(+),-1.4442932058867202,-0.32635476356831083,2.6805767193923686,-2.49623004706058
Spdef(+),-1.8573268305979584,-1.5505231067457994,3.4680110487165154,-1.1584155116483656
Spi1(+),20.481719873365414,-22.996054902599717,-6.6677222764616255,17.0856016534221
Spib(+),7.699341862192732,-16.183493578209372,7.1390815362467395,-1.6534666907300082
Srebf1(+),-9.031175195838113,-17.526990135119735,23.67308017624096,-0.3127467043593893
Srebf2(+),5.160151776066761,-5.0891575401854245,0.626060864580276,-2.0744600870068997
Srf(+),7.378172493336011,-9.297574409570897,2.4928932630862275,-2.8487891258074
Stat1(+),8.694518780067835,-24.195164123596925,2.1801752475036813,21.23815893953244
Stat2(+),-4.422440642313742,-10.133243390315544,13.31858035455234,-1.6888275139916926
Stat3(+),-5.371510467580427,-9.408484773399145,13.197149602273079,-0.8885281450718987
Stat4(+),4.6988228929438325,-6.109254162476203,-5.9368406919229635,15.603683014082199
Stat5a(+),-15.087198898268037,69.87363823914554,-24.363924159130388,-7.953096860799204
Stat5b(+),-20.527346408595385,8.560353643331219,12.098659849424438,-3.742376281548102
Stat6(+),-3.3077527464068823,1.246525479469785,0.48751431476644147,3.089252985296229
Taf1(+),7.041708027716798,-5.323519553821328,-0.5106525341752115,-2.766167408655526
Taf6(+),0.667962922965581,-0.8087563316636688,0.4375737721018912,-0.780326158316857
Tal1(+),22.729382899141346,-13.99727791218069,-8.34813191769708,1.6884265627576902
Tal2(+),-1.2994272495239796,-1.9618829717304653,2.563431910291934,0.505182704145335
Tbl1xr1(+),-2.849735980742232,12.486453943153773,-7.209411423328622,-1.2421689547564823
Tbp(+),9.078204509093744,-19.21597312999125,5.806091634796136,3.640842259356134
Tbr1(+),-2.2492872041901584,-2.653890961608178,3.7063647882469692,1.1216965049356775
Tbx1(+),1.220711058167168,-9.162054569818823,7.74103643540662,-2.6180412743715755
Tbx15(+),19.296697728654973,-29.151013568439165,5.30313710075605,1.164027406258888
Tbx18(+),7.859417942470413,-6.085118255753694,-4.018296571743082,4.817527953187677
Tbx20(+),2.3987626654806085,-2.6601092913416062,0.2430494646740378,-0.31545598840756295
Tbx21(+),4.449249053580089,-10.377611934727762,1.3443833520047554,7.330763439133434
Tbx5(+),22.484080060245947,-13.78114326091719,-6.989676394598594,-1.2248414422523415
Tbx6(+),-2.4222752575191238,-1.4904201603853553,3.6358409772978364,-0.5342909975356092
Tcf12(+),-15.380177061854802,51.771329768997546,-21.448512755621312,-0.01405731178349401
Tcf3(+),-8.266319279142023,0.6152566021403519,6.559909363387827,0.47879680868386487
Tcf7l1(+),57.72312517281684,-47.94411005475448,-4.382946312088867,-3.2047741540058117
Tcf7l2(+),-29.29013520374206,-37.68310301542021,87.29168560566005,-1.6083323030138612
Tead1(+),137.74973943979367,-27.633773893895526,-30.334911919335752,-5.578457427059524
Tead2(+),-1.973533884631225,-5.154987963601214,7.4920832637485475,-3.0977202245178597
Tead3(+),0.4541788969450199,-4.906202436827653,3.7695901202247124,-0.16558860779985132
Tead4(+),-7.033366304483587,-4.554225890077885,9.81991653633894,0.6230666632309448
Tfap2a(+),-9.624654552677137,1.8769058266710366,7.2343988512321635,-0.7373930674085931
Tfap2b(+),-14.891651879524327,42.20341768795072,-14.150088735185504,-6.113680521393548
Tfap4(+),-8.658761725425283,-16.413278548539395,23.422261241570943,-2.4240006442722235
Tfdp1(+),8.419549515612854,-14.891660629229662,-6.810545339800515,27.79157420945989
Tfe3(+),-2.308404575994234,-6.478391690477406,5.696200140561679,3.89648674186646
Tfeb(+),-1.1100065113679234,-10.67198658261387,1.702533197764024,18.634264535447155
Thap1(+),1.207241489088089,-3.0447378115030586,0.7471841013345992,1.6101168015040401
Thra(+),2.289265162974062,-13.971614012511543,9.953075611136954,-0.9923794922721144
Thrb(+),-0.6655129404026973,-20.374473019963474,18.313975814072784,-1.739826248107826
Trp53(+),5.254246786274517,-3.565093998878626,0.504131281400619,-4.799932363111505
Trp73(+),5.100849892662435,-5.987081722081286,-3.0600755026004482,7.893474192471742
Usf1(+),0.28893144183302333,-5.33724033596401,4.955008628141685,-1.6572698794387202
Usf2(+),-5.210064816149259,3.9915018870667796,2.00630972719962,-1.6377106005487259
Vax2(+),0.4539511849318231,-4.201896285894085,2.6556748416766234,0.997226609392317
Vdr(+),1.0312473639130937,-19.786547698473775,15.3560991521326,-0.09438031531891067
Vezf1(+),21.25165380860932,-20.30564577850528,0.27550578591139285,-4.308915864701557
Vps4b(+),-0.1630889925852188,-0.8620203542189127,1.4596390900871306,-1.3151083083463888
Vsx1(+),2.8137736147184254,-3.144203989463797,0.6624855343404524,-1.161668234401933
Yy1(+),-3.1725542756437584,-3.5474017500333854,6.797738301730903,-2.1983103345924215
Zbtb10(+),0.7884549181203832,-3.6503457157977115,2.2234287527514165,0.28166892145435146
Zbtb11(+),3.9130043062861612,-6.426562226184828,1.9185231139080015,-0.06303406504542221
Zbtb14(+),5.203942886168687,-10.933593403146723,5.404243724957943,-2.1390103993991154
Zbtb18(+),-1.9096372530975387,-3.166924646925994,4.07094261372824,0.6013512139904345
Zbtb20(+),37.59531671879259,-29.306154218733287,-8.130827309042571,3.7145890808384587
Zbtb24(+),-1.9457515856318346,-4.82065956275622,5.484580799431092,0.611932476938245
Zbtb38(+),2.45031498673526,-4.68222881578214,2.1341976998602368,-0.8760904840562258
Zbtb41(+),-0.6160455485102444,-1.742565905083406,-0.8361651513585372,6.310703278239215
Zbtb42(+),-4.718056674133013,-0.01022072906384261,5.951738026109876,-3.8850522251766377
Zbtb43(+),-2.1167290517525923,-3.240858841454021,4.584385602279003,0.01433188098643387
Zbtb48(+),2.3453524190293376,-4.522925161128359,2.114593842810144,-0.9200893784853424
Zbtb7a(+),6.224552592954722,-9.303023297062026,1.6076302137872065,1.3412950106148516
Zeb1(+),30.149002698219082,-19.5083712006963,-14.298061295890413,12.240963376023213
Zfp101(+),1.241274621472242,-25.793519608331728,14.695118024684875,10.238646014460645
Zfp105(+),8.198378451759588,-6.429961022666027,-2.082211739025499,0.5152729419464298
Zfp11(+),1.4060734232659295,0.7830592826084279,-1.2386209416511391,-1.4622895675557355
Zfp110(+),1.301072606693506,-2.510577018362563,1.374233972611654,-0.9466773047055025
Zfp12(+),4.4261563178553125,-4.692757513836412,-1.4391969283340582,3.19845565457535
Zfp148(+),-2.8243705297519464,11.009816643541573,-7.899643669664285,2.8045341225045894
Zfp174(+),3.1373616798429653,-4.647656547476271,1.8318017920056595,-1.6136548750599917
Zfp189(+),1.4463424111149268,0.7839898296281242,-1.8232726428049542,-0.24983512457119458
Zfp202(+),-0.35435497506884056,-4.288742486658165,3.5477870084238026,0.7730003208485303
Zfp213(+),-6.873732698091088,-21.631556996070923,23.55637308443915,2.400484952682467
Zfp239(+),7.697623282365347,-20.694992423362965,12.369703405851427,-5.446937686697897
Zfp280d(+),-22.677599070344527,71.20387442315612,-21.840279708545374,-0.18204070112654816
Zfp286(+),13.892537518872954,-6.40214236754956,-5.713460197801617,-2.20730633018549
Zfp287(+),-3.091659788230431,-4.9463050027952375,6.794388254188781,0.22338599092051395
Zfp3(+),-3.168412941442298,13.397033893634239,-8.544138131140475,0.6816889240645374
Zfp317(+),-3.3206510270761487,-7.638772405972781,10.718446445464128,-2.862483758796565
Zfp319(+),22.57652152296527,-9.118954548104876,-12.587225052636414,2.3556339526808965
Zfp329(+),-2.2784451007290523,-2.9106771551161357,3.7880879379287835,1.4727833680316398
Zfp341(+),-2.385459823988868,-4.069115046958739,5.708938520479363,-0.3994730923056822
Zfp354c(+),3.0599269786210836,-7.8688159499283925,5.039304835076977,-2.656222482361653
Zfp358(+),0.4829818504595033,-1.8842213045626106,1.5295899849427765,-0.8450613062218726
Zfp384(+),1.2083461644114468,-7.227558308573635,4.246280442756039,1.545894447887957
Zfp398(+),-7.756377679816732,-4.532269525479399,10.522568763396663,0.473684599671554
Zfp426(+),2.062008773244528,-7.719004023413464,4.4988647713382175,0.21078845170874963
Zfp534(+),1.3676564084430534,-1.415413242065717,0.4481931856567913,-1.0519383438137382
Zfp558(+),-2.332048696315326,-1.3157114365364209,3.2181864986230533,-0.11347337497380527
Zfp580(+),0.14145357809712297,-6.231471821334708,3.867055749825674,2.6587741963826215
Zfp592(+),0.3665040170674439,-1.675450416753642,1.3599806670438659,-0.6276811273940461
Zfp595(+),0.498522278081052,-0.10218131640056655,-0.03128856193953732,-0.7182035664399387
Zfp61(+),-0.6876540059714454,-7.699936698349969,6.042777495176922,2.180043687332618
Zfp617(+),-0.5898149506142524,-0.9418741945065512,2.0477134440205678,-1.631671621673844
Zfp629(+),-4.629854647485182,-3.6911515862853737,7.32329435074404,-0.23580266938003622
Zfp639(+),0.26497536272256134,-5.096920561628265,3.8398425829029215,0.4000093828716128
Zfp641(+),-0.666393459273994,-1.149165455536116,1.9032497279161387,-0.7786098213702672
Zfp644(+),4.839892482886716,-4.807893966387102,-2.0597896169135232,3.9811783968068934
Zfp687(+),5.502181547029245,-11.89469964691726,3.47731683912398,3.216343536761922
Zfp697(+),16.59415025797212,-7.849709336440883,-7.490173792456956,-0.5741346072308144
Zfp708(+),-2.1364644104018646,-3.312975260753137,5.3412403781457085,-1.4741397306299946
Zfp738(+),-0.4690968731487091,-8.352681473068918,2.816743559040892,10.141668899954805
Zfp740(+),0.7753594904482548,3.253742014865808,-2.648206991692868,-1.6766775209103841
Zfp748(+),-2.1585117404185774,-2.595708271498236,3.5046792520247063,1.2810681626491498
Zfp768(+),-1.8622468697071406,-1.044448097509305,2.7774766273772724,-0.5618996161878683
Zfp78(+),3.0425576139042123,-5.983404202533896,3.46166592708358,-2.581544771568358
Zfp786(+),1.4160484306169046,7.244322096389848,-6.249686642950659,-2.3291376638205863
Zfp81(+),1.1988359912788153,-1.2034698112985431,1.0121539215260196,-2.362555765762214
Zfp811(+),10.164898083715451,-7.573792601393199,-4.886829747593067,5.052353146999961
Zfp821(+),0.8034063227631001,-4.910588042777139,3.635239292455081,-0.545726738936999
Zfp85(+),1.9440039627036723,-1.4151287681104048,-0.21075405628578125,-0.7220110578367017
Zfp87(+),0.5776820532530085,-2.533020232501061,-0.1325530675439905,3.8519656792770527
Zfp874b(+),-5.705563970503377,-11.169186223747996,16.37894967446884,-3.6177032766237516
Zfp93(+),-0.48959876047524997,-1.3343852648157053,1.5152264065066612,0.0754083322687797
Zfp943(+),1.0268953863230816,-4.526660181775599,3.164805107476682,-0.651363840742771
Zfp953(+),6.91779391550483,0.09356117936832037,-6.577246955913079,0.8333358753967597
Zfp978(+),-5.200023376372388,11.787030766432721,-4.018109929350057,-2.419856832193234
Zfp979(+),0.5536806627095026,-2.1535412673584746,2.58934093032615,-2.829995583728051
Zfp981(+),-1.7844633452686167,-3.222597695340037,4.621805157695703,-0.7514447523599389
Zfp985(+),0.11825587235757294,-1.6476917776224138,1.5720275802953365,-0.6615999316804153
Zfp994(+),-3.2582970490659457,-2.586352766145665,5.517605780860965,-1.0086095572248397
Zfx(+),-8.61010369306997,36.68503684566743,-18.753992487664963,-2.271349542701873
Zfy1(+),-0.44697190604924847,-5.780603012384087,6.043516710557067,-1.7867786707651059
Zkscan6(+),-5.84478774388817,-7.888042537587444,11.631842371919873,0.5655542288573308
Zscan2(+),-1.4683626531255367,4.538885684004874,-1.079902764349132,-3.1158889615395906
