,BasalEpi_Acta2+Trp63,Epi_Ctr9+,Epi_Kit+Elf5+,Epi_proliferating
Mbd2(+),-2.549382096415418,-0.27302260670677614,-2.6083271895761535,11.442918883929012
Mef2c(+),125.62770954589132,-24.653503479181506,-33.253928798680946,-3.3487312318108695
Meis1(+),-17.866321914119517,97.6376243378804,-28.720555993702714,-6.982459094067391
Meis2(+),16.816013650068626,-10.264656613586665,-4.862026118805685,-2.3671223144309437
Meox1(+),18.335129565684586,-11.204067071965728,-5.59277694901781,-1.7631164793201768
Mitf(+),2.564722162761799,-6.303314446852267,1.3803089869021585,3.5381253015774723
Mixl1(+),0.7161015873792898,-0.8529581051899882,-1.7754339009506455,4.111303702281832
Mnt(+),-7.1333378178975355,-10.229393068314211,15.67177087235134,-1.0985885870153493
Msx2(+),-2.4415331421601403,1.104675755701547,1.2443831933334535,-0.017895124661327224
Msx3(+),0.19667519127204286,-4.504075717577304,4.374817041971966,-1.7308838564087208
Mterf1a(+),0.8506237188043351,-1.4233594503804738,0.6440318768269103,-0.45815257020082084
Mtf2(+),-14.858672451361617,67.83461396421762,-29.28414326841396,1.3853630107447974
Mxd1(+),-0.2351414051952058,-6.4900761291938185,5.686353888228034,-0.12606478061292611
Mxd4(+),-1.1409026385262786,-12.693394294747565,13.177893948613454,-3.2918515459549873
Myb(+),-8.533264364389298,13.666013282075046,-3.1806192858801756,-1.1255418806490305
Myc(+),2.4205102201789606,-15.829431598847597,12.062939646477892,-2.5445604178089605
Mypop(+),0.9194648236385531,-2.841711226679413,1.539237863103871,0.04678520966856531
Mzf1(+),-3.077298124709994,-6.401175831938377,6.14174365252375,4.286991421034744
Nanog(+),2.9271247335203157,-2.6741099110071307,-0.24805221650541118,-0.2350984113965257
Ncoa1(+),1.6262355533523025,-4.393574010354896,-0.4987603852031258,6.056594662415264
Neurod2(+),-5.153948108251276,-11.948099697713548,15.236673453565611,-0.9983004823113137
Nfatc1(+),14.965806965417366,-18.434826173295157,-7.276432228511704,21.33121434536135
Nfatc2(+),17.707861902896223,-17.105450750973226,-5.42834634548505,9.213390873735674
Nfatc3(+),-7.378488855738675,13.75278603516923,-3.450611209156257,-2.8929949177826546
Nfatc4(+),12.925117671868616,-13.217232674835596,0.31712155471972897,-1.5683185624916527
Nfe2(+),0.17007503595428783,11.526482558599554,-8.340283359317773,-3.022499219542169
Nfe2l1(+),-7.71101705030351,-1.3125223320000954,8.556895867335097,-1.343961298478086
Nfe2l2(+),2.911257474708906,-11.587087913829867,6.767600565519624,0.5036514319819066
Nfe2l3(+),-8.540698794888607,-15.790867285997521,22.365381855602102,-1.7494700875432176
Nfia(+),-24.278352056974366,65.60910779531824,-18.1138384080448,-1.4860469625884392
Nfib(+),-0.44326812137348687,-64.7489456249154,50.07873825155063,-2.254746966923786
Nfic(+),7.0330664232212365,-24.808073554709726,15.415535918928828,-4.092787907982148
Nfix(+),10.40160124665029,-56.30981173792936,32.189578563418465,-5.694187416503546
Nfkb2(+),6.075438594485892,-12.855632759322756,6.47743330496362,-2.7945130770376583
Nfya(+),4.767383371323676,-20.185291259916983,10.952435713341279,2.4015268918300516
Nfyb(+),0.765212777352594,-10.417985751136579,8.238989040313875,-0.5568388396762605
Nfyc(+),2.9452052925192866,-7.668154106893078,2.9329968064826284,1.8406701933897358
Nkx2-2(+),-1.2653897276547799,0.3538239684236908,1.1742668752963303,-0.7746457495784198
Npas2(+),-1.2768065870547787,-11.700889757449886,11.368667155849367,-0.9716279413983931
Nr1d1(+),1.776211062222442,-2.7681170219064875,0.12170261446448594,1.3701323171647908
Nr1d2(+),9.455658550479518,-6.427042307046151,-0.8878323337853633,-4.535290908119971
Nr1h4(+),10.873087861721707,-13.097888153113711,0.5351009455309389,1.5595030245689891
Nr1i2(+),11.604009454637877,-6.6665757783419135,-4.703798759624237,0.28834847982294814
Nr1i3(+),2.8170388155041204,-7.445948457994003,3.7639599510661874,-0.14352645607801837
Nr2c1(+),-1.8697060495262763,-3.7496311094469137,4.01136501224425,1.7282802187204094
Nr2c2(+),-1.32368998944859,-14.145767921634114,9.946707762907888,6.427369084861521
Nr2e3(+),-4.561654065463759,-4.864946716589498,8.466693676525765,-0.6839158876338032
Nr2f1(+),14.134568365093385,-12.819760460861271,-0.5285206084803686,-2.606778919200015
Nr2f2(+),4.773256857414851,-5.222527647943872,1.7859894800019651,-3.649319405765895
Nr2f6(+),0.7442927541337779,-0.9136853052962651,-0.5881601713251914,1.5345092175697228
Nr3c1(+),7.306679553071207,-26.243116441921195,13.24080307240467,1.9791949488574776
Nr4a2(+),2.405788545284215,-6.679725234530474,4.408797090489243,-2.1511962538666607
Nr4a3(+),0.4873076542691411,-3.572637286247943,0.19554512310919123,5.230392238095013
Nrf1(+),-1.4135902724606382,-12.284317153939206,3.542545564850263,17.93146238591956
Otx1(+),-14.086328923420313,-14.671476977525657,27.125076854899397,-1.8169559856702786
Ovol1(+),19.451852872412164,-14.566252827622561,-4.66153177795202,0.12507139823184868
Ovol2(+),-11.222920840665982,-22.851206163938272,33.41631329400889,-4.020840741577765
Patz1(+),1.0942096063689666,-6.2845675909135705,4.4251323952650345,-0.3397201927432718
Pax1(+),3.927861876337225,-6.374883771896645,3.040442287147977,-2.6653825586089632
Pax7(+),5.499546279622839,-0.4519494974722678,-4.726098271173132,0.5333747984974921
Pbx1(+),18.84683858398894,-54.13519128277616,21.06530069313793,-3.3962447728479046
Pbx3(+),-1.2287675994817469,-24.264027208743077,4.239123687547449,41.914095274326435
Pbx4(+),-3.4486430604170653,9.43543752697117,-3.973578803482743,-1.7486007969029904
Pdcd11(+),2.9210354102156235,-5.145921285551651,2.818082197741589,-2.4569576922342056
Peg3(+),28.78135917786029,-11.965101089253636,-13.105579580394808,-1.1948160556865008
Pgr(+),-19.502180146094158,141.89572221566897,-32.997471900541534,-6.012869089458253
Phf20(+),-14.515513311998276,30.920121792574317,-10.941536154549867,0.13526430546688303
Phox2a(+),1.2942041817706966,-1.9695816798910764,0.9729280060730292,-1.044818597218217
Pitx1(+),14.862566683922237,-9.759595868354038,-3.9267432381789544,-1.8265261705753597
Pitx3(+),7.357922186141327,-17.56859890364133,9.031373079324048,-2.774216391014956
Pou1f1(+),-2.3644301791197364,-15.575928669199303,16.61577713332819,-2.956065206892515
Pou2f1(+),3.230041040168094,-7.693811938999948,3.5439067316810497,-0.016193072812875717
Pou2f3(+),14.25924088458833,-17.77974990476934,3.1897667861028665,-2.623808500037501
Pou5f1(+),3.9241609261842947,-10.310366238039423,6.389546098748812,-2.9122978152819323
Pou6f1(+),-1.747929930851875,-6.065935167108465,7.368977262870613,-1.603019484091199
Ppara(+),-3.5492440011214246,-4.076703034925049,5.488432179703404,2.3705084499957114
Ppard(+),2.989581596443398,-6.627672113050367,3.1236674282335173,-0.556412715454621
Pparg(+),11.765308946771226,-9.360873338569007,-2.117390660308539,-0.8422255293706402
Prdm10(+),2.9362180833545044,0.17379875936990768,-3.0499211599242666,0.6744912017554162
Prdm6(+),17.044541976614536,-6.8251686002590874,-7.603727085126339,-2.986701956865679
Prrx2(+),2.3332616937534865,-25.93649480658764,18.966018148047503,-0.3518203852929343
Pura(+),-19.20726595061897,8.097224833718514,11.704425331049944,-4.33032058583881
Rara(+),2.1379536471481697,-0.9179106593725582,-0.30954892811992996,-1.8029139138603143
Rarb(+),11.060164325378462,-12.548333143748751,1.2509033810036296,-1.3331210552434043
Rarg(+),3.554546306815736,-12.625760351050708,7.228122175571927,0.06938539805415254
Rel(+),4.689060513450205,-5.371032369858208,-0.009635119659413187,0.7641267507760791
Rela(+),-8.23361893623285,0.9068591642783698,5.533512610422893,2.1187563368047733
Relb(+),21.20934853926212,-32.75115654626745,7.863423193364695,-2.8132808633859767
Rest(+),-11.151793541299332,28.55172733754912,-10.073100812148605,-4.670279817569236
Rfx1(+),5.65170396805083,-7.953559072682769,0.3651342392154009,2.770212933035876
Rfx2(+),1.165276688674013,-11.030660183607736,8.871875220175808,-1.6170846165935624
Rfx3(+),-4.278230000620992,8.155290935911022,-3.67149909461129,1.5056628887276982
Rfx4(+),13.972795796730644,-12.904570628130417,-0.661195774701619,-1.8691233137695218
Rfx5(+),10.353554766553895,-11.487629811903716,0.9643440262688247,-1.2338577565790263
Rfxank(+),16.094856407129377,-6.9822368211486685,-6.461960985040109,-3.4984975589352953
Rfxap(+),-5.829569526456675,-2.9934481897344467,6.742803114397296,2.0671712304437295
Rorc(+),-17.604647742092688,-33.5923330382938,53.66378029712634,-2.5468466277355084
Rsl1(+),-1.8864774962989903,-3.838139036543424,5.32615776255683,-0.9626606152737789
Runx2(+),-5.717314994890374,-11.916760544601596,16.314160988779616,-2.1426385378607895
Runx3(+),9.779666771191678,-9.990602848893838,-9.758195391492087,21.86016212023133
Rxra(+),-1.8383300681443855,-17.38137643013193,18.203905005996624,-4.113173697404648
Rxrb(+),-5.727574583419335,4.887496569130216,1.6541372284456983,-1.5024785303822257
Rxrg(+),7.0489668977761015,-13.348472247788349,1.9346140929090458,6.1980597690723975
Satb2(+),-3.475440585225825,-19.06059726759075,20.113188682992053,-1.8555100665304258
Shox2(+),17.5048412767433,-8.675181855259382,-7.194321071730802,-1.3339595767305268
Sirt6(+),-10.974906656384354,16.536324775949826,-4.994282629624256,2.592750192729183
Ski(+),27.60487012376329,-20.830453295487217,-4.770022047610178,-2.4454590141563157
Smad1(+),16.004961771205878,-19.68676947615015,-0.10721801007499697,4.643610408932107
Smad2(+),1.383031177508863,-3.1595897509182156,3.249481018993808,-4.058965041361726
Smad3(+),11.066806682545948,-3.977797770831908,-5.130183224477115,-2.697074783287297
Smad4(+),-2.401796556486577,28.6727899873371,-18.523391556229665,-4.3148911667001775
Smarcc2(+),3.134417731585469,-11.166367061068728,5.210157683284085,2.728778296387782
Snai1(+),5.705440001955451,-4.580411843180455,-0.03995323188674296,-2.5914642803142898
Sox10(+),-14.180015112609869,-51.549294012653476,70.51929163577293,-3.2849492470233925
Sox11(+),5.066393656735462,-9.146740397357833,3.886933980732052,-1.726878603832419
Sox13(+),-2.1779844154029044,-3.2423842647829533,5.478515894736615,-1.8238976851811415
Sox14(+),-7.056891493865947,-10.052864807741837,15.10206823647424,-0.40255985138973777
Sox15(+),-3.780306967430986,-5.632396034674829,8.215814332369279,-0.25781137073770866
Sox4(+),-2.107504037187913,6.949932044106357,-2.5058251590740217,-3.1203161255752803
Sox6(+),-12.901021695087563,-10.899933507000528,22.50468847752916,-2.301608456162788
Sox7(+),1.337054062744048,-2.3149607178672795,-1.8059840710701223,5.679408178199229
