,condition_tvalue,abs_tvalue
Stat3(+),-2.838955952677617,2.838955952677617
Cebpb(+),-2.5694682614512097,2.5694682614512097
Jund(+),-2.524874069099507,2.524874069099507
Elf1(+),-2.2181233000430254,2.2181233000430254
Elf2(+),-2.1105394629507006,2.1105394629507006
Pou3f1(+),2.0913878177844194,2.0913878177844194
Ube2k(+),-2.0372649995230896,2.0372649995230896
Erg(+),-2.010846091292326,2.010846091292326
Pparg(+),1.9865431787538845,1.9865431787538845
Stat5a(+),-1.849726760371278,1.849726760371278
Bclaf1(+),-1.6716816202774794,1.6716816202774794
Mtf2(+),-1.5750606120948343,1.5750606120948343
Relb(+),-1.4007798008679342,1.4007798008679342
Maf(+),1.331965647912491,1.331965647912491
Runx1(+),-1.3300275431921345,1.3300275431921345
Tcf4(+),-1.241849123141743,1.241849123141743
Tcf12(+),-1.193112701555177,1.193112701555177
Gata3(+),-0.9668516563465231,0.9668516563465231
Gatad1(+),-0.9076466743526644,0.9076466743526644
Six3(+),0.8161169641323617,0.8161169641323617
Nfia(+),-0.8095600867158858,0.8095600867158858
Nfib(+),0.808442721633895,0.808442721633895
Rreb1(+),0.7353994133740247,0.7353994133740247
E2f8(+),-0.7125035403444506,0.7125035403444506
Bptf(+),-0.711630324441546,0.711630324441546
Zbtb20(+),-0.6859041321853693,0.6859041321853693
Fli1(+),-0.6472388703416858,0.6472388703416858
Pgr(+),0.4820256217962893,0.4820256217962893
Lef1(+),-0.42771886352913563,0.42771886352913563
Ebf1(+),-0.4052029572859416,0.4052029572859416
Atf7(+),-0.3570884054310947,0.3570884054310947
Ets1(+),-0.2681747972899314,0.2681747972899314
Ikzf1(+),-0.2167317735242341,0.2167317735242341
Ep300(+),-0.14112059798852641,0.14112059798852641
Sox4(+),-0.1301564782769169,0.1301564782769169
Spi1(+),-0.12799637965848815,0.12799637965848815
Rora(+),-0.12107157030103696,0.12107157030103696
