source,target,coef_mean,coef_abs,p,-logp
Foxa1,1110019D14Rik,0.0015900382,0.0015900382,2.008248219131809e-05,4.697182609486714
Tfap2b,1110019D14Rik,0.0063525,0.0063525,1.9689734002511825e-10,9.705760150902087
Ppara,1110019D14Rik,0.009577801,0.009577801,1.2198901512524496e-08,7.913679274942292
Nr4a3,1110019D14Rik,-0.0008374168,0.0008374168,0.00010625237861965584,3.9736613388322097
Mbd1,1110019D14Rik,0.010765313,0.010765313,1.202913663725659e-06,5.919765541997705
Plagl1,1110019D14Rik,0.012931231,0.012931231,3.303533164649858e-10,9.481021328888318
Maf,1110019D14Rik,0.00055661565,0.00055661565,0.05114221257867048,1.2912204869095856
Ehf,1110019D14Rik,0.013616561,0.013616561,3.5820521978477507e-11,10.445868089879484
Egr1,1110019D14Rik,-0.00096266053,0.00096266053,0.12095441304791985,0.9173782816849337
Batf3,1110019D14Rik,-0.0005661045,0.0005661045,0.12460902252686322,0.9044505107124375
Fos,1110019D14Rik,0.004354005,0.004354005,1.4587306692729948e-06,5.836024886068215
Mlxipl,1110019D14Rik,0.013365196,0.013365196,3.008668325488906e-09,8.521625686088223
Pgr,1110019D14Rik,0.0013152666,0.0013152666,0.0012591246846130242,2.899931261823641
Pparg,1110019D14Rik,0.010550169,0.010550169,1.1436682163856025e-07,6.941699948175649
Prrx1,1110019D14Rik,0.0008802566,0.0008802566,0.016054356124632393,1.794407107545411
Pou2f2,1110019D14Rik,-0.002211918,0.002211918,0.000296597837978766,3.5278320190436916
Mef2c,1110019D14Rik,0.00093475403,0.00093475403,0.0058823615224475635,2.2304482878229597
Foxp3,1110019D14Rik,-0.0010920835,0.0010920835,0.0039210225871530915,2.406600655927874
Elf5,1110019D14Rik,0.0068147727,0.0068147727,1.93585525670573e-06,5.713127117876795
Gata3,1110019D14Rik,0.0065917037,0.0065917037,6.927424467569185e-12,11.15942820080329
Lhx6,1110019D14Rik,-0.0024354663,0.0024354663,1.083278348616447e-06,5.965259936970165
Prdm16,1110019D14Rik,0.008396835,0.008396835,4.098458497099675e-07,6.387379458423367
Hes1,1110019D14Rik,0.0012871805,0.0012871805,0.18324399781344902,0.736970241839302
Mecom,1110019D14Rik,0.0012147153,0.0012147153,0.0004781140858364886,3.320468461259354
Ar,1110019D14Rik,0.0122163985,0.0122163985,1.3888582657205457e-07,6.857342072157416
Pax5,1110019D14Rik,0.0026701577,0.0026701577,4.44183939922025e-08,7.35243714801477
Irf4,1110019D14Rik,0.006296651,0.006296651,1.8925012541594503e-06,5.7229638240211
Npas3,1110019D14Rik,0.012467243,0.012467243,5.778424908384887e-10,9.238190526080965
Trp63,1110019D14Rik,-0.00094663305,0.00094663305,0.09987243853591969,1.0005543460407156
Lhx8,1110019D14Rik,0.013913156,0.013913156,2.4762358952897013e-08,7.606207985200109
Bcl11a,1110019D14Rik,-0.00029087288,0.00029087288,0.6452967307610895,0.1902405351346469
