source,target,coef_mean,coef_abs,p,-logp
Foxa1,1110019D14Rik,0.0031692795,0.0031692795,2.4334993545907004e-11,10.613768764603435
Tfap2b,1110019D14Rik,0.00096603105,0.00096603105,0.006313021896741438,2.199762704317904
Ppara,1110019D14Rik,0.0066761137,0.0066761137,5.724491952010884e-08,7.242263050862122
Nr4a3,1110019D14Rik,0.0019857564,0.0019857564,0.011093391998123984,1.9549356404308293
Mbd1,1110019D14Rik,0.027310692,0.027310692,3.2317217353362523e-13,12.49056604084628
Plagl1,1110019D14Rik,0.0059120394,0.0059120394,1.8957583199449262e-07,6.7222170293420636
Maf,1110019D14Rik,-0.0014997768,0.0014997768,0.24992704862079165,0.6021867393474972
Ehf,1110019D14Rik,0.006062587,0.006062587,2.754282351799918e-08,7.5599915406429545
Egr1,1110019D14Rik,-0.0016855755,0.0016855755,0.0013410244178950752,2.872563314273275
Batf3,1110019D14Rik,0.003097464,0.003097464,2.192260664930502e-05,4.659107808485804
Fos,1110019D14Rik,-0.00061281753,0.00061281753,0.07386816901018191,1.1315426658176435
Mlxipl,1110019D14Rik,0.004804695,0.004804695,0.00014286115018462267,3.8450858576636398
Pgr,1110019D14Rik,0.0012629441,0.0012629441,1.1547086366879496e-12,11.937527585851209
Pparg,1110019D14Rik,-0.0020003342,0.0020003342,0.01568143408880945,1.804614223005094
Prrx1,1110019D14Rik,0.0005547493,0.0005547493,0.5799853763875469,0.23658295649612981
Pou2f2,1110019D14Rik,0.013937888,0.013937888,5.422552190029984e-10,9.265796259372237
Mef2c,1110019D14Rik,-0.0054713064,0.0054713064,1.7405142343648172e-06,5.759322420595255
Foxp3,1110019D14Rik,-0.0037026014,0.0037026014,5.8202390239981824e-08,7.235059179495838
Elf5,1110019D14Rik,0.004900234,0.004900234,2.1116254761527258e-08,7.675383107001726
Gata3,1110019D14Rik,-0.00012517924,0.00012517924,0.7534534959482807,0.12294354769747101
Lhx6,1110019D14Rik,-0.0042028166,0.0042028166,1.019549300719792e-05,4.991591768892333
Prdm16,1110019D14Rik,0.021929186,0.021929186,1.4881288108703956e-12,11.827359475087842
Hes1,1110019D14Rik,0.013077368,0.013077368,2.4442289399728012e-09,8.611858118106131
Mecom,1110019D14Rik,0.0094898855,0.0094898855,7.761368135053276e-09,8.110061716740253
Ar,1110019D14Rik,0.006913214,0.006913214,4.246686156839246e-08,7.3719498335205715
Pax5,1110019D14Rik,-0.0026829473,0.0026829473,0.0044525974088337195,2.3513865707628145
Irf4,1110019D14Rik,0.0027835977,0.0027835977,0.014788673413441887,1.8300707817205792
Npas3,1110019D14Rik,0.014024345,0.014024345,4.331388292761336e-14,13.36337288164889
Trp63,1110019D14Rik,0.0014265972,0.0014265972,0.04544169592445739,1.342545468738732
Lhx8,1110019D14Rik,0.00024722208,0.00024722208,0.7151051831830592,0.14563007412016607
Bcl11a,1110019D14Rik,0.0038501816,0.0038501816,0.0006541082373498951,3.184350381653726
Ppargc1a,1110019D14Rik,-0.0018758504,0.0018758504,0.020985938883003354,1.6780715962601518
Ebf3,1110019D14Rik,0.0022692976,0.0022692976,0.006072013226799175,2.21666729107838
Esr1,1700111E14Rik,0.0052395468,0.0052395468,3.2200225757757815e-18,17.492141083428244
Mef2c,1700113H08Rik,0.00057028246,0.00057028246,0.06321583278467376,1.199174136434926
Foxa1,1700113H08Rik,-0.0011099438,0.0011099438,1.0334548853523334e-12,11.985708477401655
Tfap2b,1700113H08Rik,0.00061190093,0.00061190093,0.0002847235828564961,3.5455765599683313
Pax5,1700113H08Rik,0.00068025,0.00068025,0.0001460767484032223,3.8354189068843567
Myb,1700113H08Rik,0.0010173253,0.0010173253,1.5219707469677667e-05,4.817593694840459
Fos,1700113H08Rik,-0.00048839266,0.00048839266,0.002859858444250063,2.5436554628158974
Ppara,1700113H08Rik,9.112802e-06,9.112802e-06,0.9225432465864434,0.035013266021340896
Plagl1,1700113H08Rik,0.0031995268,0.0031995268,3.242697752237241e-11,10.489093529480849
Pparg,1700113H08Rik,0.0032164734,0.0032164734,1.0951021237006751e-10,9.960545378822403
Lef1,1700113H08Rik,0.0010104183,0.0010104183,0.00036459083483795027,3.438194252930997
Ppargc1a,1700113H08Rik,0.0018686648,0.0018686648,2.621345071705194e-07,6.581475805122423
Hes1,1700113H08Rik,-0.0038783432,0.0038783432,2.0534231621214045e-13,12.687521543548588
Egr1,1700113H08Rik,0.0015095078,0.0015095078,2.123408648399102e-08,7.672966418143785
Creb5,1700113H08Rik,-0.00028847883,0.00028847883,1.2106925117056146e-07,6.916966143748924
Zbtb7c,1700113H08Rik,-0.00012129456,0.00012129456,0.711430722122666,0.1478673843565152
Pou2f2,1700113H08Rik,-0.0021229726,0.0021229726,4.969058958824578e-07,6.30372585023771
Erg,2810004N23Rik,0.0030521553,0.0030521553,0.0001239002528529867,3.9069278073241396
Esrrb,2810004N23Rik,-9.301658e-05,9.301658e-05,0.5386317158054581,0.2687080779691238
Foxa1,2810004N23Rik,-0.0017568899,0.0017568899,3.520572623473176e-08,7.45338669249092
Tfap2b,2810004N23Rik,0.006182924,0.006182924,1.885303936366484e-13,12.724618625698865
Ppara,2810004N23Rik,0.01516704,0.01516704,1.1401865793902332e-05,4.943024075181621
Nr4a3,2810004N23Rik,0.004298326,0.004298326,1.5103255510846416e-07,6.820929430322227
Mbd1,2810004N23Rik,-0.007417479,0.007417479,2.040653641792023e-07,6.69023070141975
Plagl1,2810004N23Rik,0.012745761,0.012745761,1.1784534728300353e-08,7.928687559420575
Maf,2810004N23Rik,0.008676795,0.008676795,1.3641325382512767e-08,7.865143431853438
Esr1,2810004N23Rik,0.01189215,0.01189215,9.74978881320804e-09,8.01100479130164
Ehf,2810004N23Rik,0.018694567,0.018694567,3.4831066120770653e-13,12.458033232309445
Egr1,2810004N23Rik,0.011958292,0.011958292,2.152426372472551e-14,13.667071695426353
Lmx1b,2810004N23Rik,0.007886345,0.007886345,1.0359941939847427e-11,10.984642678497595
Mlxipl,2810004N23Rik,0.016500045,0.016500045,9.46566792805864e-09,8.023848735399547
Stat4,2810004N23Rik,0.012337087,0.012337087,2.3822616190520206e-11,10.62301054618171
Fos,2810004N23Rik,0.0059946743,0.0059946743,9.995863779482988e-08,7.00017967093514
Esrrg,2810004N23Rik,0.015099547,0.015099547,4.0680220893344734e-11,10.390616697526573
Pgr,2810004N23Rik,0.001981803,0.001981803,2.7615182038146584e-09,8.558852089579467
Pparg,2810004N23Rik,0.013230157,0.013230157,1.292120975381462e-09,8.888696823429907
Prrx1,2810004N23Rik,0.000798765,0.000798765,0.1956957227971736,0.7084186663495879
Mef2c,2810004N23Rik,0.005160164,0.005160164,1.8316165382470246e-08,7.737165443743927
Foxp3,2810004N23Rik,0.0062245396,0.0062245396,1.2433369826141266e-09,8.905411148224498
Elf5,2810004N23Rik,0.019998984,0.019998984,1.4338859713260396e-13,12.84348538422814
Prdm16,2810004N23Rik,-0.0024791644,0.0024791644,0.02984416191072337,1.525140612539061
