source,target,coef_mean,coef_abs,p,-logp
Foxa1,1110019D14Rik,-9.609648e-05,9.609648e-05,0.1616469409040495,0.7914325098031949
Tfap2b,1110019D14Rik,0.0072344425,0.0072344425,4.4964358704921425e-08,7.347131596243627
Ppara,1110019D14Rik,0.001883407,0.001883407,3.5531589656562615e-06,5.449385362067961
Nr4a3,1110019D14Rik,-0.00010389833,0.00010389833,0.6569479329740049,0.182469049493704
Mbd1,1110019D14Rik,0.0067965495,0.0067965495,3.498916367741861e-07,6.456066438043614
Plagl1,1110019D14Rik,0.0040476457,0.0040476457,1.7372916851380625e-10,9.76012725892136
Maf,1110019D14Rik,9.0388705e-05,9.0388705e-05,0.7586355953402475,0.1199667839675562
Ehf,1110019D14Rik,0.008522778,0.008522778,1.0723776029313282e-09,8.969652265021972
Egr1,1110019D14Rik,-0.00022942742,0.00022942742,0.6471571023570142,0.18899027821142916
Batf3,1110019D14Rik,0.0009767432,0.0009767432,0.0011238078172433612,2.9493079512642124
Fos,1110019D14Rik,0.0016161979,0.0016161979,0.0030460801237436356,2.516258677217286
Mlxipl,1110019D14Rik,0.0026066422,0.0026066422,2.398078137344501e-06,5.6201366702510605
Pgr,1110019D14Rik,0.0009830941,0.0009830941,2.4911973718553335e-11,10.60359186294444
Pparg,1110019D14Rik,4.9986553e-05,4.9986553e-05,0.8703466466991598,0.060307739606302244
Prrx1,1110019D14Rik,0.0013976019,0.0013976019,0.00032943002640275,3.482236818928503
Pou2f2,1110019D14Rik,-0.0005141238,0.0005141238,0.10415932832489866,0.9823018293301332
Mef2c,1110019D14Rik,0.00081898674,0.00081898674,0.13144256139384097,0.8812639864843421
Foxp3,1110019D14Rik,-0.00095316453,0.00095316453,0.00012770677752889535,3.8937860536739923
Elf5,1110019D14Rik,0.012018588,0.012018588,5.703648466928212e-11,10.243847249211225
Gata3,1110019D14Rik,0.0064183865,0.0064183865,2.788851698884624e-10,9.554574579340436
Lhx6,1110019D14Rik,0.00070114154,0.00070114154,0.0005051017694643801,3.296621110071554
Prdm16,1110019D14Rik,0.0024983033,0.0024983033,6.6455474273144715e-06,5.1774692382171805
Hes1,1110019D14Rik,0.0011325565,0.0011325565,0.14721681197594508,0.8320425912793316
Mecom,1110019D14Rik,0.00093893876,0.00093893876,0.0013764886511491914,2.861227364919834
Ar,1110019D14Rik,0.0023820503,0.0023820503,6.7302456527244305e-09,8.171969083818274
Pax5,1110019D14Rik,0.00015850874,0.00015850874,0.7368265566957359,0.13263472969154222
Irf4,1110019D14Rik,0.00056851504,0.00056851504,0.08390812036476444,1.076196007479349
Npas3,1110019D14Rik,0.01233894,0.01233894,3.5568473274622696e-13,12.448934775877946
Trp63,1110019D14Rik,0.0034168172,0.0034168172,0.0009476605285631359,3.023347207994179
Lhx8,1110019D14Rik,0.0004071411,0.0004071411,2.6331135348284503e-05,4.579530414541307
Bcl11a,1110019D14Rik,0.0079101045,0.0079101045,6.293822906456635e-06,5.20108548128786
Ppargc1a,1110019D14Rik,0.00072637864,0.00072637864,0.0002876237033611955,3.5411753261654457
Ebf3,1110019D14Rik,0.0031075932,0.0031075932,1.8058667970981515e-07,6.743314286923239
Esr1,1700111E14Rik,0.008985771,0.008985771,1.1699796965367665e-08,7.931821674799612
Mef2c,1700113H08Rik,-0.0004828408,0.0004828408,1.799903426889617e-08,7.7447507961711874
Foxa1,1700113H08Rik,2.2357735e-05,2.2357735e-05,0.0402702635681746,1.3950155279334364
Tfap2b,1700113H08Rik,0.00024183725,0.00024183725,2.581757467131966e-06,5.588084558209625
Pax5,1700113H08Rik,-0.0005758682,0.0005758682,4.012179813507334e-09,8.396619611478124
Myb,1700113H08Rik,0.0002786453,0.0002786453,0.006962773527115499,2.157217730563842
Fos,1700113H08Rik,0.0004672201,0.0004672201,2.998886163753399e-05,4.523040019532923
