source,target,coef_mean,coef_abs,p,-logp
Foxa1,1110019D14Rik,0.013154572,0.013154572,1.0953357221496173e-10,9.960452748467302
Tfap2b,1110019D14Rik,0.023019128,0.023019128,1.1596651475012453e-15,14.935667394899
Ppara,1110019D14Rik,0.004387028,0.004387028,1.703403560316352e-07,6.76868244936235
Nr4a3,1110019D14Rik,0.0007973985,0.0007973985,0.001943626539798673,2.711387179371626
Mbd1,1110019D14Rik,0.015692238,0.015692238,5.682712069053657e-08,7.245444348176463
Plagl1,1110019D14Rik,0.004709298,0.004709298,3.746857375003844e-07,6.426332838111887
Maf,1110019D14Rik,-0.001057222,0.001057222,0.041440702085990724,1.382572895408367
Ehf,1110019D14Rik,0.008918153,0.008918153,2.412378412614588e-08,7.617554566506967
Egr1,1110019D14Rik,-0.007665269,0.007665269,2.664553944310182e-10,9.574375482974546
Batf3,1110019D14Rik,0.00030025363,0.00030025363,0.41368087700804235,0.3833345545258976
Fos,1110019D14Rik,0.004918452,0.004918452,4.758945052266874e-05,4.322489309623402
Mlxipl,1110019D14Rik,0.00573348,0.00573348,5.3270542004431386e-08,7.273512884436567
Pgr,1110019D14Rik,0.019709209,0.019709209,3.6270409756648998e-12,11.440447538049387
Pparg,1110019D14Rik,0.0047171954,0.0047171954,4.0139400349360494e-07,6.396429119813383
Prrx1,1110019D14Rik,0.0046715164,0.0046715164,1.2882098585258486e-06,5.890013381560334
Pou2f2,1110019D14Rik,9.053508e-05,9.053508e-05,0.8534410530370766,0.06882647012605698
Mef2c,1110019D14Rik,0.0049130283,0.0049130283,1.9755648208954228e-05,4.704308715972235
Foxp3,1110019D14Rik,0.0018820452,0.0018820452,3.349183919910204e-06,5.475061002591843
Elf5,1110019D14Rik,0.012941414,0.012941414,8.595410115656535e-10,9.065733396845763
Gata3,1110019D14Rik,0.024574805,0.024574805,4.8687056529457923e-14,13.312586480776664
Lhx6,1110019D14Rik,0.0005240358,0.0005240358,0.2775801152721676,0.5566116482203615
Prdm16,1110019D14Rik,0.0024212785,0.0024212785,0.0013408698583113586,2.8726133717084266
Hes1,1110019D14Rik,-0.0049164416,0.0049164416,2.316497992229534e-05,4.63516807187525
Mecom,1110019D14Rik,0.002736181,0.002736181,1.9055101361614657e-08,7.719988736701689
Ar,1110019D14Rik,0.009939581,0.009939581,5.926573034588787e-08,7.2271963593142585
Pax5,1110019D14Rik,-0.0005101582,0.0005101582,0.5059318794975189,0.2959079542074642
Irf4,1110019D14Rik,-0.003632311,0.003632311,1.6126451587423625e-08,7.792461182861101
Npas3,1110019D14Rik,0.008904149,0.008904149,1.303948516420543e-07,6.884739555441414
Trp63,1110019D14Rik,0.0077233803,0.0077233803,7.622646034255365e-08,7.1178942466918365
Lhx8,1110019D14Rik,0.0018144674,0.0018144674,0.011375764991953596,1.9440193884631123
Bcl11a,1110019D14Rik,0.0029898158,0.0029898158,0.05365823915553393,1.2703635832030762
Ppargc1a,1110019D14Rik,-0.0008192583,0.0008192583,0.034640296767827566,1.4604183959826982
Ebf3,1110019D14Rik,0.003274631,0.003274631,1.2894286572030587e-05,4.88960268194029
Esr1,1700111E14Rik,0.042819753,0.042819753,8.648430220328873e-18,17.06306271432909
Mef2c,1700113H08Rik,-0.00040017848,0.00040017848,0.0014437167703129357,2.840517998702003
Foxa1,1700113H08Rik,-0.00011664677,0.00011664677,0.18731167702875892,0.7274351478192099
Tfap2b,1700113H08Rik,-0.0003194012,0.0003194012,0.0040535455309915645,2.392164944455675
Pax5,1700113H08Rik,-0.00078018697,0.00078018697,1.9521159500268462e-07,6.709494390070304
Myb,1700113H08Rik,0.0010793413,0.0010793413,1.3981154251104298e-08,7.85445697278259
Fos,1700113H08Rik,-5.4684815e-06,5.4684815e-06,0.9588299463568903,0.018258410459772213
Ppara,1700113H08Rik,3.6659553e-06,3.6659553e-06,0.9005891619081116,0.04547328383524899
Plagl1,1700113H08Rik,0.0008696185,0.0008696185,0.0012971734686347814,2.887001942625758
Pparg,1700113H08Rik,-0.00015845693,0.00015845693,0.37498383960300197,0.425987448332207
Lef1,1700113H08Rik,0.0012549569,0.0012549569,4.5366200209339155e-10,9.343267594928925
Ppargc1a,1700113H08Rik,-0.000103029655,0.000103029655,0.44774807495405156,0.3489662726785513
Hes1,1700113H08Rik,-0.00088784925,0.00088784925,4.4383119178505e-07,6.352782179471956
Egr1,1700113H08Rik,-0.00039768737,0.00039768737,3.2401258203664343e-06,5.489438124969348
Creb5,1700113H08Rik,-0.0001256948,0.0001256948,0.2407442201673142,0.618444130702176
Zbtb7c,1700113H08Rik,-0.0002503271,0.0002503271,0.018644533036995467,1.7294484893204114
Pou2f2,1700113H08Rik,0.0006907805,0.0006907805,0.0008386665489922124,3.0764106788828816
Erg,2810004N23Rik,-0.0018035672,0.0018035672,0.023540726628640325,1.6281801359726822
Esrrb,2810004N23Rik,0.007699047,0.007699047,0.0005898251606573165,3.229276705331921
Foxa1,2810004N23Rik,0.009092188,0.009092188,1.257700272757695e-06,5.900422844897755
Tfap2b,2810004N23Rik,0.005003843,0.005003843,1.5947524697365314e-05,4.797306716600536
Ppara,2810004N23Rik,0.0024681354,0.0024681354,0.00856931883377937,2.0670536983204477
Nr4a3,2810004N23Rik,0.0026527992,0.0026527992,1.2541408606017407e-06,5.901653682367784
Mbd1,2810004N23Rik,0.02036204,0.02036204,0.00021270473196473758,3.672222848398565
Plagl1,2810004N23Rik,0.015623227,0.015623227,6.0537071409989036e-09,8.217978592650102
Maf,2810004N23Rik,-0.0006472309,0.0006472309,0.37206751330653076,0.42937824830052557
Esr1,2810004N23Rik,0.006624454,0.006624454,1.573552308562481e-07,6.803118815545519
Ehf,2810004N23Rik,0.0060366346,0.0060366346,0.0022922421702946554,2.639739502033271
Egr1,2810004N23Rik,0.010770433,0.010770433,1.972775585618833e-11,10.704922315391808
Lmx1b,2810004N23Rik,0.0024527647,0.0024527647,0.15459462114745423,0.8108056206804221
Mlxipl,2810004N23Rik,0.0034262638,0.0034262638,0.0008661447144062408,3.0624095405260134
Stat4,2810004N23Rik,0.013172531,0.013172531,2.0141866114053153e-17,16.695900295178053
Fos,2810004N23Rik,0.018216867,0.018216867,5.076623223948371e-06,5.294425067801262
Esrrg,2810004N23Rik,0.019362982,0.019362982,3.64752229835595e-11,10.438002044458953
Pgr,2810004N23Rik,0.0061087664,0.0061087664,7.878781388208726e-07,6.103540949680869
Pparg,2810004N23Rik,-0.001365078,0.001365078,0.034885577682044526,1.457354080996519
Prrx1,2810004N23Rik,0.0034056436,0.0034056436,0.004433034532498783,2.3532988856157897
Mef2c,2810004N23Rik,-0.0016977243,0.0016977243,0.09602440831213958,1.017618360211362
Foxp3,2810004N23Rik,-0.001182926,0.001182926,0.041080118115563,1.3863683163682479
Elf5,2810004N23Rik,0.020044534,0.020044534,7.1761322440054e-09,8.144109566575919
Prdm16,2810004N23Rik,0.007107286,0.007107286,6.534176739220321e-07,6.184809122717938
Hes1,2810004N23Rik,0.032974068,0.032974068,2.6873256004488173e-12,11.570679710600189
Ar,2810004N23Rik,0.007357458,0.007357458,6.652009739475659e-09,8.177047123583991
Mybl1,2810004N23Rik,-0.0036880334,0.0036880334,1.9926800187686678e-07,6.700562433983885
Pax5,2810004N23Rik,-0.00298845,0.00298845,9.27246635884935e-05,4.032804733646977
Npas3,2810004N23Rik,0.005039326,0.005039326,0.05287521299581057,1.2767478701564967
Trp63,2810004N23Rik,0.0129752625,0.0129752625,1.0360148597476055e-07,6.9846340153821895
Fli1,2810004N23Rik,0.00426271,0.00426271,2.6335692164652184e-05,4.5794552628641725
