source,target,coef_mean,coef_abs,p,-logp
Foxa1,1110019D14Rik,0.020161066,0.020161066,3.125130725293857e-08,7.505131811252281
Tfap2b,1110019D14Rik,0.046016734,0.046016734,7.874480357382496e-10,9.103778095997727
Ppara,1110019D14Rik,0.010725056,0.010725056,4.851658031637535e-09,8.314109817905775
Nr4a3,1110019D14Rik,0.008216599,0.008216599,2.1964926939974013e-08,7.658270236952219
Mbd1,1110019D14Rik,0.015742023,0.015742023,0.0010586556190596435,2.9752452930236113
Plagl1,1110019D14Rik,0.020894185,0.020894185,4.92636119214365e-09,8.307473749621506
Maf,1110019D14Rik,0.003678079,0.003678079,0.28911337850631347,0.5389318112105792
Ehf,1110019D14Rik,0.013515791,0.013515791,0.0006496943397117698,3.1872909168927084
Egr1,1110019D14Rik,-0.00959487,0.00959487,2.6298446875773176e-13,12.58006989916038
Batf3,1110019D14Rik,0.016530916,0.016530916,4.666299927337871e-09,8.331027350282605
Fos,1110019D14Rik,0.011736054,0.011736054,3.9402071892301165e-06,5.404480940922255
Mlxipl,1110019D14Rik,0.014574152,0.014574152,8.05262030373313e-12,11.094062778230448
Pgr,1110019D14Rik,0.013246018,0.013246018,6.603088114109873e-05,4.18025290729819
Pparg,1110019D14Rik,0.0030930429,0.0030930429,0.00018344062814850244,3.736504471138119
Prrx1,1110019D14Rik,0.0036762094,0.0036762094,0.00658974647649632,2.1811312934449334
Pou2f2,1110019D14Rik,0.0075817658,0.0075817658,0.0017692715741465987,2.752205499989657
Mef2c,1110019D14Rik,0.005443724,0.005443724,0.0018837842228724385,2.7249688447398746
Foxp3,1110019D14Rik,0.0109192785,0.0109192785,5.029899851550198e-05,4.298440661932564
Elf5,1110019D14Rik,0.021481322,0.021481322,1.6205975854523526e-10,9.790324812488945
Gata3,1110019D14Rik,0.012287372,0.012287372,0.002967996188741746,2.527536661078149
Lhx6,1110019D14Rik,0.011293918,0.011293918,1.8142650521532152e-08,7.741299265082598
Prdm16,1110019D14Rik,-0.0010488618,0.0010488618,0.4810741091671551,0.317788015677787
Hes1,1110019D14Rik,-0.027562056,0.027562056,1.2808640257088028e-13,12.892496971753138
Mecom,1110019D14Rik,0.0016582165,0.0016582165,0.0873468985491957,1.0587525110231575
Ar,1110019D14Rik,0.021304218,0.021304218,9.888290300020504e-12,11.004878792068537
Pax5,1110019D14Rik,0.000106504136,0.000106504136,0.9207869834585789,0.035840828661571365
Irf4,1110019D14Rik,-0.016123435,0.016123435,1.8748435453345116e-05,4.727034968060474
Npas3,1110019D14Rik,0.018087609,0.018087609,2.5772366056563186e-11,10.588845708801074
Trp63,1110019D14Rik,0.0018823221,0.0018823221,0.020456739776240473,1.689163579324223
Lhx8,1110019D14Rik,-0.00020731018,0.00020731018,0.464088217404906,0.33339945761197565
Bcl11a,1110019D14Rik,0.009682968,0.009682968,0.0036960511315536665,2.432262029335587
Ppargc1a,1110019D14Rik,0.013059947,0.013059947,0.0005895049465665476,3.229512546366105
Ebf3,1110019D14Rik,0.0066483314,0.0066483314,2.07282668225294e-05,4.683437009574222
Esr1,1700111E14Rik,0.016294086,0.016294086,1.2050178879948658e-07,6.919006506118324
Mef2c,1700113H08Rik,-0.0002852605,0.0002852605,0.0004787005696147504,3.3199360557426267
Foxa1,1700113H08Rik,0.00090600346,0.00090600346,0.0002618412433643812,3.5819619454291702
Tfap2b,1700113H08Rik,0.0024121837,0.0024121837,9.44764345649094e-16,15.024676504873833
Pax5,1700113H08Rik,-0.00034601105,0.00034601105,6.026959012260987e-06,5.219901762042858
Myb,1700113H08Rik,-0.0005911977,0.0005911977,0.00021020324298579913,3.6773605880224625
Fos,1700113H08Rik,0.00039437375,0.00039437375,1.1814874224454893e-06,5.927570897299995
Ppara,1700113H08Rik,0.0007038737,0.0007038737,0.0001482629401431586,3.8289673918084426
Plagl1,1700113H08Rik,0.00015855723,0.00015855723,0.3534902400244049,0.45162257270742096
Pparg,1700113H08Rik,0.00061892136,0.00061892136,1.2210718077331684e-06,5.913258795690429
Lef1,1700113H08Rik,0.00053534465,0.00053534465,0.0036304729930223627,2.4400367895981465
Ppargc1a,1700113H08Rik,0.00041547086,0.00041547086,0.0021113573506291033,2.6754382554313074
Hes1,1700113H08Rik,-0.00052519335,0.00052519335,2.6219311015083264e-09,8.581378724784717
Egr1,1700113H08Rik,0.00010778826,0.00010778826,0.0006100142890411398,3.214659991908844
Creb5,1700113H08Rik,3.1398595e-06,3.1398595e-06,0.9654109983166972,0.015287757846885712
Zbtb7c,1700113H08Rik,0.000113737355,0.000113737355,0.18433875522956975,0.7343833494638562
Pou2f2,1700113H08Rik,0.0011215119,0.0011215119,3.418369194856018e-15,14.46618103388274
Erg,2810004N23Rik,0.008833113,0.008833113,0.00021814090845403988,3.6612628825649494
Esrrb,2810004N23Rik,0.012377575,0.012377575,7.706450023135197e-05,4.113145633675245
Foxa1,2810004N23Rik,0.011918443,0.011918443,2.156725863831526e-06,5.666205053502641
Tfap2b,2810004N23Rik,0.0095205065,0.0095205065,4.992223757249259e-05,4.301705957307839
Ppara,2810004N23Rik,0.00095044257,0.00095044257,0.13106049962789496,0.882528180762421
Nr4a3,2810004N23Rik,-0.0062998803,0.0062998803,1.2413852990204293e-08,7.9060934020085485
Mbd1,2810004N23Rik,0.016296828,0.016296828,0.009857424519401334,2.006236539736149
Plagl1,2810004N23Rik,0.023392089,0.023392089,1.5224535961363683e-06,5.817455935640268
Maf,2810004N23Rik,0.005899289,0.005899289,5.654753391852004e-07,6.247586330242187
Esr1,2810004N23Rik,-0.003028457,0.003028457,0.012638809588773533,1.8982938290103508
Ehf,2810004N23Rik,0.007767838,0.007767838,0.013293298036759769,1.8763672582240374
Egr1,2810004N23Rik,0.0028901307,0.0028901307,0.0003812436446688623,3.4187973872733517
Lmx1b,2810004N23Rik,-0.009276579,0.009276579,0.08775020655343096,1.056751852583965
Mlxipl,2810004N23Rik,-0.0054839645,0.0054839645,2.1645010089320863e-07,6.664642207414449
Stat4,2810004N23Rik,0.039718557,0.039718557,4.578882615676941e-14,13.33924048991131
Fos,2810004N23Rik,-0.003988754,0.003988754,0.01510393491388879,1.820909894510509
Esrrg,2810004N23Rik,0.014459613,0.014459613,0.00019539030640681223,3.7090969860545973
Pgr,2810004N23Rik,0.012607913,0.012607913,1.8741975698992577e-05,4.727184629566512
Pparg,2810004N23Rik,-0.0024690647,0.0024690647,0.00024763987788137075,3.606179418822676
Prrx1,2810004N23Rik,0.0015243362,0.0015243362,0.18670233863326896,0.7288502420446934
Mef2c,2810004N23Rik,-0.0039837,0.0039837,0.0003048896276131588,3.5158573501409927
Foxp3,2810004N23Rik,-0.00952085,0.00952085,2.375665340661737e-07,6.6242147383291
Elf5,2810004N23Rik,0.02977068,0.02977068,6.318205530316367e-12,11.199406250664104
Prdm16,2810004N23Rik,-0.022219244,0.022219244,2.749355508584371e-12,11.560769099576722
Hes1,2810004N23Rik,0.04169661,0.04169661,7.291224644305678e-17,16.1371995208458
Ar,2810004N23Rik,0.00629256,0.00629256,6.344118184267169e-07,6.197628735164445
Mybl1,2810004N23Rik,-0.001326612,0.001326612,0.3014861931095178,0.5207325720599796
Pax5,2810004N23Rik,-0.0018894471,0.0018894471,0.0747487689940545,1.1263959551572653
Npas3,2810004N23Rik,0.012308048,0.012308048,9.558546756996083e-06,5.019608131091335
Trp63,2810004N23Rik,0.0049043414,0.0049043414,4.418151251526318e-06,5.354759420520069
Fli1,2810004N23Rik,0.012529808,0.012529808,7.218866033520605e-08,7.1415310176744855
