source,target,coef_mean,coef_abs,p,-logp
Foxa1,1110019D14Rik,0.03125812,0.03125812,1.827298863050113e-05,4.738190415997937
Tfap2b,1110019D14Rik,0.030890953,0.030890953,3.352913185652762e-05,4.474577691271466
Ppara,1110019D14Rik,0.004998047,0.004998047,0.0056125774836316665,2.2508376503571923
Nr4a3,1110019D14Rik,-0.0074213664,0.0074213664,0.0015934108907490082,2.797672218815968
Mbd1,1110019D14Rik,0.054054346,0.054054346,6.57468828911332e-11,10.182124832576164
Plagl1,1110019D14Rik,0.04045593,0.04045593,3.1039356948424644e-12,11.508087284728399
Maf,1110019D14Rik,0.020818166,0.020818166,1.6427908547261232e-05,4.784417723491282
Ehf,1110019D14Rik,0.008866996,0.008866996,6.56740657080201e-05,4.182606096855368
Egr1,1110019D14Rik,-0.0013131297,0.0013131297,0.20960686222052932,0.678594503292677
Batf3,1110019D14Rik,-0.0046803784,0.0046803784,0.000865353474724212,3.062806458124708
Fos,1110019D14Rik,0.023846326,0.023846326,1.678940538883085e-08,7.774964684500571
Mlxipl,1110019D14Rik,0.017280264,0.017280264,2.5578006947944865e-09,8.592133298998558
Pgr,1110019D14Rik,-0.025590759,0.025590759,4.370356808920157e-09,8.359483104489705
Pparg,1110019D14Rik,0.02826676,0.02826676,1.0403725214414284e-12,11.982811127010532
Prrx1,1110019D14Rik,-0.0046944674,0.0046944674,0.00039993243455426505,3.398013373118964
Pou2f2,1110019D14Rik,-0.006220914,0.006220914,0.009058469900244087,2.0429451544203556
Mef2c,1110019D14Rik,0.010206478,0.010206478,6.867237869971593e-07,6.163217909089429
Foxp3,1110019D14Rik,0.009913183,0.009913183,1.33014477162376e-05,4.876101088284293
Elf5,1110019D14Rik,-0.0018220724,0.0018220724,0.1092166996687153,0.9617109511965685
Gata3,1110019D14Rik,0.02083169,0.02083169,1.066115297287023e-05,4.972195825076978
Lhx6,1110019D14Rik,0.003957616,0.003957616,0.00037130540069055224,3.4302687338520865
Prdm16,1110019D14Rik,0.008689289,0.008689289,0.00013057776460573863,3.8841307704666024
Hes1,1110019D14Rik,-0.005360097,0.005360097,0.0034977915060220273,2.4562060812160458
Mecom,1110019D14Rik,-0.0076045394,0.0076045394,1.2929205820883236e-06,5.8884281509278695
Ar,1110019D14Rik,0.009575338,0.009575338,0.016197820289447055,1.7905434237262563
Pax5,1110019D14Rik,0.0041530197,0.0041530197,0.0017052695104377356,2.768206972890803
Irf4,1110019D14Rik,0.019958088,0.019958088,1.1236812863337359e-06,5.949356851769057
Npas3,1110019D14Rik,0.0041671917,0.0041671917,0.04876582964178956,1.3118843828336895
Trp63,1110019D14Rik,0.016173456,0.016173456,4.910402331611149e-07,6.308882922695729
Lhx8,1110019D14Rik,0.015282895,0.015282895,2.795427151483556e-05,4.553551820923084
Bcl11a,1110019D14Rik,0.013787412,0.013787412,4.529595484043425e-06,5.343940580965549
Ppargc1a,1110019D14Rik,0.032700434,0.032700434,1.2787601674107615e-09,8.893210900194477
