source,target,coef_mean,coef_abs,p,-logp
Foxa1,1110019D14Rik,0.00086680474,0.00086680474,0.0018858648615694628,2.7244894314170587
Tfap2b,1110019D14Rik,0.021986192,0.021986192,8.182368699416312e-13,12.087120954987448
Ppara,1110019D14Rik,0.009645532,0.009645532,3.853409962473706e-10,9.414154784143307
Nr4a3,1110019D14Rik,0.0028201533,0.0028201533,2.83724302410096e-07,6.547103463109435
Mbd1,1110019D14Rik,0.013078716,0.013078716,2.0845373397531564e-05,4.680990321068502
Plagl1,1110019D14Rik,0.0127220275,0.0127220275,6.580095762465695e-10,9.181767785898538
Maf,1110019D14Rik,0.0012709246,0.0012709246,0.23432950072362507,0.6301730328073464
Ehf,1110019D14Rik,0.017141389,0.017141389,1.0462591863141908e-10,9.980360715810585
Egr1,1110019D14Rik,-0.0034342872,0.0034342872,3.462962964376242e-05,4.460552153109228
Batf3,1110019D14Rik,0.0014030449,0.0014030449,0.01804201724375073,1.7437149064364568
Fos,1110019D14Rik,0.00026128988,0.00026128988,0.6536999069967537,0.18462157682205735
Mlxipl,1110019D14Rik,0.014003552,0.014003552,1.1631808742104512e-07,6.934352747383551
Pgr,1110019D14Rik,0.0015297153,0.0015297153,1.507727167868971e-09,8.821677239506716
Pparg,1110019D14Rik,0.007934505,0.007934505,1.0692270004194967e-07,6.9709300828512095
Prrx1,1110019D14Rik,-0.0023526978,0.0023526978,1.4173288519281754e-05,4.8485293720475715
Pou2f2,1110019D14Rik,0.003291149,0.003291149,1.403581843076373e-05,4.852762258512162
Mef2c,1110019D14Rik,-0.0031195893,0.0031195893,0.00014958065241934935,3.8251245768653215
Foxp3,1110019D14Rik,-0.004040318,0.004040318,1.493752536569359e-11,10.82572134422351
Elf5,1110019D14Rik,0.018971004,0.018971004,2.6941106374178715e-11,10.569584573337066
Gata3,1110019D14Rik,0.011756566,0.011756566,1.4520777969900135e-10,9.838010115110878
Lhx6,1110019D14Rik,0.0010197023,0.0010197023,0.02745910738858004,1.5613135844523176
Prdm16,1110019D14Rik,0.0029267694,0.0029267694,0.003044876264146046,2.516430351270992
Hes1,1110019D14Rik,-0.018603891,0.018603891,2.969882536404767e-11,10.527260727383144
Mecom,1110019D14Rik,0.0007399001,0.0007399001,0.0033274087221714,2.4778938493021228
Ar,1110019D14Rik,0.012606071,0.012606071,9.95082203294857e-08,7.00214104089979
Pax5,1110019D14Rik,0.00051016913,0.00051016913,0.4041416802880089,0.3934663572148041
Irf4,1110019D14Rik,-0.001524651,0.001524651,0.04228108708222663,1.3738538551455213
Npas3,1110019D14Rik,0.007308844,0.007308844,4.692525530645208e-06,5.328593355832206
Trp63,1110019D14Rik,-0.00066723383,0.00066723383,0.13268449614030287,0.8771798204217794
Lhx8,1110019D14Rik,0.005803489,0.005803489,0.00048612571866619444,3.3132514018027623
Bcl11a,1110019D14Rik,0.005294476,0.005294476,0.0033139958664244744,2.479648037615584
Ppargc1a,1110019D14Rik,0.0014150968,0.0014150968,0.013490336007388548,1.8699772331051603
Ebf3,1110019D14Rik,0.0070388815,0.0070388815,1.0172914847582042e-05,4.9925545907504585
Esr1,1700111E14Rik,0.023640823,0.023640823,6.3569965198568835e-18,17.196748026324357
Mef2c,1700113H08Rik,-0.00025270018,0.00025270018,0.041218966147609316,1.3849029053762911
Foxa1,1700113H08Rik,0.00034193654,0.00034193654,2.9149867703678873e-06,5.535363411940734
Tfap2b,1700113H08Rik,-0.00020598948,0.00020598948,0.036939187378799754,1.4325126627881706
Pax5,1700113H08Rik,-0.0002803402,0.0002803402,0.022971162337437626,1.638817029012038
Myb,1700113H08Rik,-0.00039522303,0.00039522303,0.03640032584096474,1.4388947287053508
Fos,1700113H08Rik,-1.7745288e-05,1.7745288e-05,0.7929748379758625,0.10074059313839798
Ppara,1700113H08Rik,0.00025559095,0.00025559095,0.003849924877059491,2.4145477447244432
Plagl1,1700113H08Rik,0.00055198255,0.00055198255,0.004004762976550377,2.3974231827064365
Pparg,1700113H08Rik,0.0002182008,0.0002182008,0.06384408569754539,1.194879328124725
Lef1,1700113H08Rik,0.0011981337,0.0011981337,3.2582202347332214e-12,11.487019563521452
Ppargc1a,1700113H08Rik,0.0001103304,0.0001103304,0.06902979137330355,1.1609634391650763
Hes1,1700113H08Rik,-0.00017379272,0.00017379272,0.04150831906915514,1.381864853558886
Egr1,1700113H08Rik,-0.0010453535,0.0010453535,2.1348699548921684e-12,11.670628574780814
Creb5,1700113H08Rik,-2.4030942e-05,2.4030942e-05,0.7928925790204437,0.10078564685483692
Zbtb7c,1700113H08Rik,0.0003112406,0.0003112406,0.008106803947918961,2.091150329679961
Pou2f2,1700113H08Rik,0.00011783671,0.00011783671,0.6051152093825245,0.21816193107370146
Erg,2810004N23Rik,0.0034307935,0.0034307935,0.0002521522964517754,3.598337072193357
Esrrb,2810004N23Rik,0.00016521438,0.00016521438,0.17524538937442488,0.7563533992990262
Foxa1,2810004N23Rik,0.0015400979,0.0015400979,2.9760879034551796e-08,7.526354245363483
Tfap2b,2810004N23Rik,0.0046839197,0.0046839197,5.939281449947464e-06,5.226266093941212
Ppara,2810004N23Rik,0.004514499,0.004514499,3.7798873334545955e-08,7.4225211449215545
Nr4a3,2810004N23Rik,0.0038455892,0.0038455892,5.277661666696173e-13,12.277558454395733
Mbd1,2810004N23Rik,0.01134584,0.01134584,8.045030139247179e-06,5.094472324556348
Plagl1,2810004N23Rik,0.010851922,0.010851922,4.377736665100487e-09,8.35875036618823
Maf,2810004N23Rik,0.010129088,0.010129088,1.9713378891673283e-12,11.705238930857965
Esr1,2810004N23Rik,0.004892459,0.004892459,8.276111719841013e-11,10.08217365539357
Ehf,2810004N23Rik,0.01401933,0.01401933,3.3191023873981827e-09,8.478979350304202
Egr1,2810004N23Rik,0.0040800893,0.0040800893,5.531331396678357e-07,6.2571703210214835
Lmx1b,2810004N23Rik,0.006017198,0.006017198,1.285778982193116e-06,5.8908336776507095
Mlxipl,2810004N23Rik,0.005789442,0.005789442,4.1063038234164696e-09,8.386548920539779
Stat4,2810004N23Rik,0.012513126,0.012513126,1.0720475783966333e-15,14.969785939851656
Fos,2810004N23Rik,0.004371165,0.004371165,5.014490417865343e-05,4.2997731942395125
Esrrg,2810004N23Rik,0.014964737,0.014964737,1.6951069547773688e-10,9.770802894272586
Pgr,2810004N23Rik,0.002478414,0.002478414,1.0836269332406754e-13,12.965120209238314
Pparg,2810004N23Rik,0.0037570682,0.0037570682,2.747245873625968e-07,6.561102470255273
Prrx1,2810004N23Rik,0.0051927534,0.0051927534,1.2121470532210596e-11,10.916444689964784
Mef2c,2810004N23Rik,-0.005025258,0.005025258,2.9967809348403434e-05,4.523345002889277
Foxp3,2810004N23Rik,2.8694954e-05,2.8694954e-05,0.9306981716080304,0.0311911392743376
Elf5,2810004N23Rik,0.022001047,0.022001047,3.965019872870353e-14,13.401754631636086
Prdm16,2810004N23Rik,0.00890844,0.00890844,3.699551413058322e-12,11.431850932863888
Hes1,2810004N23Rik,0.015447542,0.015447542,1.066292548238907e-09,8.972123625839243
Ar,2810004N23Rik,0.008748198,0.008748198,8.170912407832605e-11,10.087729445112355
Mybl1,2810004N23Rik,0.0027538845,0.0027538845,5.305290288414559e-08,7.275290847915807
Pax5,2810004N23Rik,-0.006487148,0.006487148,2.2559729135612185e-09,8.64666611903334
Npas3,2810004N23Rik,0.011577067,0.011577067,1.2862052003896124e-07,6.890689738808649
Trp63,2810004N23Rik,0.008536665,0.008536665,1.4604605618818457e-08,7.835510166173038
Fli1,2810004N23Rik,0.0033023441,0.0033023441,0.021047927155203292,1.6767906679700535
Ppargc1a,2810004N23Rik,0.0056419596,0.0056419596,2.0459909992551275e-08,7.689096281172455
Pou2f2,2810004N23Rik,0.010295112,0.010295112,3.007620098926874e-13,12.521777021590834
Zbtb7c,2810004N23Rik,0.014241978,0.014241978,1.0981907797029373e-11,10.959322206903227
Foxa1,2810430I11Rik,3.8663775e-06,3.8663775e-06,0.0005122357834044867,3.290530086171592
Esrrb,2810430I11Rik,1.4355727e-05,1.4355727e-05,0.0006172695331752042,3.209525158154262
Tfap2b,2810430I11Rik,7.481424e-06,7.481424e-06,0.002085047210031081,2.680884107201557
Irf8,2810430I11Rik,8.902373e-06,8.902373e-06,0.00015330001919595037,3.8144577907640542
Ppara,2810430I11Rik,2.727253e-05,2.727253e-05,0.000463152834146646,3.334275674049215
Mbd1,2810430I11Rik,1.6657405e-05,1.6657405e-05,0.0003175658041713435,3.498166269025955
Plagl1,2810430I11Rik,-8.314607e-06,8.314607e-06,0.0031660846991031135,2.4994774710715553
Maf,2810430I11Rik,-9.220938e-06,9.220938e-06,0.009191601050387233,2.0366088339036947
Egr1,2810430I11Rik,1.4998338e-05,1.4998338e-05,0.0012497989403630787,2.903159847883255
Myb,2810430I11Rik,-2.7676664e-05,2.7676664e-05,2.8039679867414113e-05,4.552226949072326
Fos,2810430I11Rik,-5.804453e-06,5.804453e-06,0.014890752990421153,1.8270833404401416
Pou2f2,2810430I11Rik,1.4814831e-05,1.4814831e-05,9.460246052709842e-05,4.024097567832407
Mef2c,2810430I11Rik,-1.7683991e-06,1.7683991e-06,0.3170555781925379,0.4988646015467974
Prdm16,2810430I11Rik,2.8545839e-05,2.8545839e-05,2.779581895235791e-05,4.556020525753847
Hes1,2810430I11Rik,-1.22679585e-05,1.22679585e-05,0.00027191068318243656,3.5655737289478586
Pax5,2810430I11Rik,-9.384385e-06,9.384385e-06,0.0005333956840025064,3.2729505027471526
Ppargc1a,2810430I11Rik,1.6863316e-05,1.6863316e-05,0.00022121850706625877,3.6551785429164574
Ebf3,2810430I11Rik,1.6750959e-05,1.6750959e-05,7.949430144932615e-05,4.0996640026368025
Zbtb7c,2810430I11Rik,-3.3836343e-06,3.3836343e-06,0.07211466834215935,1.141976389481164
Mef2c,4930432L08Rik,0.0,0.0,,-0.0
Esrrb,4930432L08Rik,0.0,0.0,,-0.0
Foxa1,4930432L08Rik,0.0,0.0,,-0.0
Ppara,4930432L08Rik,0.0,0.0,,-0.0
Nr4a3,4930432L08Rik,0.0,0.0,,-0.0
Esrrg,4930432L08Rik,0.0,0.0,,-0.0
Pparg,4930432L08Rik,0.0,0.0,,-0.0
Gata3,4930432L08Rik,0.0,0.0,,-0.0
Esr1,4930432L08Rik,0.0,0.0,,-0.0
Mitf,4930432L08Rik,0.0,0.0,,-0.0
Ppargc1a,4930432L08Rik,0.0,0.0,,-0.0
Egr1,4930432L08Rik,0.0,0.0,,-0.0
Tfcp2l1,4930432L08Rik,0.0,0.0,,-0.0
Batf3,4930479D17Rik,0.0027831362,0.0027831362,6.91325721165533e-05,4.160317284644468
Sox4,4930479D17Rik,0.0016722925,0.0016722925,7.835380508395739e-07,6.1059399081061825
Pgr,4930479D17Rik,-0.00015048582,0.00015048582,0.00013529685683503353,3.8687122926489166
Sox6,4930479D17Rik,-0.0013617426,0.0013617426,4.959809927115203e-06,5.304534966490998
Egr1,4930479D17Rik,0.0010511823,0.0010511823,5.419367767347202e-07,6.266051376038729
Ar,4930479D17Rik,0.0004750266,0.0004750266,0.02841987049698503,1.5463779053871884
Foxa1,4930545L23Rik,0.00052567775,0.00052567775,0.00013598669302003813,3.866503587443888
Pax5,4930545L23Rik,0.001422274,0.001422274,0.0001277927777658949,3.8934936897226056
Myb,4930545L23Rik,-0.0012254436,0.0012254436,0.09479634391517325,1.0232084121143021
Trp63,4930545L23Rik,0.002406912,0.002406912,4.587269235986265e-06,5.338445769510106
Pgr,4930545L23Rik,0.0014302339,0.0014302339,2.8256333686742997e-06,5.548884189370381
Gata3,4930545L23Rik,0.014585852,0.014585852,8.612575840847606e-09,8.06486694074567
Egr1,4930545L23Rik,0.008536875,0.008536875,4.744092479124762e-14,13.323846853627328
Ar,4930545L23Rik,0.0031377282,0.0031377282,0.0032215303657355606,2.4919377706937826
Pou2f2,4930545L23Rik,-0.0040589203,0.0040589203,5.845752623966262e-08,7.23315956672739
Foxa1,4930548G14Rik,0.0,0.0,,-0.0
Lhx8,4930548G14Rik,0.0,0.0,,-0.0
Lhx6,4930548G14Rik,0.0,0.0,,-0.0
Esrrg,4930548G14Rik,0.0,0.0,,-0.0
Foxa1,4931415C17Rik,0.0001699626,0.0001699626,5.774047892405742e-06,5.23851961821746
Erg,4931415C17Rik,-0.00018685896,0.00018685896,0.012723094718441689,1.8954072396567956
Tfap2b,4931415C17Rik,0.00017163655,0.00017163655,8.328535689181256e-05,4.079431348894569
Nr4a3,4931415C17Rik,-0.00018367426,0.00018367426,0.00013435179993862058,3.8717565108595857
Mbd1,4931415C17Rik,0.00021454718,0.00021454718,0.00045599158835541,3.3410431686612743
Plagl1,4931415C17Rik,-9.220824e-05,9.220824e-05,0.002315545177309385,2.635346741310221
Esr1,4931415C17Rik,0.00010387853,0.00010387853,0.0002975829367064312,3.526391974694349
Maf,4931415C17Rik,0.00061313505,0.00061313505,1.970320131088607e-05,4.705463205376481
