,condition_tvalue,abs_tvalue
Ebf1(+),4.49320824316546,4.49320824316546
Rora(+),3.0568922074222247,3.0568922074222247
Relb(+),2.070992149832883,2.070992149832883
Elf2(+),1.967105917551031,1.967105917551031
Zbtb20(+),1.7869063623591597,1.7869063623591597
Nfib(+),1.6928078366680992,1.6928078366680992
Jund(+),-1.657505970156722,1.657505970156722
Lef1(+),-1.4888003501707288,1.4888003501707288
Maf(+),1.3313982158178679,1.3313982158178679
Ikzf1(+),-1.3136595751292672,1.3136595751292672
Bptf(+),1.3007841799390236,1.3007841799390236
Nfia(+),1.2503587438483583,1.2503587438483583
Pgr(+),1.1680314961848268,1.1680314961848268
Gatad1(+),-1.0735764588895544,1.0735764588895544
Ube2k(+),1.063861560902206,1.063861560902206
Erg(+),-0.9074959708855658,0.9074959708855658
Ets1(+),-0.8211747559652075,0.8211747559652075
Spi1(+),-0.7919348379545059,0.7919348379545059
Stat5a(+),0.7837649799334008,0.7837649799334008
E2f8(+),-0.7608822757858928,0.7608822757858928
Gata3(+),0.7577274114338141,0.7577274114338141
Rreb1(+),0.7171323013907435,0.7171323013907435
Cebpb(+),-0.695317542260434,0.695317542260434
Stat3(+),-0.6724908874398557,0.6724908874398557
Tcf12(+),0.4838650585807572,0.4838650585807572
Tcf4(+),0.45160506176908044,0.45160506176908044
Sox4(+),-0.38359447471915015,0.38359447471915015
Mtf2(+),0.34206499636242105,0.34206499636242105
Atf7(+),0.27335319897871824,0.27335319897871824
Runx1(+),0.27144257335664873,0.27144257335664873
Pparg(+),0.17197262541000155,0.17197262541000155
Pou3f1(+),-0.14922246867003736,0.14922246867003736
Ep300(+),-0.14631778191854528,0.14631778191854528
Fli1(+),-0.13547671982048975,0.13547671982048975
Six3(+),-0.09007010371791332,0.09007010371791332
Elf1(+),-0.06719836892668073,0.06719836892668073
Bclaf1(+),0.06664495760182515,0.06664495760182515
