,condition_tvalue,abs_tvalue
Gatad1(+),-2.4205795519275473,2.4205795519275473
Spi1(+),-2.2650319636622323,2.2650319636622323
Erg(+),2.2058631835406968,2.2058631835406968
E2f8(+),-2.154012886407479,2.154012886407479
Elf2(+),1.9488400102184653,1.9488400102184653
Pou3f1(+),1.7935958090573976,1.7935958090573976
Nfia(+),1.557119189278127,1.557119189278127
Stat5a(+),1.4635728390986984,1.4635728390986984
Relb(+),-1.411970631949415,1.411970631949415
Tcf4(+),-1.3978568192174046,1.3978568192174046
Zbtb20(+),1.3082683317380266,1.3082683317380266
Maf(+),-1.2458550400379462,1.2458550400379462
Pparg(+),1.2183824009559678,1.2183824009559678
Six3(+),1.1369466930289145,1.1369466930289145
Sox4(+),1.0467713911761272,1.0467713911761272
Atf7(+),0.8766668215747653,0.8766668215747653
Runx1(+),0.8019791623164045,0.8019791623164045
Bclaf1(+),0.7782915684580228,0.7782915684580228
Lef1(+),-0.7782378985182393,0.7782378985182393
Ebf1(+),0.7705248750119678,0.7705248750119678
Ube2k(+),0.6982849347789392,0.6982849347789392
Gata3(+),0.6639564481933118,0.6639564481933118
Rreb1(+),0.6550915679168281,0.6550915679168281
Ep300(+),0.6180709663930629,0.6180709663930629
Ets1(+),-0.5894725060514971,0.5894725060514971
Cebpb(+),-0.5377648462446359,0.5377648462446359
Fli1(+),-0.5236354291839768,0.5236354291839768
Ikzf1(+),-0.51858773534186,0.51858773534186
Jund(+),0.44184409622372867,0.44184409622372867
Mtf2(+),0.4166582176396375,0.4166582176396375
Rora(+),0.3949954454591347,0.3949954454591347
Bptf(+),0.3905212956423999,0.3905212956423999
Stat3(+),-0.373957181736954,0.373957181736954
Nfib(+),0.3676247964786176,0.3676247964786176
Elf1(+),-0.3158501587718293,0.3158501587718293
Tcf12(+),0.29586508124552,0.29586508124552
Pgr(+),0.2771131966559863,0.2771131966559863
