,condition_tvalue,abs_tvalue
Relb(+),-4.6733264031367385,4.6733264031367385
Cebpb(+),-4.542454253115231,4.542454253115231
Gatad1(+),-4.3843574852152,4.3843574852152
Jund(+),-3.297434193894955,3.297434193894955
Gata3(+),3.2403145096321966,3.2403145096321966
Maf(+),2.8840012737586216,2.8840012737586216
Stat3(+),-2.562060284105081,2.562060284105081
Nfia(+),2.41788653817774,2.41788653817774
Atf7(+),-2.3982558069535904,2.3982558069535904
Tcf4(+),-2.2249698895511716,2.2249698895511716
Pgr(+),-2.0406998491969346,2.0406998491969346
Tcf12(+),1.719846693522791,1.719846693522791
Rreb1(+),1.592619107083863,1.592619107083863
Sox4(+),1.5677536769785692,1.5677536769785692
Lef1(+),-1.4688991261449318,1.4688991261449318
Zbtb20(+),1.3555644353711376,1.3555644353711376
Nfib(+),1.290554964915174,1.290554964915174
Elf2(+),-1.2419976254981473,1.2419976254981473
Ebf1(+),-1.2105744994459235,1.2105744994459235
Elf1(+),-1.1554363658810782,1.1554363658810782
Six3(+),-1.0534614534202715,1.0534614534202715
Ets1(+),0.9562459128238125,0.9562459128238125
Pou3f1(+),0.8565246632573992,0.8565246632573992
Ube2k(+),-0.8529764327505232,0.8529764327505232
Runx1(+),0.7787043148651926,0.7787043148651926
Spi1(+),0.7301610678580764,0.7301610678580764
Mtf2(+),-0.6648891199583672,0.6648891199583672
Pparg(+),0.5929533186784299,0.5929533186784299
Rora(+),0.4351387699489955,0.4351387699489955
Ep300(+),0.3906595203426405,0.3906595203426405
Bptf(+),-0.3835146437854661,0.3835146437854661
Fli1(+),0.3088535464987772,0.3088535464987772
Bclaf1(+),0.27222059973946944,0.27222059973946944
Ikzf1(+),0.23284991585895132,0.23284991585895132
E2f8(+),-0.19971766672238891,0.19971766672238891
Stat5a(+),-0.018240330974040778,0.018240330974040778
Erg(+),-0.007870338453587042,0.007870338453587042
