regulon,Basal,LP_Cycling,LP_Others,LP_Others!,Mature_Luminal
E2f8(+),-3.209884040494322,1.055737444816995,6.071201973837076,1.5550634982759284,-4.344916403305985
Ebf1(+),13.529234881381669,1.6494146442529245,3.8154312531365835,0.5158327876307298,0.2623943331405897
Ebf3(+),0.22192325754288045,0.3217004343959839,-0.6472512849918765,-0.8543169605696009,-1.0303354391713115
Egr2(+),2.009901545945984,1.1044069150097682,5.279383193763261,0.7648683038901465,-2.3626239386223
Elf1(+),-3.388108861209306,-1.263372631899093,-6.771438626636036,-3.035295735363709,5.179384422097034
Elf2(+),-1.4675256581043838,-0.13126086173504617,-0.5560942061169833,0.1463134177787144,6.603184171476318
Elf3(+),0.008129701584849878,-1.2494696422390574,3.579200938233232,-1.3765673742686713,0.7005301351166251
Elf4(+),-2.770856246317689,-0.007283859732705817,-6.422424292828213,0.7584844852178932,-5.597144603486068
Elk1(+),-1.5152511699571474,-0.6944332650748399,-0.6493859006322575,-1.1354706931699832,-2.519219788985661
Elk3(+),-3.248077997113537,-0.2504903384027237,-6.983078219592167,-0.863638611184007,-2.6314068880341033
Elk4(+),-2.544803084287735,0.4895341806676751,1.4109963848371885,0.21842240606385027,-5.144395329308166
Emx2(+),-6.261168181403354,1.7225680119572957,-2.7806375516517448,2.871853856993275,-2.991308287776537
En1(+),5.732488608636099,3.492857372921256,6.768335462888711,3.505372946378727,0.2625421946907124
En2(+),2.7297839433796236,-0.26313388336048965,-1.8026923737874472,1.2603966113176774,-2.4910923669800873
Eomes(+),-1.211769743203272,-0.2853362648009197,3.18083706083914,1.9942651335914219,-2.635231317573783
Ep300(+),1.4051949927857659,0.379379183401397,-0.38583064431384234,-0.8155512258600449,7.391495428991074
Erf(+),-8.536626798986163,-0.8032275313162734,-1.576626078737416,-1.7888009604790538,-3.199281964293251
Erg(+),-3.487391079335658,-1.1836743673953525,-2.037355788506697,-0.6536433702759559,-3.198606308471233
Esrra(+),-1.1787375221964294,0.5141142711538376,3.5740198315044074,2.7428025459771743,-1.7526782868268798
Ets1(+),-2.229880089267612,0.7409339182765757,2.4022440438562525,1.6164040752344087,-3.143189574628508
Ets2(+),-0.6508910238592763,-1.1824961288112834,-2.2426310976152894,-1.5592022233346488,-3.526981997603304
Etv1(+),6.651936092248497,1.2830903745580295,5.112186378277853,1.2583646911483717,1.654661153530732
Etv3(+),-2.498339653958672,-0.6274216075576431,0.04682009902306973,0.36008266772650743,-3.1427017274385936
Etv4(+),-3.360282358773086,-0.2728361300557645,0.17563321664307216,-1.4261105364414997,-1.8549734148523722
Etv5(+),-18.03557694130825,0.06356481159592917,-8.054535634195298,-1.0122148557792132,-2.9120283770983417
Fli1(+),-2.2542270412871415,1.1643297895700295,0.3943234210386936,1.785907146033313,-3.3355353394825076
Fos(+),-3.7255183940833994,-0.8846397364095809,-1.9019283058863476,-0.31004645816036086,0.5831218917862685
Fosb(+),-1.4540637649450872,-0.9893184406159501,-2.634739651039685,-0.7449186271509262,-8.933425893715684
Fosl1(+),-0.522896926635,1.8461183087197575,-0.004665904369328945,-0.5513526626093563,0.868201951634938
Fosl2(+),3.5016634063917067,0.039001488707233495,-0.5511006567263557,-0.9035457425811668,-1.6393426958678436
Foxa1(+),2.0658399197613466,-0.2846845462722121,5.515903472513633,0.6199214172980899,5.967762427153444
Foxa2(+),-4.9370053865301395,-0.6268810984294387,-2.077668015545523,-1.3661336975451739,-2.651636197546392
Foxa3(+),-3.6729668265735893,-1.0368159699641872,1.198790657003762,-1.4324597112914108,-1.1980445641341555
Foxd2(+),-2.23490658725578,-0.735891209982336,0.10536909960863178,0.0,-1.5438340208411054
Foxi1(+),0.31182260553392227,-0.7245131157289147,0.10312375899922287,1.1469343232301394,-1.7998552368796528
Foxj2(+),1.9072887361083894,-0.530317193451599,-1.0092317174290772,0.8145502836281073,-3.909011240439282
Foxm1(+),-3.7293590376613133,0.64754929767897,-5.746570756510823,0.5678412295826426,-4.124818379348887
Foxn1(+),-1.2983866146088654,-0.7943109863480926,-1.2930660151868067,0.0,0.8458167241939463
Foxo1(+),-0.5196427450704828,1.5099722765699533,0.8268528564968112,0.8850092864875782,-4.577280414996316
Foxo3(+),-2.0160278447609787,-1.0580380738941852,-2.193832504851822,-0.7065965621569043,0.10865827057292046
Foxo4(+),0.9753316768348945,-0.5188619195152321,-0.9837145595687855,0.0,-5.045271722393514
Foxp1(+),4.23482451084222,3.3929263546496604,6.487407834366539,1.2080006186547507,7.5717837731939515
Gabpa(+),-3.327250912209948,0.08463358242094779,-3.1507649666976394,-2.2117483471030925,-0.9619563563580754
Gabpb1(+),1.2218137704355254,3.4626113020084506,-0.3869910244935021,2.9075853679131027,-0.28109130836177215
Gata1(+),0.2833613255458429,0.26856054280345626,2.1889767114176313,3.2096949464816658,0.7329392242944979
Gata2(+),-0.5523453218173887,1.2510980302367285,10.604580829928745,3.059758763592243,-3.6021719444197164
Gata3(+),3.5435168633151197,-0.8457848150562729,2.1982896190545853,-1.2174107001613688,14.52526576741825
Gata4(+),-0.05335706425859394,0.07094509634617338,7.1115748395379095,0.1023056516991469,-0.3416037839877063
Gata6(+),1.1773650715151625,-1.4484284242042267,2.690275318824828,-0.5943703627546476,-0.2125654565180441
Gatad1(+),-13.473263286293935,-4.384378872016355,-11.03288155059644,-2.2907283082435237,-9.43743533936313
Gbx1(+),-1.6094126936441433,0.39359307198861043,-1.2708594513043985,-0.9731047254494792,-11.410295686281216
Gcm1(+),0.2500175348495709,-1.299515622814747,-2.8232890768849592,-0.15660841801289882,-2.401129634987053
Gfi1(+),-1.6282012926167657,-0.9236148467016169,-0.005751721196185543,1.118193059289958,-2.617258870846127
Gli2(+),-2.9714529031678456,0.21315782356433666,3.648541091540112,1.7212563457411505,-1.083791312893135
Glis2(+),0.9884835800061784,-0.8536280316832799,-1.3181376137127587,-0.9337719395418818,-4.56837996427532
Gm21411(+),0.2049241470700442,-1.0983143579480923,0.6827047863921227,-0.6572045185979933,-21.35597336774609
Gtf2f1(+),-2.6966401374327735,1.4618986295916674,-2.3213990519365115,-0.9723213064613581,-12.191383977917585
Gtf2ird1(+),5.677613860283598,2.6647887137880097,-2.58145373058608,-0.8810051077497701,0.301298525670391
Hbp1(+),-2.2109849632374075,-1.5168173216726504,-1.8746047410652753,-0.8007869049371549,-2.287546585687971
Hdac2(+),-1.0044132740687146,0.4435263582829294,-4.17458394236253,0.2519231849450466,-16.46625501525427
Hey2(+),-0.507302890481384,1.842270762188625,2.7580995573219274,0.8963288939346976,-1.6646387621943741
Hic1(+),-2.0078302072469025,1.8413776673338231,-0.48428218878879337,-0.8105865789191994,-0.022953607867900804
Hif1a(+),-1.924130822229874,-0.7589176633890209,-2.103562954964221,0.22121330716793197,-2.0917813982277296
Hltf(+),-1.5267841409668095,0.46698745214544585,1.180715973928043,0.27705446678422263,-1.9126557205587869
Hlx(+),1.8600491542632247,-0.42727703805777056,1.3035239238781229,0.9576910454839475,0.6771629578635286
Hmbox1(+),0.6905589696231759,-0.14799850425415653,-0.10303401227628085,-1.0463407860514369,0.39829733687178315
Hmga1b(+),2.867609756593329,0.2935859730463872,4.040358775635261,-0.17376762523010186,-3.981139801726173
Hmga2(+),-2.3022665430140403,-1.904913163862728,-6.13084440080278,-0.536743638885529,-2.0342810691448205
Hnf1a(+),-2.836188136574527,1.5250862498091984,1.5879664769567894,0.4012220683876651,-2.4299728576768556
Hnf1b(+),2.5212779876122533,-0.9291690757903167,-0.02111318323312079,-0.6792482125944734,0.6915006249180067
Hnf4a(+),-0.007464881678661839,-1.0838643091733684,-0.574482044173293,0.9422962896056681,0.7800171122029979
Hnf4g(+),-2.1682153357887244,0.26540813810787156,-2.2849320348797715,-0.5410342100773072,-2.761151715897879
Hoxa1(+),-4.5632020502134525,-0.15662449297153774,6.522673431565986,2.6842150030659817,-2.0981512679913323
Hoxa10(+),6.635663567337747,1.5785478183443127,4.010469185364079,1.098939200982561,0.35583890078841107
Hoxa2(+),-0.6964834528643189,-0.24301088782576213,-0.11243012895844233,-0.307790755678052,-0.8206473402462598
Hoxa4(+),-3.5122518968685976,-0.8019091146992895,-9.445089280916312,-1.5253383057346277,-3.283322482561982
Hoxa5(+),-2.3748127045110894,0.8544712072958719,-1.923068533154723,0.19625242216975572,-4.7582986925271875
Hoxa6(+),4.42404181869042,2.286498842206608,0.7423721981500121,1.8483906796509715,0.06695434769983351
Hoxa7(+),2.011657996660798,-1.4967170507951146,1.7286228659954104,0.13458801237738074,-2.867313382638411
Hoxa9(+),3.2037696508677445,3.078866393853482,3.4000181528801168,1.7510078318872322,0.15986778123608772
Hoxb2(+),1.0590985969646407,0.36684817263781405,-1.1134231604201208,-0.9148814281851725,-9.69479280352625
Hoxb3(+),-1.811525677236868,0.5338721365941521,-2.035228802481766,-0.08941571717731668,0.8694636650279485
Hoxb4(+),4.124360404790148,-0.8676673254688934,10.91590688043467,1.673803091601827,-3.7716762194248994
Hoxb5(+),-0.39367321600524446,-1.541152376862652,-2.0202099143187695,-0.5008482151635211,-0.3320640545811297
Hoxb7(+),-2.403377298643219,-0.38190263448361184,-5.649714547773891,-1.5584934247056834,0.28175370817328577
Hoxb9(+),1.564398792325661,-0.728454968638291,1.036108606248792,0.0,1.1028972987981605
Hoxc4(+),-1.4546428927414747,-1.2270410154430993,-1.2759431476876402,-0.4102841767790073,-2.875836920645085
Hoxc6(+),-3.6607101143051652,0.29989475835853013,0.12637709574236622,-1.3313898497130332,-2.999992375426514
Hoxc8(+),-2.3399640242497513,1.0053074847375987,-2.3696975964437423,0.49587792632499966,1.5750724840236454
Hoxd10(+),-2.470464815597418,1.2946691846211857,1.2606994410624726,0.02689979625273989,-2.0250175628861147
Hoxd3(+),-1.664268123986195,-0.6394859595904694,-0.8726195351547422,-0.7095920845989666,-1.65017485352778
Hoxd4(+),-0.98428261756671,-1.1050773912050356,-0.5113679120157837,-1.0630593128448595,0.13570743781797254
Hoxd8(+),0.8936629332929563,1.711826289502287,-2.766714491044802,0.206452673673055,-4.372849339405312
Hsf1(+),-12.375240133745876,-2.1938623263401986,-6.757767168700279,-2.7682937856583587,-2.371412501427751
Ikzf1(+),-1.4361424754066114,1.2964864626358235,0.9608517759378021,2.257809036520282,-3.389091678017276
Ikzf2(+),1.813469502119591,-0.3051387682320559,-3.6468013928225136,-1.2230538936242163,-5.969063995429769
Ikzf3(+),-2.3502108225876195,1.4318700106313844,-0.15587601375317542,1.834825021876631,-3.2612337664135116
Ikzf5(+),-1.707525419146331,-0.4136410184019187,-1.2157559793667316,0.5459477147971344,-2.2870629077673743
Ilf2(+),-1.2778628401253784,-0.5258702953887565,-0.8847483808277307,-1.0660376756480643,1.8837026028096822
Ing4(+),-0.4902575589818285,-0.8942573752785352,-0.10091940860764027,1.0859108237690414,-1.3957295863832182
Irf1(+),1.7721695707717924,1.2869916873661655,-0.5752372371550655,0.9656127253976926,-3.9273754837982713
Irf2(+),-4.764717498787118,0.2233589705595624,-7.68475223045543,-0.584127321639186,-2.6187014550786167
Irf4(+),-0.7908175123386094,1.3458861832052809,-1.5582178348698794,-0.024823580276976186,-4.162460979668636
Irf5(+),-3.172003257136638,0.5591248136180389,-1.752035186446339,1.832248495284577,-2.4812346411347237
Irf6(+),5.5114680233364,1.3394589547186087,-4.947104476265762,-0.7421739744527188,-27.43236660611558
Irf7(+),-4.3338338860151016,-0.7919414519054019,-3.8732908094557406,-1.606420134814206,6.838351951013329
Irf8(+),7.540971542996752,3.291149467037175,3.074206287356831,0.9691392494084581,-0.9114487394178867
Irx4(+),6.930433797984372,2.7312750698796915,-2.943187263772666,0.04727134021205358,-1.4876582092806288
Jdp2(+),-0.8793975585049423,0.5426183439348375,-0.14378443196489518,0.13532157393107638,-1.0949220682150305
Jun(+),1.1500559393552683,0.16699573882400676,-2.630822457866271,-2.489860382171409,-1.7675060307260466
Junb(+),-7.6579154790875,-2.909249600431825,-8.990015021758653,-0.585778750018065,-6.220561149934189
Jund(+),-3.4247814359845976,-2.8858137253243807,0.5265719801757147,-0.2519732825173778,-6.26929527773038
Klf13(+),-5.749423358634233,1.2346264246295788,-2.8739997017385988,-1.317246987980495,-6.226188466235866
Klf15(+),-1.3491240748131015,3.0143736882760956,-1.4588862384866017,0.5981939622670175,-0.243879840712582
Klf2(+),-2.4433653628385925,-0.2834778760954655,-2.5301032745367187,-0.10222687478481186,-1.8069423059556369
Klf4(+),-4.624213322357304,-2.0741918798211634,-3.8171908387736844,1.2060349261380843,-3.5421315647237024
Klf9(+),1.3356894657711602,0.7945834934827943,5.066550015153592,2.4468038408873487,-1.6111293797881014
Kmt2b(+),-0.004571313630848512,1.088678169799748,-0.09067796332259581,0.25043243565401097,-1.1869750374127714
Lbx2(+),0.8495852919302518,0.5111751165726544,-1.584137712049919,0.2977804562076901,-1.3052116942777168
Lef1(+),-2.725308679182577,0.5331686420079981,0.7792851696068986,1.8423057326467327,-2.990181341001944
Lhx4(+),-0.5405618711830539,-0.8599937348726464,0.07549192854503975,0.0,1.1540013759765544
Lhx8(+),7.809283808799336,0.9784724041122047,2.6314330825694263,2.0181050785351493,0.07008155607162785
Lmx1a(+),0.47193751017062024,-0.5469160430765134,-0.05652833927752784,-0.6526841335524057,-2.0823437156341167
Ltf(+),2.2921343527232634,-2.513561177669797,3.6647768482853205,0.99102202595969,-2.2302159350957025
Lyl1(+),-0.1933641205435399,-1.1584859592750618,0.3183201551110757,-0.17275866045685928,0.3346448501938574
Maf(+),-3.9573043330897617,0.7561562173778055,-0.5711573110905901,-1.841107613583467,-3.6175156510434126
Mafa(+),2.142788594733955,2.280688631251198,0.8288373729753366,-1.066895681219206,-0.5282016345090882
Mafb(+),0.33008049371228565,-0.7786750249148627,-3.5444079514105957,-1.4445833096723464,0.9171463258560505
Maff(+),-1.7401197429454334,0.37796862713739443,0.4783300027662136,0.6467926066509684,0.9306100790905707
Mafg(+),-3.542203569256189,-0.2539933360588979,-1.1697242140158572,-0.49570838506194154,-1.0213346403244017
Mafk(+),0.06277703348449695,-1.2527568110853837,-5.111840083796222,0.3383620912297089,-10.186862265355671
Max(+),0.6241713889317236,1.9154478836407351,-0.054136166975922544,2.1175621973529206,-1.0215997762862095
Mbd1(+),-0.09874084184351561,-0.5755673670336752,1.9048922535677248,1.1243803393327372,-0.3691389178061394
Mef2c(+),5.566232427854279,4.852290570981126,-3.4186054517112128,0.48799049295037383,-1.359455709921214
Meis3(+),0.9421781422616895,-0.5932536055194916,-0.10696099694123458,-1.8908522495261113,-1.6818882849962538
Meox1(+),-4.064633963471245,-0.34893928027651394,-0.24130269923162204,0.4936205500328399,-2.868746292944713
Mitf(+),2.727119286328593,2.5501630098131267,2.76141942594268,0.8971072364171936,-0.81772536362807
Mlx(+),-1.138460318151116,0.050247804515031316,5.102128104505518,2.2722688063282623,-1.0231216514783643
Msc(+),-0.1033192389717767,-0.9242080166666823,0.5534750329640453,-0.7542645132920751,1.1488866394315833
Msx1(+),-2.1947348600469074,0.9079960596832846,-1.4269471960981668,-0.029401950595716965,-26.202428291722256
Msx2(+),0.7988524210556767,0.5474088714486389,-1.353353723017484,-1.280445185151592,1.6678455295259644
Msx3(+),-1.3497892845620196,-1.0124999973966815,-1.7609864008222595,-0.5096250352925125,-1.8597365253199418
Mtf1(+),-6.883152461448466,1.5419868219573991,14.404448193834758,2.26640537383899,-0.6030039061485006
Mtf2(+),0.6281027368621064,-1.3457825620060162,-4.995199070231993,-1.7134092976736954,2.493901869016367
Mxd1(+),-0.47675667257481713,-0.9640326093452837,-0.7072868844974087,-1.2733648016531582,-4.404083650184085
Mxd4(+),0.17375382179320445,-1.4426305349203614,0.6111246137374527,0.07246517077416358,-1.454440673917719
Mxi1(+),-0.011253917615976087,0.9849628201139766,-1.094650444319633,0.410183997710624,-9.192050841049262
Myb(+),-3.485257873263687,-1.1901403442536886,-2.1103457673411286,1.6202499242652373,-2.6836164704960725
Mybl1(+),-2.931171064882305,0.09998067727175589,-5.491759804543687,-0.39284770395328267,-3.1072604096513654
Mybl2(+),-3.8715297018321997,-3.1427169541788027,-6.734559604845541,-0.593101472493168,-2.843565333946227
Myc(+),-4.818634612804938,-1.9651317057416866,-2.4760059025987964,-0.6376327430191904,-2.808474811359751
Mynn(+),-3.264472741364332,0.6890429917047055,-2.5301678053531136,-0.7881811420001438,-2.8730824091916114
Mzf1(+),-1.0232530119316565,0.7160257706504711,-2.0937303358089756,-1.157423218063084,-3.7311826219141064
Nanog(+),-0.6352641614158772,0.9463040519933341,1.5865398484670292,-0.3017713300587866,0.4556271505287986
Ncoa1(+),1.8303461250565807,2.056003699317821,5.6930680634885205,2.801325595866125,1.7426839248131198
Nfat5(+),6.706481107012524,0.5927424259575463,3.2684361198131207,1.4790276425244433,5.3373704818947925
Nfatc1(+),-3.813804750841654,0.6288824310274134,-1.3793575882887577,0.7709609365665211,-4.623362188910845
Nfatc2(+),0.5205287719946952,0.6771172518683224,-0.22766815584376798,0.24139249657035458,-4.3072297045893295
Nfatc3(+),-1.1291273123110224,0.3124110460068833,-1.4728654740809564,-0.48103527666304075,2.905748642612158
Nfatc4(+),3.6957715431213067,0.5142229396276639,5.13928184775886,-0.503557782655886,-2.0768217996076164
Nfe2(+),-2.6540461337355037,-1.0974470206904905,-4.412855478089489,-1.3627677951198833,-17.05054563460874
Nfe2l1(+),-1.0322899262093332,0.45004028564715703,-0.4098444986331862,-1.0824641284656695,-1.9431411611675804
Nfe2l2(+),-5.000796243920963,-0.14408385054373693,-1.8175325884441977,-0.4718633948953582,0.8391204163726302
Nfe2l3(+),-2.3194206839373366,0.9877317472799241,-1.281667778634024,-1.0309393088481973,-3.6498066979092316
Nfia(+),5.46476550790201,1.9830938589778866,4.299709729630758,0.6550149470717389,15.39045919897465
Nfib(+),4.793841151245855,-0.4513101116284579,14.107045992949804,1.8493453658613692,3.568266562227023
Nfic(+),-7.379530183738044,-2.4304687747274354,-1.5309434106683832,-0.3516241205248868,-3.2675820955157087
Nfkb2(+),0.44723570164265025,-0.6597109354982051,-1.9658673576072985,-1.1193562771440997,-1.946261340730733
Nfya(+),-0.9046998123873974,-0.6953090407766228,-1.2745282445322608,0.10086278138122609,1.732203595959774
Nfyb(+),0.4249486238294209,-1.5933968965846244,-2.27137289201217,-0.5841600516912618,-1.6877611584931933
Nfyc(+),0.6508286889380717,-0.04694624587335757,-1.6767584892892593,0.12379255272000414,-2.2084896609880547
Nkx2-4(+),0.9900387106497811,-1.5984641076406212,-0.7235657348263903,-0.6960972339521554,-1.8858648125339932
Nkx6-2(+),0.8229896150678853,1.6390214400756042,2.678532403488692,2.411884240033189,2.107989800573333
Nobox(+),0.7072288374909645,-1.040344155887357,-0.2796599343131399,0.0,-2.24413416427315
Nr1d1(+),0.1866301279287513,0.943704901963659,3.694406396861884,-0.15624028266131607,-0.4240631730944516
Nr1h2(+),-0.3671149349645233,1.7258675694764256,0.05780496056783609,0.33771855819343066,-1.5756888568948424
Nr1h4(+),4.858314884121013,-0.013201044031346898,-0.06416583083378108,1.9371941053890944,-2.2066891623022653
Nr1i2(+),2.227638809369581,-1.1532265288499688,5.853754889662631,3.604758797473524,-1.0715025180900082
Nr1i3(+),-4.763521863508117,-1.414004680272168,-1.0259143820158265,1.0282661002375753,-4.800439191877603
Nr2c2(+),-4.908724036601208,-0.29366168249683056,-4.2923694674235,-1.7926105978687181,-7.930631372264283
Nr2f1(+),4.386697319535664,0.794603558339842,5.7539429927434975,0.6374342746831018,-2.4650391913833527
Nr2f2(+),-4.357900336574031,-2.255092461050582,-4.196419754218097,-1.9318772554140895,-3.8106223703463384
Nr2f6(+),-0.4280882875669699,1.3153062054306124,-1.756848014834024,0.04418274877989989,-0.9647408757878131
Nr3c1(+),3.4055158611133556,3.2254070182901797,2.758338121110956,0.9760322931304201,-0.18991614613367533
Nr4a2(+),0.7330808536294352,-1.0350077823306507,-2.2014505516952765,-0.9516618815384618,0.8236071121881465
Nrf1(+),-3.9959212633010712,-2.019651264944802,-3.963364499333909,-0.5013837506331461,-0.1271289072612365
Onecut2(+),1.8288650436492104,-0.903509515459488,-0.796077668450219,-0.7542645132920751,-0.8005181852829597
Otx1(+),-2.0537826498269736,-0.5743317960474913,-0.8837962941456772,1.2205872405010063,-2.2327051093411785
Ovol2(+),0.29034799971763536,-0.6516589536462813,-0.378061556782549,0.27944188844595697,-4.6399191824331
Pax1(+),-0.645906857906286,0.0,0.15544419260192754,-0.8487898715847996,-0.05808898004981097
Pax7(+),-1.2417533536749248,-0.3817123799125856,-3.6987353708210686,-0.7409348925172933,0.27813996191630935
Pbx1(+),4.159829409628973,-0.5810183023009129,6.701088670189143,0.23912305311337145,-8.648322425630361
Pbx3(+),7.346734415583659,0.13517011653166977,-2.7863078240755232,0.20259876572041272,-3.6259164895056673
Pbx4(+),-2.8499183813896556,2.994407258642257,-4.380318057679655,0.29477733125680566,-6.235044149017772
Peg3(+),-0.5259804132956553,-1.0199469465401623,-3.976312692773958,-0.2489059047182834,-2.247288999087167
Phf20(+),1.4555006412095908,1.0068249653831138,-0.16177667227425382,-1.078823744717524,0.6287817811690545
Phf21a(+),-0.604468921924861,-1.9071237541435653,-3.020539598937558,0.18924132433351976,4.221840241852614
Pitx3(+),-0.46536134075683927,1.4021800439875198,12.780054771084663,4.03939261834143,-3.1792907850779546
Pknox1(+),0.7243675554408789,0.3439999084975342,1.879015631682957,-0.7542645132920752,-8.669384780889587
Plagl1(+),-0.6781629530213256,-0.5077882714543691,-1.2521073506106393,-1.9471085203593852,-1.2831274576348655
