,condition_tvalue,abs_tvalue
E2f1(+),-5.132943738591204,5.132943738591204
Rxrg(+),4.0932924036026765,4.0932924036026765
Pitx3(+),4.03939261834143,4.03939261834143
Nr1i2(+),3.604758797473524,3.604758797473524
En1(+),3.505372946378727,3.505372946378727
Spib(+),-3.343608081819877,3.343608081819877
Sox13(+),-3.303883667114109,3.303883667114109
Gata1(+),3.2096949464816658,3.2096949464816658
Gata2(+),3.059758763592243,3.059758763592243
Elf1(+),-3.035295735363709,3.035295735363709
Ahdc1(+),-2.9524056257616125,2.9524056257616125
Gabpb1(+),2.9075853679131027,2.9075853679131027
Emx2(+),2.871853856993275,2.871853856993275
Ncoa1(+),2.801325595866125,2.801325595866125
Hsf1(+),-2.7682937856583587,2.7682937856583587
Zfp882(+),2.7634840117761033,2.7634840117761033
Esrra(+),2.7428025459771743,2.7428025459771743
Hoxa1(+),2.6842150030659817,2.6842150030659817
Brf1(+),2.679546081283951,2.679546081283951
Alx1(+),2.674898214245595,2.674898214245595
Thrb(+),2.6087384715339033,2.6087384715339033
Relb(+),-2.5483337367949765,2.5483337367949765
Jun(+),-2.489860382171409,2.489860382171409
Klf9(+),2.4468038408873487,2.4468038408873487
Srebf1(+),2.4166685722512766,2.4166685722512766
Nkx6-2(+),2.411884240033189,2.411884240033189
Runx2(+),2.292735595793121,2.292735595793121
Gatad1(+),-2.2907283082435237,2.2907283082435237
Cux1(+),-2.2786412128250637,2.2786412128250637
Mlx(+),2.2722688063282623,2.2722688063282623
Mtf1(+),2.26640537383899,2.26640537383899
Ikzf1(+),2.257809036520282,2.257809036520282
Ube2k(+),-2.233288565264483,2.233288565264483
Zfp398(+),2.214264652071407,2.214264652071407
Gabpa(+),-2.2117483471030925,2.2117483471030925
Brca1(+),-2.2060909212275543,2.2060909212275543
Runx3(+),2.1893465317602776,2.1893465317602776
Zfp13(+),2.181142481957126,2.181142481957126
Ahr(+),-2.158871343495593,2.158871343495593
Vax2(+),2.138448299440215,2.138448299440215
Max(+),2.1175621973529206,2.1175621973529206
Smad2(+),-2.1027856306057795,2.1027856306057795
E2f4(+),2.0943176937714756,2.0943176937714756
Bach2(+),2.09061569593287,2.09061569593287
Dmrta2(+),-2.07392319633215,2.07392319633215
Pparg(+),2.069607718658086,2.069607718658086
Dlx5(+),-2.0308990465358523,2.0308990465358523
Lhx8(+),2.0181050785351493,2.0181050785351493
Tfap4(+),-2.006896427542299,2.006896427542299
Eomes(+),1.9942651335914219,1.9942651335914219
Stat6(+),1.9570364304468801,1.9570364304468801
Plagl1(+),-1.9471085203593852,1.9471085203593852
Nr1h4(+),1.9371941053890944,1.9371941053890944
Nr2f2(+),-1.9318772554140895,1.9318772554140895
2610021A01Rik(+),1.9222221216924869,1.9222221216924869
Prrx2(+),-1.912863540208978,1.912863540208978
Zfy1(+),-1.912609391516753,1.912609391516753
Usf2(+),1.893194889116991,1.893194889116991
Meis3(+),-1.8908522495261113,1.8908522495261113
Stat5a(+),-1.8657813946110828,1.8657813946110828
