,condition_tvalue,abs_tvalue
Atf7(+),-4.012777942427021,4.012777942427021
Ube2k(+),-3.5910486521691536,3.5910486521691536
Jund(+),-3.534729554828725,3.534729554828725
Elf1(+),-3.3254994750710227,3.3254994750710227
Bclaf1(+),-3.3086963740392292,3.3086963740392292
Gatad1(+),-3.2713844384581225,3.2713844384581225
Maf(+),3.1217737851156873,3.1217737851156873
Cebpb(+),-3.0948784902521975,3.0948784902521975
Gata3(+),-2.763233738947578,2.763233738947578
Nfia(+),-2.708643506221552,2.708643506221552
Elf2(+),-2.6225459740420667,2.6225459740420667
Runx1(+),2.576715434413705,2.576715434413705
Zbtb20(+),-2.2397858168780993,2.2397858168780993
Tcf12(+),-2.232459121175713,2.232459121175713
Mtf2(+),-2.1802632145817578,2.1802632145817578
Sox4(+),-2.104216540095158,2.104216540095158
Ebf1(+),1.9606643474826568,1.9606643474826568
Pparg(+),1.8731238711997922,1.8731238711997922
Stat5a(+),-1.6550892664074723,1.6550892664074723
Nfib(+),-1.4945879217886309,1.4945879217886309
Ep300(+),1.3698239538826458,1.3698239538826458
Erg(+),1.21776345580049,1.21776345580049
Lef1(+),-1.1986632200163534,1.1986632200163534
Spi1(+),1.10878588030159,1.10878588030159
Ets1(+),0.9114090099267446,0.9114090099267446
Fli1(+),0.9037527095038724,0.9037527095038724
E2f8(+),0.8517706600103073,0.8517706600103073
Bptf(+),-0.7758763370819355,0.7758763370819355
Rreb1(+),-0.7289035174294931,0.7289035174294931
Six3(+),0.6305926220523498,0.6305926220523498
Ikzf1(+),0.5344224962166866,0.5344224962166866
Tcf4(+),0.5287698749661752,0.5287698749661752
Stat3(+),-0.5098475153971646,0.5098475153971646
Pou3f1(+),-0.3310579688592275,0.3310579688592275
Pgr(+),0.3068164823537312,0.3068164823537312
Relb(+),-0.3039604372325641,0.3039604372325641
Rora(+),-0.2917533771633631,0.2917533771633631
