names,scores,logfoldchanges,pvals,pvals_adj,cluster,direction
Etv6,8.130383,40.21589,4.2793872421864687e-16,3.564967316477005e-14,Epi_Kit+Elf5+,KO_up
Zbtb7c,7.109212,12.198832,1.1670737755162548e-12,7.777898339496106e-11,Epi_Kit+Elf5+,KO_up
Ahr,4.769418,7.6340547,1.8475908385654164e-06,5.8946009838911533e-05,Epi_Kit+Elf5+,KO_up
Zbtb16,4.579058,9.000096,4.670739075760315e-06,0.00013985574689867248,Epi_Kit+Elf5+,KO_up
Stat1,4.2383537,6.693677,2.251650081526269e-05,0.0005771537260254086,Epi_Kit+Elf5+,KO_up
Hoxb6,3.8731008,7.0356126,0.00010745939980720983,0.0025781659201745783,Epi_Kit+Elf5+,KO_up
Rbpj,2.3360176,2.8748794,0.019490327847500474,0.24580452162860722,Epi_Kit+Elf5+,KO_up
Bcl11a,2.2630029,2.9214249,0.023635508446616833,0.28581810415888664,Epi_Kit+Elf5+,KO_up
Tcf7l2,2.0248961,20.491299,0.0428780222758517,0.46422811843061096,Epi_Kit+Elf5+,KO_up
Glis3,1.4453204,3.9257116,0.1483679198840796,1.0,Epi_Kit+Elf5+,KO_up
Myb,1.2714611,3.6116178,0.2035646581888968,1.0,Epi_Kit+Elf5+,KO_up
Relb,1.0704012,0.50063425,0.2844387607845499,1.0,Epi_Kit+Elf5+,KO_up
Klf4,1.0383899,2.1013176,0.29908858340876987,1.0,Epi_Kit+Elf5+,KO_up
Nfatc2,1.0112342,0.7576483,0.3119043529334059,1.0,Epi_Kit+Elf5+,KO_up
Mitf,1.0069181,0.30770615,0.31397415173761134,1.0,Epi_Kit+Elf5+,KO_up
Ikzf2,0.9234278,1.832152,0.35578428534175843,1.0,Epi_Kit+Elf5+,KO_up
Mecom,0.9141212,2.6268795,0.36065317270326114,1.0,Epi_Kit+Elf5+,KO_up
Elf4,0.71396047,0.85256183,0.4752516199004122,1.0,Epi_Kit+Elf5+,KO_up
Nr2f2,0.66963017,1.5970093,0.5030935674296653,1.0,Epi_Kit+Elf5+,KO_up
Fli1,0.65380436,1.5440048,0.5132378570937044,1.0,Epi_Kit+Elf5+,KO_up
Irf8,0.52953565,1.6098218,0.5964339049331575,1.0,Epi_Kit+Elf5+,KO_up
Ppargc1a,0.45499244,0.022184318,0.649114674644362,1.0,Epi_Kit+Elf5+,KO_up
Mbd1,0.4350303,-2.0403936,0.6635404159008391,1.0,Epi_Kit+Elf5+,WT_up
Rel,0.37258127,0.17422755,0.7094601200091124,1.0,Epi_Kit+Elf5+,KO_up
Bcl11b,0.37181693,0.34555054,0.7100291442479254,1.0,Epi_Kit+Elf5+,KO_up
Jdp2,0.34627983,0.1432684,0.7291324308752019,1.0,Epi_Kit+Elf5+,KO_up
Lef1,0.33517477,0.50704736,0.7374932530354554,1.0,Epi_Kit+Elf5+,KO_up
Itgb2,0.30626565,1.0372306,0.7594023792568265,1.0,Epi_Kit+Elf5+,KO_up
Hdx,0.29947674,2.3108253,0.7645763122150923,1.0,Epi_Kit+Elf5+,KO_up
Rarb,0.27636746,-0.06452564,0.7822658576051011,1.0,Epi_Kit+Elf5+,WT_up
Ikzf1,0.27614266,0.11455602,0.7824385056813509,1.0,Epi_Kit+Elf5+,KO_up
Mybl1,0.26274464,0.27063948,0.7927474008136091,1.0,Epi_Kit+Elf5+,KO_up
Batf3,0.2550116,3.080616,0.7987141588112432,1.0,Epi_Kit+Elf5+,KO_up
Irf5,0.23531921,1.3435757,0.8139609826052235,1.0,Epi_Kit+Elf5+,KO_up
Foxp2,0.21841435,2.6422307,0.8271062801959768,1.0,Epi_Kit+Elf5+,KO_up
E2f7,0.21018672,28.094818,0.8335219385359631,1.0,Epi_Kit+Elf5+,KO_up
Pou2f2,0.18199697,1.3634847,0.8555850977422723,1.0,Epi_Kit+Elf5+,KO_up
Arnt2,0.17579253,0.56347317,0.860456934301246,1.0,Epi_Kit+Elf5+,KO_up
Nfatc1,0.17125161,-0.27571204,0.8640259335948395,1.0,Epi_Kit+Elf5+,WT_up
Runx3,0.1340699,1.6346784,0.893347294737229,1.0,Epi_Kit+Elf5+,KO_up
Foxp3,0.1289445,2.2362094,0.8974015654305922,1.0,Epi_Kit+Elf5+,KO_up
Tcf15,0.12611203,25.983366,0.8996432400517431,1.0,Epi_Kit+Elf5+,KO_up
Klf2,0.11500698,0.42097178,0.9084395867947956,1.0,Epi_Kit+Elf5+,KO_up
Id1,0.09648357,-0.23814452,0.9231365178164841,1.0,Epi_Kit+Elf5+,WT_up
Hoxd3,0.08407469,24.958027,0.9329970472128184,1.0,Epi_Kit+Elf5+,KO_up
Egr1,0.0767013,-0.16504514,0.9388611739653099,1.0,Epi_Kit+Elf5+,WT_up
Pknox2,0.0684287,-0.26423812,0.9454443716574883,1.0,Epi_Kit+Elf5+,WT_up
Ikzf3,0.06451721,0.8662725,0.9485584046685334,1.0,Epi_Kit+Elf5+,KO_up
Tbx15,0.06370793,0.4340069,0.9492027870539277,1.0,Epi_Kit+Elf5+,KO_up
Prrx1,0.051703688,0.68314564,0.9587647994934447,1.0,Epi_Kit+Elf5+,KO_up
Maf,0.048556507,0.335399,0.9612727323090229,1.0,Epi_Kit+Elf5+,KO_up
Meox2,0.04460005,0.3785501,0.9644261029103683,1.0,Epi_Kit+Elf5+,KO_up
Rorb,0.04460005,0.6102104,0.9644261029103683,1.0,Epi_Kit+Elf5+,KO_up
Arid3c,0.042037345,24.694942,0.966468927100099,1.0,Epi_Kit+Elf5+,KO_up
Sox7,0.042037345,24.974304,0.966468927100099,1.0,Epi_Kit+Elf5+,KO_up
Bcl6b,0.042037345,23.620249,0.966468927100099,1.0,Epi_Kit+Elf5+,KO_up
Tal1,0.042037345,25.228733,0.966468927100099,1.0,Epi_Kit+Elf5+,KO_up
Creb5,0.035428267,-1.1124508,0.9717382463080854,1.0,Epi_Kit+Elf5+,WT_up
Zeb1,0.033989552,0.41688257,0.9728854804823556,1.0,Epi_Kit+Elf5+,KO_up
Tcf7,0.027695192,-0.9055326,0.9779052582566486,1.0,Epi_Kit+Elf5+,WT_up
Erg,0.007733073,-0.38757965,0.9938299618109346,1.0,Epi_Kit+Elf5+,WT_up
Sox17,0.0026975838,1.4582027,0.9978476422554573,1.0,Epi_Kit+Elf5+,KO_up
Spi1,0.002607664,-3.1761045,0.9979193873481846,1.0,Epi_Kit+Elf5+,WT_up
Tfec,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Hes5,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Mafa,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Nhlh1,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Tbx20,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Ascl2,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Nr2e1,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Spic,0.0,0.0,1.0,1.0,Epi_Kit+Elf5+,WT_up
Irf4,-0.030887334,1.2518166,0.9753593919667091,1.0,Epi_Kit+Elf5+,KO_up
Gli1,-0.036732096,-0.7758349,0.9706986157818925,1.0,Epi_Kit+Elf5+,WT_up
Lhx6,-0.039384723,-25.393267,0.9685836609691478,1.0,Epi_Kit+Elf5+,WT_up
Hoxd9,-0.039384723,-23.284664,0.9685836609691478,1.0,Epi_Kit+Elf5+,WT_up
Tbx5,-0.039384723,-26.200226,0.9685836609691478,1.0,Epi_Kit+Elf5+,WT_up
Nr5a2,-0.039384723,-23.219975,0.9685836609691478,1.0,Epi_Kit+Elf5+,WT_up
Gata2,-0.039384723,-23.909683,0.9685836609691478,1.0,Epi_Kit+Elf5+,WT_up
Trp63,-0.049455702,-0.3558188,0.9605561398818401,1.0,Epi_Kit+Elf5+,WT_up
Prdm1,-0.06851862,-1.2910445,0.945372794309499,1.0,Epi_Kit+Elf5+,WT_up
Stat4,-0.13038321,-1.3853574,0.8962632494301824,1.0,Epi_Kit+Elf5+,WT_up
Mef2c,-0.14409593,-0.14530239,0.8854247207423336,1.0,Epi_Kit+Elf5+,WT_up
Ets1,-0.1604163,-0.6171192,0.8725531437308173,1.0,Epi_Kit+Elf5+,WT_up
Foxn3,-0.19948632,0.9901104,0.8418823498028538,1.0,Epi_Kit+Elf5+,KO_up
Klf8,-0.22353977,-0.41629285,0.8231154371685715,1.0,Epi_Kit+Elf5+,WT_up
Pax5,-0.22362968,-1.63264,0.8230454628769759,1.0,Epi_Kit+Elf5+,WT_up
Egr3,-0.26099122,-2.5311723,0.7940992786781392,1.0,Epi_Kit+Elf5+,WT_up
Pparg,-0.3249689,-0.05850119,0.7452046006295884,1.0,Epi_Kit+Elf5+,WT_up
Ebf3,-0.3401653,-2.1611168,0.7337320484560519,1.0,Epi_Kit+Elf5+,WT_up
Barx2,-0.44339284,-0.32678512,0.6574816178841372,1.0,Epi_Kit+Elf5+,WT_up
Ppara,-0.45391342,-1.5450934,0.649891150739281,1.0,Epi_Kit+Elf5+,WT_up
Epas1,-0.5427988,-0.9175399,0.5872683447590722,1.0,Epi_Kit+Elf5+,WT_up
Gli2,-0.6293013,-1.2209191,0.529151814879461,1.0,Epi_Kit+Elf5+,WT_up
Pbx3,-0.66720235,-0.9861533,0.5046428845586182,1.0,Epi_Kit+Elf5+,WT_up
Elf5,-0.8129618,-2.560599,0.4162399623311779,1.0,Epi_Kit+Elf5+,WT_up
Bach2,-0.8356215,-1.4637204,0.4033678701971969,1.0,Epi_Kit+Elf5+,WT_up
Tcf4,-0.95953053,-1.4004258,0.33729155799454924,1.0,Epi_Kit+Elf5+,WT_up
Mlxipl,-1.0797977,-1.5279776,0.28023224000637437,1.0,Epi_Kit+Elf5+,WT_up
Ehf,-1.1323107,-3.8002505,0.2575038155764663,1.0,Epi_Kit+Elf5+,WT_up
Etv5,-1.1872516,-1.223456,0.23512842093063024,1.0,Epi_Kit+Elf5+,WT_up
Npas3,-1.3873672,1.4535177,0.16532979786410185,1.0,Epi_Kit+Elf5+,KO_up
Pgr,-1.9719336,-2.9162745,0.04861718056210365,0.5080241271977312,Epi_Kit+Elf5+,WT_up
Pbx1,-1.9986846,-0.06434235,0.04564248005849953,0.485396445728511,Epi_Kit+Elf5+,WT_up
Etv1,-2.057582,-3.7345505,0.03963028197957368,0.4337635607910273,Epi_Kit+Elf5+,WT_up
Klf12,-2.1507835,-2.2095373,0.03149329573031414,0.3604900530351607,Epi_Kit+Elf5+,WT_up
Ebf1,-2.9166725,-3.9106333,0.0035378712878288755,0.05584250522209894,Epi_Kit+Elf5+,WT_up
Tfcp2l1,-3.0049284,-3.9319112,0.002656434095617007,0.04334180857881569,Epi_Kit+Elf5+,WT_up
Nfia,-3.4012485,-7.4944634,0.0006707885466779717,0.01314833236266168,Epi_Kit+Elf5+,WT_up
Foxp1,-7.4545026,-25.260172,9.020743604275088e-14,6.148456833913861e-12,Epi_Kit+Elf5+,WT_up
Tfap2b,-8.957281,-10.492887,3.327810501692856e-19,3.3267012315256256e-17,Epi_Kit+Elf5+,WT_up
Nfib,-11.4895935,-65.016624,1.4881086875000686e-30,2.231418976906353e-28,Epi_Kit+Elf5+,WT_up
