names,scores,logfoldchanges,pvals,pvals_adj,cluster,direction
Rora,-15.639646,-87.421234,3.9089552069016695e-55,1.4653695831872634e-52,Epi_Kit+Elf5+,WT_up
Etv5,5.800098,5.721148,6.6276178253530325e-09,2.2846236618659477e-07,Epi_Ctr9+,KO_up
Tfcp2l1,3.4620628,3.5052633,0.0005360520049072124,0.01016013387264713,Epi_Ctr9+,KO_up
Zbtb16,1.4690158,3.8312314,0.14182848299621661,1.0,Epi_Ctr9+,KO_up
Ahr,1.3561155,1.2276684,0.17506245203869797,1.0,Epi_Ctr9+,KO_up
Hdx,1.3050351,1.9560157,0.1918808805119988,1.0,Epi_Ctr9+,KO_up
Stat1,1.269017,1.396293,0.20443499592908243,1.0,Epi_Ctr9+,KO_up
Npas3,1.2149243,1.2063957,0.22439495380270846,1.0,Epi_Ctr9+,KO_up
Fli1,0.985718,1.1076934,0.3242714965896586,1.0,Epi_Ctr9+,KO_up
Foxp2,0.7523205,2.5299313,0.451858317593857,1.0,Epi_Ctr9+,KO_up
Etv6,0.74917716,5.784482,0.4537504449119797,1.0,Epi_Ctr9+,KO_up
Zeb1,0.74289036,0.7632708,0.4575480746981446,1.0,Epi_Ctr9+,KO_up
Ehf,0.7145997,-0.09845527,0.4748564088241388,1.0,Epi_Ctr9+,WT_up
Elf5,0.6931198,0.071307704,0.48823435378775304,1.0,Epi_Ctr9+,KO_up
Bcl11b,0.68735695,1.8945625,0.4918578320874095,1.0,Epi_Ctr9+,KO_up
Klf12,0.68028426,1.5987586,0.4963244774549451,1.0,Epi_Ctr9+,KO_up
Myb,0.55415535,2.077968,0.5794725468024757,1.0,Epi_Ctr9+,KO_up
Ikzf2,0.5228523,2.139696,0.6010770420571507,1.0,Epi_Ctr9+,KO_up
Klf4,0.47910663,0.6391625,0.6318627660981257,1.0,Epi_Ctr9+,KO_up
Lef1,0.45710284,0.38891548,0.6475971319092089,1.0,Epi_Ctr9+,KO_up
Tcf7,0.45369747,0.4816898,0.6500465770451762,1.0,Epi_Ctr9+,KO_up
Sox17,0.44819653,2.895485,0.6540113636459803,1.0,Epi_Ctr9+,KO_up
Maf,0.3968543,1.076655,0.6914748877725847,1.0,Epi_Ctr9+,KO_up
Itgb2,0.36175302,2.9375756,0.7175366036809507,1.0,Epi_Ctr9+,KO_up
Klf2,0.35991937,0.6074339,0.7189074329336214,1.0,Epi_Ctr9+,KO_up
Irf4,0.33241463,0.9418873,0.7395762060538785,1.0,Epi_Ctr9+,KO_up
Hoxb6,0.3166976,2.2316766,0.7514730627454262,1.0,Epi_Ctr9+,KO_up
Ikzf3,0.30805326,2.094142,0.7580418074430707,1.0,Epi_Ctr9+,KO_up
Spi1,0.2753095,5.263117,0.7830784650308723,1.0,Epi_Ctr9+,KO_up
Zbtb7c,0.23994625,1.1068128,0.8103719293977736,1.0,Epi_Ctr9+,KO_up
Ebf3,0.22959922,0.20432065,0.818403214410522,1.0,Epi_Ctr9+,KO_up
Klf8,0.2134893,-0.5002732,0.8309453417623074,1.0,Epi_Ctr9+,WT_up
Bcl6b,0.18755624,1.5791683,0.8512245364585285,1.0,Epi_Ctr9+,KO_up
Mecom,0.18493673,0.5176006,0.8532786577126181,1.0,Epi_Ctr9+,KO_up
Pou2f2,0.17000557,0.7744801,0.8650057467478054,1.0,Epi_Ctr9+,KO_up
Prdm1,0.1656834,2.8781502,0.8684061054947436,1.0,Epi_Ctr9+,KO_up
Arnt2,0.15245493,2.5365205,0.8788281365048447,1.0,Epi_Ctr9+,KO_up
Rarb,0.13385648,2.4727693,0.8935160682206988,1.0,Epi_Ctr9+,KO_up
Stat4,0.12887943,0.22486237,0.8974530579305431,1.0,Epi_Ctr9+,KO_up
Runx3,0.11473412,1.4230505,0.908655867382444,1.0,Epi_Ctr9+,KO_up
Pknox2,0.09823127,1.5530118,0.9217486538573422,1.0,Epi_Ctr9+,KO_up
Hoxd9,0.086967416,23.03646,0.9306974119136705,1.0,Epi_Ctr9+,KO_up
Gli2,0.081466466,0.030971868,0.9350709929898506,1.0,Epi_Ctr9+,KO_up
Irf5,0.05500951,-0.057538643,0.9561308870974881,1.0,Epi_Ctr9+,WT_up
Prrx1,0.05160416,-1.0238346,0.9588441047841909,1.0,Epi_Ctr9+,WT_up
Egr3,0.050556358,1.7010499,0.9596790383840188,1.0,Epi_Ctr9+,KO_up
Tfec,0.05029441,0.950667,0.9598877787306418,1.0,Epi_Ctr9+,KO_up
Tcf15,0.05029441,-2.431119,0.9598877787306418,1.0,Epi_Ctr9+,WT_up
Ascl2,0.05029441,1.0481184,0.9598877787306418,1.0,Epi_Ctr9+,KO_up
Rorb,0.05029441,-0.21041036,0.9598877787306418,1.0,Epi_Ctr9+,WT_up
Meox2,0.05029441,0.24555236,0.9598877787306418,1.0,Epi_Ctr9+,KO_up
Barx2,0.028290605,1.1542228,0.9774303734657799,1.0,Epi_Ctr9+,KO_up
E2f7,0.013883352,0.08371878,0.9889230431408442,1.0,Epi_Ctr9+,KO_up
Batf3,0.013621403,-1.764193,0.9891320292768134,1.0,Epi_Ctr9+,WT_up
Foxp3,0.004715101,0.5419301,0.9962379077389417,1.0,Epi_Ctr9+,KO_up
Tbx5,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Mafa,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Sox7,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Lhx6,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Nhlh1,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Tal1,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Arid3c,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Hes5,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Spic,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Tbx20,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Nr2e1,0.0,0.0,1.0,1.0,Epi_Ctr9+,WT_up
Elf4,-0.00078585016,0.40296844,0.9993729823643736,1.0,Epi_Ctr9+,KO_up
Tbx15,-0.0062868013,0.65133893,0.994983891441385,1.0,Epi_Ctr9+,KO_up
Mybl1,-0.016240902,-0.8443748,0.9870422038388189,1.0,Epi_Ctr9+,WT_up
Hoxd3,-0.022265755,2.4591377,0.9822359663016696,1.0,Epi_Ctr9+,KO_up
Nr5a2,-0.036542032,-23.251144,0.9708501644802519,1.0,Epi_Ctr9+,WT_up
Gata2,-0.036542032,-23.920538,0.9708501644802519,1.0,Epi_Ctr9+,WT_up
Nfatc2,-0.05736706,0.02388765,0.954252801446551,1.0,Epi_Ctr9+,KO_up
Gli1,-0.073084064,-22.007431,0.94173922301953,1.0,Epi_Ctr9+,WT_up
Erg,-0.09534982,-1.3415184,0.9240369738667111,1.0,Epi_Ctr9+,WT_up
Irf8,-0.11551997,-1.096172,0.9080329912801226,1.0,Epi_Ctr9+,WT_up
Ikzf1,-0.12678382,0.836923,0.8991114990925475,1.0,Epi_Ctr9+,KO_up
Egr1,-0.14092913,-1.3023058,0.8879259321273552,1.0,Epi_Ctr9+,WT_up
Id1,-0.22828947,-1.5559224,0.8194212117362039,1.0,Epi_Ctr9+,WT_up
Tcf7l2,-0.29613453,3.2696702,0.7671273442669543,1.0,Epi_Ctr9+,KO_up
Bach2,-0.29927793,-0.6676839,0.7647279916043039,1.0,Epi_Ctr9+,WT_up
Bcl11a,-0.36777788,-1.0014664,0.7130388720270557,1.0,Epi_Ctr9+,WT_up
Pax5,-0.38637632,-0.3255141,0.6992179829607458,1.0,Epi_Ctr9+,WT_up
Nfatc1,-0.47321278,0.4361886,0.6360613922349794,1.0,Epi_Ctr9+,KO_up
Trp63,-0.48211905,-0.4754895,0.6297213665925024,1.0,Epi_Ctr9+,WT_up
Mitf,-0.48460758,-0.13786243,0.6279547278074888,1.0,Epi_Ctr9+,WT_up
Rbpj,-0.48500052,1.2475399,0.6276759792635012,1.0,Epi_Ctr9+,KO_up
Relb,-0.52376914,0.13089997,0.6004391313128037,1.0,Epi_Ctr9+,KO_up
Pparg,-0.5390932,0.41286775,0.5898225463730102,1.0,Epi_Ctr9+,KO_up
Jdp2,-0.692334,0.8080573,0.48872761529497644,1.0,Epi_Ctr9+,KO_up
Mlxipl,-0.69914466,-1.18896,0.484461617364215,1.0,Epi_Ctr9+,WT_up
Epas1,-0.8155815,0.7566219,0.4147395461765161,1.0,Epi_Ctr9+,KO_up
Ppara,-0.81937975,-0.96818984,0.4125697822469411,1.0,Epi_Ctr9+,WT_up
Creb5,-0.9105384,-1.0200828,0.3625386551147368,1.0,Epi_Ctr9+,WT_up
Pbx3,-0.9121101,-0.80490047,0.36171077693730924,1.0,Epi_Ctr9+,WT_up
Mef2c,-0.93411386,-1.8694695,0.3502451550150836,1.0,Epi_Ctr9+,WT_up
Ppargc1a,-1.3218,-1.8160154,0.1862347753817405,1.0,Epi_Ctr9+,WT_up
Nr2f2,-1.36882,-1.1574634,0.17105555293750474,1.0,Epi_Ctr9+,WT_up
Pbx1,-1.4644318,2.2563617,0.1430760181388719,1.0,Epi_Ctr9+,KO_up
Pgr,-1.6544765,-8.039046,0.09803073192445179,0.8963236739068016,Epi_Ctr9+,WT_up
Glis3,-1.9963213,-0.7356701,0.04589895821008025,0.5008598297935499,Epi_Ctr9+,WT_up
Foxn3,-2.224218,0.069538474,0.026133789393625394,0.3212099770142728,Epi_Ctr9+,KO_up
Rel,-2.276739,-1.8345563,0.02280182486248884,0.29065333341184124,Epi_Ctr9+,WT_up
Mbd1,-2.648446,-1.840427,0.008086277291412045,0.11887620390659179,Epi_Ctr9+,WT_up
Ebf1,-2.653685,-0.59838164,0.007961811915153287,0.1184808645618522,Epi_Ctr9+,WT_up
Etv1,-2.9245412,-2.4431098,0.0034496427206618485,0.05653266950417969,Epi_Ctr9+,WT_up
Ets1,-3.4493582,-1.4339526,0.0005619206650615602,0.01053250046574762,Epi_Ctr9+,WT_up
Tcf4,-3.876206,-3.1709657,0.00010609793175712009,0.002272769266711451,Epi_Ctr9+,WT_up
Foxp1,-4.0513196,-10.474989,5.092961497886932e-05,0.0011484053783581134,Epi_Ctr9+,WT_up
Nfib,-4.5964375,-6.140658,4.297757778111697e-06,0.00011016218441501693,Epi_Ctr9+,WT_up
Tfap2b,-4.783732,-8.233551,1.7207024624249712e-06,4.691260622556808e-05,Epi_Ctr9+,WT_up
Nfia,-7.4751377,-16.849054,7.712312284721669e-14,3.854870756980048e-12,Epi_Ctr9+,WT_up
Rora,-12.725796,-28.77367,4.251237294328283e-37,6.35233537443019e-35,Epi_Ctr9+,WT_up
Stat1,4.614807,13.088616,3.934609215914745e-06,0.0013110992265031468,Bcells,KO_up
Etv6,3.7356117,19.322214,0.00018725938046428974,0.02159964930816942,Bcells,KO_up
Zbtb7c,2.508073,6.3055077,0.012139154084393275,0.5600818938322374,Bcells,KO_up
Zbtb16,2.468773,6.4630556,0.013557725323650826,0.5892698296467945,Bcells,KO_up
Klf12,2.1001837,4.1832695,0.03571268076898668,1.0,Bcells,KO_up
Tcf7l2,1.877482,17.685719,0.06045204921132665,1.0,Bcells,KO_up
Ehf,1.8670616,3.5465925,0.0618929913338064,1.0,Bcells,KO_up
Ikzf2,1.8128748,5.033611,0.06985113420665393,1.0,Bcells,KO_up
Glis3,1.366876,1.8351269,0.17166416397409423,1.0,Bcells,KO_up
Rel,1.2424251,0.23200086,0.21407975380539968,1.0,Bcells,KO_up
Relb,1.2331955,1.8290373,0.2175028332455612,1.0,Bcells,KO_up
Bcl11b,1.0748035,3.9146686,0.2824627494457036,1.0,Bcells,KO_up
Creb5,1.0462214,3.0514903,0.29545882990777594,1.0,Bcells,KO_up
Ikzf3,0.97119355,6.512551,0.3314519000863827,1.0,Bcells,KO_up
Nfib,0.9625594,-3.645562,0.3357686777591934,1.0,Bcells,WT_up
Pbx3,0.9610708,3.2915142,0.3365165915456507,1.0,Bcells,KO_up
Npas3,0.8443608,2.3373797,0.39846781914615836,1.0,Bcells,KO_up
Ahr,0.81458783,1.5891664,0.415308265031453,1.0,Bcells,KO_up
Nfatc2,0.7919604,0.8948056,0.428383758604694,1.0,Bcells,KO_up
Barx2,0.76992846,2.3211212,0.44134234694172936,1.0,Bcells,KO_up
Irf4,0.75385106,2.4447012,0.45093867178774294,1.0,Bcells,KO_up
Pbx1,0.721994,5.5154347,0.47029817478511726,1.0,Bcells,KO_up
Mybl1,0.7157417,3.2672265,0.4741508772004822,1.0,Bcells,KO_up
Irf5,0.67346406,1.5681878,0.500652092491196,1.0,Bcells,KO_up
Elf5,0.6591731,0.114034034,0.5097846402770059,1.0,Bcells,KO_up
Maf,0.6442866,-0.18237552,0.5193896082548373,1.0,Bcells,WT_up
Itgb2,0.57997704,0.26368874,0.5619301113522509,1.0,Bcells,KO_up
Foxp3,0.56300646,0.88987905,0.5734304955044416,1.0,Bcells,KO_up
Nfia,0.50554466,0.5358689,0.6131763425221218,1.0,Bcells,KO_up
Spi1,0.5004833,1.5150014,0.6167348445627063,1.0,Bcells,KO_up
Elf4,0.4847036,0.78790605,0.6278866183547229,1.0,Bcells,KO_up
Hoxb6,0.464458,0.5551107,0.6423196531785511,1.0,Bcells,KO_up
Jdp2,0.46386254,1.3430544,0.6427462412011897,1.0,Bcells,KO_up
Klf4,0.45701474,27.728634,0.64766044359215,1.0,Bcells,KO_up
Irf8,0.4150349,2.2229235,0.6781163593640606,1.0,Bcells,KO_up
Egr3,0.38853696,2.2255697,0.6976187006285173,1.0,Bcells,KO_up
Tcf4,0.38109374,1.4520183,0.7031336974958123,1.0,Bcells,KO_up
Tcf7,0.3423889,1.7305464,0.7320582402168806,1.0,Bcells,KO_up
Epas1,0.33286154,-0.5883304,0.7392387889683719,1.0,Bcells,WT_up
Pou2f2,0.33167064,0.11502508,0.7401379731264464,1.0,Bcells,KO_up
Runx3,0.31053185,0.05017526,0.7561565455859772,1.0,Bcells,KO_up
Egr1,0.26408604,1.5163677,0.7917136146109232,1.0,Bcells,KO_up
Foxp2,0.23699267,-0.33561665,0.8126624804928901,1.0,Bcells,WT_up
Nr2f2,0.23103808,0.56861544,0.8172852220236915,1.0,Bcells,KO_up
Arnt2,0.1828059,26.603735,0.8549503190461726,1.0,Bcells,KO_up
Prdm1,0.17863768,3.376291,0.858222200212547,1.0,Bcells,KO_up
Etv5,0.17625585,1.8125721,0.8600929443543498,1.0,Bcells,KO_up
Meox2,0.17625585,1.6957741,0.8600929443543498,1.0,Bcells,KO_up
Klf8,0.16613305,-0.16678378,0.868052246007237,1.0,Bcells,WT_up
Erg,0.14171924,0.9481506,0.8873017833541681,1.0,Bcells,KO_up
Prrx1,0.13487145,0.4269673,0.892713509741005,1.0,Bcells,KO_up
Id1,0.119091794,-1.158101,0.9052026338396898,1.0,Bcells,WT_up
Gli1,0.09140295,25.674768,0.9271724177782518,1.0,Bcells,KO_up
Myb,0.08931884,-0.9046322,0.9288285188329469,1.0,Bcells,WT_up
Hdx,0.0565686,-0.50830346,0.9548888472522461,1.0,Bcells,WT_up
Gata2,0.02858203,1.275754,0.9771979442303603,1.0,Bcells,KO_up
E2f7,0.02858203,2.829555,0.9771979442303603,1.0,Bcells,KO_up
Tfec,0.027986571,0.3833914,0.9776728617270206,1.0,Bcells,KO_up
Sox17,0.027986571,0.49005446,0.9776728617270206,1.0,Bcells,KO_up
Trp63,0.020543333,-1.2361833,0.9836099437907432,1.0,Bcells,WT_up
Ppargc1a,0.014291015,-0.44723102,0.988597807901311,1.0,Bcells,WT_up
Ascl2,0.0,0.0,1.0,1.0,Bcells,WT_up
Hoxd9,0.0,0.0,1.0,1.0,Bcells,WT_up
Arid3c,0.0,0.0,1.0,1.0,Bcells,WT_up
Hes5,0.0,0.0,1.0,1.0,Bcells,WT_up
Nhlh1,0.0,0.0,1.0,1.0,Bcells,WT_up
Nr2e1,0.0,0.0,1.0,1.0,Bcells,WT_up
Mafa,0.0,0.0,1.0,1.0,Bcells,WT_up
Bcl6b,-0.0047636717,1.113998,0.996199154302652,1.0,Bcells,KO_up
Pknox2,-0.0071455077,-0.67203283,0.9942987584072032,1.0,Bcells,WT_up
Nr5a2,-0.008336426,-0.79245305,0.9933485719144559,1.0,Bcells,WT_up
Spic,-0.03423889,0.7451689,0.9726866549127223,1.0,Bcells,KO_up
Tal1,-0.03542981,-1.6417258,0.9717370162863862,1.0,Bcells,WT_up
Mecom,-0.046743527,-0.100131035,0.9627176377616578,1.0,Bcells,WT_up
