cell_type,sample,rank,gene,degree_centrality_all
SMC?,KO_DM,1,Stat1,0.15773353751914243
SMC?,KO_DM,2,Zfp281,0.11791730474732007
SMC?,KO_DM,3,Ebf1,0.11638591117917305
SMC?,KO_DM,4,E2f4,0.11485451761102604
SMC?,KO_DM,5,Mbd1,0.11332312404287902
SMC?,KO_DM,6,Stat3,0.0995405819295559
SMC?,KO_DM,7,Patz1,0.09341500765696784
SMC?,KO_DM,8,E2f6,0.08575803981623277
SMC?,KO_DM,9,Bhlhe40,0.07350689127105667
SMC?,KO_DM,10,Taf1,0.07044410413476264
SMC?,KO_DM,11,Arnt,0.06738131699846861
SMC?,KO_DM,12,Prdm11,0.06584992343032159
SMC?,KO_DM,13,Stat5a,0.06278713629402756
SMC?,KO_DM,14,Brf2,0.06125574272588055
SMC?,KO_DM,15,Id2,0.05972434915773354
SMC?,KO_DM,16,Npas3,0.05819295558958652
SMC?,KO_DM,17,Smarcc1,0.05666156202143951
SMC?,KO_DM,18,Creb5,0.05053598774885146
SMC?,KO_DM,19,Hoxc9,0.05053598774885146
SMC?,KO_DM,20,Mlxip,0.05053598774885146
SMC?,KO_DM,21,Glis3,0.05053598774885146
SMC?,KO_DM,22,Klf11,0.04900459418070444
SMC?,KO_DM,23,Wrnip1,0.04747320061255743
SMC?,KO_DM,24,Bach2,0.045941807044410414
SMC?,KO_DM,25,Clock,0.045941807044410414
SMC?,KO_DM,26,Hes1,0.045941807044410414
SMC?,KO_DM,27,Hoxb2,0.042879019908116385
SMC?,KO_DM,28,Zbtb17,0.04134762633996937
SMC?,KO_DM,29,Pbx1,0.04134762633996937
SMC?,KO_DM,30,Nfe2l2,0.039816232771822356
SMC?,KO_DM,31,Hsf2,0.039816232771822356
SMC?,KO_DM,32,Nfia,0.03828483920367534
SMC?,KO_DM,33,Creb3l2,0.036753445635528334
SMC?,KO_DM,34,Zfp143,0.036753445635528334
SMC?,KO_DM,35,Osr2,0.03522205206738132
SMC?,KO_DM,36,Rora,0.03522205206738132
SMC?,KO_DM,37,Cebpg,0.03522205206738132
SMC?,KO_DM,38,Polr2a,0.03522205206738132
SMC?,KO_DM,39,E4f1,0.03215926493108729
SMC?,KO_DM,40,Rara,0.03215926493108729
SMC?,KO_DM,41,Esrrg,0.030627871362940276
SMC?,KO_DM,42,Runx1,0.030627871362940276
SMC?,KO_DM,43,Runx2,0.030627871362940276
SMC?,KO_DM,44,Tal1,0.030627871362940276
SMC?,KO_DM,45,Esr1,0.02909647779479326
SMC?,KO_DM,46,Zbtb16,0.027565084226646247
SMC?,KO_DM,47,Nfatc1,0.027565084226646247
SMC?,KO_DM,48,Myef2,0.027565084226646247
SMC?,KO_DM,49,Nrp1,0.027565084226646247
SMC?,KO_DM,50,Atf6b,0.027565084226646247
SMC?,WT_DM,1,Ebf1,0.16556291390728478
SMC?,WT_DM,2,Stat1,0.15066225165562913
SMC?,WT_DM,3,Stat3,0.1390728476821192
SMC?,WT_DM,4,Taf1,0.1390728476821192
SMC?,WT_DM,5,E2f4,0.13741721854304637
SMC?,WT_DM,6,Mbd1,0.12417218543046357
SMC?,WT_DM,7,Prdm11,0.10430463576158941
SMC?,WT_DM,8,Zfp281,0.09933774834437085
SMC?,WT_DM,9,Hes1,0.09105960264900662
SMC?,WT_DM,10,Klf11,0.08774834437086093
SMC?,WT_DM,11,Arnt,0.06622516556291391
SMC?,WT_DM,12,Patz1,0.06622516556291391
SMC?,WT_DM,13,Bhlhe40,0.06622516556291391
SMC?,WT_DM,14,Esr1,0.061258278145695365
SMC?,WT_DM,15,Runx1,0.061258278145695365
SMC?,WT_DM,16,Clock,0.061258278145695365
SMC?,WT_DM,17,Jun,0.059602649006622516
SMC?,WT_DM,18,Gli2,0.059602649006622516
SMC?,WT_DM,19,Stat5a,0.057947019867549666
SMC?,WT_DM,20,Irf4,0.056291390728476824
SMC?,WT_DM,21,Npas3,0.052980132450331126
SMC?,WT_DM,22,E2f6,0.052980132450331126
SMC?,WT_DM,23,Creb5,0.052980132450331126
SMC?,WT_DM,24,Polr2a,0.05132450331125828
SMC?,WT_DM,25,Smarcc1,0.04966887417218543
SMC?,WT_DM,26,Brf2,0.046357615894039736
SMC?,WT_DM,27,Nfatc1,0.046357615894039736
SMC?,WT_DM,28,Creb3l2,0.046357615894039736
SMC?,WT_DM,29,Zbtb17,0.04470198675496689
SMC?,WT_DM,30,Esrrg,0.04470198675496689
SMC?,WT_DM,31,Gli1,0.04470198675496689
SMC?,WT_DM,32,Bach2,0.041390728476821195
SMC?,WT_DM,33,Mlxip,0.039735099337748346
SMC?,WT_DM,34,Rara,0.039735099337748346
SMC?,WT_DM,35,Nfia,0.0380794701986755
SMC?,WT_DM,36,Wrnip1,0.03642384105960265
SMC?,WT_DM,37,Hoxc9,0.03642384105960265
SMC?,WT_DM,38,Zfp3,0.03642384105960265
SMC?,WT_DM,39,Hoxd4,0.033112582781456956
SMC?,WT_DM,40,Nfe2l2,0.033112582781456956
SMC?,WT_DM,41,Grhl2,0.029801324503311258
SMC?,WT_DM,42,Hsf2,0.028145695364238412
SMC?,WT_DM,43,Smarcb1,0.028145695364238412
SMC?,WT_DM,44,Nfix,0.028145695364238412
SMC?,WT_DM,45,Pbx1,0.026490066225165563
SMC?,WT_DM,46,Osr2,0.026490066225165563
SMC?,WT_DM,47,Prickle2,0.026490066225165563
SMC?,WT_DM,48,Nrp1,0.024834437086092714
SMC?,WT_DM,49,Rora,0.024834437086092714
SMC?,WT_DM,50,Gas7,0.024834437086092714
