cell_type,sample,rank,gene,degree_centrality_all
Fibroblasts,KO_DM,1,Tcf7l2,0.2509578544061303
Fibroblasts,KO_DM,2,Ets1,0.23563218390804597
Fibroblasts,KO_DM,3,Pax5,0.2164750957854406
Fibroblasts,KO_DM,4,Mef2c,0.20306513409961685
Fibroblasts,KO_DM,5,E2f7,0.20114942528735633
Fibroblasts,KO_DM,6,Creb5,0.18199233716475097
Fibroblasts,KO_DM,7,Irf4,0.1781609195402299
Fibroblasts,KO_DM,8,Zeb1,0.15708812260536398
Fibroblasts,KO_DM,9,Runx2,0.15517241379310345
Fibroblasts,KO_DM,10,Gata3,0.13793103448275862
Fibroblasts,KO_DM,11,Ebf1,0.12643678160919541
Fibroblasts,KO_DM,12,Fli1,0.12452107279693486
Fibroblasts,KO_DM,13,Klf4,0.12452107279693486
Fibroblasts,KO_DM,14,Mbd1,0.10727969348659004
Fibroblasts,KO_DM,15,Tcf4,0.09961685823754789
Fibroblasts,KO_DM,16,Ebf3,0.09386973180076628
Fibroblasts,KO_DM,17,Runx1,0.08620689655172414
Fibroblasts,KO_DM,18,Nfia,0.08620689655172414
Fibroblasts,KO_DM,19,Mitf,0.06513409961685823
Fibroblasts,KO_DM,20,Pbx3,0.06130268199233716
Fibroblasts,KO_DM,21,Usf1,0.06130268199233716
Fibroblasts,KO_DM,22,Klf16,0.06130268199233716
Fibroblasts,KO_DM,23,Pgr,0.05747126436781609
Fibroblasts,KO_DM,24,Rora,0.05747126436781609
Fibroblasts,KO_DM,25,Zbtb7c,0.05555555555555555
Fibroblasts,KO_DM,26,Smad3,0.05363984674329502
Fibroblasts,KO_DM,27,Zbtb16,0.04980842911877394
Fibroblasts,KO_DM,28,Foxj3,0.04980842911877394
Fibroblasts,KO_DM,29,Lyl1,0.04789272030651341
Fibroblasts,KO_DM,30,Trp63,0.04597701149425287
Fibroblasts,KO_DM,31,Arntl,0.044061302681992334
Fibroblasts,KO_DM,32,Foxp1,0.044061302681992334
Fibroblasts,KO_DM,33,Egr1,0.038314176245210725
Fibroblasts,KO_DM,34,Cux1,0.03639846743295019
Fibroblasts,KO_DM,35,Ikzf1,0.03639846743295019
Fibroblasts,KO_DM,36,Pax1,0.034482758620689655
Fibroblasts,KO_DM,37,Opcml,0.032567049808429116
Fibroblasts,KO_DM,38,Tcf7l1,0.03065134099616858
Fibroblasts,KO_DM,39,Prkg1,0.03065134099616858
Fibroblasts,KO_DM,40,Nr2f2,0.028735632183908046
Fibroblasts,KO_DM,41,Slit2,0.028735632183908046
Fibroblasts,KO_DM,42,Esrrg,0.028735632183908046
Fibroblasts,KO_DM,43,Adam12,0.028735632183908046
Fibroblasts,KO_DM,44,Jund,0.028735632183908046
Fibroblasts,KO_DM,45,Col4a1,0.028735632183908046
Fibroblasts,KO_DM,46,Auts2,0.02681992337164751
Fibroblasts,KO_DM,47,Slco3a1,0.02681992337164751
Fibroblasts,KO_DM,48,Tmeff2,0.02681992337164751
Fibroblasts,KO_DM,49,Col4a2,0.02490421455938697
Fibroblasts,KO_DM,50,Lpl,0.02490421455938697
Fibroblasts,WT_DM,1,E2f7,0.31868131868131866
Fibroblasts,WT_DM,2,Ets1,0.23443223443223443
Fibroblasts,WT_DM,3,Creb5,0.1794871794871795
Fibroblasts,WT_DM,4,Mbd1,0.1794871794871795
Fibroblasts,WT_DM,5,Irf4,0.16483516483516483
Fibroblasts,WT_DM,6,Zeb1,0.15567765567765568
Fibroblasts,WT_DM,7,Tcf7l2,0.152014652014652
Fibroblasts,WT_DM,8,Pax5,0.14835164835164835
Fibroblasts,WT_DM,9,Fli1,0.14652014652014653
Fibroblasts,WT_DM,10,Runx2,0.1446886446886447
Fibroblasts,WT_DM,11,Mef2c,0.12087912087912088
Fibroblasts,WT_DM,12,Ebf3,0.11355311355311355
Fibroblasts,WT_DM,13,Ebf1,0.10989010989010989
Fibroblasts,WT_DM,14,Tcf4,0.10622710622710622
Fibroblasts,WT_DM,15,Mitf,0.10073260073260074
Fibroblasts,WT_DM,16,Klf4,0.10073260073260074
Fibroblasts,WT_DM,17,Foxj3,0.08241758241758242
Fibroblasts,WT_DM,18,Pbx3,0.08058608058608059
Fibroblasts,WT_DM,19,Nfia,0.07875457875457875
Fibroblasts,WT_DM,20,Gata3,0.07692307692307693
Fibroblasts,WT_DM,21,Runx1,0.07509157509157509
Fibroblasts,WT_DM,22,Cebpb,0.06593406593406594
Fibroblasts,WT_DM,23,Zbtb16,0.06227106227106227
Fibroblasts,WT_DM,24,Pax1,0.06043956043956044
Fibroblasts,WT_DM,25,Esrrg,0.06043956043956044
Fibroblasts,WT_DM,26,Smad3,0.056776556776556776
Fibroblasts,WT_DM,27,Rora,0.05311355311355311
Fibroblasts,WT_DM,28,Mtf1,0.05311355311355311
Fibroblasts,WT_DM,29,Foxp1,0.04945054945054945
Fibroblasts,WT_DM,30,Zbtb7c,0.045787545787545784
Fibroblasts,WT_DM,31,Gabpa,0.04212454212454213
Fibroblasts,WT_DM,32,Ikzf1,0.03663003663003663
Fibroblasts,WT_DM,33,Lef1,0.0347985347985348
Fibroblasts,WT_DM,34,Dpp4,0.03296703296703297
Fibroblasts,WT_DM,35,Slit2,0.031135531135531136
Fibroblasts,WT_DM,36,Opcml,0.031135531135531136
Fibroblasts,WT_DM,37,Tcf7l1,0.031135531135531136
Fibroblasts,WT_DM,38,Prkg1,0.029304029304029304
Fibroblasts,WT_DM,39,Msc,0.027472527472527472
Fibroblasts,WT_DM,40,Junb,0.027472527472527472
Fibroblasts,WT_DM,41,Tmeff2,0.02564102564102564
Fibroblasts,WT_DM,42,Adam12,0.02564102564102564
Fibroblasts,WT_DM,43,Zeb2,0.02564102564102564
Fibroblasts,WT_DM,44,Ror1,0.02564102564102564
Fibroblasts,WT_DM,45,Cyth3,0.023809523809523808
Fibroblasts,WT_DM,46,Auts2,0.023809523809523808
Fibroblasts,WT_DM,47,Bmper,0.023809523809523808
Fibroblasts,WT_DM,48,Slc4a4,0.023809523809523808
Fibroblasts,WT_DM,49,Pde7b,0.023809523809523808
Fibroblasts,WT_DM,50,9530026P05Rik,0.023809523809523808
