,condition_tvalue,abs_tvalue
Junb(+),-5.318753531253088,5.318753531253088
Mef2c(+),5.263978981260774,5.263978981260774
Ski(+),5.091115272822847,5.091115272822847
Ebf1(+),4.412473753592634,4.412473753592634
Irf8(+),4.405339143450659,4.405339143450659
Bcl11a(+),4.403374355636231,4.403374355636231
Gatad1(+),-4.20494535915075,4.20494535915075
Tbx18(+),4.139562943160419,4.139562943160419
Jund(+),-4.071938631750998,4.071938631750998
Bach2(+),4.062694923880058,4.062694923880058
E2f1(+),-4.004671893165483,4.004671893165483
Ncoa1(+),3.992764499628591,3.992764499628591
Zfp697(+),3.670554010783972,3.670554010783972
E2f3(+),-3.6139995110701135,3.6139995110701135
Cebpb(+),-3.5690580510925396,3.5690580510925396
Klf10(+),-3.52243020462714,3.52243020462714
Cebpd(+),-3.465277891887594,3.465277891887594
Peg3(+),3.4404087591872354,3.4404087591872354
Nr3c1(+),3.432317214474246,3.432317214474246
Pparg(+),3.399358370575817,3.399358370575817
Srebf2(+),-3.2231306043670878,3.2231306043670878
Fosl1(+),3.0628848142807565,3.0628848142807565
Rfx2(+),-3.0582871812652686,3.0582871812652686
Meis1(+),2.939917483092066,2.939917483092066
Pitx1(+),2.939765745792002,2.939765745792002
Etv1(+),2.8953765021724633,2.8953765021724633
Foxo1(+),2.8509836964785342,2.8509836964785342
Tfeb(+),2.8224486772290236,2.8224486772290236
Nr1i2(+),2.778189137636419,2.778189137636419
Rest(+),2.737771629290322,2.737771629290322
Hoxa6(+),2.7149091980089817,2.7149091980089817
Tead1(+),2.7024779540036525,2.7024779540036525
Zfp644(+),-2.6573835657403815,2.6573835657403815
Npas2(+),2.650071162136593,2.650071162136593
Ahr(+),-2.645430760993998,2.645430760993998
Rfxank(+),2.5643104632205036,2.5643104632205036
Srebf1(+),2.5547406545747426,2.5547406545747426
Phf20(+),-2.5454081073116503,2.5454081073116503
Relb(+),-2.515762921398841,2.515762921398841
Elf2(+),-2.5087514645970805,2.5087514645970805
Zfp629(+),2.49720645070637,2.49720645070637
Patz1(+),-2.4894069872822486,2.4894069872822486
Stat5a(+),-2.4893449124695635,2.4893449124695635
Cebpg(+),-2.4812364488283207,2.4812364488283207
Ovol2(+),-2.4753649228583874,2.4753649228583874
Hoxd9(+),2.462267571263125,2.462267571263125
Hoxd10(+),2.4238176095112633,2.4238176095112633
Msx3(+),2.422296968997455,2.422296968997455
Zfp738(+),2.397322362725659,2.397322362725659
Gtf2ird1(+),2.3158896646872904,2.3158896646872904
Stat6(+),-2.3109163560402433,2.3109163560402433
Tfap2b(+),2.2822067073583976,2.2822067073583976
Rorc(+),2.257035141105748,2.257035141105748
Hnf1b(+),2.2511494613726026,2.2511494613726026
Elk4(+),-2.2255743929889915,2.2255743929889915
Zfp398(+),-2.197608288276665,2.197608288276665
Hmga1b(+),-2.1772695887357125,2.1772695887357125
Ikzf3(+),2.168132724712258,2.168132724712258
Zfp811(+),2.161198289762935,2.161198289762935
Msx2(+),2.160203868690777,2.160203868690777
Myc(+),-2.15962644956012,2.15962644956012
Klf4(+),-2.139909041129191,2.139909041129191
Nr2f1(+),2.0965447341576358,2.0965447341576358
Hoxa7(+),2.0918165264793758,2.0918165264793758
Zfp101(+),-2.075696703671342,2.075696703671342
Meis2(+),2.0747546771094667,2.0747546771094667
Foxp1(+),2.0705401110561423,2.0705401110561423
Spi1(+),2.0688139818934967,2.0688139818934967
Cebpa(+),2.030299336161667,2.030299336161667
Hes1(+),-1.986262620048563,1.986262620048563
Hoxb4(+),1.9695765036763737,1.9695765036763737
Stat2(+),-1.949991275475053,1.949991275475053
Yy1(+),-1.9465836194394872,1.9465836194394872
Hic1(+),1.9360725561688965,1.9360725561688965
Mterf1a(+),1.9360725561688965,1.9360725561688965
E2f2(+),-1.9200553264091644,1.9200553264091644
Usf2(+),1.9197898975041237,1.9197898975041237
Tbx21(+),1.9006407947025539,1.9006407947025539
Satb2(+),-1.8829574652292327,1.8829574652292327
Hnf4g(+),-1.8775042302970608,1.8775042302970608
Zbtb20(+),1.8746576347978428,1.8746576347978428
Mzf1(+),-1.8631057204873909,1.8631057204873909
Rara(+),1.8557326630714879,1.8557326630714879
Hnf1a(+),1.849756744351514,1.849756744351514
Shox2(+),1.8288129282929686,1.8288129282929686
Jun(+),-1.8131680202284794,1.8131680202284794
Sp2(+),1.8021523758463598,1.8021523758463598
Pbx3(+),1.7888402304415274,1.7888402304415274
Crem(+),-1.7762131808421195,1.7762131808421195
Pou6f1(+),-1.7712724159664077,1.7712724159664077
Hey2(+),1.7506024880735698,1.7506024880735698
Runx2(+),1.745708001043278,1.745708001043278
Tfdp1(+),-1.7441580321419077,1.7441580321419077
Elk1(+),-1.7419469008298571,1.7419469008298571
