,condition_tvalue,abs_tvalue
Ebf1(+),10.794933077448878,10.794933077448878
Gatad1(+),-10.067830686888174,10.067830686888174
Cebpb(+),-9.05214598835037,9.05214598835037
Rora(+),8.726372581569654,8.726372581569654
Jund(+),-8.547908956157883,8.547908956157883
Runx1(+),6.134735399741356,6.134735399741356
Nfib(+),5.68997294014449,5.68997294014449
Stat5a(+),-5.475721706852629,5.475721706852629
Zbtb20(+),5.2605041901816945,5.2605041901816945
Lef1(+),-4.988666441996451,4.988666441996451
Relb(+),-4.740793520541723,4.740793520541723
Elf1(+),-3.9439472491432843,3.9439472491432843
Stat3(+),-3.838186472866067,3.838186472866067
Ikzf1(+),-3.579621059187151,3.579621059187151
Fli1(+),-3.3892861042992553,3.3892861042992553
Nfia(+),2.841616168716518,2.841616168716518
Elf2(+),-2.491978336928459,2.491978336928459
Ube2k(+),-2.263148902954707,2.263148902954707
Pou3f1(+),-2.070391858982232,2.070391858982232
Tcf4(+),1.9762633446463276,1.9762633446463276
Atf7(+),-1.8998274700159865,1.8998274700159865
Ets1(+),-1.8061544026056784,1.8061544026056784
Bptf(+),-1.6547344308383847,1.6547344308383847
Rreb1(+),-1.6049332829000855,1.6049332829000855
Pparg(+),1.4317015749210007,1.4317015749210007
Gata3(+),1.4024663449253394,1.4024663449253394
E2f8(+),-1.1660279395768944,1.1660279395768944
Erg(+),-0.9273760095192078,0.9273760095192078
Spi1(+),-0.9262694592579119,0.9262694592579119
Six3(+),-0.6318822810247029,0.6318822810247029
Sox4(+),-0.5977082491729178,0.5977082491729178
Tcf12(+),-0.5795366086876719,0.5795366086876719
Maf(+),0.32491102365270635,0.32491102365270635
Mtf2(+),0.22744359788735638,0.22744359788735638
Bclaf1(+),0.16367652449327377,0.16367652449327377
Pgr(+),0.16141270526566592,0.16141270526566592
Ep300(+),0.09671450036358036,0.09671450036358036
