cell_type,sample,rank,gene,degree_centrality_all
Adipocyte,KO_DM,1,Ets1,0.2558139534883721
Adipocyte,KO_DM,2,Plagl1,0.20764119601328904
Adipocyte,KO_DM,3,Ppargc1a,0.20431893687707642
Adipocyte,KO_DM,4,Ppara,0.1760797342192691
Adipocyte,KO_DM,5,Ebf1,0.16943521594684385
Adipocyte,KO_DM,6,Mlxipl,0.16611295681063123
Adipocyte,KO_DM,7,Klf12,0.12292358803986711
Adipocyte,KO_DM,8,Esr1,0.11794019933554817
Adipocyte,KO_DM,9,Foxo3,0.10465116279069768
Adipocyte,KO_DM,10,Nfia,0.10132890365448505
Adipocyte,KO_DM,11,Esrrg,0.10132890365448505
Adipocyte,KO_DM,12,Tcf7l2,0.09634551495016612
Adipocyte,KO_DM,13,Fli1,0.09634551495016612
Adipocyte,KO_DM,14,Runx1,0.07973421926910298
Adipocyte,KO_DM,15,Ehf,0.07308970099667775
Adipocyte,KO_DM,16,Mef2c,0.07308970099667775
Adipocyte,KO_DM,17,Npas3,0.07308970099667775
Adipocyte,KO_DM,18,Stat1,0.0681063122923588
Adipocyte,KO_DM,19,Bcl11b,0.0664451827242525
Adipocyte,KO_DM,20,Pbx1,0.06478405315614617
Adipocyte,KO_DM,21,Bcl11a,0.05813953488372093
Adipocyte,KO_DM,22,Zbtb7c,0.05647840531561462
Adipocyte,KO_DM,23,Bach2,0.054817275747508304
Adipocyte,KO_DM,24,Sp4,0.054817275747508304
Adipocyte,KO_DM,25,Tbx21,0.04152823920265781
Adipocyte,KO_DM,26,Pparg,0.04152823920265781
Adipocyte,KO_DM,27,Pax5,0.03820598006644518
Adipocyte,KO_DM,28,Rfx3,0.03820598006644518
Adipocyte,KO_DM,29,Fgf14,0.03820598006644518
Adipocyte,KO_DM,30,Foxo1,0.03820598006644518
Adipocyte,KO_DM,31,Klf13,0.036544850498338874
Adipocyte,KO_DM,32,Creb5,0.036544850498338874
Adipocyte,KO_DM,33,Zbtb16,0.03488372093023256
Adipocyte,KO_DM,34,Tead1,0.03156146179401993
Adipocyte,KO_DM,35,Sp100,0.03156146179401993
Adipocyte,KO_DM,36,Acss2,0.03156146179401993
Adipocyte,KO_DM,37,Irf8,0.03156146179401993
Adipocyte,KO_DM,38,Mbd1,0.029900332225913623
Adipocyte,KO_DM,39,Irf4,0.02823920265780731
Adipocyte,KO_DM,40,Thap1,0.026578073089700997
Adipocyte,KO_DM,41,Pbx3,0.026578073089700997
Adipocyte,KO_DM,42,Nnat,0.026578073089700997
Adipocyte,KO_DM,43,Klf8,0.024916943521594685
Adipocyte,KO_DM,44,Spon1,0.024916943521594685
Adipocyte,KO_DM,45,Alcam,0.024916943521594685
Adipocyte,KO_DM,46,Dock9,0.023255813953488372
Adipocyte,KO_DM,47,Acacb,0.023255813953488372
Adipocyte,KO_DM,48,Trp63,0.023255813953488372
Adipocyte,KO_DM,49,Npr3,0.023255813953488372
Adipocyte,KO_DM,50,Serpine1,0.023255813953488372
