,condition_tvalue,abs_tvalue
Jund(+),-5.895120103590137,5.895120103590137
Pitx1(+),5.850702399708605,5.850702399708605
Alx4(+),5.80578592078885,5.80578592078885
Mtf2(+),-5.777575483212413,5.777575483212413
Stat3(+),5.76765451431781,5.76765451431781
E2f2(+),-5.625108994036041,5.625108994036041
Zfp629(+),-5.478728400346454,5.478728400346454
Zfp874b(+),5.474462614892445,5.474462614892445
Nrf1(+),-5.427359447579386,5.427359447579386
Hoxb6(+),-5.315734069749926,5.315734069749926
Myc(+),-5.133823036701361,5.133823036701361
Hoxb7(+),-5.060425392531799,5.060425392531799
Nr1i2(+),5.056060526282334,5.056060526282334
Hey2(+),5.052156536819652,5.052156536819652
Ltf(+),5.014812475194033,5.014812475194033
Tbx15(+),-4.792837887897146,4.792837887897146
Sirt6(+),-4.7325897227589735,4.7325897227589735
Tfap2b(+),4.712805881701983,4.712805881701983
Nr3c1(+),4.698932201961277,4.698932201961277
Bcl6b(+),4.544275079696123,4.544275079696123
Etv1(+),4.479840412471816,4.479840412471816
Vezf1(+),4.4260781124544755,4.4260781124544755
Pbx1(+),-4.41673006889638,4.41673006889638
Bcl11b(+),-4.395644630336929,4.395644630336929
Nfix(+),4.375816856056762,4.375816856056762
Tbx18(+),4.367491655157139,4.367491655157139
Batf3(+),-4.329500751743986,4.329500751743986
Zfp148(+),-4.271667244384071,4.271667244384071
Klf9(+),4.198987837649185,4.198987837649185
Vdr(+),-4.138688644661215,4.138688644661215
Hmga1b(+),-4.039096405158531,4.039096405158531
Aebp2(+),-4.035336417087444,4.035336417087444
Foxo1(+),3.979617328573139,3.979617328573139
Elf4(+),-3.9440718889469135,3.9440718889469135
Sp6(+),-3.90815352702271,3.90815352702271
Mafa(+),3.896557020634413,3.896557020634413
Irf9(+),-3.8363796558318106,3.8363796558318106
Churc1(+),-3.8191205730189925,3.8191205730189925
Cux2(+),3.775973567790152,3.775973567790152
Hmbox1(+),3.7515200391856003,3.7515200391856003
Fosb(+),-3.7302391654031357,3.7302391654031357
Hoxa9(+),3.6983405086154417,3.6983405086154417
Npas2(+),3.6870549340437213,3.6870549340437213
Sp3(+),3.686089983663575,3.686089983663575
Fosl1(+),3.6336309164675757,3.6336309164675757
Mafb(+),-3.5884611282064194,3.5884611282064194
Nfia(+),3.585770593972914,3.585770593972914
Zfp981(+),3.574265288523919,3.574265288523919
Thra(+),3.497396581728106,3.497396581728106
Trp53(+),3.487986389334058,3.487986389334058
Irf7(+),-3.456029157359138,3.456029157359138
Zfp280d(+),-3.4041663092454466,3.4041663092454466
Klf3(+),3.3923639215193875,3.3923639215193875
Zfp329(+),-3.390007096782718,3.390007096782718
Rela(+),-3.3838773412882475,3.3838773412882475
Hes1(+),-3.37649218837604,3.37649218837604
Gata6(+),-3.3610105966406487,3.3610105966406487
Zeb1(+),3.329239607610255,3.329239607610255
Tbx1(+),3.2774177496399273,3.2774177496399273
Smad1(+),-3.2614913703544457,3.2614913703544457
Zfp398(+),3.2193402799120348,3.2193402799120348
Eomes(+),3.1903186623587225,3.1903186623587225
Zfp811(+),3.1765712494623637,3.1765712494623637
Zfp174(+),-3.153588502482275,3.153588502482275
Bptf(+),-3.1486333993819513,3.1486333993819513
Ikzf5(+),3.140975102817054,3.140975102817054
Hes7(+),3.093738149500731,3.093738149500731
Stat6(+),-3.0822721396094095,3.0822721396094095
Rxrg(+),3.058488317112343,3.058488317112343
Ikzf3(+),-3.052220786512774,3.052220786512774
Ascl2(+),-3.0196243749823073,3.0196243749823073
Meis2(+),2.9840470222992823,2.9840470222992823
Hdac2(+),-2.9604331569073095,2.9604331569073095
Gbx1(+),-2.95135918974129,2.95135918974129
Emx2(+),2.940537855044826,2.940537855044826
Gmeb1(+),2.932779473524944,2.932779473524944
Zfp687(+),-2.9189761846082543,2.9189761846082543
Tal1(+),2.9085447506436783,2.9085447506436783
Elk1(+),-2.9017765782831204,2.9017765782831204
Elf1(+),-2.89348504876106,2.89348504876106
Ep300(+),-2.8781755541920093,2.8781755541920093
Gmeb2(+),-2.8720939771272156,2.8720939771272156
Zbtb11(+),-2.8339460026462477,2.8339460026462477
Dlx4(+),2.827405219767446,2.827405219767446
Zbtb24(+),2.824524291712945,2.824524291712945
Sox10(+),2.8094465603908594,2.8094465603908594
Thrb(+),2.7928570279192946,2.7928570279192946
Tfap2a(+),-2.7626924459327413,2.7626924459327413
Cebpg(+),-2.7530688405506574,2.7530688405506574
Lhx8(+),2.7480295830493007,2.7480295830493007
Sox8(+),-2.7292794491383416,2.7292794491383416
Ovol2(+),-2.729125238765832,2.729125238765832
E2f6(+),-2.7269241169624667,2.7269241169624667
Zfp239(+),2.6912112445434326,2.6912112445434326
Nfatc4(+),2.681298552734129,2.681298552734129
Hoxb5(+),-2.6621527170678188,2.6621527170678188
Ebf1(+),2.643975238709757,2.643975238709757
Nr4a2(+),-2.6379051383709347,2.6379051383709347
Hmga2(+),-2.629845728587231,2.629845728587231
En1(+),2.5552607740449425,2.5552607740449425
Zfp748(+),2.5424460335376073,2.5424460335376073
Hoxa10(+),2.542223145057108,2.542223145057108
Pou2f3(+),2.540917446009488,2.540917446009488
Hoxd9(+),2.512404358515989,2.512404358515989
Crem(+),-2.4868883510189277,2.4868883510189277
Srf(+),-2.48469636804562,2.48469636804562
Rfxap(+),-2.445501745817008,2.445501745817008
Gtf2f1(+),-2.4246984480246465,2.4246984480246465
Tead1(+),-2.423873480264517,2.423873480264517
Prrx2(+),-2.4214952664623635,2.4214952664623635
Zfp697(+),2.4123982135023945,2.4123982135023945
Dlx3(+),2.412105463587407,2.412105463587407
Zfp384(+),2.389278303303755,2.389278303303755
Zfp994(+),-2.3583245512905484,2.3583245512905484
Nfe2l3(+),-2.3536374456340203,2.3536374456340203
Stat4(+),-2.3520827893342973,2.3520827893342973
Prdm10(+),2.33196988600728,2.33196988600728
Ikzf1(+),-2.331144319996656,2.331144319996656
Zfp641(+),2.3276409429330567,2.3276409429330567
Cdc5l(+),-2.3215988785931954,2.3215988785931954
Sox4(+),2.3211127269533414,2.3211127269533414
Tfap4(+),-2.3099189277995777,2.3099189277995777
Nfe2(+),-2.305835515514545,2.305835515514545
Hoxb8(+),-2.2939779964892653,2.2939779964892653
Mbd2(+),-2.270235072244786,2.270235072244786
Tbp(+),-2.257235606571204,2.257235606571204
Gcm1(+),-2.236837990132693,2.236837990132693
Elk3(+),-2.2307766159707736,2.2307766159707736
Pax1(+),-2.203490212594195,2.203490212594195
Otx1(+),2.1936510138412704,2.1936510138412704
Zbtb14(+),-2.192480692602978,2.192480692602978
Pou5f1(+),2.1879850204649833,2.1879850204649833
Zfp78(+),-2.1858150972602823,2.1858150972602823
Zfp341(+),-2.176377137810277,2.176377137810277
Tbx5(+),2.1622303397943905,2.1622303397943905
Hoxc8(+),-2.1431899842083793,2.1431899842083793
Rxra(+),2.134423232281799,2.134423232281799
Gfi1(+),-2.1154000663321577,2.1154000663321577
Hdx(+),-2.111916553352322,2.111916553352322
Pdcd11(+),-2.092590627239979,2.092590627239979
Zbtb20(+),2.0863073774894674,2.0863073774894674
Tcf3(+),2.064962785311525,2.064962785311525
Sp4(+),-2.064756373276768,2.064756373276768
Irf3(+),2.0644086399377324,2.0644086399377324
Zkscan6(+),2.0299717985514802,2.0299717985514802
Jun(+),-2.016640808657027,2.016640808657027
Mafk(+),-2.0158312859234857,2.0158312859234857
Ppara(+),-1.9902753019043837,1.9902753019043837
Zfp61(+),1.9836913418877875,1.9836913418877875
Arnt(+),1.953255214493823,1.953255214493823
Lbx2(+),-1.9439375735095676,1.9439375735095676
Nr2f1(+),1.9430886116785,1.9430886116785
Pparg(+),1.930266290028424,1.930266290028424
Zfp110(+),-1.929263934677045,1.929263934677045
Elf3(+),-1.9184651525165748,1.9184651525165748
Hoxa3(+),1.8815536724300428,1.8815536724300428
Phf20(+),-1.839719851642325,1.839719851642325
Snai1(+),1.8387898039129442,1.8387898039129442
Ascl1(+),1.8155363696783704,1.8155363696783704
Etv3(+),-1.810769224264823,1.810769224264823
Trp73(+),-1.8074759715315072,1.8074759715315072
Pbx4(+),-1.8038725293521019,1.8038725293521019
Hoxb2(+),-1.8024341874991705,1.8024341874991705
Nfyc(+),1.7969380955963008,1.7969380955963008
Foxp3(+),-1.748751550527102,1.748751550527102
Elf5(+),1.7344410883319514,1.7344410883319514
Irf4(+),-1.7325176462218317,1.7325176462218317
Chd1(+),-1.7271182122988418,1.7271182122988418
Ing4(+),1.7138075802698545,1.7138075802698545
Elf2(+),-1.6741329660453532,1.6741329660453532
Smad4(+),-1.6538091333967582,1.6538091333967582
Rfx5(+),1.635930968598153,1.635930968598153
Pura(+),1.6324027969414288,1.6324027969414288
Zfp821(+),1.627356996854161,1.627356996854161
Zfp708(+),1.6132014693525536,1.6132014693525536
Mxd4(+),-1.610608278482597,1.610608278482597
Pou2f1(+),-1.6070358128717643,1.6070358128717643
Tead2(+),-1.5624800246753436,1.5624800246753436
Usf1(+),1.5539189610336912,1.5539189610336912
Gabpa(+),-1.551620323662224,1.551620323662224
Nr2f6(+),-1.5494252926323508,1.5494252926323508
Tcf12(+),1.5309643694358526,1.5309643694358526
Myb(+),-1.5299918770927057,1.5299918770927057
Hoxa7(+),1.5207094980353566,1.5207094980353566
Rarg(+),-1.5126916291128474,1.5126916291128474
Nr1i3(+),1.5116208638889495,1.5116208638889495
Zbtb42(+),1.508784677154638,1.508784677154638
Etv4(+),1.506185653265392,1.506185653265392
Runx3(+),-1.5059903558142873,1.5059903558142873
Foxj2(+),-1.5040372405117028,1.5040372405117028
Tbx20(+),1.4961523635874663,1.4961523635874663
Chd2(+),-1.495622561162363,1.495622561162363
Gabpb1(+),-1.4719083435914224,1.4719083435914224
Yy1(+),-1.4551904868797105,1.4551904868797105
Hes6(+),-1.4495182747844455,1.4495182747844455
Tbx6(+),1.4448886635645721,1.4448886635645721
Hic1(+),-1.4438241303075001,1.4438241303075001
Erg(+),-1.4293389566942842,1.4293389566942842
Hoxd3(+),-1.4284068211181027,1.4284068211181027
Bclaf1(+),1.4217797580295852,1.4217797580295852
Spi1(+),-1.4124483338568816,1.4124483338568816
Pou1f1(+),1.4115969830276809,1.4115969830276809
Dpf2(+),1.4074491881479219,1.4074491881479219
Nfyb(+),-1.4045378819059051,1.4045378819059051
Nanog(+),1.3834718535057275,1.3834718535057275
Meox1(+),-1.3795942860508361,1.3795942860508361
Fli1(+),1.3492469960502427,1.3492469960502427
Zfx(+),-1.3426214362039706,1.3426214362039706
Rfx1(+),1.3422247324442071,1.3422247324442071
Tbl1xr1(+),1.3360177162708982,1.3360177162708982
Hnf1b(+),1.3356210456660074,1.3356210456660074
Vax2(+),-1.3345596997132294,1.3345596997132294
Zfp617(+),-1.30981504089071,1.30981504089071
Tbr1(+),1.3090983601516681,1.3090983601516681
Cux1(+),-1.3032252000342794,1.3032252000342794
Gata1(+),1.2997772555858726,1.2997772555858726
Zfp93(+),-1.29774340260266,1.29774340260266
Max(+),-1.2810221066742258,1.2810221066742258
Foxa3(+),1.2782690118012465,1.2782690118012465
Hif1a(+),-1.277361127531401,1.277361127531401
Nr1d1(+),1.2701775402036435,1.2701775402036435
Bcl6(+),-1.249791141373665,1.249791141373665
Mitf(+),1.2492972329749197,1.2492972329749197
Hoxa4(+),-1.2442789077449539,1.2442789077449539
Ets1(+),-1.1963817301969224,1.1963817301969224
Ncoa1(+),-1.1951435670062924,1.1951435670062924
Rsl1(+),1.1944612527558056,1.1944612527558056
Smarcc2(+),-1.1850100045800174,1.1850100045800174
Atf3(+),-1.1636020158957765,1.1636020158957765
Sp2(+),-1.1510468628495587,1.1510468628495587
Msx3(+),-1.1465216050604914,1.1465216050604914
Tbx21(+),1.1439970491617564,1.1439970491617564
Gtf2b(+),-1.1407269901037986,1.1407269901037986
Creb1(+),-1.117870527292693,1.117870527292693
Hoxb3(+),-1.113203224183263,1.113203224183263
Zfp740(+),1.111569335243121,1.111569335243121
Tal2(+),-1.1103084141403599,1.1103084141403599
Zfp595(+),1.092758899994105,1.092758899994105
Ar(+),-1.0921867513831962,1.0921867513831962
Zfp81(+),1.091705296922493,1.091705296922493
Zfp202(+),-1.0916879597315101,1.0916879597315101
Zbtb43(+),-1.0829933823194666,1.0829933823194666
Dbx2(+),1.0800341804756086,1.0800341804756086
Zfp286(+),1.0734305815788634,1.0734305815788634
Rarb(+),1.0722230311928667,1.0722230311928667
Maff(+),-1.0708999393134244,1.0708999393134244
Bcl11a(+),1.067457687585224,1.067457687585224
Fos(+),-1.0668911856279675,1.0668911856279675
Atf5(+),-1.066283827267126,1.066283827267126
Stat5b(+),1.055582246229627,1.055582246229627
Rxrb(+),-1.045982390045066,1.045982390045066
Zfp189(+),-1.0331463297349464,1.0331463297349464
Nfkb2(+),1.0246519699560896,1.0246519699560896
Zfp953(+),1.022178350574497,1.022178350574497
Tfe3(+),-1.0210854871981112,1.0210854871981112
Nr2f2(+),1.0133178540562624,1.0133178540562624
Tead3(+),0.9958215037210592,0.9958215037210592
Spdef(+),0.9956436912984148,0.9956436912984148
Ddit3(+),-0.9873730898529873,0.9873730898529873
Pou6f1(+),0.9872008536741009,0.9872008536741009
Bhlhe40(+),-0.9756899354223235,0.9756899354223235
Erf(+),-0.9666426974715113,0.9666426974715113
Dlx1(+),0.9620735628759833,0.9620735628759833
Neurod2(+),0.9492343291317086,0.9492343291317086
Dbp(+),-0.9487441412448837,0.9487441412448837
Arid3a(+),-0.9486276330144243,0.9486276330144243
Kmt2b(+),-0.9470221540803253,0.9470221540803253
Arntl(+),0.946752251316627,0.946752251316627
Cebpa(+),0.9461210176996152,0.9461210176996152
Irf5(+),-0.9392895301631713,0.9392895301631713
Zbtb48(+),-0.9338753919768783,0.9338753919768783
Zbtb7a(+),0.913902062733558,0.913902062733558
Ets2(+),0.9121119094119783,0.9121119094119783
Sox13(+),-0.902481122651849,0.902481122651849
Ppard(+),-0.8962546035436331,0.8962546035436331
Foxa2(+),0.8740904238472506,0.8740904238472506
Lmx1a(+),0.8694675141419237,0.8694675141419237
Zbtb38(+),0.8677138535521938,0.8677138535521938
Foxj1(+),0.866282102607007,0.866282102607007
Zfp978(+),0.8604230394514938,0.8604230394514938
Bach1(+),0.8585990228695233,0.8585990228695233
Foxi1(+),-0.8572250260266295,0.8572250260266295
Zfp319(+),0.8533341915710937,0.8533341915710937
Zfp317(+),0.8471595590670028,0.8471595590670028
Mbd1(+),-0.8408817142756888,0.8408817142756888
Zfp426(+),-0.831751995913864,0.831751995913864
Hnf4g(+),-0.8218128178413582,0.8218128178413582
Ctnnb1(+),0.818334747334201,0.818334747334201
Atf2(+),0.8129698495822965,0.8129698495822965
Hoxb4(+),-0.7936530495549269,0.7936530495549269
Elk4(+),0.7812082286650444,0.7812082286650444
Nfic(+),0.7799386697990162,0.7799386697990162
Hmgxb3(+),-0.7774950986885012,0.7774950986885012
Nr1d2(+),0.7768791097491511,0.7768791097491511
Irf1(+),-0.7714112521994742,0.7714112521994742
Lhx4(+),0.7704073797517587,0.7704073797517587
Zfp943(+),0.7663910895432062,0.7663910895432062
Foxo4(+),-0.7655654702683026,0.7655654702683026
Gata3(+),0.7525944425119145,0.7525944425119145
Mef2c(+),-0.750176480111384,0.750176480111384
Zbtb18(+),-0.743515569474889,0.743515569474889
Sox11(+),-0.7386940479725308,0.7386940479725308
Msx2(+),-0.7131277564432219,0.7131277564432219
Rara(+),0.68619636513889,0.68619636513889
Hoxa2(+),-0.6859162912576651,0.6859162912576651
Dlx5(+),-0.6765880728492574,0.6765880728492574
Bhlhe41(+),0.6639415283636785,0.6639415283636785
Mypop(+),-0.6539029817568246,0.6539029817568246
Zfp580(+),0.6538955100973094,0.6538955100973094
Smad2(+),0.6505045868429651,0.6505045868429651
Jdp2(+),-0.6479198224676787,0.6479198224676787
Nfatc2(+),0.6284253001911437,0.6284253001911437
Vps4b(+),-0.6213341737556413,0.6213341737556413
Thap1(+),0.61446736336226,0.61446736336226
Hltf(+),0.6102737585119894,0.6102737585119894
Mafg(+),0.5959367056775438,0.5959367056775438
Foxk1(+),-0.5925147069150473,0.5925147069150473
Hoxd10(+),0.5922441500159281,0.5922441500159281
Rfx3(+),0.5843823112670777,0.5843823112670777
Pax7(+),-0.5809575106050207,0.5809575106050207
Nr4a3(+),-0.5778870574065684,0.5778870574065684
Zfy1(+),0.5723392769378263,0.5723392769378263
Zscan2(+),0.5597237306727598,0.5597237306727598
Mixl1(+),-0.5559337269488105,0.5559337269488105
Zfp354c(+),0.542975960073831,0.542975960073831
Maf(+),-0.5381370851839243,0.5381370851839243
Hoxa6(+),-0.5241358784694523,0.5241358784694523
Zfp985(+),0.5060682827916055,0.5060682827916055
Klf10(+),0.4989333579287421,0.4989333579287421
Rel(+),-0.49591983712854365,0.49591983712854365
Fosl2(+),-0.4946719441620774,0.4946719441620774
Mxd1(+),0.49310350571765693,0.49310350571765693
Nkx2-2(+),0.4891364368111841,0.4891364368111841
Pgr(+),0.48523074275262407,0.48523074275262407
Zfp3(+),-0.4838204732939591,0.4838204732939591
Zfp786(+),0.4768905437389004,0.4768905437389004
Grhl2(+),-0.47486377928583523,0.47486377928583523
Drap1(+),0.4640486121136857,0.4640486121136857
Zfp11(+),0.46200142964240826,0.46200142964240826
Zfp558(+),0.4319609809809079,0.4319609809809079
Hnf1a(+),0.42741501912576496,0.42741501912576496
Prdm6(+),-0.4106055693381368,0.4106055693381368
Zfp644(+),-0.40413049282571334,0.40413049282571334
Zbtb41(+),0.3769394904798546,0.3769394904798546
Lef1(+),-0.37653291929243776,0.37653291929243776
Nfya(+),0.3688186039180553,0.3688186039180553
Tfeb(+),-0.3596691746707438,0.3596691746707438
Klf4(+),0.3529878377414347,0.3529878377414347
Zfp12(+),0.3523507332794055,0.3523507332794055
Zfp101(+),-0.3394005733928517,0.3394005733928517
Atf4(+),-0.33586034740144116,0.33586034740144116
Rfxank(+),0.33306832626482924,0.33306832626482924
Zfp738(+),-0.330898703616846,0.330898703616846
Ovol1(+),-0.3133626729584298,0.3133626729584298
Gata4(+),0.3132849500797958,0.3132849500797958
Rfx4(+),0.3036084056351835,0.3036084056351835
Zfp85(+),-0.30252317223129194,0.30252317223129194
Smad3(+),-0.30152543076698274,0.30152543076698274
Atf1(+),0.3009564931872122,0.3009564931872122
Nr2c1(+),0.28657053675332084,0.28657053675332084
Taf6(+),-0.2627699835352006,0.2627699835352006
Lhx2(+),0.2609349768901385,0.2609349768901385
Zfp87(+),0.2578534137759307,0.2578534137759307
Mzf1(+),-0.25421381997829295,0.25421381997829295
Esr2(+),0.2526208076615246,0.2526208076615246
Foxj3(+),-0.238682065126957,0.238682065126957
Batf(+),-0.2359105864930697,0.2359105864930697
Taf1(+),0.2351657211282112,0.2351657211282112
Nr2e3(+),0.2298572399771314,0.2298572399771314
Patz1(+),0.21575995976105575,0.21575995976105575
Usf2(+),-0.2011582258521339,0.2011582258521339
Zfp592(+),0.19278808075938922,0.19278808075938922
Tead4(+),-0.19262989912694545,0.19262989912694545
Sox9(+),-0.1886750532163143,0.1886750532163143
Foxp1(+),0.18607833354521564,0.18607833354521564
Nr1h4(+),-0.1836436662860225,0.1836436662860225
Hoxd4(+),0.17861278280954068,0.17861278280954068
Sox15(+),0.1738116225082147,0.1738116225082147
Zfp534(+),0.17277380324195238,0.17277380324195238
Mterf1a(+),-0.16465813871559062,0.16465813871559062
Nfe2l2(+),-0.15984186488024743,0.15984186488024743
Ilf2(+),0.1592100324663615,0.1592100324663615
Phox2a(+),0.14893967979724554,0.14893967979724554
Shox2(+),0.14809833363526534,0.14809833363526534
Lhx6(+),-0.1449706674295252,0.1449706674295252
Zfp768(+),-0.1366332176693245,0.1366332176693245
Gpbp1l1(+),-0.12884597927414554,0.12884597927414554
Nfe2l1(+),0.120967371405814,0.120967371405814
Zfp639(+),0.11491395491226923,0.11491395491226923
Esrrb(+),-0.11447200088052904,0.11447200088052904
Hnf4a(+),-0.11196550955562878,0.11196550955562878
Clock(+),-0.10977254819669315,0.10977254819669315
Zfp358(+),-0.107107663978003,0.107107663978003
Zbtb10(+),-0.09567300353176462,0.09567300353176462
Foxo6(+),0.0695820616176183,0.0695820616176183
Sox7(+),0.0658375377930552,0.0658375377930552
Vsx1(+),0.05978837726566146,0.05978837726566146
Nfatc1(+),0.05550619964679458,0.05550619964679458
Hoxa5(+),-0.05496309033536025,0.05496309033536025
Nfatc3(+),0.05172819097389146,0.05172819097389146
Gtf2ird1(+),-0.048371610939606076,0.048371610939606076
Peg3(+),-0.026293263577596322,0.026293263577596322
Zfp287(+),-0.014809065691968661,0.014809065691968661
Zfp979(+),0.00800190111686161,0.00800190111686161
Zfp105(+),0.0037502101273320034,0.0037502101273320034
